source_id,record,sentence_id
Amis_1239,GLOSBE_REVIEWED_ZHO_e07d45bc83efec03,GLOSBE_ami_zho_TMEM_U000756
Amis_1240,GLOSBE_REVIEWED_ZHO_ea7638e918f038a1,GLOSBE_ami_zho_TMEM_U000757
Amis_1241,GLOSBE_REVIEWED_ZHO_a965d42a6b0112ae,GLOSBE_ami_zho_TMEM_U000758
Amis_1242,GLOSBE_REVIEWED_ZHO_97cf21dceb030d5f,GLOSBE_ami_zho_TMEM_U000759
Amis_1243,GLOSBE_REVIEWED_ZHO_45d5f903b8f36edb,GLOSBE_ami_zho_TMEM_U000760
Amis_1244,GLOSBE_REVIEWED_ZHO_e7c5b8768ba87ca9,GLOSBE_ami_zho_TMEM_U000761
Amis_1245,GLOSBE_REVIEWED_ZHO_808003cf2822d8e0,GLOSBE_ami_zho_TMEM_U000762
Amis_1246,GLOSBE_REVIEWED_ZHO_09b21abd7cdc223d,GLOSBE_ami_zho_TMEM_U000763
Amis_1247,GLOSBE_REVIEWED_ZHO_6a7e10ca86441b5c,GLOSBE_ami_zho_TMEM_U000764
Amis_1248,GLOSBE_REVIEWED_ZHO_d24cc7d8190f38ed,GLOSBE_ami_zho_TMEM_U000765
Amis_1249,GLOSBE_REVIEWED_ZHO_35e9db13392dea3b,GLOSBE_ami_zho_TMEM_U000766
Amis_1250,GLOSBE_REVIEWED_ZHO_bfcbbdb1f6670ba6,GLOSBE_ami_zho_TMEM_U000767
Amis_1251,GLOSBE_REVIEWED_ZHO_29734fbcec7e6586,GLOSBE_ami_zho_TMEM_U000768
Amis_1252,GLOSBE_REVIEWED_ZHO_9a895058a29514c4,GLOSBE_ami_zho_TMEM_U000769
Amis_1253,GLOSBE_REVIEWED_ZHO_4b58d9ab321e6c69,GLOSBE_ami_zho_TMEM_U000244
Amis_1254,GLOSBE_REVIEWED_ZHO_12eb0acc578cdba3,GLOSBE_ami_zho_TMEM_U000770
Amis_1255,GLOSBE_REVIEWED_ZHO_ee41c9ea12a06900,GLOSBE_ami_zho_TMEM_U000771
Amis_1256,GLOSBE_REVIEWED_ZHO_7e9e0f17e5f2f6ef,GLOSBE_ami_zho_TMEM_U000772
Amis_1257,GLOSBE_REVIEWED_ZHO_22d7ad8daa43f772,GLOSBE_ami_zho_TMEM_U000486
Amis_1258,GLOSBE_REVIEWED_ZHO_5cb359552d0f95b2,GLOSBE_ami_zho_TMEM_U000773
Amis_1259,GLOSBE_REVIEWED_ZHO_ea045d3567206290,GLOSBE_ami_zho_TMEM_U000270
Amis_1260,GLOSBE_REVIEWED_ZHO_5f20679957f51631,GLOSBE_ami_zho_TMEM_U000144
Amis_1261,GLOSBE_REVIEWED_ZHO_a4c0cefd4d19ef73,GLOSBE_ami_zho_TMEM_U000228
Amis_1262,GLOSBE_REVIEWED_ZHO_5be7b56b411187f7,GLOSBE_ami_zho_TMEM_U000774
Amis_1263,GLOSBE_REVIEWED_ZHO_f1117bcae0787965,GLOSBE_ami_zho_TMEM_U000775
Amis_1264,GLOSBE_REVIEWED_ZHO_2ee55b9d3d096719,GLOSBE_ami_zho_TMEM_U000634
Amis_1265,GLOSBE_REVIEWED_ZHO_61d329c6fad2f532,GLOSBE_ami_zho_TMEM_U000776
Amis_1266,GLOSBE_REVIEWED_ZHO_f2670cb67e5edcee,GLOSBE_ami_zho_TMEM_U000777
Amis_1267,GLOSBE_REVIEWED_ZHO_ebcf522026721704,GLOSBE_ami_zho_TMEM_U000778
Amis_1268,GLOSBE_REVIEWED_ZHO_2b1860acacd543d5,GLOSBE_ami_zho_TMEM_U000721
Amis_1269,GLOSBE_REVIEWED_ZHO_876dec9f1ed7297d,GLOSBE_ami_zho_TMEM_U000779
Amis_1270,GLOSBE_REVIEWED_ZHO_866b7c7aa100b321,GLOSBE_ami_zho_TMEM_U000780
Amis_1271,GLOSBE_REVIEWED_ZHO_2be7a4efbc55051b,GLOSBE_ami_zho_TMEM_U000781
Amis_1272,GLOSBE_REVIEWED_ZHO_8786d40aa554c05c,GLOSBE_ami_zho_TMEM_U000782
Amis_1273,GLOSBE_REVIEWED_ZHO_6580e2f054634acc,GLOSBE_ami_zho_TMEM_U000783
Amis_1274,GLOSBE_REVIEWED_ZHO_2a444a71e49174d6,GLOSBE_ami_zho_TMEM_U000784
Amis_1275,GLOSBE_REVIEWED_ZHO_b26d3070b62dfba3,GLOSBE_ami_zho_TMEM_U000785
Amis_1276,GLOSBE_REVIEWED_ZHO_7873465ece179425,GLOSBE_ami_zho_TMEM_U000786
Amis_1277,GLOSBE_REVIEWED_ZHO_6b5d945e5d5eff88,GLOSBE_ami_zho_TMEM_U000787
Amis_1278,GLOSBE_REVIEWED_ZHO_1a60fb5b9a588931,GLOSBE_ami_zho_TMEM_U000788
Amis_1279,GLOSBE_REVIEWED_ZHO_99d10b724e681fe2,GLOSBE_ami_zho_TMEM_U000789
Amis_1280,GLOSBE_REVIEWED_ZHO_b1b7a49717bb8c2b,GLOSBE_ami_zho_TMEM_U000790
Amis_1281,GLOSBE_REVIEWED_ZHO_1495f0797e0b2470,GLOSBE_ami_zho_TMEM_U000791
Amis_1282,GLOSBE_REVIEWED_ZHO_e5cc92282bda43bd,GLOSBE_ami_zho_TMEM_U000792
Amis_1283,GLOSBE_REVIEWED_ZHO_dce3955d34c4b235,GLOSBE_ami_zho_TMEM_U000793
Amis_1284,GLOSBE_REVIEWED_ZHO_4412c53378efdd02,GLOSBE_ami_zho_TMEM_U000794
Amis_1285,GLOSBE_REVIEWED_ZHO_b8143ddd3727b602,GLOSBE_ami_zho_TMEM_U000795
Amis_1286,GLOSBE_REVIEWED_ZHO_c57d116957c1929a,GLOSBE_ami_zho_TMEM_U000796
Amis_1287,GLOSBE_REVIEWED_ZHO_a04751504d122341,GLOSBE_ami_zho_TMEM_U000797
Amis_1288,GLOSBE_REVIEWED_ZHO_d0407c3331d1c919,GLOSBE_ami_zho_TMEM_U000798
Amis_1289,GLOSBE_REVIEWED_ZHO_0c85f97e49ef42a6,GLOSBE_ami_zho_TMEM_U000799
Amis_1290,GLOSBE_REVIEWED_ZHO_dd5e4fbb4b137ec2,GLOSBE_ami_zho_TMEM_U000379
Amis_1291,GLOSBE_REVIEWED_ZHO_af34dffb27c87fa3,GLOSBE_ami_zho_TMEM_U000140
Amis_1292,GLOSBE_REVIEWED_ZHO_d090662a9e5387ea,GLOSBE_ami_zho_TMEM_U000145
Amis_1293,GLOSBE_REVIEWED_ZHO_b8b534fa0bde4a88,GLOSBE_ami_zho_TMEM_U000303
Amis_1294,GLOSBE_REVIEWED_ZHO_767b57aaf3ed9853,GLOSBE_ami_zho_TMEM_U000218
Amis_1295,GLOSBE_REVIEWED_ZHO_d1f9ee7f982c6fda,GLOSBE_ami_zho_TMEM_U000800
Amis_1296,GLOSBE_REVIEWED_ZHO_837086420a15ccb5,GLOSBE_ami_zho_TMEM_U000662
Amis_1297,GLOSBE_REVIEWED_ZHO_4a8a53217b34a7f5,GLOSBE_ami_zho_TMEM_U000801
Amis_1298,GLOSBE_REVIEWED_ZHO_69cb3fec19436441,GLOSBE_ami_zho_TMEM_U000802
Amis_1299,GLOSBE_REVIEWED_ZHO_6ed09829dedd5928,GLOSBE_ami_zho_TMEM_U000803
Amis_1300,GLOSBE_REVIEWED_ZHO_bb123e342307f9f7,GLOSBE_ami_zho_TMEM_U000804
Amis_1301,GLOSBE_REVIEWED_ZHO_f52d9765f79cecfc,GLOSBE_ami_zho_TMEM_U000805
Amis_1302,GLOSBE_REVIEWED_ZHO_bcff039786800a44,GLOSBE_ami_zho_TMEM_U000806
Amis_1303,GLOSBE_REVIEWED_ZHO_d0843d4d58a076cf,GLOSBE_ami_zho_TMEM_U000807
Amis_1304,GLOSBE_REVIEWED_ZHO_ffc9fb1dd1044a79,GLOSBE_ami_zho_TMEM_U000808
Amis_1305,GLOSBE_REVIEWED_ZHO_003ff367fdba1f97,GLOSBE_ami_zho_TMEM_U000809
Amis_1306,GLOSBE_REVIEWED_ZHO_39e151984247532d,GLOSBE_ami_zho_TMEM_U000810
Amis_1307,GLOSBE_REVIEWED_ZHO_1ae21b2cfbe2883d,GLOSBE_ami_zho_TMEM_U000811
Amis_1308,GLOSBE_REVIEWED_ZHO_ae3f8a64d6be97a4,GLOSBE_ami_zho_TMEM_U000097
Amis_1309,GLOSBE_REVIEWED_ZHO_2ac454109ca6fc85,GLOSBE_ami_zho_TMEM_U000461
Amis_1310,GLOSBE_REVIEWED_ZHO_c9999eb55ecfbb1b,GLOSBE_ami_zho_TMEM_U000812
Amis_1311,GLOSBE_REVIEWED_ZHO_20a7ed33319008e8,GLOSBE_ami_zho_TMEM_U000813
Amis_1312,GLOSBE_REVIEWED_ZHO_6b5d945e5d5eff88,GLOSBE_ami_zho_TMEM_U000787
Amis_1313,GLOSBE_REVIEWED_ZHO_0d13ad96014fc1f3,GLOSBE_ami_zho_TMEM_U000814
Amis_1314,GLOSBE_REVIEWED_ZHO_3927a9bdfb4ded16,GLOSBE_ami_zho_TMEM_U000815
Amis_1315,GLOSBE_REVIEWED_ZHO_be10aad0803a293c,GLOSBE_ami_zho_TMEM_U000816
Amis_1316,GLOSBE_REVIEWED_ZHO_6b1e585da2a62e2a,GLOSBE_ami_zho_TMEM_U000817
Amis_1317,GLOSBE_REVIEWED_ZHO_a98906a6f9d66e40,GLOSBE_ami_zho_TMEM_U000818
Amis_1318,GLOSBE_REVIEWED_ZHO_6a7e10ca86441b5c,GLOSBE_ami_zho_TMEM_U000764
Amis_1319,GLOSBE_REVIEWED_ZHO_ade5a8fa27a3f68c,GLOSBE_ami_zho_TMEM_U000819
Amis_1320,GLOSBE_REVIEWED_ZHO_a856da281dd6693e,GLOSBE_ami_zho_TMEM_U000077
Amis_1321,GLOSBE_REVIEWED_ZHO_69ea6284b753fe47,GLOSBE_ami_zho_TMEM_U000094
Amis_1322,GLOSBE_REVIEWED_ZHO_e7325d483c9a900b,GLOSBE_ami_zho_TMEM_U000820
Amis_1323,GLOSBE_REVIEWED_ZHO_d9df67c6b87417a5,GLOSBE_ami_zho_TMEM_U000821
Amis_1324,GLOSBE_REVIEWED_ZHO_fb9db094d6425492,GLOSBE_ami_zho_TMEM_U000822
Amis_1325,GLOSBE_REVIEWED_ZHO_2f8544139867a96f,GLOSBE_ami_zho_TMEM_U000823
Amis_1326,GLOSBE_REVIEWED_ZHO_60cff17ec1de2862,GLOSBE_ami_zho_TMEM_U000824
Amis_1327,GLOSBE_REVIEWED_ZHO_cd61f8fc14f76d9a,GLOSBE_ami_zho_TMEM_U000042
Amis_1328,GLOSBE_REVIEWED_ZHO_66e4d7da0b7032c4,GLOSBE_ami_zho_TMEM_U000047
Amis_1329,GLOSBE_REVIEWED_ZHO_473b666a57439f4d,GLOSBE_ami_zho_TMEM_U000071
Amis_1330,GLOSBE_REVIEWED_ZHO_4080c685af057c04,GLOSBE_ami_zho_TMEM_U000092
Amis_1331,GLOSBE_REVIEWED_ZHO_224c5be0c48f88c5,GLOSBE_ami_zho_TMEM_U000117
Amis_1332,GLOSBE_REVIEWED_ZHO_24f75af96297a356,GLOSBE_ami_zho_TMEM_U000120
Amis_1333,GLOSBE_REVIEWED_ZHO_ef62c78ea5e2ee6e,GLOSBE_ami_zho_TMEM_U000125
Amis_1334,GLOSBE_REVIEWED_ZHO_befcc41b77f24461,GLOSBE_ami_zho_TMEM_U000155
Amis_1335,GLOSBE_REVIEWED_ZHO_aee37768c9af6961,GLOSBE_ami_zho_TMEM_U000156
Amis_1336,GLOSBE_REVIEWED_ZHO_7f4f7525849821ef,GLOSBE_ami_zho_TMEM_U000202
Amis_1337,GLOSBE_REVIEWED_ZHO_2d06dd4efd48eb98,GLOSBE_ami_zho_TMEM_U000211
Amis_1338,GLOSBE_REVIEWED_ZHO_797cae69390f1922,GLOSBE_ami_zho_TMEM_U000579
Amis_1339,GLOSBE_REVIEWED_ZHO_16ef9aad8d63f8c2,GLOSBE_ami_zho_TMEM_U000467
Amis_1340,GLOSBE_REVIEWED_ZHO_8a79d589192a7636,GLOSBE_ami_zho_TMEM_U000472
Amis_1341,GLOSBE_REVIEWED_ZHO_fb034a94cb7e1731,GLOSBE_ami_zho_TMEM_U000633
Amis_1342,GLOSBE_REVIEWED_ZHO_64844caee03e3b85,GLOSBE_ami_zho_TMEM_U000825
Amis_1343,GLOSBE_REVIEWED_ZHO_4a7482a36ee7a196,GLOSBE_ami_zho_TMEM_U000715
Amis_1344,GLOSBE_REVIEWED_ZHO_3bdbedccc75bd575,GLOSBE_ami_zho_TMEM_U000826
Amis_1345,GLOSBE_REVIEWED_ZHO_f00ed219cb489bab,GLOSBE_ami_zho_TMEM_U000690
Amis_1346,GLOSBE_REVIEWED_ZHO_1023bd5c8d9ed1a3,GLOSBE_ami_zho_TMEM_U000827
Amis_1347,GLOSBE_REVIEWED_ZHO_b3ce07d922ae5e3f,GLOSBE_ami_zho_TMEM_U000828
Amis_1348,GLOSBE_REVIEWED_ZHO_eb338d4c3b5b34b4,GLOSBE_ami_zho_TMEM_U000829
Amis_1349,GLOSBE_REVIEWED_ZHO_c1935bd7633faa6b,GLOSBE_ami_zho_TMEM_U000830
Amis_1350,GLOSBE_REVIEWED_ZHO_3146b4f6c2986899,GLOSBE_ami_zho_TMEM_U000831
Amis_1351,GLOSBE_REVIEWED_ZHO_e3c0a564752bccd7,GLOSBE_ami_zho_TMEM_U000832
Amis_1352,GLOSBE_STATIC_1b1803bb4bd384a8348d,GLOSBE_ami_zho_TMEM_U000002
Amis_1353,GLOSBE_REVIEWED_ZHO_78dbf18cc643ceb1,GLOSBE_ami_zho_TMEM_U000029
Amis_1354,GLOSBE_STATIC_09b2fae1e065d2319b48,GLOSBE_ami_zho_TMEM_U000009
Amis_1355,GLOSBE_REVIEWED_ZHO_dd8482d6b85b2f34,GLOSBE_ami_zho_TMEM_U000833
Amis_1356,GLOSBE_STATIC_bdf7c3f5d353d50ad538,GLOSBE_ami_zho_TMEM_U000014
Amis_1357,GLOSBE_STATIC_161f730563921ecb6fff,GLOSBE_ami_zho_TMEM_U000017
Amis_1358,GLOSBE_STATIC_4d47d68035a4efdd0f7a,GLOSBE_ami_zho_TMEM_U000019
Amis_1359,GLOSBE_REVIEWED_ZHO_dc5c338648af711a,GLOSBE_ami_zho_TMEM_U000039
Amis_1360,GLOSBE_REVIEWED_ZHO_1c700130ef019bb9,GLOSBE_ami_zho_TMEM_U000369
Amis_1361,GLOSBE_REVIEWED_ZHO_4b58d9ab321e6c69,GLOSBE_ami_zho_TMEM_U000244
Amis_1362,GLOSBE_REVIEWED_ZHO_e9bc4de9e151a545,GLOSBE_ami_zho_TMEM_U000373
Amis_1363,GLOSBE_REVIEWED_ZHO_25d1cc7fcfe80f86,GLOSBE_ami_zho_TMEM_U000834
Amis_1364,GLOSBE_REVIEWED_ZHO_0cf78b0f9bdd6fd4,GLOSBE_ami_zho_TMEM_U000375
Amis_1365,GLOSBE_REVIEWED_ZHO_7f22d70cb2af10ee,GLOSBE_ami_zho_TMEM_U000377
Amis_1366,GLOSBE_REVIEWED_ZHO_404753895c1747d7,GLOSBE_ami_zho_TMEM_U000052
Amis_1367,GLOSBE_REVIEWED_ZHO_e9a3ac848b5788ae,GLOSBE_ami_zho_TMEM_U000053
Amis_1368,GLOSBE_REVIEWED_ZHO_50729c5e2d148637,GLOSBE_ami_zho_TMEM_U000054
Amis_1369,GLOSBE_REVIEWED_ZHO_9454907346ce720d,GLOSBE_ami_zho_TMEM_U000057
Amis_1370,GLOSBE_REVIEWED_ZHO_4c540c7e8c5d2852,GLOSBE_ami_zho_TMEM_U000248
Amis_1371,GLOSBE_REVIEWED_ZHO_1e042dbe2ea788c0,GLOSBE_ami_zho_TMEM_U000059
Amis_1372,GLOSBE_REVIEWED_ZHO_285bc714ea0289b4,GLOSBE_ami_zho_TMEM_U000835
Amis_1373,GLOSBE_REVIEWED_ZHO_4a37de8ffddebd50,GLOSBE_ami_zho_TMEM_U000063
Amis_1374,GLOSBE_REVIEWED_ZHO_3caf21705010bd07,GLOSBE_ami_zho_TMEM_U000069
Amis_1375,GLOSBE_REVIEWED_ZHO_6d0942b50e0ab88d,GLOSBE_ami_zho_TMEM_U000251
Amis_1376,GLOSBE_REVIEWED_ZHO_ec31a6463360b366,GLOSBE_ami_zho_TMEM_U000383
Amis_1377,GLOSBE_REVIEWED_ZHO_9ff569cad07b2d08,GLOSBE_ami_zho_TMEM_U000376
Amis_1378,GLOSBE_REVIEWED_ZHO_3f216c349da510fa,GLOSBE_ami_zho_TMEM_U000392
Amis_1379,GLOSBE_REVIEWED_ZHO_6a1e4d509f106949,GLOSBE_ami_zho_TMEM_U000269
Amis_1380,GLOSBE_REVIEWED_ZHO_6617351d9fc04bc7,GLOSBE_ami_zho_TMEM_U000114
Amis_1381,GLOSBE_REVIEWED_ZHO_2566551f0368308a,GLOSBE_ami_zho_TMEM_U000275
Amis_1382,GLOSBE_REVIEWED_ZHO_1260d55393c4bde8,GLOSBE_ami_zho_TMEM_U000287
Amis_1383,GLOSBE_REVIEWED_ZHO_a04980eaad016156,GLOSBE_ami_zho_TMEM_U000435
Amis_1384,GLOSBE_REVIEWED_ZHO_dd91562191c34270,GLOSBE_ami_zho_TMEM_U000836
Amis_1385,GLOSBE_REVIEWED_ZHO_0bcafb1a600f655b,GLOSBE_ami_zho_TMEM_U000837
Amis_1386,GLOSBE_REVIEWED_ZHO_66722e1bbff77b0f,GLOSBE_ami_zho_TMEM_U000838
Amis_1387,GLOSBE_REVIEWED_ZHO_0a825c097f09f4d5,GLOSBE_ami_zho_TMEM_U000499
Amis_1388,GLOSBE_REVIEWED_ZHO_40f7a1c93f9d37cf,GLOSBE_ami_zho_TMEM_U000839
Amis_1389,GLOSBE_REVIEWED_ZHO_3b543c9820bb6bba,GLOSBE_ami_zho_TMEM_U000729
Amis_1390,GLOSBE_REVIEWED_ZHO_03602568e137cd57,GLOSBE_ami_zho_TMEM_U000840
Amis_1391,GLOSBE_REVIEWED_ZHO_ef26227d29967b22,GLOSBE_ami_zho_TMEM_U000841
Amis_1392,GLOSBE_REVIEWED_ZHO_c5ef94239fca8451,GLOSBE_ami_zho_TMEM_U000842
Amis_1393,GLOSBE_REVIEWED_ZHO_bfcbbdb1f6670ba6,GLOSBE_ami_zho_TMEM_U000767
Amis_1394,GLOSBE_REVIEWED_ZHO_66e4d7da0b7032c4,GLOSBE_ami_zho_TMEM_U000047
Amis_1395,GLOSBE_REVIEWED_ZHO_940adbaf9c590715,GLOSBE_ami_zho_TMEM_U000246
Amis_1396,GLOSBE_REVIEWED_ZHO_5525fcc4f9e9646a,GLOSBE_ami_zho_TMEM_U000134
Amis_1397,GLOSBE_REVIEWED_ZHO_5d86b19625304d66,GLOSBE_ami_zho_TMEM_U000488
Amis_1398,GLOSBE_REVIEWED_ZHO_f998109e39bc40f9,GLOSBE_ami_zho_TMEM_U000843
Amis_1399,GLOSBE_REVIEWED_ZHO_14bf91273497fb17,GLOSBE_ami_zho_TMEM_U000460
Amis_1400,GLOSBE_REVIEWED_ZHO_52f21f414b60f664,GLOSBE_ami_zho_TMEM_U000844
Amis_1401,GLOSBE_REVIEWED_ZHO_2ee55b9d3d096719,GLOSBE_ami_zho_TMEM_U000634
Amis_1402,GLOSBE_REVIEWED_ZHO_346b177b0b3b4146,GLOSBE_ami_zho_TMEM_U000845
Amis_1403,GLOSBE_REVIEWED_ZHO_584f6641468c46cb,GLOSBE_ami_zho_TMEM_U000846
Amis_1404,GLOSBE_REVIEWED_ZHO_7023e392cb93c07b,GLOSBE_ami_zho_TMEM_U000665
Amis_1405,GLOSBE_REVIEWED_ZHO_63e55e6e7833645f,GLOSBE_ami_zho_TMEM_U000847
Amis_1406,GLOSBE_REVIEWED_ZHO_2dceebe2a91d62af,GLOSBE_ami_zho_TMEM_U000848
Amis_1407,GLOSBE_REVIEWED_ZHO_99c8bda0564dd491,GLOSBE_ami_zho_TMEM_U000849
Amis_1408,GLOSBE_REVIEWED_ZHO_02d591951ea48942,GLOSBE_ami_zho_TMEM_U000850
Amis_1409,GLOSBE_REVIEWED_ZHO_f9e9e0303add679d,GLOSBE_ami_zho_TMEM_U000851
Amis_1410,GLOSBE_REVIEWED_ZHO_9908b46fa92b387a,GLOSBE_ami_zho_TMEM_U000852
Amis_1411,GLOSBE_REVIEWED_ZHO_8028416b4417e12e,GLOSBE_ami_zho_TMEM_U000853
Amis_1412,GLOSBE_REVIEWED_ZHO_1319e7facfc22dcf,GLOSBE_ami_zho_TMEM_U000854
Amis_1413,GLOSBE_REVIEWED_ZHO_82d9afa052e3cfc6,GLOSBE_ami_zho_TMEM_U000855
Amis_1414,GLOSBE_REVIEWED_ZHO_5009d5241880741b,GLOSBE_ami_zho_TMEM_U000856
Amis_1415,GLOSBE_REVIEWED_ZHO_5cbb6b31a9795a00,GLOSBE_ami_zho_TMEM_U000857
Amis_1416,GLOSBE_REVIEWED_ZHO_46eca501ae8e2413,GLOSBE_ami_zho_TMEM_U000858
Amis_1417,GLOSBE_REVIEWED_ZHO_4ac675beb9f95440,GLOSBE_ami_zho_TMEM_U000859
Amis_1418,GLOSBE_REVIEWED_ZHO_8c30fe4caa95d897,GLOSBE_ami_zho_TMEM_U000860
Amis_1419,GLOSBE_REVIEWED_ZHO_0a51c2ee2bd62f50,GLOSBE_ami_zho_TMEM_U000229
Amis_1420,GLOSBE_REVIEWED_ZHO_0f42fcf0e995b5b7,GLOSBE_ami_zho_TMEM_U000861
Amis_1421,GLOSBE_REVIEWED_ZHO_743ecdac68c68f44,GLOSBE_ami_zho_TMEM_U000037
Amis_1422,GLOSBE_REVIEWED_ZHO_d08ba60effe105dc,GLOSBE_ami_zho_TMEM_U000049
Amis_1423,GLOSBE_REVIEWED_ZHO_ea288e5d94643383,GLOSBE_ami_zho_TMEM_U000514
Amis_1424,GLOSBE_REVIEWED_ZHO_d96569448c72b3ec,GLOSBE_ami_zho_TMEM_U000390
Amis_1425,GLOSBE_REVIEWED_ZHO_a9e100f5b5398618,GLOSBE_ami_zho_TMEM_U000116
Amis_1426,GLOSBE_REVIEWED_ZHO_6c29b03936c93ceb,GLOSBE_ami_zho_TMEM_U000862
Amis_1427,GLOSBE_REVIEWED_ZHO_a66eb50f26eeb49f,GLOSBE_ami_zho_TMEM_U000533
Amis_1428,GLOSBE_REVIEWED_ZHO_993d7cbbe8ba976e,GLOSBE_ami_zho_TMEM_U000863
Amis_1429,GLOSBE_REVIEWED_ZHO_e7201f405665046b,GLOSBE_ami_zho_TMEM_U000864
Amis_1430,GLOSBE_REVIEWED_ZHO_68ae326af2e56a7d,GLOSBE_ami_zho_TMEM_U000700
Amis_1431,GLOSBE_REVIEWED_ZHO_01c81211380f830d,GLOSBE_ami_zho_TMEM_U000490
Amis_1432,GLOSBE_REVIEWED_ZHO_3e99e696b0a72bd8,GLOSBE_ami_zho_TMEM_U000865
Amis_1433,GLOSBE_REVIEWED_ZHO_28b07655de7e22bb,GLOSBE_ami_zho_TMEM_U000866
Amis_1434,GLOSBE_REVIEWED_ZHO_1f13a63d55bfb9b6,GLOSBE_ami_zho_TMEM_U000549
Amis_1435,GLOSBE_REVIEWED_ZHO_79ddc79cd2d48134,GLOSBE_ami_zho_TMEM_U000867
Amis_1436,GLOSBE_REVIEWED_ZHO_e70924620d9ad613,GLOSBE_ami_zho_TMEM_U000185
Amis_1437,GLOSBE_REVIEWED_ZHO_64eceb7c475d9a47,GLOSBE_ami_zho_TMEM_U000188
Amis_1438,GLOSBE_REVIEWED_ZHO_06e623631d9315ec,GLOSBE_ami_zho_TMEM_U000868
Amis_1439,GLOSBE_REVIEWED_ZHO_7c67ce381c6c9323,GLOSBE_ami_zho_TMEM_U000869
Amis_1440,GLOSBE_REVIEWED_ZHO_c6072c6ba7ae3474,GLOSBE_ami_zho_TMEM_U000622
Amis_1441,GLOSBE_REVIEWED_ZHO_bdb2401c7e44671c,GLOSBE_ami_zho_TMEM_U000437
Amis_1442,GLOSBE_REVIEWED_ZHO_14172f39b3486f57,GLOSBE_ami_zho_TMEM_U000703
Amis_1443,GLOSBE_REVIEWED_ZHO_b1404c3bdbef1f78,GLOSBE_ami_zho_TMEM_U000870
Amis_1444,GLOSBE_REVIEWED_ZHO_2207fa712a77adda,GLOSBE_ami_zho_TMEM_U000871
Amis_1445,GLOSBE_REVIEWED_ZHO_f4974acc1f6d969c,GLOSBE_ami_zho_TMEM_U000704
Amis_1446,GLOSBE_REVIEWED_ZHO_befcea9b3dd1017c,GLOSBE_ami_zho_TMEM_U000342
Amis_1447,GLOSBE_REVIEWED_ZHO_1fc4fd9b25f47194,GLOSBE_ami_zho_TMEM_U000872
Amis_1448,GLOSBE_REVIEWED_ZHO_1b18fd42d4d6e268,GLOSBE_ami_zho_TMEM_U000585
Amis_1449,GLOSBE_REVIEWED_ZHO_e9a4cb8338db06dd,GLOSBE_ami_zho_TMEM_U000464
Amis_1450,GLOSBE_REVIEWED_ZHO_6e91e024eaf79ea4,GLOSBE_ami_zho_TMEM_U000706
Amis_1451,GLOSBE_REVIEWED_ZHO_9ac97231bcae82bb,GLOSBE_ami_zho_TMEM_U000873
Amis_1452,GLOSBE_REVIEWED_ZHO_0bcafb1a600f655b,GLOSBE_ami_zho_TMEM_U000837
Amis_1453,GLOSBE_REVIEWED_ZHO_7e0899e420049e16,GLOSBE_ami_zho_TMEM_U000710
Amis_1454,GLOSBE_REVIEWED_ZHO_4c4f9a70eaeec5a3,GLOSBE_ami_zho_TMEM_U000874
Amis_1455,GLOSBE_REVIEWED_ZHO_0a825c097f09f4d5,GLOSBE_ami_zho_TMEM_U000499
Amis_1456,GLOSBE_REVIEWED_ZHO_0ee31381df5a9b66,GLOSBE_ami_zho_TMEM_U000501
Amis_1457,GLOSBE_REVIEWED_ZHO_9874b1d640bc0876,GLOSBE_ami_zho_TMEM_U000504
Amis_1458,GLOSBE_REVIEWED_ZHO_845b99a7339fcbbe,GLOSBE_ami_zho_TMEM_U000503
Amis_1459,GLOSBE_REVIEWED_ZHO_3859ca09ae73a2a3,GLOSBE_ami_zho_TMEM_U000875
Amis_1460,GLOSBE_REVIEWED_ZHO_74a5e2e8d12ed579,GLOSBE_ami_zho_TMEM_U000876
Amis_1461,GLOSBE_REVIEWED_ZHO_8c93fe0bfdb839c6,GLOSBE_ami_zho_TMEM_U000717
Amis_1462,GLOSBE_REVIEWED_ZHO_541d70f794f0fca9,GLOSBE_ami_zho_TMEM_U000877
Amis_1463,GLOSBE_REVIEWED_ZHO_52a005cfed53ba46,GLOSBE_ami_zho_TMEM_U000878
Amis_1464,GLOSBE_REVIEWED_ZHO_9bbdcaf28615b711,GLOSBE_ami_zho_TMEM_U000692
Amis_1465,GLOSBE_REVIEWED_ZHO_c4c20335ab6429d7,GLOSBE_ami_zho_TMEM_U000879
Amis_1466,GLOSBE_REVIEWED_ZHO_be77fd3d1f0fd8be,GLOSBE_ami_zho_TMEM_U000724
Amis_1467,GLOSBE_REVIEWED_ZHO_e65ebfeddaa7a7f5,GLOSBE_ami_zho_TMEM_U000880
Amis_1468,GLOSBE_REVIEWED_ZHO_92dafa4db99ebf35,GLOSBE_ami_zho_TMEM_U000881
Amis_1469,GLOSBE_REVIEWED_ZHO_597035b7e25edf50,GLOSBE_ami_zho_TMEM_U000882
Amis_1470,GLOSBE_REVIEWED_ZHO_08a3cab9a38f577c,GLOSBE_ami_zho_TMEM_U000883
Amis_1471,GLOSBE_REVIEWED_ZHO_27e6d4311f7d9ff9,GLOSBE_ami_zho_TMEM_U000884
Amis_1472,GLOSBE_REVIEWED_ZHO_b3815a37abbd4ce3,GLOSBE_ami_zho_TMEM_U000885
