case_id,jaccard_similarity,overlap_coefficient,cosine_similarity,euclidean_distance,kl_divergence,mean_next_word_js_distance,mean_interpolated_next_word_js_distance,average_interpolated_conditional_probability_proportion,ref_token_count,target_token_count,n_gram_statistics
same_lang_dialect_orthography,0.08268330733229329,0.338694621957349,0.8621134817339683,0.005529166686701227,0.18186432320712187,0.21982880512715988,0.21982447385090512,0.9999466627852488,78640,19015,"{""1"": {""character"": {""n"": 1, ""jaccard_similarity"": 0.8051948051948052, ""overlap_coefficient"": 0.9841269841269841, ""cosine_similarity"": 0.9998185845366709, ""euclidean_distance"": 0.0063448883793783524, ""kl_divergence"": 0.001373697566629989, ""ref_unique_ngram_count"": 76, ""target_unique_ngram_count"": 63}, ""word"": {""n"": 1, ""jaccard_similarity"": 0.2070658185840708, ""overlap_coefficient"": 0.6301283399957921, ""cosine_similarity"": 0.998291731489582, ""euclidean_distance"": 0.03992522330168643, ""kl_divergence"": 0.15871977575254917, ""ref_unique_ngram_count"": 12706, ""target_unique_ngram_count"": 4753}}, ""2"": {""character"": {""n"": 2, ""jaccard_similarity"": 0.6194029850746269, ""overlap_coefficient"": 0.9455696202531646, ""cosine_similarity"": 0.9988040879420078, ""euclidean_distance"": 0.005267426850249671, ""kl_divergence"": 0.007839940514789782, ""ref_unique_ngram_count"": 1163, ""target_unique_ngram_count"": 790}, ""word"": {""n"": 2, ""jaccard_similarity"": 0.08268330733229329, ""overlap_coefficient"": 0.338694621957349, ""cosine_similarity"": 0.8621134817339683, ""euclidean_distance"": 0.005529166686701227, ""kl_divergence"": 0.18186432320712187, ""ref_unique_ngram_count"": 47839, ""target_unique_ngram_count"": 13927}}}"
same_lang_orthography_diff_dialect,0.06844561445494794,0.216849199663016,0.6249150620302827,0.007343006653980309,0.3321675692117625,0.28210992920503014,0.28210642738669744,0.9999676929066125,97983,38342,"{""1"": {""character"": {""n"": 1, ""jaccard_similarity"": 0.8860759493670886, ""overlap_coefficient"": 0.9722222222222222, ""cosine_similarity"": 0.9978799338984394, ""euclidean_distance"": 0.020539870976927655, ""kl_divergence"": 0.03603867968472663, ""ref_unique_ngram_count"": 77, ""target_unique_ngram_count"": 72}, ""word"": {""n"": 1, ""jaccard_similarity"": 0.15111702422528964, ""overlap_coefficient"": 0.43262974131090304, ""cosine_similarity"": 0.9767903521569221, ""euclidean_distance"": 0.04097320093704155, ""kl_divergence"": 0.38479459780362196, ""ref_unique_ngram_count"": 14464, ""target_unique_ngram_count"": 6301}}, ""2"": {""character"": {""n"": 2, ""jaccard_similarity"": 0.632956152758133, ""overlap_coefficient"": 0.8106884057971014, ""cosine_similarity"": 0.98643373462722, ""euclidean_distance"": 0.017510312998041178, ""kl_divergence"": 0.09424688083846998, ""ref_unique_ngram_count"": 1205, ""target_unique_ngram_count"": 1104}, ""word"": {""n"": 2, ""jaccard_similarity"": 0.06844561445494794, ""overlap_coefficient"": 0.216849199663016, ""cosine_similarity"": 0.6249150620302827, ""euclidean_distance"": 0.007343006653980309, ""kl_divergence"": 0.3321675692117625, ""ref_unique_ngram_count"": 56621, ""target_unique_ngram_count"": 23740}}}"
diff_lang_correct_orthography,0.0010598719501643883,0.0027266909657494226,0.14364310778566194,0.010259670159209394,0.7524161682960874,0.33462027752033136,0.33461794420323226,0.9999906081121026,97983,66732,"{""1"": {""character"": {""n"": 1, ""jaccard_similarity"": 0.7411764705882353, ""overlap_coefficient"": 0.8873239436619719, ""cosine_similarity"": 0.8952703393325511, ""euclidean_distance"": 0.13931296229281787, ""kl_divergence"": 0.9948405714666596, ""ref_unique_ngram_count"": 77, ""target_unique_ngram_count"": 71}, ""word"": {""n"": 1, ""jaccard_similarity"": 0.00829708032470736, ""overlap_coefficient"": 0.023073085557495633, ""cosine_similarity"": 0.48233720292437293, ""euclidean_distance"": 0.11267893784133055, ""kl_divergence"": 2.2779724979930616, ""ref_unique_ngram_count"": 14464, ""target_unique_ngram_count"": 8018}}, ""2"": {""character"": {""n"": 2, ""jaccard_similarity"": 0.38743746525847694, ""overlap_coefficient"": 0.5784232365145229, ""cosine_similarity"": 0.6827266512818472, ""euclidean_distance"": 0.0826962441622661, ""kl_divergence"": 1.974202548338529, ""ref_unique_ngram_count"": 1205, ""target_unique_ngram_count"": 1291}, ""word"": {""n"": 2, ""jaccard_similarity"": 0.0010598719501643883, ""overlap_coefficient"": 0.0027266909657494226, ""cosine_similarity"": 0.14364310778566194, ""euclidean_distance"": 0.010259670159209394, ""kl_divergence"": 0.7524161682960874, ""ref_unique_ngram_count"": 56621, ""target_unique_ngram_count"": 35941}}}"
