language,dialect,segmented_sentences,glossed_proportion,audio_count,audio_time,eng_transl_count,zho_transl_count,word_count,file_count
amis,,0,0.0,1,725.0,0,0,0,1
pwn,,0,0.0,34,16043.0,0,0,0,34
pwn,North Western,0,0.0,46,28419.0,0,0,0,46
pwn,Sothern,0,0.0,2,507.0,0,0,0,2
tay,,0,0.0,3,1907.0,0,0,0,3
trv,,0,0.0,1,221.0,0,0,0,1
