xml_path,validator_rule,action,element_tag,xml_id,field_tag,field_kind,before_sha256,after_sha256
Paiwan/Paiwan.xml,V131,remove_zero_width_characters,S,Paiwan_1665,FORM,original,cb085e048a61d947939ae03afdd117ebb807a2346edbf46dcb66a9149314e507,cf0ebfbbaae6b3338df787a5ce42372af6c8a53946d2db1b9f22f0f18441b372
Paiwan/Paiwan.xml,V131,remove_zero_width_characters,S,Paiwan_1665,FORM,standard,cb085e048a61d947939ae03afdd117ebb807a2346edbf46dcb66a9149314e507,cf0ebfbbaae6b3338df787a5ce42372af6c8a53946d2db1b9f22f0f18441b372
