language,dialect,segmented_words,glossed_words,transcribed_audio_count,transcribed_audio_seconds,untranscribed_audio_count,untranscribed_audio_seconds,eng_transl_count,zho_transl_count,word_count,file_count,sentences,word_elements,morpheme_elements,translation_elements,audio_elements,parse_errors,jpn_transl_count,nld_transl_count
fos,Siraya,2,0,0,0.0,0,0.0,1193,0,1205,1,1061,2,5,2395,0,0,0,1190
