language,dialect,segmented_words,glossed_words,transcribed_audio_count,transcribed_audio_seconds,untranscribed_audio_count,untranscribed_audio_seconds,eng_transl_count,zho_transl_count,word_count,file_count,sentences,word_elements,morpheme_elements,translation_elements,audio_elements,parse_errors
ami,unknown,0,0,0,0.0,1,725.0,0,0,0,1,0,0,0,0,1,0
pwn,Southern,0,0,0,0.0,2,507.0,0,0,0,2,0,0,0,0,2,0
pwn,unknown,0,0,0,0.0,80,44462.0,0,0,0,80,0,0,0,0,80,0
tay,unknown,0,0,0,0.0,3,1907.0,0,0,0,3,0,0,0,0,3,0
trv,unknown,0,0,0,0.0,1,221.0,0,0,0,1,0,0,0,0,1,0
