language,dialect,segmented_words,glossed_words,transcribed_audio_count,transcribed_audio_seconds,untranscribed_audio_count,untranscribed_audio_seconds,eng_transl_count,zho_transl_count,word_count,file_count,sentences,word_elements,morpheme_elements,translation_elements,audio_elements,parse_errors
ami,Xiuguluan,169,169,0,0.0,0,0.0,179,0,179,1,38,179,254,482,0,0
ckv,Kavalan,164,164,0,0.0,0,0.0,168,0,168,1,38,168,252,462,0,0
