language,dialect,segmented_words,glossed_words,transcribed_audio_count,transcribed_audio_seconds,untranscribed_audio_count,untranscribed_audio_seconds,eng_transl_count,zho_transl_count,word_count,file_count,sentences,word_elements,morpheme_elements,translation_elements,audio_elements,parse_errors
ami,unknown,0,0,0,0.0,0,0.0,61254,30602,91856,3,6532,0,0,6582,0,0
tay,unknown,0,0,0,0.0,0,0.0,577,0,577,2,523,0,0,586,0,0
trv,Truku,0,0,0,0.0,0,0.0,116,0,116,1,112,0,0,143,0,0
xsy,Saisiyat,0,0,0,0.0,0,0.0,600,0,600,2,490,0,0,519,0,0
