page_index_zero_based,page_number_one_based,printed_page_number,thesis_section,raw_text_path,raw_text_sha256,rendered_image_path,rendered_image_sha256,char_count_pymupdf,char_count_pdfplumber,selected_extraction_method,has_numbered_examples,has_table,has_references,parse_status,parse_warnings
80,81,65,body,data/raw/page_text/page_0081.txt,356e438f23b6cdaac05f1aaf04d553513b71027f701acc90113b197059d78b21,data/raw/page_images/page_0081.png,d85bbf157a9f1b9bbac4dc1668572ff461f297ddb0589be0c61ad9d8ca76a9d0,1585,5313,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
81,82,66,body,data/raw/page_text/page_0082.txt,0ac9d664bdca50cd98acf8430b52324954e3a2893e14f614d9a1f75c22909112,data/raw/page_images/page_0082.png,3e8054924ff15464ec768c9c5dbd5fa3a2e6f9c2aef20e526773dffa9966ce21,1384,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
82,83,67,body,data/raw/page_text/page_0083.txt,055d84afde3a656f3cc54007dc0c923dcf3efd2aa7655a6dcb6e8827125fa3d1,data/raw/page_images/page_0083.png,882376ca0e4bd35b83f765c7fdfc7dc8d3c25f94606da7ff5a9b2424e382cf86,1345,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
83,84,68,body,data/raw/page_text/page_0084.txt,db01a9fdee550902611fb8d2292c7acab83815da20bf82b3602f3acdb0627525,data/raw/page_images/page_0084.png,906322723c5781449ae960872f27372cec876ac02b89505be1b03162393af010,1202,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
84,85,69,body,data/raw/page_text/page_0085.txt,ed94c5e518fee8382675a85ac0fbf11fefb116d09b92bb3b6b82503b55ec634e,data/raw/page_images/page_0085.png,45e3f311497ceeab115386ad047897969757d8f97cf67dd29ed44cf8ddf747f7,1266,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
85,86,70,body,data/raw/page_text/page_0086.txt,15f226ca98554e3e0dcdd45a0aa2383815955e212d3a04f7e835ebd1754a4a85,data/raw/page_images/page_0086.png,989a57f5095ee81df7f85e66f624987829f6ef296d412ea4535272d852a07cee,1561,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
86,87,71,body,data/raw/page_text/page_0087.txt,f1dfbbd8242be66c48b8e2e53962cd1819c1d97624f1c7d86a6ea1b60f0d9229,data/raw/page_images/page_0087.png,2f79d568aa2a1d599bf615c1cc4a61a8e0645379f7a1c0fecd468bb914a73058,1339,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
87,88,72,body,data/raw/page_text/page_0088.txt,2c75bba1c81888a53c1ee962815c0a42686b0547359e4bdb26f2783158b93319,data/raw/page_images/page_0088.png,b13431a0a3db6bade668e47b590db76996022a7e326d774d94c516c79a5ac081,1265,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
88,89,73,body,data/raw/page_text/page_0089.txt,59c5ed7d707fe05556360f8f35fb012062051bc9a67aac3d03f92f790af873a1,data/raw/page_images/page_0089.png,b39f127faf6b75e5d90df4ed8c450f28478ef83972bb23811d0760612edc2a4f,1318,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
89,90,74,body,data/raw/page_text/page_0090.txt,34ce02acbf46623ac7881e856ef3f4e637cac9d094a893ab99bb730723a8513e,data/raw/page_images/page_0090.png,299337b9e36ce8e356c41a51db5c7385de0b59b330fb2529ec2e8a9edaa69e5c,1292,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
90,91,75,body,data/raw/page_text/page_0091.txt,92df845db0bf9a134ac3c3b4c0e969c884ae7b9c3b4df2d9910dc56a92265efe,data/raw/page_images/page_0091.png,fcc5234d66f7e5d824bc1df84b9a29e1d81f27d2808660739f7b10afc46596be,1261,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
91,92,76,body,data/raw/page_text/page_0092.txt,0441c1a39bc157bacf21362dfe24f6ad1fefae2a719c10b11fc45c9966e34c5e,data/raw/page_images/page_0092.png,35858b4ceb88884f795a86d0f1ecc80883840ccfe8d553f117da01012ab2cce2,1185,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
92,93,77,body,data/raw/page_text/page_0093.txt,a92b487efd704c3418f4f924b02a3c36df1b4e957bcb320194f0c0fdc4f5b0fa,data/raw/page_images/page_0093.png,a55c90d7a7060167c45e3315e17199bb635b014a88cc6b8b736e18e58fdc9973,1397,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
93,94,78,body,data/raw/page_text/page_0094.txt,9767cdcb0168599ed9d4b02905b1e56688146e59bae57a6014b4be54d859ec4f,data/raw/page_images/page_0094.png,74d45b1c36d117300aa5e46a41b990f0ca7ed31aa975f9478836a3593e500e5a,874,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
94,95,79,body,data/raw/page_text/page_0095.txt,45782275446e17db3bac0fe5dbdc0468b151aef206a8f126b4cddcab1a143c24,data/raw/page_images/page_0095.png,a336707dc1b7e042b031ebbd0f88cd7c0a2ec1260f87155cac10771997d549b1,1314,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
95,96,80,body,data/raw/page_text/page_0096.txt,d4c2c6bf2552038908d04c6df7062f67210759935321c64c68f1430e262be7dc,data/raw/page_images/page_0096.png,9141e6ce8b4d4761787d0f0132d95248616bc62d6057d50197f9a07a08099390,1637,5311,pdftotext_layout,False,True,False,extracted,method_char_count_divergence
96,97,81,body,data/raw/page_text/page_0097.txt,4e0000bbfa03a8df9e2b8cd7dd79c827fec89c6117c6e277256bb7c0834ea1c6,data/raw/page_images/page_0097.png,a9766d60dbf09fe8bb4daa2b6f07e08bba107e6d99a321d3cc0f5ac4665ed222,1956,5311,pdftotext_layout,False,True,False,extracted,method_char_count_divergence
97,98,82,body,data/raw/page_text/page_0098.txt,18c0fca089a3ec2e38e9536432379df7fb30af36abd884357df2e58d3f66a118,data/raw/page_images/page_0098.png,152c3f8052e8c649f634725015c5697d8a29db110b919801eccd322dfdba5a23,1235,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
98,99,83,body,data/raw/page_text/page_0099.txt,bb0f1a7ad0d7734a920e1d66d66b11db616a10b14455cf56c106bc9b4fbc2db2,data/raw/page_images/page_0099.png,3a2c377bf130945ab4be8c6e1c5e649f4df13ad49fd1867f62a321e69c48576c,1589,5311,pdftotext_layout,False,True,False,extracted,method_char_count_divergence
99,100,84,body,data/raw/page_text/page_0100.txt,790633984b49b68625dbc6090da24c1a106b959bca6c65ce372749724839440d,data/raw/page_images/page_0100.png,da8bf9a4f45ae9a54038566b97f0beddf942748d699efbf45f4f1fe8a4e39a35,847,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
100,101,85,body,data/raw/page_text/page_0101.txt,02edb743506e62f5faec1b733134543e28e16e58d73b20849aa289b0d1f12f92,data/raw/page_images/page_0101.png,d727293dfde41d3d8614f9134e0ae7538ebee8aa3dc1981ddf700670947d7630,1749,5311,pdftotext_layout,False,True,False,extracted,method_char_count_divergence
101,102,86,body,data/raw/page_text/page_0102.txt,9b190d7ddbcd8d5b4a7b90d167eea70e248e91d23eb1dd318d3434aadfc798bb,data/raw/page_images/page_0102.png,9e35b9a92831cd6fc34ad300538b130b6dff011c1cef9e7c732bce2d64e663e0,1476,5311,pdftotext_layout,False,True,False,extracted,method_char_count_divergence
102,103,87,body,data/raw/page_text/page_0103.txt,552337259f08eef172474ccb19d7c3e419faf76acb1757f9737fb8c00902c3ca,data/raw/page_images/page_0103.png,bdeccfd7069d09222d68a58d58d0e9dc87779dbe21e7590889d66e6e0ce22c98,1347,5311,pdftotext_layout,False,True,False,extracted,method_char_count_divergence
103,104,88,body,data/raw/page_text/page_0104.txt,93b8a8f04f366cd593bce00883f7299d7ac4de7a74b0548265d2419be449e370,data/raw/page_images/page_0104.png,b3f0c6a984a8e94d53269e723b917cd7c8bc21c6333d2947169917759bb50594,1116,5311,pdftotext_layout,False,True,False,extracted,method_char_count_divergence
104,105,89,body,data/raw/page_text/page_0105.txt,07808bc17caa9edd93193a275e00504e50b28a0f16038fa8fabb89b33737706c,data/raw/page_images/page_0105.png,c163ba0978eb34b811750796d1547141090dfa7f98bb441a40a763a0e2859864,679,5311,pdftotext_layout,False,True,False,extracted,method_char_count_divergence
105,106,90,body,data/raw/page_text/page_0106.txt,040f8bbb1fccceff4a764a0e099762edd5a091774351942c848bef1cbd869925,data/raw/page_images/page_0106.png,8488ce046ea56c00ed80256c3480c39e30078f4c8a8e96f746a10940e91b53c2,1661,5311,pdftotext_layout,False,True,False,extracted,method_char_count_divergence
106,107,91,body,data/raw/page_text/page_0107.txt,87f6dee7834371cc91ed3749cf92182a8d3835daa5490284817d97c4fd7b1a13,data/raw/page_images/page_0107.png,829b61961d44da612c2c90dee6dd33283a4ba7ef8bbd37a532bb3e46fb55695d,1991,5311,pdftotext_layout,False,True,False,extracted,method_char_count_divergence
107,108,92,body,data/raw/page_text/page_0108.txt,5d663d68f7a3d134422bc6d7dc2479e843e9c35b12c02589a52d5575a671c922,data/raw/page_images/page_0108.png,4c433c0bcbae2e4cdfb3b6702c369e48e07aa6fc5ca78df180c988aa924c521c,1342,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
108,109,93,body,data/raw/page_text/page_0109.txt,062f8955a444229f3d02ca9413fb9865e136ba6eaf712a5ba812247ffa47c219,data/raw/page_images/page_0109.png,53b962c3038545fde9b7fe59bcf90cb02f29f73d21dcc172efe59c49f75d2569,1468,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
109,110,94,body,data/raw/page_text/page_0110.txt,1765ea3c33fdc3d8333e4c1ee4375c72660f4fd7c371d4ba60e026d123cd3250,data/raw/page_images/page_0110.png,4224c24bfccfe0d3c28565aead0b1c513be64cce87018baaee04ac169b523a66,1589,5311,pdftotext_layout,False,True,False,extracted,method_char_count_divergence
110,111,95,body,data/raw/page_text/page_0111.txt,e40d2f60504dd2943a9641af2a6146eed7dc98c9121700adca6f69bebc7c25a9,data/raw/page_images/page_0111.png,b8b8f1aa7a5127905e80330bd10c538abf7aa7ccbb10581d7a7a2e9a825ad743,1644,5311,pdftotext_layout,False,True,False,extracted,method_char_count_divergence
111,112,96,body,data/raw/page_text/page_0112.txt,edd17b0b67ac73dfaa2114bf1df492176499e0104a355dab969afcf0dc47a2a7,data/raw/page_images/page_0112.png,1f1d89c43a94de28a2ea145ef7aa7c724a31c9b4bed97ba67ca3325ed521dc23,1685,5313,pdftotext_layout,False,True,False,extracted,method_char_count_divergence
112,113,97,body,data/raw/page_text/page_0113.txt,28f38753b99dbb143899f83a8bbd3b315b1cc8646434087023449989f1e14f74,data/raw/page_images/page_0113.png,31c0dd7fdf0254ca552fece992472a1af61db86b9ad81f105029e26df89e3c16,1027,5311,pdftotext_layout,False,False,False,extracted,method_char_count_divergence
113,114,98,body,data/raw/page_text/page_0114.txt,6e8f48f40e18f75ebd9f977b5bbef995f185eac4cbfab53c55d52d5a00fc950c,data/raw/page_images/page_0114.png,7d9aab6b7396ee26f7de442ec1dac88646a3b84300c4d799cdf38043ca763fd1,1777,5311,pdftotext_layout,False,True,False,extracted,method_char_count_divergence
114,115,99,body,data/raw/page_text/page_0115.txt,488d97b43803c6899c464c910302b77a172b7d475e97317bf648b06bbd8404ca,data/raw/page_images/page_0115.png,6760ab474ac40d4331ec684854ceaa87a082b8a17f440dbf892b1c8c46f46b93,1882,5312,pdftotext_layout,False,True,False,extracted,method_char_count_divergence
115,116,100,body,data/raw/page_text/page_0116.txt,5c25411ef0327637ffda7029a6412c103fd87d772e5ecb883017729fe6ab2003,data/raw/page_images/page_0116.png,be181a11fd355da0d4d5468c6e5910a49f0cc1faefe7e64981e653f4ebb10a3f,1274,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
116,117,101,body,data/raw/page_text/page_0117.txt,52d7f751d6aaf3bbe6e72123ebcd7b5d434f380183ccdc69967c0a16b6fadcc0,data/raw/page_images/page_0117.png,57db2f07692d8e4a383f02370f7ceb4e6f6741f32c18774983c43647adc716c9,1199,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
117,118,102,body,data/raw/page_text/page_0118.txt,300595207d80e48a56654ebb4a53e78601bfadaadc216c58cdee899fd47e8183,data/raw/page_images/page_0118.png,b53028c0329de427b840b20549d5908b04ba1167f113b51d77f91b0768eda456,669,5311,pdftotext_layout,False,False,False,extracted,method_char_count_divergence
118,119,103,body,data/raw/page_text/page_0119.txt,5d687850a4c5f9260d495bc9d73d02c416dfbbb6ed2a014d2c7aa8ed9bcc1858,data/raw/page_images/page_0119.png,337862853d60d446fba60c29598cc2b18ec9ddfef234d57da49366c7b55260ad,1502,5311,pdftotext_layout,True,False,False,extracted,method_char_count_divergence
119,120,104,body,data/raw/page_text/page_0120.txt,3272c5274b8885ffa8188456cc8adcf2f0cbaebaa117a58d73df5c4ca44bdb49,data/raw/page_images/page_0120.png,70d72255889122467bfa8ac2659a3ea6c43c7071e9d11e9a6c5f12adcc4479ce,1457,5311,pdftotext_layout,True,False,False,extracted,method_char_count_divergence
120,121,105,body,data/raw/page_text/page_0121.txt,e897d0076def56d92be11b66b2f16c27d1deedb8cb9426a71507c1b07c6758c9,data/raw/page_images/page_0121.png,e75e2d41d970f8d2823c8e44ce695c2a4cf98c1b03639e841d9dd052586f6abb,1140,5311,pdftotext_layout,False,False,False,extracted,method_char_count_divergence
121,122,106,body,data/raw/page_text/page_0122.txt,482d9673cfee5de391f97fde4d1c84f9f8d6f2cf0784fcffb958b4032de7236c,data/raw/page_images/page_0122.png,e2ed0fc63ce65f842a2426ab444dda07d7e8fbb5fd6513562dc83cd8d4b888b5,3,5311,pdftotext_layout,False,False,False,extracted,method_char_count_divergence
122,123,107,第四章 功能轉換構詞法,data/raw/page_text/page_0123.txt,e00df3a535b5effee670bc60a441905751f85fcf6d7ebb9f10408b590b06d902,data/raw/page_images/page_0123.png,5a773a91dc51e52931628ab830630128ede903df7b96e6fd21795e8a0e690a96,1262,5311,pdftotext_layout,False,False,False,extracted,method_char_count_divergence
123,124,108,body,data/raw/page_text/page_0124.txt,41cdcb9a15118fce9da40600b88b51e07ae4061d1c2203921204382008f251b3,data/raw/page_images/page_0124.png,d2a5e674f6a41fb55efa139cf016b6e110ef2b6822dcc8160028e3468e2a1cab,1130,5311,pdftotext_layout,True,False,False,extracted,method_char_count_divergence
124,125,109,body,data/raw/page_text/page_0125.txt,75ff022c3e5a202350744dee75aa87f6d84ab36bd1c79dfd0aa40f77fbea6760,data/raw/page_images/page_0125.png,b6554698c7006e3f84559684102a95c80a08b78105a07c1ad750308262de576c,987,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
125,126,110,body,data/raw/page_text/page_0126.txt,468ef03b6f08fa5a6b340bf9181854514938293e493201dff743da43f61d2446,data/raw/page_images/page_0126.png,3ccef017b037c100b8594f4d1cd5cab806819bc59f86fabcbb25680e8d68cd20,1158,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
126,127,111,body,data/raw/page_text/page_0127.txt,6bfb6cbd65e41573916c24ec6ccc44efe4646b217719073a01eea179d65b2acc,data/raw/page_images/page_0127.png,d5e737b5cad3767a18c8016cb84cf120604062b4317d880d65ee02cbb088ad7f,1128,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
127,128,112,body,data/raw/page_text/page_0128.txt,f527297f934b9c00895f1bd23373f5a61acd7585e4b4edca0c02e8d7eefda242,data/raw/page_images/page_0128.png,34ffc906ed58a5afd75f21e10c2225fee01f17a358b0f2949aa149e8e64cc077,1011,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
128,129,113,body,data/raw/page_text/page_0129.txt,918bfe566dcb14aadbcd40b2917e4c15d69289d116ce92e0861241861a827d3f,data/raw/page_images/page_0129.png,e133623dce27688045090f2d9075ecef87af7134b37df4a1a4cbed6d04d0c8eb,1054,5311,pdftotext_layout,True,False,False,extracted,method_char_count_divergence
129,130,114,body,data/raw/page_text/page_0130.txt,86c5610a266d6fcfa14ea753e8c08e731085c8329899ffeaad1406f1b0eb7c27,data/raw/page_images/page_0130.png,81c763d1774502a118ca71024d493b518118fa322dd40055af951c4cdde4566a,1311,5311,pdftotext_layout,False,True,False,extracted,method_char_count_divergence
130,131,115,body,data/raw/page_text/page_0131.txt,6f689779fcbfbe698d87e1e07dd08bd6512cee6846e5b8a15f6a5379c40d12b1,data/raw/page_images/page_0131.png,d56cf3922eb844cd9a0724b46dbe358d416e014082c07205132ea86da87136e8,1263,5311,pdftotext_layout,False,True,False,extracted,method_char_count_divergence
131,132,116,body,data/raw/page_text/page_0132.txt,8ca6ac2a81a6086aeb86deed8e5f567f40b797f74fa0f1e405933cf4a701216c,data/raw/page_images/page_0132.png,09e2571fd814f1a26d9e93fafd9bf24f8afc34bce43ea94f4e52c4d5040df1e0,1028,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
132,133,117,body,data/raw/page_text/page_0133.txt,194e1c9de1138cbe633e4d3a84e8c3cbcb4f62df45ed014c7c63d786bd3ffda0,data/raw/page_images/page_0133.png,20fae1800c64f54e96f4e77aa3c3aba134a81f7da8f964067d977905d13e1b28,1684,5311,pdftotext_layout,False,True,False,extracted,method_char_count_divergence
133,134,118,body,data/raw/page_text/page_0134.txt,e2ae330c683f043235996a41b973bb91866c2aaa1eb932de65577a4b7ed7da6c,data/raw/page_images/page_0134.png,fffd8cb1d4c97f0f4653de9ad80f8efb32c80fa09f3115b7d1bfc3d500cb7b6f,1020,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
134,135,119,body,data/raw/page_text/page_0135.txt,518139fb589c40e501b30508dfa93ca5554855e03cb0198291f657fd4e10bda8,data/raw/page_images/page_0135.png,42c902d5f4457af40061c4b9d36797a1bcb504bc3f12580f80f8bd0a37d93151,1164,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
135,136,120,body,data/raw/page_text/page_0136.txt,7602711c0d8af2f51acc23e9275bd681789aeb129e9233245384cee37e6cbee1,data/raw/page_images/page_0136.png,96431243a61a97ddb105f2daabde5b7cc991fcbeb7556e334bd0994ae0d54d28,1061,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
136,137,121,body,data/raw/page_text/page_0137.txt,29fc372ffd2f7acfa3c20a963fbbb2f100e26932ee833515ec567b8336707e99,data/raw/page_images/page_0137.png,1d15856bf15cd48d906351f1b3b04369a536194a7af1b259487e8ea3c1312e75,1268,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
137,138,122,body,data/raw/page_text/page_0138.txt,f82802d1361054034ee834c7f397ddbb0b59955f6d04661d550b8f9c1cc74407,data/raw/page_images/page_0138.png,822e6a5af63c5106df2bfb457a880a30db5e902e98d2a1ee0752697df3512449,1260,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
138,139,123,body,data/raw/page_text/page_0139.txt,9203e267d58592fa1856c4e0e3248566973ed05c4939fa478dc2e270f4510d92,data/raw/page_images/page_0139.png,fd685c70727c5297af55c463cc9ce63be3a115dcb83484a0b8333597ef86794d,1745,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
139,140,124,body,data/raw/page_text/page_0140.txt,f4aee9b195731ddb85eee7faaf4293f7dfb472a1d97f0188c1cf368ce22a25bf,data/raw/page_images/page_0140.png,e51ed48aff895687bd89925d891a1f967fc5e50ee8a66e6f6107af7432a0764d,1096,5311,pdftotext_layout,True,False,False,extracted,method_char_count_divergence
140,141,125,body,data/raw/page_text/page_0141.txt,5fb1fea1e87459d6bb7d6d299e38eed64b76e1b6b6c4d80373d6fcf89ee9cea8,data/raw/page_images/page_0141.png,19ca73ff85bfe9c591a8618040c394c1ed97f59ae8e89aa7de5e0a6782ac4e07,1403,5311,pdftotext_layout,False,True,False,extracted,method_char_count_divergence
141,142,126,body,data/raw/page_text/page_0142.txt,9dc86b990fb32d4b44b46e3dc2d703a341488e27a4e04b0215038bf2f6f580b2,data/raw/page_images/page_0142.png,e03068f0d636af18760b20f16ecbc01fbd4baeb35a832b5f54fdb2474ba77a1f,1269,5311,pdftotext_layout,False,True,False,extracted,method_char_count_divergence
142,143,127,body,data/raw/page_text/page_0143.txt,beffb458e84a18dce49587cc0c6c27b9f079ea10da548f0512fd61eaaa28a2ca,data/raw/page_images/page_0143.png,97d0f13eace53e4e7dbca7fb1e270f054d4bcbedf5c69184168ee5648e87e16f,659,5311,pdftotext_layout,False,True,False,extracted,method_char_count_divergence
143,144,128,body,data/raw/page_text/page_0144.txt,0ccf9a4a950a7ddb0b82dc99ca3f40d695b3c3d01609d86538b2cd6a02ba281b,data/raw/page_images/page_0144.png,657478388693b38e41802e1190f6a422499e195a6eac5282c92f0802a498a523,363,5311,pdftotext_layout,True,False,False,extracted,method_char_count_divergence
144,145,129,body,data/raw/page_text/page_0145.txt,7c19d93c4de2586c82922edbc99f506a5d976350ff1167df8530505f2e509482,data/raw/page_images/page_0145.png,af883f8b598bef3de8b88e096c7d2308b22b492c5d7efebd10842dd769e4c4ae,405,5311,pdftotext_layout,False,False,False,extracted,method_char_count_divergence
145,146,130,body,data/raw/page_text/page_0146.txt,57fccfe7591c692d2da0088dedfe33aef9fd502a157cee96dc470c9b2d75ad89,data/raw/page_images/page_0146.png,a058856255e70a509a071411615c3531de21966a9c64784cf777d75eb58ff180,296,5311,pdftotext_layout,True,False,False,extracted,method_char_count_divergence
146,147,131,body,data/raw/page_text/page_0147.txt,173851c9759e1a24527681e8484aa411a34576e17c6b371db1196a11bfb9d98b,data/raw/page_images/page_0147.png,81eb8b692c4041fc473459d066f8c5470d056364eab5f4a8619da1695b3c72b8,713,5311,pdftotext_layout,True,False,False,extracted,method_char_count_divergence
147,148,132,body,data/raw/page_text/page_0148.txt,b1e899a57c9628defe8ad607b039898d0522351e2b748cbc07b755b0f5c5b579,data/raw/page_images/page_0148.png,424a97ea5558de79783d96aa2a5a397b6a4e15fb8b38e5267f6604454b659534,436,5311,pdftotext_layout,False,False,False,extracted,method_char_count_divergence
148,149,133,第五章 結論,data/raw/page_text/page_0149.txt,9170042136c3487755e84bba0fb1ca13874786971674875b9c0e9e00984d1f80,data/raw/page_images/page_0149.png,8b6d76b07f3aa007734acfe6e14660d755d888114931cf61bc6b8d1386015aad,1158,5311,pdftotext_layout,False,False,False,extracted,method_char_count_divergence
149,150,134,body,data/raw/page_text/page_0150.txt,febf7844ab97824c8db19a0900ff0d4a98d851a43608741dbaeabd1d881b9dee,data/raw/page_images/page_0150.png,c59b917499b58e2c7619ef6eba930e85f28058b35d9552772d6589094c2d0559,1449,5311,pdftotext_layout,False,True,False,extracted,method_char_count_divergence
150,151,135,body,data/raw/page_text/page_0151.txt,ed24eefc497b5518f9d4b62db3fe2d8c766d914d316e196debfd66cbc12b5e42,data/raw/page_images/page_0151.png,729bbe8317beb80681c60f03a0c897e49d34aa80410b51cab557aa3bb852dea5,1768,5314,pdftotext_layout,False,True,False,extracted,method_char_count_divergence
151,152,136,body,data/raw/page_text/page_0152.txt,4b781576be7b6b51b54e73d9d299f2523723d696244e6b7cd5cb6cb56efad0af,data/raw/page_images/page_0152.png,c101564b3619882eb8f7d3fdd700c69d8c162f76ccd4519d184ea70175c3cab1,1362,5311,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
152,153,137,body,data/raw/page_text/page_0153.txt,708b12ea854cc2861ab67001dced45743bd8e04147b57e9ae6046e8dfab13ea6,data/raw/page_images/page_0153.png,593a50350a09aea97b589be44c5031630b9fdd81142f9b7aa8b7efda5b7edd9c,1324,5313,pdftotext_layout,True,True,False,extracted,method_char_count_divergence
153,154,138,body,data/raw/page_text/page_0154.txt,91ea9ee16c96ec2d827e2d7f9a8af6f149121c95a0568d465fcf819995d02c1f,data/raw/page_images/page_0154.png,77656ade6bba511aaaed38d0098cf840c0208cd60d85077322256b5d662d85bc,1488,5311,pdftotext_layout,False,True,False,extracted,method_char_count_divergence
154,155,139,body,data/raw/page_text/page_0155.txt,aa87db8409aa9701569bdcc6308dfe4a5d30e11ef56a5c676a103fd88715fcff,data/raw/page_images/page_0155.png,27227e1c4f8af25080541af3bcb5b34a7968e4f0c7abf768967ab87a819bfe96,757,5311,pdftotext_layout,False,True,False,extracted,method_char_count_divergence
155,156,140,body,data/raw/page_text/page_0156.txt,c6659036a05c8eecbcdc814c3c2023def7c71153f497b69d9239d5975107bd0f,data/raw/page_images/page_0156.png,bdf38526997b2f1b2aa4c5f26230d49497d0e7b6fbc60c4b89b5cb6ccce3e2ec,1371,5311,pdftotext_layout,False,True,False,extracted,method_char_count_divergence
156,157,141,body,data/raw/page_text/page_0157.txt,ff9c127ce6c21b15531316cedc34518cc0089db40b97a1728a09d34f0846b10e,data/raw/page_images/page_0157.png,3a39911a1a0be150d4e20987f8b5bba84f663666213900119704f1e85e224ef9,588,5311,pdftotext_layout,False,False,False,extracted,method_char_count_divergence
157,158,142,body,data/raw/page_text/page_0158.txt,d4ee9f58e5860574ca98e3b4839391e7a356328d4bd6afecefc2381df5f5b41b,data/raw/page_images/page_0158.png,162be192a6655be6b769a0fdbb3819865f137e77322ec88d038d0d81c823cbd3,3,5311,pdftotext_layout,False,False,False,extracted,method_char_count_divergence
158,159,143,references,data/raw/page_text/page_0159.txt,ab3b2ee318221216fd237b87a7dbdca46435df5cf8bcbb4ef6a3eebe14c9bdc8,data/raw/page_images/page_0159.png,7d860760484bebd04e276379712c5408c4b5cf3d6cc22b7425860d85bf817340,961,5311,pdftotext_layout,False,False,True,extracted,method_char_count_divergence
159,160,144,body,data/raw/page_text/page_0160.txt,8b2b8de5542f377dcfca6a8349a59dd74d93b9b8912d9304e141875e88796f42,data/raw/page_images/page_0160.png,fc4509caa671c69773fef773ba1f25c0351a3055479e51d6fd9edadc5d75d6a3,1016,5311,pdftotext_layout,False,False,False,extracted,method_char_count_divergence
160,161,145,references,data/raw/page_text/page_0161.txt,6ce23d1c83b3e682b8d68a21ee1a5953779288a62372d423a425cd7568c152a5,data/raw/page_images/page_0161.png,9887b11f7f6cd317b176758276977d1dcf7de73df691abcf43fa2d964126fc50,1596,5400,pdftotext_layout,False,False,True,extracted,method_char_count_divergence
161,162,146,body,data/raw/page_text/page_0162.txt,569b4dad4acebf15e8375d844bc52f5f2171488dae1afc671b89e755f7b05fa1,data/raw/page_images/page_0162.png,9c0c9f725046bf1a8e5013b1bb08cb70dcb49e770ad5f0611c2425d8fdc30aeb,2240,5431,pdftotext_layout,False,False,False,extracted,method_char_count_divergence
162,163,147,body,data/raw/page_text/page_0163.txt,ce88e318c2ccbde692643449e5e19d627b410f8651b4f257a8bb2307ad9cdfb6,data/raw/page_images/page_0163.png,4a7706b1e414f5faa6dfae663fba488caac447a5832f16fc049f6946ad225c83,720,5337,pdftotext_layout,False,False,False,extracted,method_char_count_divergence
163,164,148,body,data/raw/page_text/page_0164.txt,ec2e990b934dde55cb87300629cedfc21b15cd28bbcf77d8bbdc55359d7689da,data/raw/page_images/page_0164.png,fe7d76f0ce70237824ba0e54aa11d77392aa15bcfdf01914f1d4053b6a399cb6,3,5311,pdftotext_layout,False,False,False,extracted,method_char_count_divergence
