source_id,title_zh,title_en,author_zh,author_romanized,adviser,institution_zh,institution_en,department_zh,department_en,degree,publication_year,publication_month,citation_string,bibtex_citation,source_pdf_path,source_pdf_sha256,decrypted_pdf_sha256,permission_status,rights_notes,notes
HSU_LOWKING_TRUKU_WORDFORMATION_2008,太魯閣語構詞法研究,Word Formation in Truku,許韋晟,Lowking Wei-Cheng Hsu,葉美利 / Dr. Marie Meili Yeh,國立新竹教育大學,National Hsin-Chu University of Education,臺灣語言與語文教育研究所,Graduate Institute of Taiwan Languages and Language Education,碩士論文 / MA thesis,2008,July,"Hsu, Lowking Wei-Cheng 許韋晟. 2008. 太魯閣語構詞法研究 [Word Formation in Truku]. MA thesis, Graduate Institute of Taiwan Languages and Language Education, National Hsin-Chu University of Education.","@mastersthesis{Hsu_Lowking_Truku_WordFormation_2008, author = {Hsu, Lowking Wei-Cheng}, title = {太魯閣語構詞法研究 [Word Formation in Truku]}, school = {National Hsin-Chu University of Education}, address = {Hsinchu}, year = {2008}, month = {July}, note = {Used by FormosanBank with permission}}",data/raw/pdf/許韋晟全文.pdf,4778f3a756a9b9c450777dbc1c775f9eb38587845683b5315a723e029a249749,6e5d14e2cc47bfcc0f8a0cea23e9fa6d8170a3e2b79f211da4f425d5a6b7a84b,full_rights_obtained,© Lowking Wei-Cheng Hsu / 許韋晟. Used by FormosanBank with permission.,Selectable text PDF with owner copy restriction; qpdf decryption used for extraction.
