source_language_label_raw,thesis_language_label_raw,FormosanBank_language_name,ISO_639_3,glottocode_if_known,dialect_or_variety_raw,community_location_raw,XML_dialect_attribute_value,mapping_confidence,validation_status,notes
太魯閣語 / Truku,太魯閣語(Truku),Truku / Taroko,trv,,Truku,"Dumung / 銅門; Tkijig / 崇德; Sioulin Township, Hualien County",,high,validated_against_formosan_repo_audit_and_qc: Formosan language folder is Truku; xml:lang uses ISO 639-3 code trv,"Final XML uses Final_XML/Truku with xml:lang=""trv"". Glottocode omitted because it was not locally verified for this source."
