duplicate_pair_sha256,kept_example_record_id,duplicate_example_record_id,truku_line_clean,chinese_translation_clean,action,notes
4a16ee72ae378ec4e0c4b8ea3eb73d9b72ed6cf25936e6782d80d2c2eaf4ab24,HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0030,HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0033,Mah-un =na ka qsiya.,他要喝水。(=水要被他喝),omit_from_xml_keep_sidecar,Exact duplicate form+translation within this source.
fddb91cc52c2321b26185caf5012f8447e9f8b47fd1df42e5179d877952a6464,HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0021,HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0038,M-sipaq knan ka Lowking.,Lowking 要打我。,omit_from_xml_keep_sidecar,Exact duplicate form+translation within this source.
5413c3eaf11662bb03021dde6e234e84cdb7488edd4243500016a8c54a39aa9f,HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0073,HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0083,Biq-an pila tama ka laqi.,爸爸已經把錢給小孩。,omit_from_xml_keep_sidecar,Exact duplicate form+translation within this source.
bc1584398f3f168cccd8a386da015f02786a761b4d4573052c2419df75e23ea1,HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0176,HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0199,Ini s-huda ka sayang.,現在沒有下雪。,omit_from_xml_keep_sidecar,Exact duplicate form+translation within this source.
72872a5f98543cc444e0d5096434de91a9c6d147a00863085ba43c1456ab0c36,HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0108,HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0201,S-bgihur da.,起風了。,omit_from_xml_keep_sidecar,Exact duplicate form+translation within this source.
aa56fa4a5ebd1bdcf1d8bf474c38ba2e7a5fb2717c318a2d9cfe5b6c398b13e9,HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0077,HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0210,S-lingis =na o yamu m-takur ka laqi nii.,小孩哭的原因就是他跌倒了。,omit_from_xml_keep_sidecar,Exact duplicate form+translation within this source.
