language,dialect,segmented_sentences,glossed_proportion,audio_count,audio_time,eng_transl_count,zho_transl_count,word_count,file_count
pwn,,71,1.0,0,0.0,71,0,1105,4
pwn,Central,537,1.0,0,0.0,537,0,3727,17
pwn,Eastern,157,1.0,0,0.0,157,0,1198,6
pwn,Northern,995,1.0,0,0.0,995,0,9007,32
pwn,Southern,1155,1.0,0,0.0,1155,0,9446,41
