language,file_name,Sentence_id,Formosan,En,Ch
Kanakanavu,4,20,['sia'],['IF'],"['工具焦', '1SG.屬格']"
Kanakanavu,4,20,"['mʉnʉ', 'maku']","['tie', '1SG.GEN']",['']
Kanakanavu,4,25,"['k<um>a', 'kʉʉn']","['<AF>Ca', 'eat']","['<主焦>Ca', '重疊', '吃']"
Kanakanavu,4,41,"['tuturu', 'un']",['tell=PF'],['告訴=受焦']
Kanakanavu,4,41,['tuturu'],"['tell', 'PF']","['告訴', '受焦']"
Kanakanavu,4,59,['s<um>asuruve'],"['<AF>Ca', 'borrow']","['<主焦>Ca重疊', '借入']"
Kanakanavu,4,74,"[""'apu'ʉ"", 'ʉn']","['CAUS', 'buy', 'PF']","['使役', '買', '受焦']"
Kanakanavu,4,89,"['topuru', 'un']","['sit', 'PF']",['坐.受焦']
Kanakanavu,4,101,"[""c<um>acʉ'ʉra""]","['CaRED', '<AF>see']",['Ca重疊<主焦>看見']
Kanakanavu,4,102,"['te', 'kita']",['IRR'],['非實現']
Kanakanavu,4,103,"['una', 'pe']",['be.left.AF'],['剩餘.主焦']
Kanakanavu,4,103,"['te', 'ku']","['IRR', '1SG.NOM']",['非實現']
Kanakanavu,4,114,"['ni', 'k<um>a', 'kʉnʉ']","['PFV', '<AF>Ca', 'eat']","['完成', '<主焦>吃']"
Kanakanavu,4,120,"['tavara', 'a', 'in']","['know.AF', 'REL=3SG.GEN']","['知道.主焦', '關係詞=3SG.屬格']"
Kanakanavu,4,120,['a'],"['REL', '3SG.GEN']","['關係詞', '3SG.屬格']"
Kanakanavu,4,125,"['ni', 'pinarupu.']",['1SG.NOM'],['1SG.主格']
Kanakanavu,4,127,"['ni', 'maanava=cu']","['PFV', 'be.drunk.AF=COS']","['完成', '主焦', '醉=COS']"
Kanakanavu,4,127,"['maanava', 'cu']","['be.drunk.AF', 'COS']",['主焦']
Kanakanavu,4,127,[''],[''],"['醉', 'COS']"
Kanakanavu,4,137,"['pa', '<cʉpʉ>cʉpʉngʉ']",['CAUS<RED>think.AF'],['使役<重疊>想.主焦']
Kanakanavu,4,140,"[""'esi"", 'in']","['EXIST', '3SG.GEN']",['存在']
Kanakanavu,4,140,"['ara', 'kuracʉ', 'ʉn.']","['become', 'angry', 'PF']","['變成', '生氣']"
Kanakanavu,4,170,"['ara', ""'akia""]","['become', 'NEG']",['變成=否定']
Kanakanavu,4,170,['ara'],['become'],"['變成', '否定']"
Kanakanavu,5,11,"[""'akuni""]","['IRR', '2SG.NOM']","['非實現', '2SG.主格']"
Kanakanavu,5,11,['natutu.'],"['IRR', '2SG.NOM']","['未實現', '2SG.主格']"
Kanakanavu,5,11,"['te', 'kasu']",['hurt.AF'],['受傷.主焦']
Kanakanavu,5,15,['c<in>apa'],"['<PF>', 'grill']",['<受焦>烤']
Kanakanavu,5,16,"['ni', 'k<um>a', 'kʉʉn']","['PFV', 'Ca', 'eat']","['完成', '<主焦>Ca', '重疊', '吃']"
Kanakanavu,5,46,"['m', ""ara'an""]",['fast'],['快']
Kanakanavu,5,51,"[""c<um>acʉ'""]","['<AF>see', '2SG.NOM']","['<主焦>看', '2SG.主格']"
Kanakanavu,5,51,"['', 'kasu']","['TOP,']","['主題,']"
Kanakanavu,5,51,['vutunu'],"['shoot', 'IMP']","['射擊', '命令']"
Kanakanavu,5,51,"['pana', ""'ʉo""]",[''],['']
Kanakanavu,5,55,"['m', 'oon']","['AF', 'stay']",['主焦.待在']
Kanakanavu,5,56,"[""ka'aan""]","['NEG', '1PL.NOM.INCL']","['否定', '1PL.主格.包含式']"
Kanakanavu,5,56,"['', 'kita']",['IRR'],['非實現']
Kanakanavu,5,56,['tia'],"['AF', 'wake.up']","['主焦', '醒來']"
Kanakanavu,5,56,"['m', ""aramia'ʉ""]",['3SG.OBL'],['3SG.斜格']
Kanakanavu,5,60,"['m', 'anmaan=ku']",['AF.like=1SG.NOM'],['主焦.喜歡=1SG.主格']
Kanakanavu,5,60,['m'],"['AF.like', '1SG.NOM']","['主焦.喜歡', '1SG.主格']"
Kanakanavu,5,60,"['anmaan', 'ku']",[''],['']
Kanakanavu,5,63,"['Te', 'ku']",['IRR'],['非實現']
Kanakanavu,5,69,"['naka', 'ku']","['if.not', '1SG.NOM']",['若不1SG.主格']
Bunun,20,5,"['isai', 'cia']",['3SG.POSS'],['3SG.所有格']
Bunun,61,1,"['p', 'u', 'nahtung', 'an=ku']","['CAU', 'go=ending', 'LF=1SG.GEN']","['使役', '去', '終點', '處焦=1SG.屬格']"
Bunun,61,1,['u'],"['go', 'ending']",['去']
Bunun,61,1,['nahtung'],"['LF', '1SG.GEN']",['終點']
Bunun,61,1,"['an', 'ku']",[''],"['處焦', '1SG.屬格']"
Bunun,61,1,"['<ka>kaun', 'an=cin']","['RED', 'eat', 'LF=PROX.OBL']","['重疊', '吃', '處焦=近距.斜格']"
Bunun,61,1,"['an', 'cin']",['eat'],['吃']
Bunun,61,1,[''],"['LF', 'PROX.OBL']","['處焦', '近距.斜格']"
Bunun,61,2,['nii＝ik'],"['NEG', '1SG.NOM']","['否定', '1SG.主格']"
Bunun,61,9,['maza'],"['what', 'DIST.NOM']","['什麼', '遠距.主格']"
Bunun,16,1,['mahatba'],"['AF', 'robust']","['主焦', '壯']"
Bunun,16,7,"['hanup', 'cia']",['hunt'],['獵']
Bunun,57,9,"['m', 'asabah=ik']","['AF', 'sleep', '1SG.NOM']","['主焦', '睡覺', '1SG.主格']"
Bunun,57,9,"['asabah', 'ik']",['sleep'],['睡覺']
Bunun,57,11,['kaupakaupa'],"['all', 'all']","['全部', '全部']"
Bunun,57,18,"['na=baliv', 'un']","['IRR', 'buy', 'PF']","['非實現=買', '受焦']"
Bunun,57,18,"['na', 'baliv']",['IRR'],"['非實現', '買']"
Bunun,57,19,"['na', 'mahtu', 'ang']","['IRR', 'be.able.to', 'still']","['非實現', '希望']"
Bunun,17,4,"['ma', ""'utung=a""]","['AF', 'monkey=DIST.NOM']",['主焦=猴子=遠距.主格']
Bunun,17,4,['ma'],['AF'],"['主焦', '猴子', '遠距.主格']"
Bunun,17,4,"[""'utung"", 'a']","['monkey', 'DIST.NOM']",['']
Bunun,17,15,"['hudas', 'cia']",['grandparent'],['祖父母']
Bunun,37,7,['masnanava=a.'],"['AF', '<RED>teach=DIST.NOM']","['主焦', '<重疊>教=遠距.主格']"
Bunun,37,7,"['masnanava', 'a.']",['AF'],['主焦']
Bunun,37,7,[''],"['<RED>teach', 'DIST.NOM']","['<重疊>教', '遠距.主格']"
Bunun,60,1,"['kaupa', 'hanian']",['all.day'],"['全部', '天']"
Bunun,60,1,"['ku', 'da', 'daza']","['go', 'RED', 'upside']","['去', '上面']"
Bunun,60,2,"['ku', 'da', 'daza']","['go', 'RED', 'upside']","['去', '上面']"
Bunun,60,9,['amu'],"['REFL', 'bring.gather']","['反身', '集合']"
Bunun,60,9,"['mu', 'ampuk']",['but'],['但是']
Bunun,60,9,['haitu'],"['CAU', 'go', 'ending', 'LF=1SG.GEN']","['使役', '去', '終點', '處焦=1SG.屬格']"
Bunun,60,9,[''],"['LF', '1SG.GEN']","['處焦', '1SG.屬格']"
Bunun,60,9,"['p', 'u', 'nahtung', 'an=ku']",['3SG.NOM'],['3SG.主格']
Bunun,60,9,"['an', 'ku']",[''],['']
Bunun,60,9,['sia'],"['RED', 'eat', 'LF=DIST.OBL']","['重疊', '吃', '處焦=遠距.斜格']"
Bunun,60,9,[''],"['LF', 'DIST.OBL']","['處焦', '遠距.斜格']"
Bunun,60,9,"['ka', 'kaun', 'an=cia']",[''],['']
Bunun,60,9,"['an', 'cia']",[''],['']
Bunun,60,16,['na=unauu1'],"['IRR=go.to', 'PF=1SG.GEN']","['非實現=去找', '=1SG.屬格']"
Bunun,60,16,[''],"['PF', '1SG.GEN']","['', '1SG.屬格']"
Bunun,60,16,"['', 'un=ku']",['LNK'],['連繫詞']
Bunun,60,16,"['un', 'ku']",[''],['']
Bunun,01-1,2,"['pis', 'hasibang', 'an.']","['CAU', 'active', 'LF']","['遊戲', '處焦']"
Bunun,01-1,11,"['i', 'sia']","['be.at', 'LOC']",['處焦=在']
Bunun,01-1,11,['i'],['be.at'],"['處焦', '在']"
Bunun,47,2,"['m', 'uliva']","['AF', 'wrong']",['錯']
Bunun,47,3,['mahtu=in'],['be.able.to=COS'],"['能夠', '改變狀態']"
Bunun,47,3,"['mahtu', 'in']","['be.able.to', 'COS']",['能夠']
Bunun,47,11,"['m', 'azima']","['AF', 'like']",['喜歡']
Bunun,10,1,"['ma', 'p', 'almananu']","['AF', 'CAU', 'strive']","['主焦', '<使役>努力']"
Bunun,51,2,"[""ta<i>'aza=ik""]","['<PFV>hear', '1SG.NOM']","['<完成貌>聽', '1SG.主格']"
Bunun,51,2,"[""ta<i>'aza"", 'ik']",['<PFV>hear'],['<完成貌>聽']
Bunun,51,15,['maza'],"['maz', 'a']","['what', 'DIST.NOM']"
Bunun,10-3,1,"['pa', 'siskuav=ku']","['CAU', 'leave', '1SG.ACC']","['役使', '離開', '1SG.受格']"
Bunun,10-3,1,"['siskuav', 'ku']",['leave'],['離開']
Bunun,10-3,2,"['pa', 'siskuav=ku']","['CAU', 'leave', '1SG.ACC']","['役使', '離開', '1SG.受格']"
Bunun,10-3,2,"['siskuav', 'ku']",['leave'],['離開']
Bunun,03-7,6,"['i', 'sain=tan']",['be.atLOC.PROX=MED.OBL'],"['在', '處格.近距=中距.斜格']"
Bunun,03-7,6,['i'],"['be.atLOC.PROX', 'MED.OBL']",['在']
Bunun,03-7,6,"['sain', 'tan']",[''],"['處格.近距', '中距.斜格']"
Bunun,03-7,12,"['na=i', 'sain=cin']",['IRR=LOC.PROX=PROX.OBL'],['非實現=處格.近距=近距.斜格']
Bunun,03-7,12,"['na', 'i']","['IRR', 'LOC.PROX', 'PROX.OBL']","['非實現', '處格.近距', '近距.斜格']"
Bunun,03-7,12,"['sain', 'cin']",[''],['']
Bunun,03-7,19,"['sai', 'n=tan']",['LOC.PROX=MED.OBL'],['處格.近距=中距.斜格']
Bunun,03-7,19,['sai'],"['LOC.PROX', 'MED.OBL']","['處格.近距', '中距.斜格']"
Bunun,03-7,19,"['n', 'tan']",[''],['']
Bunun,03-7,20,"['sai', 'n=tan']",['LOC.PROX=MED.OBL'],['處格.近距=中距.斜格']
Bunun,03-7,20,['sai'],"['LOC.PROX', 'MED.OBL']","['處格.近距', '中距.斜格']"
Bunun,03-7,20,"['n', 'tan']",[''],['']
Bunun,26,9,"['maisna', 'sia']","['from', 'LOC']",['從']
Bunun,26,9,"['m', 'insuma']","['AF', 'come']",['主焦.來']
Bunun,30,2,"['na=ma', 'p', 'in', 'kailas']","['IRR=AF', 'CAU', 'become=sparkle']","['非實現=主焦', '使役', '變成', '生氣勃勃']"
Bunun,30,2,['in'],"['become', 'sparkle']",['變成']
Bunun,30,3,"['ma', 'p', 'in', 'kailas']","['AF', 'CAU', 'become=sparkle']","['主焦', '使役', '變成', '生氣勃勃']"
Bunun,30,3,['in'],"['become', 'sparkle']",['變成']
Bunun,30,5,"['i', 'nata.']","['be.at', 'outer.space']",['處格=外面']
Bunun,30,5,['i'],['be.at'],"['處格', '外面']"
Bunun,10-2,9,"['na', 'ma']","['IRR', 'AF']",['非實現']
Bunun,03-6,4,['ma<i>kusia'],['AF<PFV>use'],"['主焦', '<完成貌>使用']"
Bunun,50,4,"['babu', 'vanis?']","['pig', 'wild.boar']",['山豬']
Bunun,50,7,"['tuhas', 'nanaz']","['older', 'male']",['哥哥']
Bunun,11,2,"['an', 'dii']","['VIS.MED', 'there']",['可見.中距.朝向']
Bunun,11,6,"['ma', 'sinap']","['AF', 'chase.after']",['追著']
Bunun,46,4,['isaicia'],"['LOC', '3SG.POSS']","['處格', '3SG.所有格']"
Bunun,46,5,['isaicia'],"['LOC', '3SG.POSS']","['處格', '3SG.所有格']"
Bunun,53,1,"['i', 'sia']",['be.atLOC'],"['在', '處格']"
Bunun,53,11,"['i', 'huhu']",['be.at=height'],['處格=高']
Bunun,53,11,['i'],"['be.at', 'height']","['處格', '高']"
Bunun,53,16,['ma=davus'],"['AF', 'alcohol']",['主焦=酒']
Bunun,53,16,"['ma', 'davus']",['AF'],"['主焦', '酒']"
Bunun,04,7,['as=in=ik'],['want=COS=1SG.NOM'],"['想要', '完成貌=1SG.主格']"
Bunun,04,7,"['as', 'in', 'ik']","['want', 'COS', '1SG.NOM']",['想要']
Bunun,04,7,[''],[''],"['完成貌', '1SG.主格']"
Bunun,12,8,"['mu', 'tunghaz=in']","['REFL', 'fall.down=COS']","['反身', '倒下', '狀態改變']"
Bunun,12,8,"['tunghaz', 'in']","['fall.down', 'COS']",['倒下']
Bunun,24,3,['Masuhuaz=a'],['PN=DIST.NOM'],"['地名', '遠距.主格']"
Bunun,24,3,"['Masuhuaz', 'a']","['PN', 'DIST.NOM']",['地名']
Bunun,24,8,['tu'],"['produce', 'bull', 'live', 'grass']","['出產', '水牛', '住', '草']"
Bunun,24,8,"['masu', 'hanvang', 'tak', 'ismuut']","['LOC', 'DIST.NOM']","['處格', '遠距.主格']"
Bunun,24,8,"['sai', 'a.']",[''],['']
Bunun,03-5,7,"['ma', 'cistak.']",['COMP'],['補語詞']
Bunun,49,3,"['m', 'ihumis=in']","['AF', 'live=COS']","['主焦', '活', '改變狀態']"
Bunun,49,3,"['ihumis', 'in']","['live', 'COS']",['活']
Bunun,49,5,"['ma', 's<na>nava']","['AF', '<RED>', 'teach']","['主焦', '<重疊>教']"
Bunun,49,5,"['ma', 'p', 'al', 'mananu']","['AF', 'CAU', 'state', 'effort']","['主焦', '使役', '努力']"
Bunun,49,10,"['pai', 'klang', 'an']","['CAU', 'PFV', 'hot', 'LF']","['使役', '完成貌', '熱', '處焦']"
Bunun,48,1,"['an', 'dii']",['VIS.MED=there'],['可見.中距=那裡']
Bunun,48,1,['an'],"['VIS.MED', 'there']","['可見.中距', '那裡']"
Bunun,48,1,"['lukis', 'ikit=an']","['tree', 'small=MED.NOM']","['樹', '小', '中距.主格']"
Bunun,48,1,"['ikit', 'an']","['small', 'MED.NOM']",['小']
Bunun,48,4,['isaicia'],['3SG.POSS'],"['處格', '3SG.所有格']"
Bunun,48,11,"['an', 'dii']","['VIS.MED', 'there']",['可見.中距=那裡']
Bunun,48,11,['an'],['VIS.MED'],"['可見.中距', '那裡']"
Bunun,48,15,"[""na=si'ail"", 'un=su']","['IRR', 'comfort', 'PF=2SG.GEN']","['非實現', '安慰', '受焦=2SG.屬格']"
Bunun,48,15,"['na', ""si'ail""]",['IRR'],['非實現']
Bunun,48,15,"['un', 'su']",['comfort'],['安慰']
Bunun,48,15,[''],"['PF', '2SG.GEN']","['受焦', '2SG.屬格']"
Bunun,48,17,"['ma', 's<na>nava=cia']","['AF', '<RED>', 'teach=DIST.OBL']","['主焦', '<重疊>教=遠距.斜格']"
Bunun,48,17,"['s<na>nava', 'cia']",['<RED>'],"['<重疊>教', '遠距.斜格']"
Bunun,48,17,[''],"['teach', 'DIST.OBL']",['']
Bunun,48,17,"['mu', 'liva']","['AF', 'wrong']",['錯']
Bunun,48,21,"['ma', 'p', 'i', 'subnuh=su']","['AF', 'CAU', 'be.at', 'angry', '2SG.ACC']","['主焦', '使役', '在', '生氣', '2SG.受格']"
Bunun,48,21,"['subnuh', 'su']",['angry'],['生氣']
Bunun,48,23,"['ma', 'p', 'i', 'subnuh=su']","['AF', 'CAU', 'be.atangry=2SG.ACC']","['主焦', '使役', '在', '生氣=2SG.受格']"
Bunun,48,23,['i'],"['be.atangry', '2SG.ACC']",['在']
Bunun,48,23,"['subnuh', 'su']",[''],"['生氣', '2SG.受格']"
Bunun,01-5,3,"['nii', 'ik']",['NEG=1SG.NOM'],['否定=1SG.主格']
Bunun,01-5,3,['nii'],"['NEG', '1SG.NOM']","['否定', '1SG.主格']"
Bunun,01-5,9,"['na=min', 'hamisan.']","['IRR=become', 'winter']","['非實現', '變成', '冬天']"
Bunun,01-5,9,"['na', 'min']","['IRR', 'become']",['非實現']
Bunun,64,8,"['m', 'insuma=a']",['主焦=出現=遠距.主格'],['AF.come=DIST.NOM']
Bunun,64,8,['m'],"['主焦', '出現', '遠距.主格']","['AF.come', 'DIST.NOM']"
Bunun,64,8,"['insuma', 'a']",[''],['']
Bunun,64,17,"['na=unau', 'un=ku']",['非實現=去找=1SG.屬格'],['IRR=go.to=1SG.GEN']
Bunun,64,17,"['na', 'unau']","['非實現', '去找', '1SG.屬格']","['IRR', 'go.to', '1SG.GEN']"
Bunun,64,17,"['un', 'ku']",[''],['']
Bunun,64,20,['iskakaun'],['非實現<重疊>吃'],"['IF', '<RED>eat']"
Bunun,64,24,"['na', 'dazu']",['大約'],['about']
Bunun,64,25,"['<ha>haiap', 'ik']",['<重疊>知道=1SG.主格'],['<RED>know=1SG.NOM']
Bunun,64,25,['<ha>haiap'],"['<重疊>知道', '1SG.主格']","['<RED>know', '1SG.NOM']"
Bunun,64,34,['isain=ik'],"['處格', '在=1SG.主格']","['LOC', 'be.at=1SG.NOM']"
Bunun,64,34,"['isain', 'ik']",['處格'],['LOC']
Bunun,64,34,[''],"['在', '1SG.主格']","['be.at', '1SG.NOM']"
Bunun,64,57b,"['ma', 'tahusngi.']","['主焦', '吵鬧']",['loud.noise']
Bunun,64,66,['itu'],"['處格', '連繫詞']","['LOC', 'LNK']"
Bunun,64,73,"['is', 'kusia.']","['工焦', '移動', '在']","['IF', 'move', 'be.at']"
Bunun,33,1,"['m', 'al', 'min', 'ataz']","['AF', 'state', 'become', 'die']","['主焦', '變成', '死掉']"
Bunun,13,12,"['ma', 'si', 'nauba', 'nanaz=a']","['AF', 'SI', 'younger', 'male=DIST.NOM']","['年幼', '男人=遠距.主格']"
Bunun,13,12,['si'],['SI'],"['男人', '遠距.主格']"
Bunun,13,12,"['nanaz', 'a']","['male', 'DIST.NOM']",['']
Bunun,05,8,"['la<i>haib', 'an']","['<PFV>pass', 'LF']",['經過<完成貌>']
Bunun,05,8,"['sin', 'kuzakuza']","['RES', 'work']",['工焦<完成貌>工作']
Bunun,52,3,"['ma', 'luspingaz']","['AF', 'LUS', 'female']",['女性']
Bunun,52,3,"['ma', 'bananaz']","['AF', 'BA', 'male']",['男生']
Bunun,52,3,"['ma', 'luspingaz.']","['AF', 'LUS', 'female']",['女生']
Bunun,52,6,"['min', 'dahpa=in.']","['become', 'disease=COS']","['變成', '疾病', '改變狀態']"
Bunun,52,6,"['dahpa', 'in.']","['disease', 'COS']",['疾病']
Bunun,52,12,"['is', 'lunghu', 'an?']","['rest', 'LF']","['休息', '處焦']"
Bunun,52,13,['i=lumah=cia'],"['be.at', 'house=DIST.OBL']","['在', '家=遠距.斜格']"
Bunun,52,13,"['i', 'lumah', 'cia']",['be.at'],['在']
Bunun,52,13,[''],"['house', 'DIST.OBL']","['家', '遠距.斜格']"
Bunun,52,16,"['an', 'dingal', 'an']","['VIS.MED', 'neighboring', 'LF']","['可見.中距', '朝', '靠', '處焦']"
Bunun,29,6,"['i', 'sia']","['be.at', 'LOC']",['在=處格']
Bunun,29,6,['i'],['be.at'],"['在', '處格']"
Bunun,29,6,['kangavas=an'],"['mango', 'MED.NOM']","['芒果', '中距.主格']"
Bunun,29,6,"['kangavas', 'an']",['mango'],['芒果']
Bunun,34,5,"[""'utung=an""]",['monkey=MED.NOM'],"['猴子', '中距.主格']"
Bunun,34,5,"[""'utung"", 'an']","['monkey', 'MED.NOM']",['猴子']
Bunun,63,10,"['pis', 'hasibang', 'an.']","['遊戲', '處焦']","['CAU', 'active', 'LF']"
Bunun,63,19,"['i', 'sia']",['處焦=在'],"['be.at', 'LOC']"
Bunun,63,19,['i'],"['處焦', '在']",['be.at']
Bunun,63,24,"['andipa', 'un']","['可見.中距', '那裡', '受焦']","['pregnant', 'PF']"
Bunun,63,24,"['i', 'ngadah']",['處格=裡面'],"['be.at', 'inside']"
Bunun,63,24,['i'],"['處格', '裡面']",['be.at']
Bunun,63,25,"['nii', 'ik']",['否定=1SG.主格'],['NEG=1SG.NOM']
Bunun,63,25,['nii'],"['否定', '1SG.主格']","['NEG', '1SG.NOM']"
Bunun,63,29,['laltpugtpunal.'],"['沖', '土石流']",['wash&lt;RED&gt;landslide']
Bunun,63,31,"['islunghu', 'an']","['工焦', '休息', '處焦']","['to.rest', 'LF']"
Bunun,63,32,"['nii', 'ik']",['否定=1SG.主格'],['NEG=1SG.NOM']
Bunun,63,32,['nii'],"['否定', '1SG.主格']","['NEG', '1SG.NOM']"
Bunun,63,35,"['nii', 'ik']",['否定=1SG.主格'],['NEG=1SG.NOM']
Bunun,63,35,['nii'],"['否定', '1SG.主格']","['NEG', '1SG.NOM']"
Bunun,63,38,"['nii', 'ik']",['否定=1SG.主格'],['NEG=1SG.NOM']
Bunun,63,38,['nii'],"['否定', '1SG.主格']","['NEG', '1SG.NOM']"
Bunun,63,55,"['nii', 'ik']",['否定=1SG.主格'],['NEG=1SG.NOM']
Bunun,63,55,['nii'],"['否定', '1SG.主格']","['NEG', '1SG.NOM']"
Bunun,63,61,"['na=min', 'hamisan.']","['非實現', '變成', '冬天']","['IRR=become', 'winter']"
Bunun,63,61,"['na', 'min']",['非實現'],"['IRR', 'become']"
Bunun,63,66,"[""ma'ansum""]","['主焦', '美味']","['AF', 'tasty']"
Bunun,63,67,"['na=ku', 'diip=ik']","['非實現', '去', '那裡=1SG.主格']","['IRR=go', 'there=1SG.NOM']"
Bunun,63,67,"['na', 'ku']",['非實現'],"['IRR', 'go']"
Bunun,63,67,"['diip', 'ik']",['去'],"['there', '1SG.NOM']"
Bunun,63,67,[''],"['那裡', '1SG.主格']",['']
Bunun,63,69,"['i', 'sain=cin']",['在=處格.近距=近距.斜格'],['be.at=LOC.PROX=PROX.OBL']
Bunun,63,69,['i'],"['在', '處格.近距', '近距.斜格']","['be.at', 'LOC.PROX', 'PROX.OBL']"
Bunun,63,69,"['sain', 'cin']",[''],['']
Bunun,63,70,"['na=ma', 'naskal', 'daingaz.']","['非實現=快樂', '老']","['IRR=AF', 'happy', 'old']"
Bunun,63,71,"['ku', 'sian']","['去', '處格', '中距']","['go', 'LOC.MED']"
Bunun,63,75,['mltingtiliskin'],"['主焦&lt;完成貌&gt;', '思考']","['AF&lt;PFV&gt;', 'think']"
Bunun,63,77,['kalthugthuzas.'],"['做', '&lt;重疊&gt;歌']",['do&lt;RED&gt;song']
Bunun,63,78,['lakangkang.'],"['推', '耕田']","['push', 'plow']"
Bunun,63,86,"['pu', 'ngadah', 'u=s']","['使役.移動', '裡面', '受焦', '斜格']","['CAU.go', 'inside', 'PF=OBL']"
Bunun,63,86,"['u', 's']",['受焦'],"['PF', 'OBL']"
Bunun,63,86,"['tama', 'cia']",['爸爸'],['father']
Bunun,63,91,"['m', 'azima']",['喜歡'],"['AF', 'like']"
Bunun,63,91,"['m', 'azima']",['喜歡'],"['AF', 'like']"
Bunun,63,92,"['i', 'sain=cin']",['在=處格.近距=近距.斜格'],"['be.at', 'LOC.PROX=PROX.OBL']"
Bunun,63,92,['i'],"['在', '處格.近距', '近距.斜格']",['be.at']
Bunun,63,92,"['sain', 'cin']",[''],"['LOC.PROX', 'PROX.OBL']"
Bunun,63,94,"['i', 'sain=tan']",['處格=這.近距.主格=中距'],['LOC.PROX=MED.OBL']
Bunun,63,94,['i'],"['處格', '這.近距.主格', '中距']","['LOC.PROX', 'MED.OBL']"
Bunun,63,94,"['sain', 'tan']",[''],['']
Bunun,63,101,"['kaupa', 'hanian']",['每天'],"['every', 'day']"
Bunun,63,103,"['mapa', 'lthagthainan.']",['交互&lt;重疊&gt;笑'],['REC&lt;RED&gt;laugh']
Bunun,63,114,['na=mahtu=in'],"['非實現=主焦', '能夠=改變狀態']",['IRR=be.able.to=COS']
Bunun,63,114,"['na', 'mahtu', 'in']","['非實現', '主焦']","['IRR', 'be.able.to', 'COS']"
Bunun,63,114,[''],"['能夠', '改變狀態']",['']
Bunun,63,155,"[""ngul'a"", 'a']",['鍋子'],"['pan', 'DIST.NOM']"
Bunun,63,155,['mas'],"['', '遠距.主格']",['OBL']
Bunun,63,155,"['ma', ""'anat""]",['媽媽'],"['AF', 'cook']"
Bunun,63,155,['pandian.'],"['主焦', '煮']",['cuisine']
Bunun,63,161,"['vahlas', 'tan']","['河', '中距', '斜格']","['river', 'MED.OBL']"
Bunun,63,186,['as=in=ik'],"['想要', '完成貌=1SG.主格']",['want=COS=1SG.NOM']
Bunun,63,186,"['as', 'in', 'ik']",['想要'],"['want', 'COS', '1SG.NOM']"
Bunun,63,186,[''],"['完成貌', '1SG.主格']",['']
Bunun,63,195,"['laltigthaib', 'an']",['經過&lt;完成貌&gt;'],"['&lt;PFV&gt;pass', 'LF']"
Bunun,63,195,"['sin', 'kuzakuza']",['工焦&lt;完成貌&gt;工作'],"['RES', 'work']"
Bunun,63,224,"['ma', 'p', 'almananu']","['主焦', '&lt;使役&gt;努力']","['AF', 'CAU', 'strive']"
Bunun,63,236,"['na', 'ma']",['非實現'],"['IRR', 'AF']"
Bunun,63,240,"['pa', 'siskuav=ku']","['役使', '離開', '1SG.受格']","['CAU', 'leave', '1SG.ACC']"
Bunun,63,240,"['siskuav', 'ku']",['離開'],['leave']
Bunun,63,241,"['pa', 'siskuav=ku']","['役使', '離開', '1SG.受格']","['CAU', 'leave', '1SG.ACC']"
Bunun,63,241,"['siskuav', 'ku']",['離開'],['leave']
Bunun,63,284,"['an', 'dii']",['可見.中距.朝向'],"['VIS.MED', 'there']"
Bunun,63,288,"['ma', 'sinap']",['追著'],"['AF', 'chase.after']"
Bunun,63,300,"['mu', 'tunghaz=in']","['反身', '倒下', '狀態改變']","['REFL', 'fall.down=COS']"
Bunun,63,300,"['tunghaz', 'in']",['倒下'],"['fall.down', 'COS']"
Bunun,63,321,"['ma', 'si', 'nauba', 'nanaz=a']","['年幼', '男人=遠距.主格']","['AF', 'SI', 'younger', 'male=DIST.NOM']"
Bunun,63,321,['si'],"['男人', '遠距.主格']",['SI']
Bunun,63,321,"['nanaz', 'a']",[''],"['male', 'DIST.NOM']"
Bunun,63,328,['mananulu'],"['主焦', '小心']","['AF', 'careful']"
Bunun,63,346,['mahatba'],"['主焦', '壯']","['AF', 'robust']"
Bunun,63,352,"['hanup', 'cia']",['獵'],['hunt']
Bunun,63,366,"['ma', ""'utung=a""]",['主焦=猴子=遠距.主格'],"['AF', 'monkey=DIST.NOM']"
Bunun,63,366,['ma'],"['主焦', '猴子', '遠距.主格']",['AF']
Bunun,63,366,"[""'utung"", 'a']",[''],"['monkey', 'DIST.NOM']"
Bunun,63,377,"['hudas', 'cia']",['祖父母'],['grandparent']
Bunun,63,395,"['m', 'insuma.']",['主焦.來'],"['AF', 'come']"
Bunun,63,410,"['isai', 'cia']",['3SG.所有格'],['3SG.POSS']
Bunun,63,442,['Masuhuaz=a'],"['地名', '遠距.主格']",['PN=DIST.NOM']
Bunun,63,442,"['Masuhuaz', 'a']",['地名'],"['PN', 'DIST.NOM']"
Bunun,63,465,"['m', 'insuma']",['主焦.來'],"['AF', 'come']"
Bunun,63,491,"['i', 'sia']",['在=處格'],"['be.at', 'LOC']"
Bunun,63,491,['i'],"['在', '處格']",['be.at']
Bunun,63,491,['kangavas=an'],"['芒果', '中距.主格']","['mango', 'MED.NOM']"
Bunun,63,491,"['kangavas', 'an']",['芒果'],['mango']
Bunun,63,496,"['na=ma', 'p', 'in', 'kailas']","['非實現=主焦', '使役', '變成', '生氣勃勃']","['IRR=AF', 'CAU', 'become=sparkle']"
Bunun,63,496,['in'],['變成'],"['become', 'sparkle']"
Bunun,63,497,"['ma', 'p', 'in', 'kailas']","['主焦', '使役', '變成', '生氣勃勃']","['AF', 'CAU', 'become=sparkle']"
