source_id	filename	sha256	pages	tracking
wu-2006-pa-verbs	pa-verbs.pdf	9ba94321d9c8e926cf8cca3b0b81814400d2bb7194ba48574d77ad54490308f5	13	optional-untracked-verification-copy; SIL CC BY-NC-SA 4.0; not a build input
