file,text_id,retained,retained_id,canonical_title,original_sha256,source_titles,evidence,reason
Seediq/Bngerux.xml,Wiki_Seediq_Bngerux,Seediq/Bhngil.xml,Wiki_Seediq_Bhngil,Bhngil,c151e5a77596f01123cec0a031c9a593d36acb09450d89b1fd0515fe287bbdde,Bngerux,https://trv.wikipedia.org/w/index.php?oldid=8231 | https://trv.wikipedia.org/w/index.php?oldid=7823,The pre-scrape source title redirects to the same retained article
Seediq/Bngrux.xml,Wiki_Seediq_Bngrux,Seediq/Bhngil.xml,Wiki_Seediq_Bhngil,Bhngil,c151e5a77596f01123cec0a031c9a593d36acb09450d89b1fd0515fe287bbdde,Bngrux,https://trv.wikipedia.org/w/index.php?oldid=8235 | https://trv.wikipedia.org/w/index.php?oldid=7823,The pre-scrape source title redirects to the same retained article
Seediq/Bitcoin.xml,Wiki_Seediq_Bitcoin,Seediq/Pitopi.xml,Wiki_Seediq_Pitopi,Pitopi,08b6711736c97476c8790d5888b95c43d8d13d0ab192893cb92a269f733dc448,Bitcoin,https://trv.wikipedia.org/w/index.php?oldid=106659 | https://trv.wikipedia.org/w/index.php?oldid=103037,The pre-scrape source title redirects to the same retained article
Seediq/₿.xml,Wiki_Seediq_₿,Seediq/Pitopi.xml,Wiki_Seediq_Pitopi,Pitopi,08b6711736c97476c8790d5888b95c43d8d13d0ab192893cb92a269f733dc448,₿,https://trv.wikipedia.org/w/index.php?oldid=106658 | https://trv.wikipedia.org/w/index.php?oldid=103037,The pre-scrape source title redirects to the same retained article
Seediq/Bkiluh.xml,Wiki_Seediq_Bkiluh,Seediq/Ciyak_lmiqu.xml,Wiki_Seediq_Ciyak_lmiqu,Ciyak lmiqu,b67156c40f9d65bae9a2d09ff7cd4d2825d752ab5c0a64d6158b43d392d02709,Bkiluh,https://trv.wikipedia.org/w/index.php?oldid=8128 | https://trv.wikipedia.org/w/index.php?oldid=14013,The pre-scrape source title redirects to the same retained article
Seediq/Krung_bkiluh.xml,Wiki_Seediq_Krung_bkiluh,Seediq/Ciyak_lmiqu.xml,Wiki_Seediq_Ciyak_lmiqu,Ciyak lmiqu,b67156c40f9d65bae9a2d09ff7cd4d2825d752ab5c0a64d6158b43d392d02709,Krung bkiluh,https://trv.wikipedia.org/w/index.php?oldid=31582 | https://trv.wikipedia.org/w/index.php?oldid=14013,The pre-scrape source title redirects to the same retained article
Seediq/Blbul.xml,Wiki_Seediq_Blbul,Seediq/Blebun.xml,Wiki_Seediq_Blebun,Blebun,d2ec94872ae0f18190b793697a2bfcc52454ff34eff89a6304fe4bb53f9c4e31,Blbul,https://trv.wikipedia.org/w/index.php?oldid=8198 | https://trv.wikipedia.org/w/index.php?oldid=95703,The pre-scrape source title redirects to the same retained article
Seediq/Blbun.xml,Wiki_Seediq_Blbun,Seediq/Blebun.xml,Wiki_Seediq_Blebun,Blebun,d2ec94872ae0f18190b793697a2bfcc52454ff34eff89a6304fe4bb53f9c4e31,Blbun,https://trv.wikipedia.org/w/index.php?oldid=8202 | https://trv.wikipedia.org/w/index.php?oldid=95703,The pre-scrape source title redirects to the same retained article
Seediq/Brayo.xml,Wiki_Seediq_Brayo,Seediq/Brayaw.xml,Wiki_Seediq_Brayaw,Brayaw,b83f2226beb4f256962203db15ac2f004425b7d3651e0a82457435dc49d6c1ee,Brayo,https://trv.wikipedia.org/w/index.php?oldid=9013 | https://trv.wikipedia.org/w/index.php?oldid=9008,The pre-scrape source title redirects to the same retained article
Seediq/Bsiyaw.xml,Wiki_Seediq_Bsiyaw,Seediq/Brayaw.xml,Wiki_Seediq_Brayaw,Brayaw,b83f2226beb4f256962203db15ac2f004425b7d3651e0a82457435dc49d6c1ee,Bsiyaw,https://trv.wikipedia.org/w/index.php?oldid=9201 | https://trv.wikipedia.org/w/index.php?oldid=9008,The pre-scrape source title redirects to the same retained article
