xml_file,source_eaf,subset,speaker_label,dialect,audio_file,audio_resolved,utterance_count,start,end
Paiwan_Y1_read_speech_02JN112_1_Ljalja_u.xml,story/Paiwan_NTU/Y1/read_speech/Ljaljau/02JN112-1 Ljalja'u.eaf,Y1 read-speech,Ljalja'u,Central Paiwan,02JN112-1 Ljalja'u.wav,yes,17,3.147,291.735
Paiwan_Y1_read_speech_02JN112_2_Ljalja_u.xml,story/Paiwan_NTU/Y1/read_speech/Ljaljau/02JN112-2 Ljalja'u.eaf,Y1 read-speech,Ljalja'u,Central Paiwan,02JN112-2 Ljalja'u.wav,yes,16,2.852,248.793
Paiwan_Y1_read_speech_02JN112_3_Ljalja_u.xml,story/Paiwan_NTU/Y1/read_speech/Ljaljau/02JN112-3 Ljalja'u.eaf,Y1 read-speech,Ljalja'u,Central Paiwan,02JN112-3 Ljalja'u.wav,yes,18,2.588,262.382
Paiwan_Y1_read_speech_02JN112_4_Ljalja_u.xml,story/Paiwan_NTU/Y1/read_speech/Ljaljau/02JN112-4 Ljalja'u.eaf,Y1 read-speech,Ljalja'u,Central Paiwan,02JN112-4 Ljalja'u.wav,yes,18,2.764,252.205
Paiwan_Y1_read_speech_02SN105_1_Ljalja_u.xml,story/Paiwan_NTU/Y1/read_speech/Ljaljau/02SN105-1 Ljalja'u.eaf,Y1 read-speech,Ljalja'u,Central Paiwan,02SN105-1 Ljalja'u.wav,yes,9,3.26,263.53
Paiwan_Y1_read_speech_02SN105_2_Ljalja_u.xml,story/Paiwan_NTU/Y1/read_speech/Ljaljau/02SN105-2 Ljalja'u.eaf,Y1 read-speech,Ljalja'u,Central Paiwan,02SN105-2 Ljalja'u.wav,yes,8,2.97,313.72
Paiwan_Y1_read_speech_02SN105_3_Ljalja_u.xml,story/Paiwan_NTU/Y1/read_speech/Ljaljau/02SN105-3 Ljalja'u.eaf,Y1 read-speech,Ljalja'u,Central Paiwan,02SN105-3 Ljalja'u.wav,yes,7,3.5,303
Paiwan_Y1_read_speech_02SN106_1_Ljalja_u.xml,story/Paiwan_NTU/Y1/read_speech/Ljaljau/02SN106-1 Ljalja'u.eaf,Y1 read-speech,Ljalja'u,Central Paiwan,02SN106-1 Ljalja'u.wav,yes,18,5.705,304.647
Paiwan_Y1_read_speech_02SN106_2_Ljalja_u.xml,story/Paiwan_NTU/Y1/read_speech/Ljaljau/02SN106-2 Ljalja'u.eaf,Y1 read-speech,Ljalja'u,Central Paiwan,02SN106-2 Ljalja'u.wav,yes,7,2.9,333.86
Paiwan_Y1_read_speech_02SN106_3_Ljalja_u.xml,story/Paiwan_NTU/Y1/read_speech/Ljaljau/02SN106-3 Ljalja'u.eaf,Y1 read-speech,Ljalja'u,Central Paiwan,02SN106-3 Ljalja'u.wav,yes,18,7.558,311.264
