xml_file,source_eaf,subset,speaker_label,dialect,audio_file,audio_resolved,utterance_count,start,end
Paiwan_Y1_read_speech_02SN107_4_Ljalja_u.xml,story/Paiwan_NTU/Y1/read_speech/Ljaljau/02SN107-4 Ljalja'u.eaf,Y1 read-speech,Ljalja'u,Central Paiwan,02SN107-4 Ljalja'u.wav,yes,13,8.264,303.646
Paiwan_Y1_read_speech_02SN108_2_Ljalja_u.xml,story/Paiwan_NTU/Y1/read_speech/Ljaljau/02SN108-2 Ljalja'u.eaf,Y1 read-speech,Ljalja'u,Central Paiwan,02SN108-2 Ljalja'u.wav,yes,20,4.823,436.588
Paiwan_Y1_read_speech_02SN108_3_Ljalja_u.xml,story/Paiwan_NTU/Y1/read_speech/Ljaljau/02SN108-3 Ljalja'u.eaf,Y1 read-speech,Ljalja'u,Central Paiwan,02SN108-3 Ljalja'u.wav,yes,17,7.235,304.647
Paiwan_Y1_read_speech_02SN108_7_Ljalja_u.xml,story/Paiwan_NTU/Y1/read_speech/Ljaljau/02SN108-7 Ljalja'u.eaf,Y1 read-speech,Ljalja'u,Central Paiwan,02SN108-7 Ljalja'u.wav,yes,15,6.029,277.676
Paiwan_Y1_read_speech_02SN111_2_Ljalja_u.xml,story/Paiwan_NTU/Y1/read_speech/Ljaljau/02SN111-2 Ljalja'u.eaf,Y1 read-speech,Ljalja'u,Central Paiwan,02SN111-2 Ljalja'u.wav,yes,20,6.705,383.265
Paiwan_Y1_read_speech_02SN111_3_Ljalja_u.xml,story/Paiwan_NTU/Y1/read_speech/Ljaljau/02SN111-3 Ljalja'u.eaf,Y1 read-speech,Ljalja'u,Central Paiwan,02SN111-3 Ljalja'u.wav,yes,16,15.529,337.735
Paiwan_Y1_read_speech_02SN112_1_Ljalja_u.xml,story/Paiwan_NTU/Y1/read_speech/Ljaljau/02SN112-1 Ljalja'u.eaf,Y1 read-speech,Ljalja'u,Central Paiwan,02SN112-1 Ljalja'u.wav,yes,19,10.617,347.087
Paiwan_Y1_read_speech_02SN112_2_Ljalja_u.xml,story/Paiwan_NTU/Y1/read_speech/Ljaljau/02SN112-2 Ljalja'u.eaf,Y1 read-speech,Ljalja'u,Central Paiwan,02SN112-2 Ljalja'u.wav,yes,24,3.735,373.911
Paiwan_Y1_read_speech_02SN112_4_Ljalja_u.xml,story/Paiwan_NTU/Y1/read_speech/Ljaljau/02SN112-4 Ljalja'u.eaf,Y1 read-speech,Ljalja'u,Central Paiwan,02SN112-4 Ljalja'u.wav,yes,16,5.294,285.588
Paiwan_Y1_read_speech_02SC105_1_Milingan.xml,story/Paiwan_NTU/Y1/read_speech/Milingan/02SC105-1 Milingan.eaf,Y1 read-speech,Milingan,Eastern Paiwan,02SC105-1 Milingan.wav,yes,20,2.147,374.794
Paiwan_Y1_read_speech_02SC105_2_Milingan.xml,story/Paiwan_NTU/Y1/read_speech/Milingan/02SC105-2 Milingan.eaf,Y1 read-speech,Milingan,Eastern Paiwan,02SC105-2 Milingan.wav,yes,22,2.735,433.323
Paiwan_Y1_read_speech_02SC105_3_Milingan.xml,story/Paiwan_NTU/Y1/read_speech/Milingan/02SC105-3 Milingan.eaf,Y1 read-speech,Milingan,Eastern Paiwan,02SC105-3 Milingan.wav,yes,21,3.352,408.47
Paiwan_Y1_read_speech_02SC106_1_Milingan.xml,story/Paiwan_NTU/Y1/read_speech/Milingan/02SC106-1 Milingan.eaf,Y1 read-speech,Milingan,Eastern Paiwan,02SC106-1 Milingan.wav,yes,20,3.117,425.264
Paiwan_Y1_read_speech_02SC106_2_Milingan.xml,story/Paiwan_NTU/Y1/read_speech/Milingan/02SC106-2 Milingan.eaf,Y1 read-speech,Milingan,Eastern Paiwan,02SC106-2 Milingan.wav,yes,20,2.941,589.529
Paiwan_Y1_read_speech_02SC106_3_Milingan.xml,story/Paiwan_NTU/Y1/read_speech/Milingan/02SC106-3 Milingan.eaf,Y1 read-speech,Milingan,Eastern Paiwan,02SC106-3 Milingan.wav,yes,17,2.911,467.47
Paiwan_Y1_read_speech_02SC107_3_Milingan.xml,story/Paiwan_NTU/Y1/read_speech/Milingan/02SC107-3 Milingan.eaf,Y1 read-speech,Milingan,Eastern Paiwan,02SC107-3 Milingan.wav,yes,18,2.823,458.323
Paiwan_Y1_read_speech_02SC107_4_Milingan.xml,story/Paiwan_NTU/Y1/read_speech/Milingan/02SC107-4 Milingan.eaf,Y1 read-speech,Milingan,Eastern Paiwan,02SC107-4 Milingan.wav,yes,22,2.911,481.559
Paiwan_Y1_read_speech_02JN105_1_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02JN105-1 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02JN105-1 dremedreman.wav,yes,20,2.176,329.323
Paiwan_Y1_read_speech_02JN105_2_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02JN105-2 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02JN105-2 dremedreman.wav,yes,16,2.205,301.323
Paiwan_Y1_read_speech_02JN105_3_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02JN105-3 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02JN105-3 dremedreman.wav,yes,12,2.794,278.323
Paiwan_Y1_read_speech_02JN106_1_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02JN106-1 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02JN106-1 dremedreman.wav,yes,14,1.529,293.411
Paiwan_Y1_read_speech_02JN106_2_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02JN106-2 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02JN106-2 dremedreman.wav,yes,15,3.117,336.823
Paiwan_Y1_read_speech_02JN106_3_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02JN106-3 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02JN106-3 dremedreman.wav,yes,15,1.735,312.676
Paiwan_Y1_read_speech_02JN107_4_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02JN107-4 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02JN107-4 dremedreman.wav,yes,14,3.199,279.3
Paiwan_Y1_read_speech_02JN108_1_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02JN108-1 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02JN108-1 dremedreman.wav,yes,16,2.676,353.318
Paiwan_Y1_read_speech_02JN108_3_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02JN108-3 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02JN108-3 dremedreman.wav,yes,14,2.264,261.994
Paiwan_Y1_read_speech_02JN110_1_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02JN110-1 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02JN110-1 dremedreman.wav,yes,16,1.323,378.448
Paiwan_Y1_read_speech_02JN112_1_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02JN112-1 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02JN112-1 dremedreman.wav,yes,18,2.058,358.021
Paiwan_Y1_read_speech_02JN112_2_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02JN112-2 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02JN112-2 dremedreman.wav,yes,15,2.469,322.197
Paiwan_Y1_read_speech_02JN112_3_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02JN112-3 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02JN112-3 dremedreman.wav,yes,20,1.298,292.154
Paiwan_Y1_read_speech_02JN112_4_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02JN112-4 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02JN112-4 dremedreman.wav,yes,16,1.676,325.512
Paiwan_Y1_read_speech_02SN105_1_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02SN105-1 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02SN105-1 dremedreman.wav,yes,16,1.555,339.033
Paiwan_Y1_read_speech_02SN105_2_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02SN105-2 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02SN105-2 dremedreman.wav,yes,18,1.676,357.291
Paiwan_Y1_read_speech_02SN105_3_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02SN105-3 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02SN105-3 dremedreman.wav,yes,16,2.176,344.384
Paiwan_Y1_read_speech_02SN106_1_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02SN106-1 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02SN106-1 dremedreman.wav,yes,16,2.029,325.793
Paiwan_Y1_read_speech_02SN106_2_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02SN106-2 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02SN106-2 dremedreman.wav,yes,17,1.058,366.265
Paiwan_Y1_read_speech_02SN106_3_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02SN106-3 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02SN106-3 dremedreman.wav,yes,16,1.588,295.085
Paiwan_Y1_read_speech_02SN107_4_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02SN107-4 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02SN107-4 dremedreman.wav,yes,12,1.823,249.555
Paiwan_Y1_read_speech_02SN108_2_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02SN108-2 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02SN108-2 dremedreman.wav,yes,17,2.029,331.853
Paiwan_Y1_read_speech_02SN108_3_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02SN108-3 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02SN108-3 dremedreman.wav,yes,17,2.147,281.5
Paiwan_Y1_read_speech_02SN108_7_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02SN108-7 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02SN108-7 dremedreman.wav,yes,15,2.294,275.794
Paiwan_Y1_read_speech_02SN111_2_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02SN111-2 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02SN111-2 dremedreman.wav,yes,18,1.764,361.206
Paiwan_Y1_read_speech_02SN111_3_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02SN111-3 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02SN111-3 dremedreman.wav,yes,17,1.147,322.906
Paiwan_Y1_read_speech_02SN112_1_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02SN112-1 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02SN112-1 dremedreman.wav,yes,15,2.588,272.904
Paiwan_Y1_read_speech_02SN112_2_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02SN112-2 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02SN112-2 dremedreman.wav,yes,15,1.352,272.666
Paiwan_Y1_read_speech_02SN112_4_dremedreman.xml,story/Paiwan_NTU/Y1/read_speech/dremedreman/02SN112-4 dremedreman.eaf,Y1 read-speech,dremedreman,Northern Paiwan,02SN112-4 dremedreman.wav,yes,16,1.57,285.852
Paiwan_Y1_read_speech_01_P01_gesi.xml,story/Paiwan_NTU/Y1/read_speech/gesi/01_P01 gesi.eaf,Y1 read-speech,gesi,Northern Paiwan,01_P01 gesi.wav,yes,30,2.235,639.318
Paiwan_Y1_read_speech_02JE105_1_gesi.xml,story/Paiwan_NTU/Y1/read_speech/gesi/02JE105-1 gesi.eaf,Y1 read-speech,gesi,Northern Paiwan,02JE105-1 gesi.wav,yes,14,2.362,320.154
Paiwan_Y1_read_speech_02JE105_2_gesi.xml,story/Paiwan_NTU/Y1/read_speech/gesi/02JE105-2 gesi.eaf,Y1 read-speech,gesi,Northern Paiwan,02JE105-2 gesi.wav,yes,15,6.852,309.117
Paiwan_Y1_read_speech_02JE105_3_gesi.xml,story/Paiwan_NTU/Y1/read_speech/gesi/02JE105-3 gesi.eaf,Y1 read-speech,gesi,Northern Paiwan,02JE105-3 gesi.wav,yes,15,1.666,315.444
Paiwan_Y1_read_speech_02JE105_4_gesi.xml,story/Paiwan_NTU/Y1/read_speech/gesi/02JE105-4 gesi.eaf,Y1 read-speech,gesi,Northern Paiwan,02JE105-4 gesi.wav,yes,18,3.549,302.366
Paiwan_Y1_read_speech_02JE106_1_gesi.xml,story/Paiwan_NTU/Y1/read_speech/gesi/02JE106-1 gesi.eaf,Y1 read-speech,gesi,Northern Paiwan,02JE106-1 gesi.wav,yes,18,2.411,323.823
Paiwan_Y1_read_speech_02JE106_2_gesi.xml,story/Paiwan_NTU/Y1/read_speech/gesi/02JE106-2 gesi.eaf,Y1 read-speech,gesi,Northern Paiwan,02JE106-2 gesi.wav,yes,21,1.823,347.735
Paiwan_Y1_read_speech_02JE107_3_gesi.xml,story/Paiwan_NTU/Y1/read_speech/gesi/02JE107-3 gesi.eaf,Y1 read-speech,gesi,Northern Paiwan,02JE107-3 gesi.wav,yes,16,2.499,270.823
Paiwan_Y1_read_speech_02JE108_1_gesi.xml,story/Paiwan_NTU/Y1/read_speech/gesi/02JE108-1 gesi.eaf,Y1 read-speech,gesi,Northern Paiwan,02JE108-1 gesi.wav,yes,17,1.47,256.323
Paiwan_Y1_read_speech_02JE110_3_gesi.xml,story/Paiwan_NTU/Y1/read_speech/gesi/02JE110-3 gesi.eaf,Y1 read-speech,gesi,Northern Paiwan,02JE110-3 gesi.wav,yes,34,3.585,94.559
Paiwan_Y1_read_speech_02JE110_4_gesi.xml,story/Paiwan_NTU/Y1/read_speech/gesi/02JE110-4 gesi.eaf,Y1 read-speech,gesi,Northern Paiwan,02JE110-4 gesi.wav,yes,37,2.82,271.71
Paiwan_Y1_read_speech_02JE111_2_gesi.xml,story/Paiwan_NTU/Y1/read_speech/gesi/02JE111-2 gesi.eaf,Y1 read-speech,gesi,Northern Paiwan,02JE111-2 gesi.wav,yes,13,0.852,209.529
Paiwan_Y1_read_speech_02SE105_1_gesi.xml,story/Paiwan_NTU/Y1/read_speech/gesi/02SE105-1 gesi.eaf,Y1 read-speech,gesi,Northern Paiwan,02SE105-1 gesi.wav,yes,15,1.954,329.136
Paiwan_Y1_read_speech_02SE105_2_gesi.xml,story/Paiwan_NTU/Y1/read_speech/gesi/02SE105-2 gesi.eaf,Y1 read-speech,gesi,Northern Paiwan,02SE105-2 gesi.wav,yes,14,0.965,315.923
Paiwan_Y1_read_speech_02SE105_3_gesi.xml,story/Paiwan_NTU/Y1/read_speech/gesi/02SE105-3 gesi.eaf,Y1 read-speech,gesi,Northern Paiwan,02SE105-3 gesi.wav,yes,13,2.277,343.499
Paiwan_Y1_read_speech_02SE105_4_gesi.xml,story/Paiwan_NTU/Y1/read_speech/gesi/02SE105-4 gesi.eaf,Y1 read-speech,gesi,Northern Paiwan,02SE105-4 gesi.wav,yes,14,1.2,362.277
Paiwan_Y1_read_speech_02SE111_1_gesi.xml,story/Paiwan_NTU/Y1/read_speech/gesi/02SE111-1 gesi.eaf,Y1 read-speech,gesi,Northern Paiwan,02SE111-1 gesi.wav,yes,21,3.13,307.967
Paiwan_Y1_read_speech_02SE111_2_gesi.xml,story/Paiwan_NTU/Y1/read_speech/gesi/02SE111-2 gesi.eaf,Y1 read-speech,gesi,Northern Paiwan,02SE111-2 gesi.wav,yes,15,2.692,292.077
Paiwan_Y1_read_speech_02SE112_1_gesi.xml,story/Paiwan_NTU/Y1/read_speech/gesi/02SE112-1 gesi.eaf,Y1 read-speech,gesi,Northern Paiwan,02SE112-1 gesi.wav,yes,15,2.5,329.832
Paiwan_Y1_read_speech_02JE105_1_sawniyaw.xml,story/Paiwan_NTU/Y1/read_speech/sawniyaw/02JE105-1 sawniyaw.eaf,Y1 read-speech,sawniyaw,Eastern Paiwan,02JE105-1 sawniyaw.wav,yes,8,2.58,375.71
Paiwan_Y1_read_speech_02JE105_2_sawniyaw.xml,story/Paiwan_NTU/Y1/read_speech/sawniyaw/02JE105-2 sawniyaw.eaf,Y1 read-speech,sawniyaw,Eastern Paiwan,02JE105-2 sawniyaw.wav,yes,6,3,372.55
Paiwan_Y1_read_speech_02JE105_3_sawniyaw.xml,story/Paiwan_NTU/Y1/read_speech/sawniyaw/02JE105-3 sawniyaw.eaf,Y1 read-speech,sawniyaw,Eastern Paiwan,02JE105-3 sawniyaw.wav,yes,6,3.44,427.48
Paiwan_Y1_read_speech_02JE105_4_sawniyaw.xml,story/Paiwan_NTU/Y1/read_speech/sawniyaw/02JE105-4 sawniyaw.eaf,Y1 read-speech,sawniyaw,Eastern Paiwan,02JE105-4 sawniyaw.wav,yes,8,3.97,387.08
Paiwan_Y1_read_speech_02JE106_1_sawniyaw.xml,story/Paiwan_NTU/Y1/read_speech/sawniyaw/02JE106-1 sawniyaw.eaf,Y1 read-speech,sawniyaw,Eastern Paiwan,02JE106-1 sawniyaw.wav,yes,8,4.47,384.83
Paiwan_Y1_read_speech_02JE106_2_sawniyaw.xml,story/Paiwan_NTU/Y1/read_speech/sawniyaw/02JE106-2 sawniyaw.eaf,Y1 read-speech,sawniyaw,Eastern Paiwan,02JE106-2 sawniyaw.wav,yes,8,3.2,426.95
Paiwan_Y1_read_speech_02JE107_3_sawniyaw.xml,story/Paiwan_NTU/Y1/read_speech/sawniyaw/02JE107-3 sawniyaw.eaf,Y1 read-speech,sawniyaw,Eastern Paiwan,02JE107-3 sawniyaw.wav,yes,15,2.617,294.206
Paiwan_Y1_read_speech_02JE108_1_sawniyaw.xml,story/Paiwan_NTU/Y1/read_speech/sawniyaw/02JE108-1 sawniyaw.eaf,Y1 read-speech,sawniyaw,Eastern Paiwan,02JE108-1 sawniyaw.wav,yes,15,7.529,307.528
Paiwan_Y1_read_speech_02SE105_1_udjuy.xml,story/Paiwan_NTU/Y1/read_speech/udjuy /02SE105-1 udjuy.eaf,Y1 read-speech,udjuy,Eastern Paiwan,02SE105-1 udjuy.wav,yes,20,1.647,433.852
Paiwan_Y1_read_speech_02SE105_2_udjuy_1st_v.xml,story/Paiwan_NTU/Y1/read_speech/udjuy /02SE105-2 udjuy 1st v.eaf,Y1 read-speech,udjuy,Eastern Paiwan,02SE105-2 udjuy 1st v.wav,yes,5,1.705,143.529
Paiwan_Y1_read_speech_02SE105_2_udjuy_2nd_v.xml,story/Paiwan_NTU/Y1/read_speech/udjuy /02SE105-2 udjuy 2nd v.eaf,Y1 read-speech,udjuy,Eastern Paiwan,02SE105-2 udjuy 2nd v.wav,yes,7,1.411,176.793
Paiwan_Y1_read_speech_02SE105_2_udjuy_3rd_v.xml,story/Paiwan_NTU/Y1/read_speech/udjuy /02SE105-2 udjuy 3rd v.eaf,Y1 read-speech,udjuy,Eastern Paiwan,02SE105-2 udjuy 3rd v.wav,yes,18,1.382,443.852
Paiwan_Y1_read_speech_02SE105_3_udjuy.xml,story/Paiwan_NTU/Y1/read_speech/udjuy /02SE105-3 udjuy.eaf,Y1 read-speech,udjuy,Eastern Paiwan,02SE105-3 udjuy.wav,yes,24,1.97,709.999
Paiwan_Y1_one_minute_spontaneous_speech_Our_cattle_gesi.xml,story/Paiwan_NTU/Y1/one_minute_spontaneous_speech/Our cattle_gesi 1 min.eaf,Y1 one-minute spontaneous speech,gesi,Northern Paiwan,Our cattle_gesi.wav,yes,10,31.26,93.36
Paiwan_Y1_one_minute_spontaneous_speech_White_owl_and_brown_owl_006_dremedreman.xml,story/Paiwan_NTU/Y1/one_minute_spontaneous_speech/White owl and brown owl 006_dremedreman 1 min.eaf,Y1 one-minute spontaneous speech,dremedreman,Northern Paiwan,White owl and brown owl 006_dremedreman.wav,yes,12,134.91,197.089
Paiwan_Y1_one_minute_spontaneous_speech_a_story_about_drungdrung_sawniyaw.xml,story/Paiwan_NTU/Y1/one_minute_spontaneous_speech/a story about drungdrung_sawniyaw 1 min.eaf,Y1 one-minute spontaneous speech,sawniyaw,Eastern Paiwan,a story about drungdrung_sawniyaw.wav,yes,10,97.39,168.893
Paiwan_Y1_one_minute_spontaneous_speech_frog_Ljalja_u.xml,story/Paiwan_NTU/Y1/one_minute_spontaneous_speech/frog_Ljalja_u 1 min.eaf,Y1 one-minute spontaneous speech,Ljalja'u,Central Paiwan,frog_Ljalja'u.wav,yes,10,228.264,322.441
Paiwan_Y1_one_minute_spontaneous_speech_frog_dremedreman.xml,story/Paiwan_NTU/Y1/one_minute_spontaneous_speech/frog_dremedreman 1 min.eaf,Y1 one-minute spontaneous speech,dremedreman,Northern Paiwan,frog_dremedreman.wav,yes,11,238.872,303.976
Paiwan_Y1_one_minute_spontaneous_speech_frog_gesi.xml,story/Paiwan_NTU/Y1/one_minute_spontaneous_speech/frog_gesi 1 min.eaf,Y1 one-minute spontaneous speech,gesi,Northern Paiwan,frog_gesi.wav,yes,10,69.03,131.43
Paiwan_Y1_one_minute_spontaneous_speech_frog_udjuy.xml,story/Paiwan_NTU/Y1/one_minute_spontaneous_speech/frog_udjuy 1 min.eaf,Y1 one-minute spontaneous speech,udjuy,Eastern Paiwan,frog_udjuy.wav,yes,8,115.348,179.185
Paiwan_Y1_one_minute_spontaneous_speech_hunting_god_legend_sawniyaw.xml,story/Paiwan_NTU/Y1/one_minute_spontaneous_speech/hunting.god legend_sawniyaw 1 min.eaf,Y1 one-minute spontaneous speech,sawniyaw,Eastern Paiwan,hunting.god legend_sawniyaw.wav,yes,7,0,61.237
