level	page_num	par_num	block_num	line_num	word_num	left	top	width	height	conf	text
4	8	33	0	2	0	74.879997	253.723482	48.890487	10.247634	-1	###LINE###
5	8	33	0	2	0	74.88	253.72	16.50	10.25	100	ratta
5	8	33	0	2	1	93.37	253.72	5.79	10.25	100	ki
5	8	33	0	2	2	100.98	253.72	22.79	10.25	100	taucka
3	8	34	0	0	0	147.240005	231.403498	36.292741	10.247634	-1	###FLOW###
4	8	34	0	0	0	147.240005	231.403498	36.292741	10.247634	-1	###LINE###
5	8	34	0	0	0	147.24	231.40	20.73	10.25	100	duyve
5	8	34	0	0	1	169.87	231.40	13.66	10.25	100	cott
3	8	35	0	0	0	222.480011	231.403498	36.292741	10.247634	-1	###FLOW###
4	8	35	0	0	0	222.480011	231.403498	36.292741	10.247634	-1	###LINE###
5	8	35	0	0	0	222.48	231.40	20.73	10.25	100	duyve
5	8	35	0	0	1	245.11	231.40	13.66	10.25	100	cott
3	8	36	0	0	0	288.599991	231.403498	49.328223	10.247634	-1	###FLOW###
4	8	36	0	0	0	288.599991	231.403498	49.328223	10.247634	-1	###LINE###
5	8	36	0	0	0	288.60	231.40	16.50	10.25	100	ratta
5	8	36	0	0	1	307.09	231.40	30.84	10.25	100	kwadoch
3	8	37	0	0	0	370.559990	231.403498	27.732758	10.247634	-1	###FLOW###
4	8	37	0	0	0	370.559990	231.403498	27.732758	10.247634	-1	###LINE###
5	8	37	0	0	0	370.56	231.40	27.73	10.25	100	dovecot
3	8	38	0	0	0	453.599991	231.403498	49.328223	10.247634	-1	###FLOW###
4	8	38	0	0	0	453.599991	231.403498	49.328223	10.247634	-1	###LINE###
5	8	38	0	0	0	453.60	231.40	16.50	10.25	100	ratta
5	8	38	0	0	1	472.09	231.40	30.84	10.25	100	kwadoch
3	8	39	0	0	0	514.800018	231.403498	35.114585	10.247634	-1	###FLOW###
4	8	39	0	0	0	514.800018	231.403498	35.114585	10.247634	-1	###LINE###
5	8	39	0	0	0	514.80	231.40	16.29	10.25	100	SMG
5	8	39	0	0	1	533.00	231.40	16.92	10.25	100	dove
3	8	40	0	0	0	147.240005	253.723482	44.844850	10.247634	-1	###FLOW###
4	8	40	0	0	0	147.240005	253.723482	44.844850	10.247634	-1	###LINE###
5	8	40	0	0	0	147.24	253.72	29.03	10.25	100	hoender
5	8	40	0	0	1	178.17	253.72	13.91	10.25	100	kott
3	8	41	0	0	0	222.480011	253.723482	44.844850	10.247634	-1	###FLOW###
4	8	41	0	0	0	222.480011	253.723482	44.844850	10.247634	-1	###LINE###
5	8	41	0	0	0	222.48	253.72	29.03	10.25	100	hoender
5	8	41	0	0	1	253.41	253.72	13.91	10.25	100	kott
3	8	42	0	0	0	288.599991	253.723482	48.890487	10.247634	-1	###FLOW###
4	8	42	0	0	0	288.599991	253.723482	48.890487	10.247634	-1	###LINE###
5	8	42	0	0	0	288.60	253.72	16.50	10.25	100	ratta
5	8	42	0	0	1	307.09	253.72	5.79	10.25	100	ki
5	8	42	0	0	2	314.70	253.72	22.79	10.25	100	taucka
3	8	43	0	0	0	370.559990	253.723482	47.421786	10.247634	-1	###FLOW###
4	8	43	0	0	0	370.559990	253.723482	47.421786	10.247634	-1	###LINE###
5	8	43	0	0	0	370.56	253.72	24.68	10.25	100	poultry
5	8	43	0	0	1	397.16	253.72	20.82	10.25	100	house
3	8	44	0	0	0	453.599991	253.723482	3.796664	10.247634	-1	###FLOW###
4	8	44	0	0	0	453.599991	253.723482	3.796664	10.247634	-1	###LINE###
5	8	44	0	0	0	453.60	253.72	3.80	10.25	100	y
3	8	45	0	0	0	514.800018	253.723482	38.621722	10.247634	-1	###FLOW###
4	8	45	0	0	0	514.800018	253.723482	38.621722	10.247634	-1	###LINE###
5	8	45	0	0	0	514.80	253.72	19.14	10.25	100	tauka
5	8	45	0	0	1	535.88	253.72	2.57	10.25	100	-
5	8	45	0	0	2	540.30	253.72	13.13	10.25	100	hen
3	8	46	0	0	0	74.879997	276.043489	41.093892	10.247634	-1	###FLOW###
4	8	46	0	0	0	74.879997	276.043489	41.093892	10.247634	-1	###LINE###
5	8	46	0	0	0	74.88	276.04	41.09	10.25	100	ittataingang
3	8	47	0	0	0	147.240005	276.043489	24.007852	10.247634	-1	###FLOW###
4	8	47	0	0	0	147.240005	276.043489	24.007852	10.247634	-1	###LINE###
5	8	47	0	0	0	147.24	276.04	24.01	10.25	100	privaat
3	8	48	0	0	0	222.480011	276.043489	24.007852	10.247634	-1	###FLOW###
4	8	48	0	0	0	222.480011	276.043489	24.007852	10.247634	-1	###LINE###
5	8	48	0	0	0	222.48	276.04	24.01	10.25	100	privaat
3	8	49	0	0	0	288.599991	276.043489	41.093892	10.247634	-1	###FLOW###
4	8	49	0	0	0	288.599991	276.043489	41.093892	10.247634	-1	###LINE###
5	8	49	0	0	0	288.60	276.04	41.09	10.25	100	ittataingang
3	8	50	0	0	0	370.559990	276.043489	42.054082	10.247634	-1	###FLOW###
4	8	50	0	0	0	370.559990	276.043489	42.054082	10.247634	-1	###LINE###
5	8	50	0	0	0	370.56	276.04	19.91	10.25	100	water
5	8	50	0	0	1	392.37	276.04	20.24	10.25	100	closet
3	8	51	0	0	0	453.599991	276.043489	3.796664	10.247634	-1	###FLOW###
4	8	51	0	0	0	453.599991	276.043489	3.796664	10.247634	-1	###LINE###
5	8	51	0	0	0	453.60	276.04	3.80	10.25	100	y
3	8	52	0	0	0	74.879997	298.363497	24.796964	10.247634	-1	###FLOW###
4	8	52	0	0	0	74.879997	298.363497	24.796964	10.247634	-1	###LINE###
5	8	52	0	0	0	74.88	298.36	24.80	10.25	100	daouck
3	8	53	0	0	0	147.240005	298.363497	55.195342	21.407615	-1	###FLOW###
4	8	53	0	0	0	147.269662	298.363497	55.165686	10.247634	-1	###LINE###
5	8	53	0	0	0	147.27	298.36	12.77	10.25	100	een
5	8	53	0	0	1	161.94	298.36	14.06	10.25	100	kuyl
5	8	53	0	0	2	177.91	298.36	9.80	10.25	100	oft
5	8	53	0	0	3	189.56	298.36	12.87	10.25	100	een
4	8	53	0	1	0	147.240005	309.523477	40.485307	10.247634	-1	###LINE###
5	8	53	0	1	0	147.24	309.52	19.91	10.25	100	water
5	8	53	0	1	1	169.05	309.52	18.67	10.25	100	putte
3	8	54	0	0	0	222.480011	298.363497	55.193740	21.407615	-1	###FLOW###
4	8	54	0	0	0	222.480011	298.363497	55.193740	10.247634	-1	###LINE###
5	8	54	0	0	0	222.48	298.36	12.77	10.25	100	een
5	8	54	0	0	1	237.27	298.36	14.02	10.25	100	kuyl
5	8	54	0	0	2	253.19	298.36	9.75	10.25	100	oft
5	8	54	0	0	3	264.80	298.36	12.87	10.25	100	een
4	8	54	0	1	0	222.480011	309.523477	40.485307	10.247634	-1	###LINE###
5	8	54	0	1	0	222.48	309.52	19.91	10.25	100	water
5	8	54	0	1	1	244.29	309.52	18.67	10.25	100	putte
3	8	55	0	0	0	288.599991	298.363497	24.796964	10.247634	-1	###FLOW###
4	8	55	0	0	0	288.599991	298.363497	24.796964	10.247634	-1	###LINE###
5	8	55	0	0	0	288.60	298.36	24.80	10.25	100	daouck
3	8	56	0	0	0	370.565314	298.363497	68.131542	10.247634	-1	###FLOW###
4	8	56	0	0	0	370.565314	298.363497	68.131542	10.247634	-1	###LINE###
5	8	56	0	0	0	370.57	298.36	4.02	10.25	100	a
5	8	56	0	0	1	376.53	298.36	9.23	10.25	100	pit
5	8	56	0	0	2	387.55	298.36	7.46	10.25	100	or
5	8	56	0	0	3	396.84	298.36	4.02	10.25	100	a
5	8	56	0	0	4	402.80	298.36	19.99	10.25	100	water
5	8	56	0	0	5	424.62	298.36	14.08	10.25	100	well
3	8	57	0	0	0	453.572724	298.363497	3.796664	10.247634	-1	###FLOW###
4	8	57	0	0	0	453.572724	298.363497	3.796664	10.247634	-1	###LINE###
5	8	57	0	0	0	453.57	298.36	3.80	10.25	100	y
3	8	58	0	0	0	74.879997	331.843485	12.336305	10.247634	-1	###FLOW###
4	8	58	0	0	0	74.879997	331.843485	12.336305	10.247634	-1	###LINE###
5	8	58	0	0	0	74.88	331.84	12.34	10.25	100	avo
3	8	59	0	0	0	147.240005	331.843485	62.035815	21.407638	-1	###FLOW###
4	8	59	0	0	0	147.277044	331.843485	61.998776	10.247634	-1	###LINE###
5	8	59	0	0	0	147.28	331.84	16.84	10.25	100	dove
5	8	59	0	0	1	166.02	331.84	16.51	10.25	100	cool,
5	8	59	0	0	2	184.43	331.84	24.84	10.25	100	assche,
4	8	59	0	1	0	147.240005	343.003489	29.661736	10.247634	-1	###LINE###
5	8	59	0	1	0	147.24	343.00	29.66	10.25	100	buscruyt
3	8	60	0	0	0	222.480011	331.843485	56.423147	21.407638	-1	###FLOW###
4	8	60	0	0	0	222.480011	331.843485	35.297246	10.247634	-1	###LINE###
5	8	60	0	0	0	222.48	331.84	16.88	10.25	100	dove
5	8	60	0	0	1	241.26	331.84	16.51	10.25	100	cool,
4	8	60	0	1	0	222.480011	343.003489	56.423147	10.247634	-1	###LINE###
5	8	60	0	1	0	222.48	343.00	24.83	10.25	100	assche,
5	8	60	0	1	1	249.21	343.00	29.69	10.25	100	buscruyt
3	8	61	0	0	0	288.599991	331.843485	12.336305	10.247634	-1	###FLOW###
4	8	61	0	0	0	288.599991	331.843485	12.336305	10.247634	-1	###LINE###
5	8	61	0	0	0	288.60	331.84	12.34	10.25	100	avo
3	8	62	0	0	0	370.559990	331.843485	40.182106	21.407638	-1	###FLOW###
4	8	62	0	0	0	370.572696	331.843485	40.169400	10.247634	-1	###LINE###
5	8	62	0	0	0	370.57	331.84	24.53	10.25	100	ember,
5	8	62	0	0	1	396.93	331.84	13.81	10.25	100	ash,
4	8	62	0	1	0	370.559990	343.003489	39.247040	10.247634	-1	###LINE###
5	8	62	0	1	0	370.56	343.00	39.25	10.25	100	gunpowder
3	8	63	0	0	0	453.599991	331.843485	3.796664	10.247634	-1	###FLOW###
4	8	63	0	0	0	453.599991	331.843485	3.796664	10.247634	-1	###LINE###
5	8	63	0	0	0	453.60	331.84	3.80	10.25	100	y
3	8	64	0	0	0	74.879997	365.323496	15.942663	10.247634	-1	###FLOW###
4	8	64	0	0	0	74.879997	365.323496	15.942663	10.247634	-1	###LINE###
5	8	64	0	0	0	74.88	365.32	15.94	10.25	100	vaga
3	8	65	0	0	0	147.277044	365.323496	126.387989	21.407638	-1	###FLOW###
4	8	65	0	0	0	147.277044	365.323496	126.387989	10.247634	-1	###LINE###
5	8	65	0	0	0	147.28	365.32	51.14	10.25	100	bran[d]enende
5	8	65	0	0	1	200.43	365.32	14.35	10.25	100	kole
5	8	65	0	0	2	222.45	365.32	51.21	10.25	100	bran[d]enende
4	8	65	0	1	0	222.480011	376.483500	14.395708	10.247634	-1	###LINE###
5	8	65	0	1	0	222.48	376.48	14.40	10.25	100	kole
3	8	66	0	0	0	288.599991	365.323496	15.942663	10.247634	-1	###FLOW###
4	8	66	0	0	0	288.599991	365.323496	15.942663	10.247634	-1	###LINE###
5	8	66	0	0	0	288.60	365.32	15.94	10.25	100	vaga
3	8	67	0	0	0	370.572696	365.323496	42.469146	10.247634	-1	###FLOW###
4	8	67	0	0	0	370.572696	365.323496	42.469146	10.247634	-1	###LINE###
5	8	67	0	0	0	370.57	365.32	26.46	10.25	100	burning
5	8	67	0	0	1	398.96	365.32	14.08	10.25	100	coal
3	8	68	0	0	0	453.620793	365.323496	3.796664	10.247634	-1	###FLOW###
4	8	68	0	0	0	453.620793	365.323496	3.796664	10.247634	-1	###LINE###
5	8	68	0	0	0	453.62	365.32	3.80	10.25	100	y
3	8	69	0	0	0	74.879997	398.803507	24.950062	21.407638	-1	###FLOW###
4	8	69	0	0	0	74.879997	398.803507	24.950062	10.247634	-1	###LINE###
5	8	69	0	0	0	74.88	398.80	24.95	10.25	100	rattang
4	8	69	0	1	0	74.879997	409.963510	22.284142	10.247634	-1	###LINE###
5	8	69	0	1	0	74.88	409.96	22.28	10.25	100	tackag
3	8	70	0	0	0	147.240005	398.803507	17.068847	10.247634	-1	###FLOW###
4	8	70	0	0	0	147.240005	398.803507	17.068847	10.247634	-1	###LINE###
5	8	70	0	0	0	147.24	398.80	17.07	10.25	100	hooy
3	8	71	0	0	0	222.480011	398.803507	17.068847	10.247634	-1	###FLOW###
4	8	71	0	0	0	222.480011	398.803507	17.068847	10.247634	-1	###LINE###
5	8	71	0	0	0	222.48	398.80	17.07	10.25	100	hooy
3	8	72	0	0	0	288.599991	398.803507	24.950062	21.407638	-1	###FLOW###
4	8	72	0	0	0	288.599991	398.803507	24.950062	10.247634	-1	###LINE###
5	8	72	0	0	0	288.60	398.80	24.95	10.25	100	rattang
4	8	72	0	1	0	288.599991	409.963510	22.284142	10.247634	-1	###LINE###
5	8	72	0	1	0	288.60	409.96	22.28	10.25	100	tackag
3	8	73	0	0	0	370.559990	398.803507	12.325641	10.247634	-1	###FLOW###
4	8	73	0	0	0	370.559990	398.803507	12.325641	10.247634	-1	###LINE###
5	8	73	0	0	0	370.56	398.80	12.33	10.25	100	hay
3	8	74	0	0	0	453.599991	398.803507	3.796664	10.247634	-1	###FLOW###
4	8	74	0	0	0	453.599991	398.803507	3.796664	10.247634	-1	###LINE###
5	8	74	0	0	0	453.60	398.80	3.80	10.25	100	y
3	8	75	0	0	0	74.879997	432.283472	20.909150	10.247634	-1	###FLOW###
4	8	75	0	0	0	74.879997	432.283472	20.909150	10.247634	-1	###LINE###
5	8	75	0	0	0	74.88	432.28	20.91	10.25	100	halhal
3	8	76	0	0	0	147.240005	432.283472	20.501896	10.247634	-1	###FLOW###
4	8	76	0	0	0	147.240005	432.283472	20.501896	10.247634	-1	###LINE###
5	8	76	0	0	0	147.24	432.28	20.50	10.25	100	matte
3	8	77	0	0	0	222.480011	432.283472	20.501896	10.247634	-1	###FLOW###
4	8	77	0	0	0	222.480011	432.283472	20.501896	10.247634	-1	###LINE###
5	8	77	0	0	0	222.48	432.28	20.50	10.25	100	matte
3	8	78	0	0	0	288.599991	432.283472	20.909150	10.247634	-1	###FLOW###
4	8	78	0	0	0	288.599991	432.283472	20.909150	10.247634	-1	###LINE###
5	8	78	0	0	0	288.60	432.28	20.91	10.25	100	halhal
3	8	79	0	0	0	370.559990	432.283472	43.400692	10.247634	-1	###FLOW###
4	8	79	0	0	0	370.559990	432.283472	43.400692	10.247634	-1	###LINE###
5	8	79	0	0	0	370.56	432.28	43.40	10.25	100	mat/matting
3	8	80	0	0	0	453.599991	432.283472	3.796664	10.247634	-1	###FLOW###
4	8	80	0	0	0	453.599991	432.283472	3.796664	10.247634	-1	###LINE###
5	8	80	0	0	0	453.60	432.28	3.80	10.25	100	y
3	8	81	0	0	0	74.879997	454.603480	19.179829	10.247634	-1	###FLOW###
4	8	81	0	0	0	74.879997	454.603480	19.179829	10.247634	-1	###LINE###
5	8	81	0	0	0	74.88	454.60	19.18	10.25	100	vanta
3	8	82	0	0	0	147.238327	454.603480	57.196871	10.247634	-1	###FLOW###
4	8	82	0	0	0	147.238327	454.603480	57.196871	10.247634	-1	###LINE###
5	8	82	0	0	0	147.24	454.60	26.03	10.25	100	gardjen
5	8	82	0	0	1	175.17	454.60	29.27	10.25	100	pavlioen
3	8	83	0	0	0	222.452555	454.603480	85.322545	10.247634	-1	###FLOW###
4	8	83	0	0	0	222.452555	454.603480	85.322545	10.247634	-1	###LINE###
5	8	83	0	0	0	222.45	454.60	28.12	10.25	100	gardjen,
5	8	83	0	0	1	252.48	454.60	29.19	10.25	100	pavlioen
5	8	83	0	0	2	288.60	454.60	19.18	10.25	100	vanta
3	8	84	0	0	0	370.529258	454.603480	74.649270	21.407638	-1	###FLOW###
4	8	84	0	0	0	370.529258	454.603480	65.123760	10.247634	-1	###LINE###
5	8	84	0	0	0	370.53	454.60	17.16	10.25	100	main
5	8	84	0	0	1	389.59	454.60	13.94	10.25	100	wall
5	8	84	0	0	2	405.43	454.60	30.22	10.25	100	between
4	8	84	0	1	0	370.559990	465.763483	74.618538	10.247634	-1	###LINE###
5	8	84	0	1	0	370.56	465.76	13.24	10.25	100	two
5	8	84	0	1	1	385.64	465.76	30.70	10.25	100	bastions,
5	8	84	0	1	2	418.16	465.76	27.02	10.25	100	pavilion
3	8	85	0	0	0	74.879997	499.363474	24.619324	10.247634	-1	###FLOW###
4	8	85	0	0	0	74.879997	499.363474	24.619324	10.247634	-1	###LINE###
5	8	85	0	0	0	74.88	499.36	24.62	10.25	100	tatagof
3	8	86	0	0	0	147.251615	499.363474	58.811385	10.247634	-1	###FLOW###
4	8	86	0	0	0	147.251615	499.363474	58.811385	10.247634	-1	###LINE###
5	8	86	0	0	0	147.25	499.36	23.14	10.25	100	deken,
5	8	86	0	0	1	172.30	499.36	33.77	10.25	100	combeers
3	8	87	0	0	0	222.518013	499.363474	91.402020	10.247634	-1	###FLOW###
4	8	87	0	0	0	222.518013	499.363474	91.402020	10.247634	-1	###LINE###
5	8	87	0	0	0	222.52	499.36	23.10	10.25	100	deken,
5	8	87	0	0	1	247.52	499.36	33.77	10.25	100	combeers
5	8	87	0	0	2	288.60	499.36	25.32	10.25	100	tatagof
3	8	88	0	0	0	370.559990	499.363474	53.229030	21.407638	-1	###FLOW###
4	8	88	0	0	0	370.559990	499.363474	53.229030	10.247634	-1	###LINE###
5	8	88	0	0	0	370.56	499.36	27.82	10.25	100	blanket,
5	8	88	0	0	1	400.20	499.36	23.59	10.25	100	sailor's
4	8	88	0	1	0	370.559990	510.523477	25.718471	10.247634	-1	###LINE###
5	8	88	0	1	0	370.56	510.52	25.72	10.25	100	blanket
3	8	89	0	0	0	53.978957	560.683481	40.137638	10.247634	-1	###FLOW###
4	8	89	0	0	0	53.978957	560.683481	40.137638	10.247634	-1	###LINE###
5	8	89	0	0	0	53.98	560.68	40.14	10.25	100	06/04/2021
3	8	90	0	0	0	399.731280	560.683481	41.884349	10.247634	-1	###FLOW###
4	8	90	0	0	0	399.731280	560.683481	41.884349	10.247634	-1	###LINE###
5	8	90	0	0	0	399.73	560.68	16.53	10.25	100	Page
5	8	90	0	0	1	418.16	560.68	4.25	10.25	100	8
5	8	90	0	0	2	424.26	560.68	7.10	10.25	100	of
5	8	90	0	0	3	433.17	560.68	8.45	10.25	100	75
3	8	91	0	0	0	453.599991	499.363474	3.796664	10.247634	-1	###FLOW###
4	8	91	0	0	0	453.599991	499.363474	3.796664	10.247634	-1	###LINE###
5	8	91	0	0	0	453.60	499.36	3.80	10.25	100	y
3	8	92	0	0	0	585.240005	231.403498	26.699496	21.407615	-1	###FLOW###
4	8	92	0	0	0	585.240005	231.403498	26.699496	10.247634	-1	###LINE###
5	8	92	0	0	0	585.24	231.40	26.70	10.25	100	padäwx
4	8	92	0	1	0	585.240005	242.563479	21.010170	10.247634	-1	###LINE###
5	8	92	0	1	0	585.24	242.56	21.01	10.25	100	padŭx
3	8	93	0	0	0	514.833804	331.843485	12.313993	10.247634	-1	###FLOW###
4	8	93	0	0	0	514.833804	331.843485	12.313993	10.247634	-1	###LINE###
5	8	93	0	0	0	514.83	331.84	12.31	10.25	100	avo
3	8	94	0	0	0	514.833804	499.363474	23.135760	10.247634	-1	###FLOW###
4	8	94	0	0	0	514.833804	499.363474	23.135760	10.247634	-1	###LINE###
5	8	94	0	0	0	514.83	499.36	23.14	10.25	100	ta-täuf
3	8	95	0	0	0	674.039978	55.003489	48.721476	10.247634	-1	###FLOW###
4	8	95	0	0	0	674.039978	55.003489	48.721476	10.247634	-1	###LINE###
5	8	95	0	0	0	674.04	55.00	20.31	10.25	100	Other
5	8	95	0	0	1	696.21	55.00	26.55	10.25	100	sources
3	8	96	0	0	0	585.217876	499.363474	15.641127	10.247634	-1	###FLOW###
4	8	96	0	0	0	585.217876	499.363474	15.641127	10.247634	-1	###LINE###
5	8	96	0	0	0	585.22	499.36	15.64	10.25	100	[x]-ø
1	9	0	0	0	0	585.217876	499.363474	841.920040	595.320010	-1	###PAGE###
3	9	0	0	0	0	379.799996	23.683490	81.602725	10.247634	-1	###FLOW###
4	9	0	0	0	0	379.799996	23.683490	81.602725	10.247634	-1	###LINE###
5	9	0	0	0	0	379.80	23.68	12.68	10.25	100	The
5	9	0	0	0	1	394.38	23.68	26.14	10.25	100	Utrecht
5	9	0	0	0	2	422.38	23.68	39.02	10.25	100	Manuscript
3	9	0	1	0	0	53.159998	54.883486	75.516895	10.367637	-1	###FLOW###
4	9	0	1	0	0	53.159998	54.883486	75.516895	10.367637	-1	###LINE###
5	9	0	1	0	0	53.16	54.88	12.89	10.25	100	UM
5	9	0	1	0	1	67.89	54.88	19.87	10.25	100	p.UM
5	9	0	1	0	2	89.61	55.00	39.06	10.25	100	Formosana
3	9	1	0	0	0	147.215031	55.003489	39.320538	10.247634	-1	###FLOW###
4	9	1	0	0	0	147.215031	55.003489	39.320538	10.247634	-1	###LINE###
5	9	1	0	0	0	147.22	55.00	12.89	10.25	100	UM
5	9	1	0	0	1	162.00	55.00	24.54	10.25	100	Belgica
3	9	2	0	0	0	222.461085	55.003489	37.000547	10.247634	-1	###FLOW###
4	9	2	0	0	0	222.461085	55.003489	37.000547	10.247634	-1	###LINE###
5	9	2	0	0	0	222.46	55.00	14.44	10.25	100	VdV
5	9	2	0	0	1	238.80	55.00	20.66	10.25	100	Dutch
3	9	3	0	0	0	288.558194	55.003489	37.715244	10.247634	-1	###FLOW###
4	9	3	0	0	0	288.558194	55.003489	37.715244	10.247634	-1	###LINE###
5	9	3	0	0	0	288.56	55.00	14.44	10.25	100	VdV
5	9	3	0	0	1	304.90	55.00	21.38	10.25	100	Siraya
3	9	4	0	0	0	370.559990	55.003489	38.164857	21.407632	-1	###FLOW###
4	9	4	0	0	0	370.598654	55.003489	37.688929	10.247634	-1	###LINE###
5	9	4	0	0	0	370.60	55.00	11.31	10.25	100	My
5	9	4	0	0	1	383.70	55.00	24.58	10.25	100	English
4	9	4	0	1	0	370.559990	66.163486	38.164857	10.247634	-1	###LINE###
5	9	4	0	1	0	370.56	66.16	38.16	10.25	100	translation
3	9	5	0	0	0	453.599991	55.003489	36.295891	10.247634	-1	###FLOW###
4	9	5	0	0	0	453.599991	55.003489	36.295891	10.247634	-1	###LINE###
5	9	5	0	0	0	453.60	55.00	36.30	10.25	100	Murakami
3	9	6	0	0	0	514.800018	54.883486	131.116845	21.527635	-1	###FLOW###
4	9	6	0	0	0	514.800993	54.883486	131.115870	10.367637	-1	###LINE###
5	9	6	0	0	0	514.80	55.00	63.70	10.25	100	Gospel/Formulary
5	9	6	0	0	1	585.24	55.00	32.30	10.25	100	Variation
5	9	6	0	0	2	623.88	54.88	22.04	10.25	100	etyma
4	9	6	0	1	0	514.800018	66.163486	37.204142	10.247634	-1	###LINE###
5	9	6	0	1	0	514.80	66.16	37.20	10.25	100	equivalent
3	9	7	0	0	0	453.480011	77.168928	51.945251	39.609240	-1	###FLOW###
4	9	7	0	0	0	453.480011	77.168928	51.945251	9.369234	-1	###LINE###
5	9	7	0	0	0	453.48	77.17	39.45	9.37	100	y=Murakami
5	9	7	0	0	1	494.62	77.17	10.80	9.37	100	has
4	9	7	0	1	0	453.480011	87.248930	43.867496	9.369234	-1	###LINE###
5	9	7	0	1	0	453.48	87.25	16.63	9.37	100	same
5	9	7	0	1	1	471.81	87.25	18.61	9.37	100	Dutch
5	9	7	0	1	2	492.11	87.25	5.24	9.37	100	&
4	9	7	0	2	0	453.480011	97.328932	47.128489	9.369234	-1	###LINE###
5	9	7	0	2	0	453.48	97.33	18.83	9.37	100	Siraya
5	9	7	0	2	1	474.00	97.33	18.24	9.37	100	forms
5	9	7	0	2	2	493.93	97.33	6.68	9.37	100	as
4	9	7	0	3	0	453.480011	107.408934	11.485771	9.369234	-1	###LINE###
5	9	7	0	3	0	453.48	107.41	11.49	9.37	100	UM
3	9	8	0	0	0	514.679993	77.168928	64.054248	39.609240	-1	###FLOW###
4	9	8	0	0	0	514.679993	77.168928	52.094855	9.369234	-1	###LINE###
5	9	8	0	0	0	514.68	77.17	35.06	9.37	100	normalized
5	9	8	0	0	1	551.54	77.17	15.23	9.37	100	form
4	9	8	0	1	0	514.679993	87.248930	64.054248	9.369234	-1	###LINE###
5	9	8	0	1	0	514.68	87.25	26.53	9.37	100	(Adelaar
5	9	8	0	1	1	542.91	87.25	17.69	9.37	100	2011)
5	9	8	0	1	2	563.87	87.25	14.86	9.37	100	SMG
4	9	8	0	2	0	514.679993	97.328932	46.663207	9.369234	-1	###LINE###
5	9	8	0	2	0	514.68	97.33	3.82	9.37	100	=
5	9	8	0	2	1	520.19	97.33	6.02	9.37	100	St
5	9	8	0	2	2	527.91	97.33	33.43	9.37	100	Matthew's
4	9	8	0	3	0	514.679993	107.408934	21.512880	9.369234	-1	###LINE###
5	9	8	0	3	0	514.68	107.41	21.51	9.37	100	Gospel
3	9	9	0	0	0	623.759995	77.168928	108.211456	39.609240	-1	###FLOW###
4	9	9	0	0	0	623.759995	77.168928	37.626960	9.369234	-1	###LINE###
5	9	9	0	0	0	623.76	77.17	12.44	9.37	100	PAn
5	9	9	0	0	1	637.90	77.17	23.49	9.37	100	=Proto-
4	9	9	0	1	0	673.919999	77.168928	53.616396	9.369234	-1	###LINE###
5	9	9	0	1	0	673.92	77.17	4.99	9.37	100	Li
5	9	9	0	1	1	680.60	77.17	3.82	9.37	100	=
5	9	9	0	1	2	686.17	77.17	4.99	9.37	100	Li
5	9	9	0	1	3	692.85	77.17	17.41	9.37	100	2010;
5	9	9	0	1	4	711.95	77.17	10.01	9.37	100	SM
5	9	9	0	1	5	723.71	77.17	3.82	9.37	100	=
4	9	9	0	2	0	623.759995	87.248930	108.211456	9.369234	-1	###LINE###
5	9	9	0	2	0	623.76	87.25	43.16	9.37	100	Austronesian,
5	9	9	0	2	1	673.92	87.25	20.58	9.37	100	Sinkan
5	9	9	0	2	2	696.24	87.25	35.74	9.37	100	Manuscript
4	9	9	0	3	0	623.759995	97.328932	31.857316	9.369234	-1	###LINE###
5	9	9	0	3	0	623.76	97.33	7.49	9.37	100	PF
5	9	9	0	3	1	632.87	97.33	3.82	9.37	100	=
5	9	9	0	3	2	638.39	97.33	17.23	9.37	100	Proto
4	9	9	0	4	0	623.759995	107.408934	31.166233	9.369234	-1	###LINE###
5	9	9	0	4	0	623.76	107.41	31.17	9.37	100	Formosan
3	9	10	0	0	0	74.760000	120.008925	206.561131	9.369234	-1	###FLOW###
4	9	10	0	0	0	74.760000	120.008925	206.561131	9.369234	-1	###LINE###
5	9	10	0	0	0	74.76	120.01	13.34	9.37	100	Key:
5	9	10	0	0	1	89.73	120.01	12.62	9.37	100	rdpl
5	9	10	0	0	2	104.04	120.01	3.82	9.37	100	=
5	9	10	0	0	3	109.56	120.01	43.84	9.37	100	reduplication;
5	9	10	0	0	4	155.04	120.01	12.41	9.37	100	LOC
5	9	10	0	0	5	169.06	120.01	3.82	9.37	100	=
5	9	10	0	0	6	174.57	120.01	26.56	9.37	100	locative;
5	9	10	0	0	7	202.83	120.01	9.46	9.37	100	AO
5	9	10	0	0	8	213.98	120.01	3.82	9.37	100	=
5	9	10	0	0	9	219.49	120.01	46.14	9.37	100	Actor-oriented
5	9	10	0	0	10	267.32	120.01	14.00	9.37	100	verb
3	9	11	0	0	0	74.879997	153.283483	24.510390	10.247634	-1	###FLOW###
4	9	11	0	0	0	74.879997	153.283483	24.510390	10.247634	-1	###LINE###
5	9	11	0	0	0	74.88	153.28	24.51	10.25	100	tmagof
3	9	12	0	0	0	147.226679	153.283483	24.695938	10.247634	-1	###FLOW###
4	9	12	0	0	0	147.226679	153.283483	24.695938	10.247634	-1	###LINE###
5	9	12	0	0	0	147.23	153.28	24.70	10.25	100	decken
3	9	13	0	0	0	222.446813	153.283483	24.716445	10.247634	-1	###FLOW###
