level	page_num	par_num	block_num	line_num	word_num	left	top	width	height	conf	text
4	29	32	0	0	0	453.599991	231.403498	3.796664	10.247634	-1	###LINE###
5	29	32	0	0	0	453.60	231.40	3.80	10.25	100	y
3	29	33	0	0	0	74.879997	253.723482	31.412877	10.247634	-1	###FLOW###
4	29	33	0	0	0	74.879997	253.723482	31.412877	10.247634	-1	###LINE###
5	29	33	0	0	0	74.88	253.72	31.41	10.25	100	taloctock
3	29	34	0	0	0	147.240005	253.723482	15.827496	10.247634	-1	###FLOW###
4	29	34	0	0	0	147.240005	253.723482	15.827496	10.247634	-1	###LINE###
5	29	34	0	0	0	147.24	253.72	15.83	10.25	100	hoet
3	29	35	0	0	0	222.480011	253.723482	15.827496	10.247634	-1	###FLOW###
4	29	35	0	0	0	222.480011	253.723482	15.827496	10.247634	-1	###LINE###
5	29	35	0	0	0	222.48	253.72	15.83	10.25	100	hoet
3	29	36	0	0	0	288.599991	253.723482	31.412877	10.247634	-1	###FLOW###
4	29	36	0	0	0	288.599991	253.723482	31.412877	10.247634	-1	###LINE###
5	29	36	0	0	0	288.60	253.72	31.41	10.25	100	taloctock
3	29	37	0	0	0	370.559990	253.723482	11.334476	10.247634	-1	###FLOW###
4	29	37	0	0	0	370.559990	253.723482	11.334476	10.247634	-1	###LINE###
5	29	37	0	0	0	370.56	253.72	11.33	10.25	100	hat
3	29	38	0	0	0	453.599991	253.723482	3.796664	10.247634	-1	###FLOW###
4	29	38	0	0	0	453.599991	253.723482	3.796664	10.247634	-1	###LINE###
5	29	38	0	0	0	453.60	253.72	3.80	10.25	100	y
3	29	39	0	0	0	74.879997	276.043489	7.706528	10.247634	-1	###FLOW###
4	29	39	0	0	0	74.879997	276.043489	7.706528	10.247634	-1	###LINE###
5	29	39	0	0	0	74.88	276.04	7.71	10.25	100	ilil
3	29	40	0	0	0	147.240005	276.043489	21.320735	10.247634	-1	###FLOW###
4	29	40	0	0	0	147.240005	276.043489	21.320735	10.247634	-1	###LINE###
5	29	40	0	0	0	147.24	276.04	21.32	10.25	100	pluym
3	29	41	0	0	0	222.480011	276.043489	21.320735	10.247634	-1	###FLOW###
4	29	41	0	0	0	222.480011	276.043489	21.320735	10.247634	-1	###LINE###
5	29	41	0	0	0	222.48	276.04	21.32	10.25	100	pluym
3	29	42	0	0	0	288.599991	276.043489	8.152795	10.247634	-1	###FLOW###
4	29	42	0	0	0	288.599991	276.043489	8.152795	10.247634	-1	###LINE###
5	29	42	0	0	0	288.60	276.04	8.15	10.25	100	ilil
3	29	43	0	0	0	370.559990	276.043489	25.098960	10.247634	-1	###FLOW###
4	29	43	0	0	0	370.559990	276.043489	25.098960	10.247634	-1	###LINE###
5	29	43	0	0	0	370.56	276.04	25.10	10.25	100	feather
3	29	44	0	0	0	453.599991	276.043489	3.796664	10.247634	-1	###FLOW###
4	29	44	0	0	0	453.599991	276.043489	3.796664	10.247634	-1	###LINE###
5	29	44	0	0	0	453.60	276.04	3.80	10.25	100	y
3	29	45	0	0	0	74.879997	298.363497	20.523453	10.247634	-1	###FLOW###
4	29	45	0	0	0	74.879997	298.363497	20.523453	10.247634	-1	###LINE###
5	29	45	0	0	0	74.88	298.36	20.52	10.25	100	meillil
3	29	46	0	0	0	147.240005	298.363497	47.226985	10.247634	-1	###FLOW###
4	29	46	0	0	0	147.240005	298.363497	47.226985	10.247634	-1	###LINE###
5	29	46	0	0	0	147.24	298.36	21.32	10.25	100	pluym
5	29	46	0	0	1	170.47	298.36	24.00	10.25	100	dragen
3	29	47	0	0	0	222.480011	298.363497	47.226985	10.247634	-1	###FLOW###
4	29	47	0	0	0	222.480011	298.363497	47.226985	10.247634	-1	###LINE###
5	29	47	0	0	0	222.48	298.36	21.32	10.25	100	pluym
5	29	47	0	0	1	245.71	298.36	24.00	10.25	100	dragen
3	29	48	0	0	0	288.599991	298.363497	19.214314	10.247634	-1	###FLOW###
4	29	48	0	0	0	288.599991	298.363497	19.214314	10.247634	-1	###LINE###
5	29	48	0	0	0	288.60	298.36	19.21	10.25	100	meilil
3	29	49	0	0	0	370.559990	298.363497	56.566763	10.247634	-1	###FLOW###
4	29	49	0	0	0	370.559990	298.363497	56.566763	10.247634	-1	###LINE###
5	29	49	0	0	0	370.56	298.36	7.24	10.25	100	to
5	29	49	0	0	1	379.64	298.36	17.27	10.25	100	wear
5	29	49	0	0	2	398.74	298.36	28.39	10.25	100	feathers
3	29	50	0	0	0	453.599991	298.363497	20.523453	10.247634	-1	###FLOW###
4	29	50	0	0	0	453.599991	298.363497	20.523453	10.247634	-1	###LINE###
5	29	50	0	0	0	453.60	298.36	20.52	10.25	100	meillil
3	29	51	0	0	0	74.879997	320.683481	23.816267	10.247634	-1	###FLOW###
4	29	51	0	0	0	74.879997	320.683481	23.816267	10.247634	-1	###LINE###
5	29	51	0	0	0	74.88	320.68	23.82	10.25	100	courau
3	29	52	0	0	0	147.240005	320.683481	28.752403	10.247634	-1	###FLOW###
4	29	52	0	0	0	147.240005	320.683481	28.752403	10.247634	-1	###LINE###
5	29	52	0	0	0	147.24	320.68	13.67	10.25	100	arm
5	29	52	0	0	1	162.82	320.68	13.17	10.25	100	ring
3	29	53	0	0	0	222.480011	320.683481	28.752403	10.247634	-1	###FLOW###
4	29	53	0	0	0	222.480011	320.683481	28.752403	10.247634	-1	###LINE###
5	29	53	0	0	0	222.48	320.68	13.67	10.25	100	arm
5	29	53	0	0	1	238.06	320.68	13.17	10.25	100	ring
3	29	54	0	0	0	288.599991	320.683481	23.816267	10.247634	-1	###FLOW###
4	29	54	0	0	0	288.599991	320.683481	23.816267	10.247634	-1	###LINE###
5	29	54	0	0	0	288.60	320.68	23.82	10.25	100	courau
3	29	55	0	0	0	370.559990	320.683481	28.752403	10.247634	-1	###FLOW###
4	29	55	0	0	0	370.559990	320.683481	28.752403	10.247634	-1	###LINE###
5	29	55	0	0	0	370.56	320.68	13.67	10.25	100	arm
5	29	55	0	0	1	386.14	320.68	13.17	10.25	100	ring
3	29	56	0	0	0	453.599991	320.683481	3.796664	10.247634	-1	###FLOW###
4	29	56	0	0	0	453.599991	320.683481	3.796664	10.247634	-1	###LINE###
5	29	56	0	0	0	453.60	320.68	3.80	10.25	100	y
3	29	57	0	0	0	74.879997	343.003489	30.677443	10.247634	-1	###FLOW###
4	29	57	0	0	0	74.879997	343.003489	30.677443	10.247634	-1	###LINE###
5	29	57	0	0	0	74.88	343.00	30.68	10.25	100	calimang
3	29	58	0	0	0	147.240005	343.003489	36.342483	10.247634	-1	###FLOW###
4	29	58	0	0	0	147.240005	343.003489	36.342483	10.247634	-1	###LINE###
5	29	58	0	0	0	147.24	343.00	21.29	10.25	100	vinger
5	29	58	0	0	1	170.37	343.00	13.22	10.25	100	ring
3	29	59	0	0	0	222.480011	343.003489	36.342483	10.247634	-1	###FLOW###
4	29	59	0	0	0	222.480011	343.003489	36.342483	10.247634	-1	###LINE###
5	29	59	0	0	0	222.48	343.00	21.29	10.25	100	vinger
5	29	59	0	0	1	245.61	343.00	13.22	10.25	100	ring
3	29	60	0	0	0	288.599991	343.003489	30.677443	10.247634	-1	###FLOW###
4	29	60	0	0	0	288.599991	343.003489	30.677443	10.247634	-1	###LINE###
5	29	60	0	0	0	288.60	343.00	30.68	10.25	100	calimang
3	29	61	0	0	0	370.559990	343.003489	34.958501	10.247634	-1	###FLOW###
4	29	61	0	0	0	370.559990	343.003489	34.958501	10.247634	-1	###LINE###
5	29	61	0	0	0	370.56	343.00	19.92	10.25	100	finger
5	29	61	0	0	1	392.38	343.00	13.14	10.25	100	ring
3	29	62	0	0	0	453.599991	343.003489	3.796664	10.247634	-1	###FLOW###
4	29	62	0	0	0	453.599991	343.003489	3.796664	10.247634	-1	###LINE###
5	29	62	0	0	0	453.60	343.00	3.80	10.25	100	y
3	29	63	0	0	0	74.879997	365.323496	22.388744	10.247634	-1	###FLOW###
4	29	63	0	0	0	74.879997	365.323496	22.388744	10.247634	-1	###LINE###
5	29	63	0	0	0	74.88	365.32	22.39	10.25	100	tatakir
3	29	64	0	0	0	147.240005	365.323496	22.133866	10.247634	-1	###FLOW###
4	29	64	0	0	0	147.240005	365.323496	22.133866	10.247634	-1	###LINE###
5	29	64	0	0	0	147.24	365.32	22.13	10.25	100	ketten
3	29	65	0	0	0	222.480011	365.323496	22.133866	10.247634	-1	###FLOW###
4	29	65	0	0	0	222.480011	365.323496	22.133866	10.247634	-1	###LINE###
5	29	65	0	0	0	222.48	365.32	22.13	10.25	100	ketten
3	29	66	0	0	0	288.599991	365.323496	22.388744	10.247634	-1	###FLOW###
4	29	66	0	0	0	288.599991	365.323496	22.388744	10.247634	-1	###LINE###
5	29	66	0	0	0	288.60	365.32	22.39	10.25	100	tatakir
3	29	67	0	0	0	370.559990	365.323496	18.478356	10.247634	-1	###FLOW###
4	29	67	0	0	0	370.559990	365.323496	18.478356	10.247634	-1	###LINE###
5	29	67	0	0	0	370.56	365.32	18.48	10.25	100	chain
3	29	68	0	0	0	453.599991	365.323496	26.857089	10.247634	-1	###FLOW###
4	29	68	0	0	0	453.599991	365.323496	26.857089	10.247634	-1	###LINE###
5	29	68	0	0	0	453.60	365.32	26.86	10.25	100	[chains]
3	29	69	0	0	0	74.879997	387.643504	27.904558	10.247634	-1	###FLOW###
4	29	69	0	0	0	74.879997	387.643504	27.904558	10.247634	-1	###LINE###
5	29	69	0	0	0	74.88	387.64	27.90	10.25	100	tapkoug
3	29	70	0	0	0	147.240005	387.643504	17.220041	10.247634	-1	###FLOW###
4	29	70	0	0	0	147.240005	387.643504	17.220041	10.247634	-1	###LINE###
5	29	70	0	0	0	147.24	387.64	17.22	10.25	100	boog
3	29	71	0	0	0	222.480011	387.643504	17.220041	10.247634	-1	###FLOW###
4	29	71	0	0	0	222.480011	387.643504	17.220041	10.247634	-1	###LINE###
5	29	71	0	0	0	222.48	387.64	17.22	10.25	100	boog
3	29	72	0	0	0	288.599991	387.643504	28.824227	10.247634	-1	###FLOW###
4	29	72	0	0	0	288.599991	387.643504	28.824227	10.247634	-1	###LINE###
5	29	72	0	0	0	288.60	387.64	28.82	10.25	100	tapkoug
3	29	73	0	0	0	370.559990	387.643504	14.840039	10.247634	-1	###FLOW###
4	29	73	0	0	0	370.559990	387.643504	14.840039	10.247634	-1	###LINE###
5	29	73	0	0	0	370.56	387.64	14.84	10.25	100	bow
3	29	74	0	0	0	453.599991	387.643504	3.796664	10.247634	-1	###FLOW###
4	29	74	0	0	0	453.599991	387.643504	3.796664	10.247634	-1	###LINE###
5	29	74	0	0	0	453.60	387.64	3.80	10.25	100	y
3	29	75	0	0	0	74.879997	409.963510	45.644987	10.247634	-1	###FLOW###
4	29	75	0	0	0	74.879997	409.963510	45.644987	10.247634	-1	###LINE###
5	29	75	0	0	0	74.88	409.96	45.64	10.25	100	matkoutkoug
3	29	76	0	0	0	147.236030	409.963510	47.609565	21.407592	-1	###FLOW###
4	29	76	0	0	0	147.236030	409.963510	47.609565	10.247634	-1	###LINE###
5	29	76	0	0	0	147.24	409.96	13.69	10.25	100	met
5	29	76	0	0	1	162.84	409.96	12.77	10.25	100	een
5	29	76	0	0	2	177.63	409.96	17.22	10.25	100	boog
4	29	76	0	1	0	147.240005	421.123468	28.759949	10.247634	-1	###LINE###
5	29	76	0	1	0	147.24	421.12	28.76	10.25	100	schieten
3	29	77	0	0	0	222.480011	409.963510	47.564286	21.407592	-1	###FLOW###
4	29	77	0	0	0	222.480011	409.963510	47.564286	10.247634	-1	###LINE###
5	29	77	0	0	0	222.48	409.96	13.69	10.25	100	met
5	29	77	0	0	1	238.08	409.96	12.77	10.25	100	een
5	29	77	0	0	2	252.87	409.96	17.17	10.25	100	boog
4	29	77	0	1	0	222.480011	421.123468	28.759949	10.247634	-1	###LINE###
5	29	77	0	1	0	222.48	421.12	28.76	10.25	100	schieten
3	29	78	0	0	0	288.599991	409.963510	47.116378	10.247634	-1	###FLOW###
4	29	78	0	0	0	288.599991	409.963510	47.116378	10.247634	-1	###LINE###
5	29	78	0	0	0	288.60	409.96	47.12	10.25	100	matkoutkoug
3	29	79	0	0	0	370.559990	409.963510	68.226530	21.407592	-1	###FLOW###
4	29	79	0	0	0	370.559990	409.963510	68.226530	10.247634	-1	###LINE###
5	29	79	0	0	0	370.56	409.96	7.24	10.25	100	to
5	29	79	0	0	1	379.64	409.96	19.36	10.25	100	shoot
5	29	79	0	0	2	400.91	409.96	15.12	10.25	100	with
5	29	79	0	0	3	417.93	409.96	4.02	10.25	100	a
5	29	79	0	0	4	423.95	409.96	14.84	10.25	100	bow
4	29	79	0	1	0	370.559990	421.123468	40.288078	10.247634	-1	###LINE###
5	29	79	0	1	0	370.56	421.12	15.41	10.25	100	[and
5	29	79	0	1	1	387.99	421.12	22.86	10.25	100	arrow]
3	29	80	0	0	0	147.240005	454.603480	16.052352	10.247634	-1	###FLOW###
4	29	80	0	0	0	147.240005	454.603480	16.052352	10.247634	-1	###LINE###
5	29	80	0	0	0	147.24	454.60	16.05	10.25	100	pese
3	29	81	0	0	0	222.480011	454.603480	16.052352	10.247634	-1	###FLOW###
4	29	81	0	0	0	222.480011	454.603480	16.052352	10.247634	-1	###LINE###
5	29	81	0	0	0	222.48	454.60	16.05	10.25	100	pese
3	29	82	0	0	0	74.879997	443.443476	24.261648	10.247634	-1	###FLOW###
4	29	82	0	0	0	74.879997	443.443476	24.261648	10.247634	-1	###LINE###
5	29	82	0	0	0	74.88	443.44	24.26	10.25	100	rauwat
3	29	83	0	0	0	288.599991	443.443476	24.261648	10.247634	-1	###FLOW###
4	29	83	0	0	0	288.599991	443.443476	24.261648	10.247634	-1	###LINE###
5	29	83	0	0	0	288.60	443.44	24.26	10.25	100	rauwat
3	29	84	0	0	0	74.879997	465.763483	18.785010	10.247634	-1	###FLOW###
4	29	84	0	0	0	74.879997	465.763483	18.785010	10.247634	-1	###LINE###
5	29	84	0	0	0	74.88	465.76	18.79	10.25	100	rapas
3	29	85	0	0	0	370.559990	454.603480	34.040440	10.247634	-1	###FLOW###
4	29	85	0	0	0	370.559990	454.603480	34.040440	10.247634	-1	###LINE###
5	29	85	0	0	0	370.56	454.60	34.04	10.25	100	bowstring
3	29	86	0	0	0	453.599991	454.603480	3.796664	10.247634	-1	###FLOW###
4	29	86	0	0	0	453.599991	454.603480	3.796664	10.247634	-1	###LINE###
5	29	86	0	0	0	453.60	454.60	3.80	10.25	100	y
3	29	87	0	0	0	288.599991	465.763483	18.785010	10.247634	-1	###FLOW###
4	29	87	0	0	0	288.599991	465.763483	18.785010	10.247634	-1	###LINE###
5	29	87	0	0	0	288.60	465.76	18.79	10.25	100	rapas
3	29	88	0	0	0	74.879997	488.083490	19.360816	10.247634	-1	###FLOW###
4	29	88	0	0	0	74.879997	488.083490	19.360816	10.247634	-1	###LINE###
5	29	88	0	0	0	74.88	488.08	19.36	10.25	100	tkoug
3	29	89	0	0	0	147.240005	488.083490	12.443106	10.247634	-1	###FLOW###
4	29	89	0	0	0	147.240005	488.083490	12.443106	10.247634	-1	###LINE###
5	29	89	0	0	0	147.24	488.08	12.44	10.25	100	pile
3	29	90	0	0	0	222.480011	488.083490	12.443106	10.247634	-1	###FLOW###
4	29	90	0	0	0	222.480011	488.083490	12.443106	10.247634	-1	###LINE###
5	29	90	0	0	0	222.48	488.08	12.44	10.25	100	pile
3	29	91	0	0	0	288.599991	488.083490	19.360816	10.247634	-1	###FLOW###
4	29	91	0	0	0	288.599991	488.083490	19.360816	10.247634	-1	###LINE###
5	29	91	0	0	0	288.60	488.08	19.36	10.25	100	tkoug
3	29	92	0	0	0	370.559990	488.083490	20.254564	10.247634	-1	###FLOW###
4	29	92	0	0	0	370.559990	488.083490	20.254564	10.247634	-1	###LINE###
5	29	92	0	0	0	370.56	488.08	20.25	10.25	100	arrow
3	29	93	0	0	0	453.599991	488.083490	3.796664	10.247634	-1	###FLOW###
4	29	93	0	0	0	453.599991	488.083490	3.796664	10.247634	-1	###LINE###
5	29	93	0	0	0	453.60	488.08	3.80	10.25	100	y
3	29	94	0	0	0	74.879997	510.403498	16.170079	10.247634	-1	###FLOW###
4	29	94	0	0	0	74.879997	510.403498	16.170079	10.247634	-1	###LINE###
5	29	94	0	0	0	74.88	510.40	16.17	10.25	100	iging
3	29	95	0	0	0	147.240005	510.403498	17.911015	10.247634	-1	###FLOW###
4	29	95	0	0	0	147.240005	510.403498	17.911015	10.247634	-1	###LINE###
5	29	95	0	0	0	147.24	510.40	17.91	10.25	100	schilt
3	29	96	0	0	0	222.480011	510.403498	17.911015	10.247634	-1	###FLOW###
4	29	96	0	0	0	222.480011	510.403498	17.911015	10.247634	-1	###LINE###
5	29	96	0	0	0	222.48	510.40	17.91	10.25	100	schilt
3	29	97	0	0	0	288.599991	510.403498	16.170079	10.247634	-1	###FLOW###
4	29	97	0	0	0	288.599991	510.403498	16.170079	10.247634	-1	###LINE###
5	29	97	0	0	0	288.60	510.40	16.17	10.25	100	iging
3	29	98	0	0	0	370.559990	510.403498	20.097595	10.247634	-1	###FLOW###
4	29	98	0	0	0	370.559990	510.403498	20.097595	10.247634	-1	###LINE###
5	29	98	0	0	0	370.56	510.40	20.10	10.25	100	shield
3	29	99	0	0	0	453.599991	510.403498	3.796664	10.247634	-1	###FLOW###
4	29	99	0	0	0	453.599991	510.403498	3.796664	10.247634	-1	###LINE###
5	29	99	0	0	0	453.60	510.40	3.80	10.25	100	y
3	29	100	0	0	0	53.978957	560.683481	40.137638	10.247634	-1	###FLOW###
4	29	100	0	0	0	53.978957	560.683481	40.137638	10.247634	-1	###LINE###
5	29	100	0	0	0	53.98	560.68	40.14	10.25	100	06/04/2021
3	29	101	0	0	0	623.759995	77.168928	108.211456	39.609240	-1	###FLOW###
4	29	101	0	0	0	623.759995	77.168928	37.626960	9.369234	-1	###LINE###
5	29	101	0	0	0	623.76	77.17	12.44	9.37	100	PAn
5	29	101	0	0	1	637.90	77.17	23.49	9.37	100	=Proto-
4	29	101	0	1	0	673.919999	77.168928	53.616396	9.369234	-1	###LINE###
5	29	101	0	1	0	673.92	77.17	4.99	9.37	100	Li
5	29	101	0	1	1	680.60	77.17	3.82	9.37	100	=
5	29	101	0	1	2	686.17	77.17	4.99	9.37	100	Li
5	29	101	0	1	3	692.85	77.17	17.41	9.37	100	2010;
5	29	101	0	1	4	711.95	77.17	10.01	9.37	100	SM
5	29	101	0	1	5	723.71	77.17	3.82	9.37	100	=
4	29	101	0	2	0	623.759995	87.248930	108.211456	9.369234	-1	###LINE###
5	29	101	0	2	0	623.76	87.25	43.16	9.37	100	Austronesian,
5	29	101	0	2	1	673.92	87.25	20.58	9.37	100	Sinkan
5	29	101	0	2	2	696.24	87.25	35.74	9.37	100	Manuscript
4	29	101	0	3	0	623.759995	97.328932	31.857316	9.369234	-1	###LINE###
5	29	101	0	3	0	623.76	97.33	7.49	9.37	100	PF
5	29	101	0	3	1	632.87	97.33	3.82	9.37	100	=
5	29	101	0	3	2	638.39	97.33	17.23	9.37	100	Proto
4	29	101	0	4	0	623.759995	107.408934	31.166233	9.369234	-1	###LINE###
5	29	101	0	4	0	623.76	107.41	31.17	9.37	100	Formosan
3	29	101	1	0	0	623.759995	120.008925	37.959257	29.529237	-1	###FLOW###
4	29	101	1	0	0	623.759995	120.008925	37.959257	9.369234	-1	###LINE###
5	29	101	1	0	0	623.76	120.01	6.49	9.37	100	A:
5	29	101	1	0	1	631.95	120.01	3.82	9.37	100	=
5	29	101	1	0	2	637.46	120.01	24.26	9.37	100	Adelaar
4	29	101	1	1	0	623.759995	130.088926	36.224905	9.369234	-1	###LINE###
5	29	101	1	1	0	623.76	130.09	17.27	9.37	100	2011,
5	29	101	1	1	1	642.73	130.09	4.99	9.37	100	Li
5	29	101	1	1	2	649.41	130.09	3.82	9.37	100	=
5	29	101	1	1	3	654.92	130.09	5.06	9.37	100	Li
4	29	101	1	2	0	623.759995	140.168928	34.370587	9.369234	-1	###LINE###
5	29	101	1	2	0	623.76	140.17	17.27	9.37	100	2009,
5	29	101	1	2	1	642.73	140.17	15.41	9.37	100	2010
3	29	102	0	0	0	74.879997	164.443487	22.370337	10.247634	-1	###FLOW###
4	29	102	0	0	0	74.879997	164.443487	22.370337	10.247634	-1	###LINE###
5	29	102	0	0	0	74.88	164.44	22.37	10.25	100	cassoy
3	29	103	0	0	0	397.547358	560.683481	46.141783	10.247634	-1	###FLOW###
4	29	103	0	0	0	397.547358	560.683481	46.141783	10.247634	-1	###LINE###
5	29	103	0	0	0	397.55	560.68	16.58	10.25	100	Page
5	29	103	0	0	1	416.03	560.68	8.45	10.25	100	29
5	29	103	0	0	2	426.33	560.68	6.99	10.25	100	of
5	29	103	0	0	3	435.18	560.68	8.51	10.25	100	75
3	29	104	0	0	0	514.800018	231.403498	24.458351	10.247634	-1	###FLOW###
4	29	104	0	0	0	514.800018	231.403498	24.458351	10.247634	-1	###LINE###
5	29	104	0	0	0	514.80	231.40	24.46	10.25	100	ta-tapil
3	29	105	0	0	0	674.039978	55.003489	48.721476	10.247634	-1	###FLOW###
4	29	105	0	0	0	674.039978	55.003489	48.721476	10.247634	-1	###LINE###
5	29	105	0	0	0	674.04	55.00	20.31	10.25	100	Other
5	29	105	0	0	1	696.21	55.00	26.55	10.25	100	sources
1	30	0	0	0	0	696.210921	55.003489	841.920040	595.320010	-1	###PAGE###
3	30	0	0	0	0	379.799996	23.683490	81.602725	10.247634	-1	###FLOW###
4	30	0	0	0	0	379.799996	23.683490	81.602725	10.247634	-1	###LINE###
5	30	0	0	0	0	379.80	23.68	12.68	10.25	100	The
5	30	0	0	0	1	394.38	23.68	26.14	10.25	100	Utrecht
5	30	0	0	0	2	422.38	23.68	39.02	10.25	100	Manuscript
3	30	0	1	0	0	53.159998	54.883486	75.516895	10.367637	-1	###FLOW###
4	30	0	1	0	0	53.159998	54.883486	75.516895	10.367637	-1	###LINE###
5	30	0	1	0	0	53.16	54.88	12.89	10.25	100	UM
5	30	0	1	0	1	67.89	54.88	19.87	10.25	100	p.UM
5	30	0	1	0	2	89.61	55.00	39.06	10.25	100	Formosana
3	30	1	0	0	0	147.215031	55.003489	39.320538	10.247634	-1	###FLOW###
4	30	1	0	0	0	147.215031	55.003489	39.320538	10.247634	-1	###LINE###
5	30	1	0	0	0	147.22	55.00	12.89	10.25	100	UM
5	30	1	0	0	1	162.00	55.00	24.54	10.25	100	Belgica
3	30	2	0	0	0	222.461085	55.003489	37.000547	10.247634	-1	###FLOW###
4	30	2	0	0	0	222.461085	55.003489	37.000547	10.247634	-1	###LINE###
5	30	2	0	0	0	222.46	55.00	14.44	10.25	100	VdV
5	30	2	0	0	1	238.80	55.00	20.66	10.25	100	Dutch
3	30	3	0	0	0	288.558194	55.003489	37.715244	10.247634	-1	###FLOW###
4	30	3	0	0	0	288.558194	55.003489	37.715244	10.247634	-1	###LINE###
5	30	3	0	0	0	288.56	55.00	14.44	10.25	100	VdV
5	30	3	0	0	1	304.90	55.00	21.38	10.25	100	Siraya
3	30	4	0	0	0	370.559990	55.003489	38.164857	21.407632	-1	###FLOW###
4	30	4	0	0	0	370.598654	55.003489	37.688929	10.247634	-1	###LINE###
5	30	4	0	0	0	370.60	55.00	11.31	10.25	100	My
5	30	4	0	0	1	383.70	55.00	24.58	10.25	100	English
4	30	4	0	1	0	370.559990	66.163486	38.164857	10.247634	-1	###LINE###
5	30	4	0	1	0	370.56	66.16	38.16	10.25	100	translation
3	30	5	0	0	0	453.599991	55.003489	36.295891	10.247634	-1	###FLOW###
4	30	5	0	0	0	453.599991	55.003489	36.295891	10.247634	-1	###LINE###
5	30	5	0	0	0	453.60	55.00	36.30	10.25	100	Murakami
3	30	6	0	0	0	514.800018	54.883486	131.116845	21.527635	-1	###FLOW###
4	30	6	0	0	0	514.800993	54.883486	131.115870	10.367637	-1	###LINE###
5	30	6	0	0	0	514.80	55.00	63.70	10.25	100	Gospel/Formulary
5	30	6	0	0	1	585.24	55.00	32.30	10.25	100	Variation
5	30	6	0	0	2	623.88	54.88	22.04	10.25	100	etyma
4	30	6	0	1	0	514.800018	66.163486	37.204142	10.247634	-1	###LINE###
5	30	6	0	1	0	514.80	66.16	37.20	10.25	100	equivalent
3	30	7	0	0	0	453.480011	77.168928	51.945251	39.609240	-1	###FLOW###
4	30	7	0	0	0	453.480011	77.168928	51.945251	9.369234	-1	###LINE###
5	30	7	0	0	0	453.48	77.17	39.45	9.37	100	y=Murakami
5	30	7	0	0	1	494.62	77.17	10.80	9.37	100	has
4	30	7	0	1	0	453.480011	87.248930	43.867496	9.369234	-1	###LINE###
5	30	7	0	1	0	453.48	87.25	16.63	9.37	100	same
5	30	7	0	1	1	471.81	87.25	18.61	9.37	100	Dutch
5	30	7	0	1	2	492.11	87.25	5.24	9.37	100	&
4	30	7	0	2	0	453.480011	97.328932	47.128489	9.369234	-1	###LINE###
5	30	7	0	2	0	453.48	97.33	18.83	9.37	100	Siraya
5	30	7	0	2	1	474.00	97.33	18.24	9.37	100	forms
5	30	7	0	2	2	493.93	97.33	6.68	9.37	100	as
4	30	7	0	3	0	453.480011	107.408934	11.485771	9.369234	-1	###LINE###
5	30	7	0	3	0	453.48	107.41	11.49	9.37	100	UM
3	30	8	0	0	0	514.679993	77.168928	64.054248	39.609240	-1	###FLOW###
4	30	8	0	0	0	514.679993	77.168928	52.094855	9.369234	-1	###LINE###
5	30	8	0	0	0	514.68	77.17	35.06	9.37	100	normalized
5	30	8	0	0	1	551.54	77.17	15.23	9.37	100	form
4	30	8	0	1	0	514.679993	87.248930	64.054248	9.369234	-1	###LINE###
5	30	8	0	1	0	514.68	87.25	26.53	9.37	100	(Adelaar
5	30	8	0	1	1	542.91	87.25	17.69	9.37	100	2011)
5	30	8	0	1	2	563.87	87.25	14.86	9.37	100	SMG
4	30	8	0	2	0	514.679993	97.328932	46.663207	9.369234	-1	###LINE###
5	30	8	0	2	0	514.68	97.33	3.82	9.37	100	=
5	30	8	0	2	1	520.19	97.33	6.02	9.37	100	St
5	30	8	0	2	2	527.91	97.33	33.43	9.37	100	Matthew's
4	30	8	0	3	0	514.679993	107.408934	21.512880	9.369234	-1	###LINE###
5	30	8	0	3	0	514.68	107.41	21.51	9.37	100	Gospel
3	30	9	0	0	0	74.760000	120.008925	206.561131	9.369234	-1	###FLOW###
4	30	9	0	0	0	74.760000	120.008925	206.561131	9.369234	-1	###LINE###
5	30	9	0	0	0	74.76	120.01	13.34	9.37	100	Key:
5	30	9	0	0	1	89.73	120.01	12.62	9.37	100	rdpl
5	30	9	0	0	2	104.04	120.01	3.82	9.37	100	=
5	30	9	0	0	3	109.56	120.01	43.84	9.37	100	reduplication;
5	30	9	0	0	4	155.04	120.01	12.41	9.37	100	LOC
5	30	9	0	0	5	169.06	120.01	3.82	9.37	100	=
5	30	9	0	0	6	174.57	120.01	26.56	9.37	100	locative;
5	30	9	0	0	7	202.83	120.01	9.46	9.37	100	AO
5	30	9	0	0	8	213.98	120.01	3.82	9.37	100	=
5	30	9	0	0	9	219.49	120.01	46.14	9.37	100	Actor-oriented
5	30	9	0	0	10	267.32	120.01	14.00	9.37	100	verb
3	30	10	0	0	0	53.159998	309.403498	8.450098	10.247634	-1	###FLOW###
4	30	10	0	0	0	53.159998	309.403498	8.450098	10.247634	-1	###LINE###
5	30	10	0	0	0	53.16	309.40	8.45	10.25	100	21
3	30	11	0	0	0	147.240005	153.283483	26.405999	10.247634	-1	###FLOW###
4	30	11	0	0	0	147.240005	153.283483	26.405999	10.247634	-1	###LINE###
5	30	11	0	0	0	147.24	153.28	26.41	10.25	100	houwer
3	30	12	0	0	0	222.480011	153.283483	26.405999	10.247634	-1	###FLOW###
4	30	12	0	0	0	222.480011	153.283483	26.405999	10.247634	-1	###LINE###
