xml_path,validator_rule,action,element_tag,xml_id,field_tag,field_kind,before_sha256,after_sha256
Stories/Bunun/Bunun_bnNr-pear_Laniahu.xml,V121,remove_annotated_lexical_unit,W,bnNr-pear_Laniahu_S_84_W0,FORM,,f3dd7b0b63418e644792b043a1cbe93323c4a60630d7d74502a0b574f2de2c82,
Stories/Kanakanavu/Kanakanavu_kkvNr-fishing_Muu.xml,V121,remove_annotated_lexical_unit,W,kkvNr-fishing_Muu_S_49_W7,FORM,,b84cf1f1caf50979b304fd63d5fb90bac8328b92d2cb37925e85a277780a00f6,
Stories/Kanakanavu/Kanakanavu_kkvNr-fishing_Muu.xml,V121,remove_annotated_lexical_unit,W,kkvNr-fishing_Muu_S_59_W2,FORM,,024d1ee194f03d54444098dbb7dde6b456f649be20c7d0d4e605c9f21084924a,
Stories/Kanakanavu/Kanakanavu_kkvNr-fishing_Muu.xml,V121,remove_annotated_lexical_unit,W,kkvNr-fishing_Muu_S_70_W4,FORM,,bfa7db9f47db4050ee087e78c618fbff2f207a44b237660775c592945b395386,
Stories/Kanakanavu/Kanakanavu_kkvNr_domestic_troubles_Muu.xml,V121,remove_annotated_lexical_unit,W,kkvNr_domestic_troubles_Muu_S_85_W1,FORM,,20b6149b4f941cccbceb951debc71acd020ad44c77afd83e134d45315cd67e26,
Stories/Kanakanavu/Kanakanavu_kkvNr_frog_Uva.xml,V121,remove_annotated_lexical_unit,W,kkvNr_frog_Uva_S_74_W8,FORM,,7dee7fe8ad170b1e36c3322d3f564013277808a621b57c63eb189a7ac804f4ea,
Stories/Kanakanavu/Kanakanavu_kkvNr_millet_Muu.xml,V121,remove_annotated_lexical_unit,W,kkvNr_millet_Muu_S_27_W4,FORM,,41efcbffd5ca07c69f2324c08e15d99b889a710115ac742aa497a67fba3bd01e,
Stories/Kanakanavu/Kanakanavu_kkvNr_millet_Muu.xml,V121,remove_annotated_lexical_unit,W,kkvNr_millet_Muu_S_92_W12,FORM,,027fa405282d87d885da205ce8ad7a15320bd3803d5bbed607d2393465b58588,
Stories/Kavalan/Kavalan_KavNr-frog_abas.xml,V121,remove_annotated_lexical_unit,W,KavNr-frog_abas_S_80_W0,FORM,,03f7e85df7335d5a7bff81f0b28e4f540c3cf6caf23f1edfea6f40a2e37612d9,
Stories/Rukai/Rukai_RukaiNr-frog_Kainguane.xml,V121,remove_annotated_lexical_unit,W,RukaiNr-frog_Kainguane_S_17_W6,FORM,,b72aa68cc358832d00a11516b27dacd39ffc688ac5982c34305f2d918d71ba2e,
Stories/Rukai/Rukai_RukaiNr-frog_Kainguane.xml,V121,remove_annotated_lexical_unit,W,RukaiNr-frog_Kainguane_S_39_W3,FORM,,7487698e0f5c71d124de79524ce9a2573d6a055adb223ecbc0eb7ff304da7d3a,
Stories/Rukai/Rukai_RukaiNr-frog_Kainguane.xml,V121,remove_annotated_lexical_unit,W,RukaiNr-frog_Kainguane_S_39_W8,FORM,,632ad16b5c0d671ead1c874000f8eb29b4204c9f0e9e6ed3c22f7373a7661c19,
Stories/Saisiyat/Saisiyat_SaiNr-election_lahi_ a taro_ babay.xml,V121,remove_annotated_lexical_unit,W,SaiNr-election_lahi_ a taro_ babay_S_12_W3,FORM,,7582104fbe4cc98adc2c565837577dd33e4e569a4713231f9c3db7f807302a14,
Stories/Saisiyat/Saisiyat_SaiNr-election_lahi_ a taro_ babay.xml,V121,remove_annotated_lexical_unit,W,SaiNr-election_lahi_ a taro_ babay_S_48_W7,FORM,,6e77912e5ae6b0c3a7925321e3c47e0137faa1e0a638a2f8ce379418ece1e726,
Stories/Saisiyat/Saisiyat_SaiNr-flood_waon a boong.xml,V121,remove_annotated_lexical_unit,W,SaiNr-flood_waon a boong_S_2_W6,FORM,,ec44998d9bb8221f79b73ddef2344090597f376cc7039612ec033617932dc324,
Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,V121,remove_annotated_lexical_unit,W,SaiNr-frog5__awi_ a basi__S_68_W16,FORM,,b0b5db9c75f29c3847548abf1d8c0e49ea4a5fb9e76377170e7e2c3f1cd70f45,
Stories/Saisiyat/Saisiyat_SaiNr-frog5__awi_ a basi_.xml,V121,remove_annotated_lexical_unit,W,SaiNr-frog5__awi_ a basi__S_69_W13,FORM,,5ce304655060b2bb6e3cd8b7da41274e45b226f03d19cc00f75c409335e9628a,
Stories/Saisiyat/Saisiyat_SaiNr-frog7_kalaeh a taro_.xml,V121,remove_annotated_lexical_unit,W,SaiNr-frog7_kalaeh a taro__S_48_W18,FORM,,19288d637b67e9cf0aafaecea6aff48cafbf060dcba6dbdbed4b5e0edb3c9b2b,
Stories/Saisiyat/Saisiyat_SaiNr-pear1__oemaw a _obay.xml,V121,remove_annotated_lexical_unit,W,SaiNr-pear1__oemaw a _obay_S_7_W5,FORM,,b29e5e15eabdfa6e9a989325599ea62e1d56f6718f47a2c4e212ea48170d10a4,
Stories/Saisiyat/Saisiyat_SaiNr-pear1__oemaw a _obay.xml,V121,remove_annotated_lexical_unit,W,SaiNr-pear1__oemaw a _obay_S_7_W12,FORM,,c8a6c0d19de7407ed06547d9925c7b8e6cff319199efe3cd0e861ecd7227dae9,
Stories/Tsou/Tsou_None-1.xml,V121,remove_annotated_lexical_unit,W,None-1_S_204_W5,FORM,,789ff1838ea158c102a7940d6658264f425a5cb635ef4d73a0a39bbd079e7c1f,
Stories/Tsou/Tsou_TsouConv-typhoon.xml,V121,remove_annotated_lexical_unit,W,TsouConv-typhoon_S_62_W7,FORM,,ed2dc1572966ed1d0623ad6a83d722792e6d3c282d20fe1cca7d3e89aef01aa7,
Stories/Tsou/Tsou_TsouConv-typhoon.xml,V121,remove_annotated_lexical_unit,W,TsouConv-typhoon_S_77_W10,FORM,,6e9f97a596860579140c1010bdaee7f588ea23bdb14b111df1179b756da3e953,
