action,file,parent_id,element_id,translations,start,end
remove_empty_morpheme,XML/Stories/Atayal/Atayal_AtaNr-hunting3_Takun.xml,AtaNr-hunting3_Takun_S_31_W4,AtaNr-hunting3_Takun_S_31_W4M2,eng:PF; zho:受焦,,
remove_empty_morpheme,XML/Stories/Atayal/Atayal_AtaNr-hunting3_Takun.xml,AtaNr-hunting3_Takun_S_38_W10,AtaNr-hunting3_Takun_S_38_W10M2,eng:1PL.GEN; zho:1PL.屬格,,
remove_empty_morpheme,XML/Stories/Atayal/Atayal_AtaNr-moving_Kainu.xml,AtaNr-moving_Kainu_S_6_W0,AtaNr-moving_Kainu_S_6_W0M3,eng:1PL.NOM; zho:1PL.主格,,
remove_empty_morpheme,XML/Stories/Atayal/Atayal_AtaNr-moving_Kainu.xml,AtaNr-moving_Kainu_S_26_W5,AtaNr-moving_Kainu_S_26_W5M2,eng:LF; zho:處焦,,
remove_empty_morpheme,XML/Stories/Atayal/Atayal_AtaNr-moving_Kainu.xml,AtaNr-moving_Kainu_S_33_W14,AtaNr-moving_Kainu_S_33_W14M3,zho:2PL.主格,,
remove_empty_morpheme,XML/Stories/Atayal/Atayal_AtaNr-moving_Kainu.xml,AtaNr-moving_Kainu_S_39_W19,AtaNr-moving_Kainu_S_39_W19M3,zho:1PL.屬格,,
remove_empty_morpheme,XML/Stories/Atayal/Atayal_AtaNr-moving_Kainu.xml,AtaNr-moving_Kainu_S_46_W0,AtaNr-moving_Kainu_S_46_W0M4,eng:1PL.NOM; zho:1PL.主格,,
remove_empty_morpheme,XML/Stories/Atayal/Atayal_AtaNr-proposal_Takun.xml,AtaNr-proposal_Takun_S_1_W18,AtaNr-proposal_Takun_S_1_W18M2,zho:說話,,
remove_empty_morpheme,XML/Stories/Atayal/Atayal_AtaNr-proposal_Takun.xml,AtaNr-proposal_Takun_S_2_W18,AtaNr-proposal_Takun_S_2_W18M2,eng:LF; zho:處焦,,
remove_empty_morpheme,XML/Stories/Atayal/Atayal_AtaNr-sowing_Kainu.xml,AtaNr-sowing_Kainu_S_28_W13,AtaNr-sowing_Kainu_S_28_W13M3,eng:relative; zho:親戚,,
remove_empty_morpheme,XML/Stories/Atayal/Atayal_AtaNr-sowing_Kainu.xml,AtaNr-sowing_Kainu_S_28_W13,AtaNr-sowing_Kainu_S_28_W13M4,eng:3PL.GEN; zho:3PL.屬格,,
remove_empty_morpheme,XML/Stories/Atayal/Atayal_AtaNr-sowing_Kainu.xml,AtaNr-sowing_Kainu_S_34_W11,AtaNr-sowing_Kainu_S_34_W11M2,eng:work; zho:工作,,
remove_empty_morpheme,XML/Stories/Atayal/Atayal_AtaNr-sowing_Kainu.xml,AtaNr-sowing_Kainu_S_34_W14,AtaNr-sowing_Kainu_S_34_W14M3,zho:3PL.屬格,,
remove_empty_morpheme,XML/Stories/Atayal/Atayal_AtaNr-sowing_Kainu.xml,AtaNr-sowing_Kainu_S_34_W28,AtaNr-sowing_Kainu_S_34_W28M3,zho:3PL.屬格,,
remove_empty_morpheme,XML/Stories/Atayal/Atayal_AtaNr-weaving_Kagaw.xml,AtaNr-weaving_Kagaw_S_50_W7,AtaNr-weaving_Kagaw_S_50_W7M2,zho:主焦,,
remove_empty_morpheme,XML/Stories/Atayal/Atayal_AtaNr-weaving_Kagaw.xml,AtaNr-weaving_Kagaw_S_58_W2,AtaNr-weaving_Kagaw_S_58_W2M2,zho:處焦,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Adus.xml,bnNr-frog_Adus_S_12_W4,bnNr-frog_Adus_S_12_W4M2,eng:RED; zho:重疊,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Adus.xml,bnNr-frog_Adus_S_12_W4,bnNr-frog_Adus_S_12_W4M3,eng:observe; zho:觀察,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Adus.xml,bnNr-frog_Adus_S_28_W7,bnNr-frog_Adus_S_28_W7M2,eng:inside; zho:裡面,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Adus.xml,bnNr-frog_Adus_S_28_W9,bnNr-frog_Adus_S_28_W9M3,eng:COS; zho:改變狀態,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Adus.xml,bnNr-frog_Adus_S_37_W11,bnNr-frog_Adus_S_37_W11M2,eng:DIST.OBL; zho:遠距.斜格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Adus.xml,bnNr-frog_Adus_S_60_W7,bnNr-frog_Adus_S_60_W7M2,eng:on.earth; zho:到底,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Adus.xml,bnNr-frog_Adus_S_60_W7,bnNr-frog_Adus_S_60_W7M3,eng:OBL; zho:斜格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Adus.xml,bnNr-frog_Adus_S_63_W9,bnNr-frog_Adus_S_63_W9M2,zho:近距.主格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Adus.xml,bnNr-frog_Adus_S_75_W2,bnNr-frog_Adus_S_75_W2M4,eng:<Ca>look.down.from.cliff; zho:<Ca重疊>從懸崖往下看,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Adus.xml,bnNr-frog_Adus_S_86_W21,bnNr-frog_Adus_S_86_W21M2,eng:EXIST; zho:存在,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Adus.xml,bnNr-frog_Adus_S_91_W1,bnNr-frog_Adus_S_91_W1M2,zho:遠距.主格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Ciang.xml,bnNr-frog_Ciang_S_26_W6,bnNr-frog_Ciang_S_26_W6M2,eng:startle; zho:驚嚇,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Ciang.xml,bnNr-frog_Ciang_S_38_W8,bnNr-frog_Ciang_S_38_W8M2,eng:dry; zho:乾,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Ciang.xml,bnNr-frog_Ciang_S_38_W9,bnNr-frog_Ciang_S_38_W9M2,eng:DIST.NOM; zho:遠距.主格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Ciang.xml,bnNr-frog_Ciang_S_38_W9,bnNr-frog_Ciang_S_38_W9M3,eng:LOC; zho:處格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Ciang.xml,bnNr-frog_Ciang_S_38_W11,bnNr-frog_Ciang_S_38_W11M2,eng:dry; zho:乾,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Ciang.xml,bnNr-frog_Ciang_S_38_W13,bnNr-frog_Ciang_S_38_W13M2,eng:DIST.NOM; zho:遠距.主格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Ciang.xml,bnNr-frog_Ciang_S_38_W13,bnNr-frog_Ciang_S_38_W13M3,eng:LOC; zho:處格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Ciang.xml,bnNr-frog_Ciang_S_40_W8,bnNr-frog_Ciang_S_40_W8M2,eng:there; zho:那裡,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Ciang.xml,bnNr-frog_Ciang_S_40_W8,bnNr-frog_Ciang_S_40_W8M3,eng:DIST.NOM; zho:遠距.主格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Ciang.xml,bnNr-frog_Ciang_S_42_W9,bnNr-frog_Ciang_S_42_W9M3,eng:small; zho:小,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Ciang.xml,bnNr-frog_Ciang_S_42_W9,bnNr-frog_Ciang_S_42_W9M4,eng:DIST.GEN; zho:遠距.屬格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Hanaivaz.xml,bnNr-frog_Hanaivaz_S_33_W6,bnNr-frog_Hanaivaz_S_33_W6M2,eng:DIST.NOM; zho:遠距.主格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Hanaivaz.xml,bnNr-frog_Hanaivaz_S_53_W8,bnNr-frog_Hanaivaz_S_53_W8M2,eng:DIST.NOM; zho:遠距.主格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Hanaivaz.xml,bnNr-frog_Hanaivaz_S_71_W3,bnNr-frog_Hanaivaz_S_71_W3M3,eng:LOC; zho:處格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Hanaivaz.xml,bnNr-frog_Hanaivaz_S_71_W4,bnNr-frog_Hanaivaz_S_71_W4M1,eng:deer; zho:鹿,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Hanaivaz.xml,bnNr-frog_Hanaivaz_S_78_W6,bnNr-frog_Hanaivaz_S_78_W6M2,eng:DIST.NOM; zho:遠距.主格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Laniahu.xml,bnNr-frog_Laniahu_S_5_W4,bnNr-frog_Laniahu_S_5_W4M2,eng:DIST.NOM; zho:遠距.主格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Laniahu.xml,bnNr-frog_Laniahu_S_5_W6,bnNr-frog_Laniahu_S_5_W6M2,eng:DIST.NOM; zho:遠距.主格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Laniahu.xml,bnNr-frog_Laniahu_S_10_W1,bnNr-frog_Laniahu_S_10_W1M2,eng:DIST.NOM; zho:遠距.主格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Laniahu.xml,bnNr-frog_Laniahu_S_42_W1,bnNr-frog_Laniahu_S_42_W1M3,eng:there,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Laniahu.xml,bnNr-frog_Laniahu_S_44_W2,bnNr-frog_Laniahu_S_44_W2M2,eng:ribbit,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Laniahu.xml,bnNr-frog_Laniahu_S_44_W4,bnNr-frog_Laniahu_S_44_W4M2,eng:COS; zho:改變狀態,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Laniahu.xml,bnNr-frog_Laniahu_S_44_W4,bnNr-frog_Laniahu_S_44_W4M3,eng:OBL; zho:斜格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Laniahu.xml,bnNr-frog_Laniahu_S_56_W1,bnNr-frog_Laniahu_S_56_W1M2,eng:there; zho:那裡,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Laniahu.xml,bnNr-frog_Laniahu_S_56_W3,bnNr-frog_Laniahu_S_56_W3M4,eng:lost; zho:失去的,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Laniahu.xml,bnNr-frog_Laniahu_S_58_W1,bnNr-frog_Laniahu_S_58_W1M2,eng:DIST.NOM; zho:遠距.主格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Laniahu.xml,bnNr-frog_Laniahu_S_58_W4,bnNr-frog_Laniahu_S_58_W4M2,eng:DIST.NOM; zho:遠距.主格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Laniahu.xml,bnNr-frog_Laniahu_S_121_W13,bnNr-frog_Laniahu_S_121_W13M2,eng:DIST.OBL; zho:遠距.斜格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Laniahu.xml,bnNr-frog_Laniahu_S_126_W8,bnNr-frog_Laniahu_S_126_W8M2,eng:LF; zho:處焦,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Laniahu.xml,bnNr-frog_Laniahu_S_126_W21,bnNr-frog_Laniahu_S_126_W21M2,eng:DIST.OBL; zho:遠距.斜格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Laniahu.xml,bnNr-frog_Laniahu_S_158_W12,bnNr-frog_Laniahu_S_158_W12M3,eng:LF; zho:處焦,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Samingaz.xml,bnNr-frog_Samingaz_S_18_W3,bnNr-frog_Samingaz_S_18_W3M3,zho:<重疊>吠,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Samingaz.xml,bnNr-frog_Samingaz_S_18_W8,bnNr-frog_Samingaz_S_18_W8M2,eng:DIST.OBL; zho:遠距.斜格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Samingaz.xml,bnNr-frog_Samingaz_S_42_W3,bnNr-frog_Samingaz_S_42_W3M2,eng:LF; zho:處焦,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Samingaz.xml,bnNr-frog_Samingaz_S_49_W16,bnNr-frog_Samingaz_S_49_W16M4,eng:road; zho:路,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Samingaz.xml,bnNr-frog_Samingaz_S_49_W16,bnNr-frog_Samingaz_S_49_W16M5,eng:COS; zho:改變狀態,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Talum.xml,bnNr-frog_Talum_S_25_W2,bnNr-frog_Talum_S_25_W2M3,zho:笑,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Talum.xml,bnNr-frog_Talum_S_26_W2,bnNr-frog_Talum_S_26_W2M3,zho:那裡,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-frog_Talum.xml,bnNr-frog_Talum_S_26_W10,bnNr-frog_Talum_S_26_W10M2,zho:主格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-hunter-becominig-a-bird_Hanaivaz.xml,bnNr-hunter-becominig-a-bird_Hanaivaz_S_18_W1,bnNr-hunter-becominig-a-bird_Hanaivaz_S_18_W1M2,zho:改變狀態,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-hunter-becominig-a-bird_Hanaivaz.xml,bnNr-hunter-becominig-a-bird_Hanaivaz_S_38_W7,bnNr-hunter-becominig-a-bird_Hanaivaz_S_38_W7M2,eng:again; zho:再,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-hunter-becominig-a-bird_Hanaivaz.xml,bnNr-hunter-becominig-a-bird_Hanaivaz_S_48_W1,bnNr-hunter-becominig-a-bird_Hanaivaz_S_48_W1M2,zho:屬格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-hunter-becominig-a-bird_Hanaivaz.xml,bnNr-hunter-becominig-a-bird_Hanaivaz_S_50_W8,bnNr-hunter-becominig-a-bird_Hanaivaz_S_50_W8M2,eng:DIST.NOM; zho:遠距.主格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-hunter-becominig-a-bird_Hanaivaz.xml,bnNr-hunter-becominig-a-bird_Hanaivaz_S_58_W9,bnNr-hunter-becominig-a-bird_Hanaivaz_S_58_W9M4,zho:主格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_9_W18,bnNr-lazy-daughter_Hanaivaz_S_9_W18M2,eng:finish; zho:結束,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_9_W18,bnNr-lazy-daughter_Hanaivaz_S_9_W18M3,eng:COS; zho:改變狀態,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_11_W1,bnNr-lazy-daughter_Hanaivaz_S_11_W1M3,zho:遠距.主格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_12_W3,bnNr-lazy-daughter_Hanaivaz_S_12_W3M3,zho:<重疊>踩,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_14_W10,bnNr-lazy-daughter_Hanaivaz_S_14_W10M3,zho:改變狀態,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_14_W16,bnNr-lazy-daughter_Hanaivaz_S_14_W16M3,zho:改變狀態,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_23_W3,bnNr-lazy-daughter_Hanaivaz_S_23_W3M5,eng:be.at,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_23_W3,bnNr-lazy-daughter_Hanaivaz_S_23_W3M6,eng:house,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_23_W3,bnNr-lazy-daughter_Hanaivaz_S_23_W3M7,eng:DIST.NOM,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_24_W1,bnNr-lazy-daughter_Hanaivaz_S_24_W1M4,eng:be.at,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_24_W1,bnNr-lazy-daughter_Hanaivaz_S_24_W1M5,eng:house,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_32_W2,bnNr-lazy-daughter_Hanaivaz_S_32_W2M4,zho:什麼,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_33_W5,bnNr-lazy-daughter_Hanaivaz_S_33_W5M4,eng:be.at,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_33_W5,bnNr-lazy-daughter_Hanaivaz_S_33_W5M5,eng:house,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_40_W3,bnNr-lazy-daughter_Hanaivaz_S_40_W3M5,eng:be.at,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_40_W3,bnNr-lazy-daughter_Hanaivaz_S_40_W3M6,eng:house,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_40_W3,bnNr-lazy-daughter_Hanaivaz_S_40_W3M7,eng:DIST.NOM,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_60_W6,bnNr-lazy-daughter_Hanaivaz_S_60_W6M2,eng:DIST.OBL; zho:遠距.斜格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_62_W9,bnNr-lazy-daughter_Hanaivaz_S_62_W9M6,eng:be.at,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_62_W9,bnNr-lazy-daughter_Hanaivaz_S_62_W9M7,eng:house,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_67_W11,bnNr-lazy-daughter_Hanaivaz_S_67_W11M7,eng:be.at,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_67_W11,bnNr-lazy-daughter_Hanaivaz_S_67_W11M8,eng:house,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_67_W11,bnNr-lazy-daughter_Hanaivaz_S_67_W11M9,eng:DIST.OBL,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_68_W3,bnNr-lazy-daughter_Hanaivaz_S_68_W3M6,zho:處焦,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_68_W3,bnNr-lazy-daughter_Hanaivaz_S_68_W3M7,zho:遠距.斜格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_68_W3,bnNr-lazy-daughter_Hanaivaz_S_68_W3M10,eng:house,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_68_W3,bnNr-lazy-daughter_Hanaivaz_S_68_W3M11,eng:LF,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_68_W3,bnNr-lazy-daughter_Hanaivaz_S_68_W3M12,eng:DIST.OBL,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_73_W0,bnNr-lazy-daughter_Hanaivaz_S_73_W0M2,eng:DIST.NOM,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_76_W4,bnNr-lazy-daughter_Hanaivaz_S_76_W4M4,zho:處格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_77_W10,bnNr-lazy-daughter_Hanaivaz_S_77_W10M2,eng:way; zho:途中,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_77_W10,bnNr-lazy-daughter_Hanaivaz_S_77_W10M3,eng:halfway; zho:半路,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_86_W9,bnNr-lazy-daughter_Hanaivaz_S_86_W9M2,eng:?; zho:?,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_89_W5,bnNr-lazy-daughter_Hanaivaz_S_89_W5M2,eng:isa; zho:哪裡,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_89_W6,bnNr-lazy-daughter_Hanaivaz_S_89_W6M2,eng:fall; zho:掉,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_92_W10,bnNr-lazy-daughter_Hanaivaz_S_92_W10M2,eng:LF; zho:處焦,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_99_W6,bnNr-lazy-daughter_Hanaivaz_S_99_W6M4,eng:outside; zho:外面,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_99_W6,bnNr-lazy-daughter_Hanaivaz_S_99_W6M5,eng:IMP; zho:祈使,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_105_W0,bnNr-lazy-daughter_Hanaivaz_S_105_W0M2,eng:COS; zho:改變狀態,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_105_W0,bnNr-lazy-daughter_Hanaivaz_S_105_W0M3,eng:OBL; zho:斜格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_105_W2,bnNr-lazy-daughter_Hanaivaz_S_105_W2M2,eng:COS; zho:改變狀態,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_105_W2,bnNr-lazy-daughter_Hanaivaz_S_105_W2M3,eng:OBL; zho:斜格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_115_W2,bnNr-lazy-daughter_Hanaivaz_S_115_W2M5,eng:be.at,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_115_W2,bnNr-lazy-daughter_Hanaivaz_S_115_W2M6,eng:house,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_115_W2,bnNr-lazy-daughter_Hanaivaz_S_115_W2M7,eng:DIST.OBL,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_115_W7,bnNr-lazy-daughter_Hanaivaz_S_115_W7M4,eng:be.at,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S_115_W7,bnNr-lazy-daughter_Hanaivaz_S_115_W7M5,eng:house,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-pear_Ciang.xml,bnNr-pear_Ciang_S_17_W2,bnNr-pear_Ciang_S_17_W2M2,zho:.屬格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-pear_Ciang.xml,bnNr-pear_Ciang_S_17_W6,bnNr-pear_Ciang_S_17_W6M2,eng:state,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-pear_Ciang.xml,bnNr-pear_Ciang_S_17_W6,bnNr-pear_Ciang_S_17_W6M3,eng:hide,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-pear_Ciang.xml,bnNr-pear_Ciang_S_34_W7,bnNr-pear_Ciang_S_34_W7M4,eng:male; zho:男子,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-pear_Ciang.xml,bnNr-pear_Ciang_S_34_W7,bnNr-pear_Ciang_S_34_W7M5,eng:DIST.OBL; zho:遠距.斜格,,
remove_empty_morpheme,XML/Stories/Bunun/Bunun_bnNr-pear_Ciang.xml,bnNr-pear_Ciang_S_42_W9,bnNr-pear_Ciang_S_42_W9M3,eng:work; zho:工作,,
