file,level,id,form_original,eng_gloss,zho_gloss,category
Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,M,SaiNr-frog3_'oemaw_a_basi'_S_57_W5M1,rima',AF.去,主焦.去,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,W,SaiNr-frog3_'oemaw_a_basi'_S_65_W12,ka,主格,主格,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Stories/Saisiyat/Saisiyat_SaiNr-frog3_'oemaw_a_basi'.xml,M,SaiNr-frog3_'oemaw_a_basi'_S_65_W12M1,ka,主格,主格,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Rukai/Rukai.xml,W,20200529-FW-Jimmy-2_S_4_W4,Lavurase,Lavruase,Lavurase,echo gloss (source echo row; name/untranslated)
Sentences/Rukai/Rukai.xml,M,20200529-FW-Jimmy-2_S_4_W4M1,Lavurase,Lavruase,Lavurase,echo gloss (source echo row; name/untranslated)
Sentences/Rukai/Rukai.xml,W,20200422-CL-5_S_15_W3,Lavakaw,Lavakw,Lavakaw,echo gloss (source echo row; name/untranslated)
Sentences/Rukai/Rukai.xml,M,20200422-CL-5_S_15_W3M1,Lavakaw,Lavakw,Lavakaw,echo gloss (source echo row; name/untranslated)
Sentences/Rukai/Rukai.xml,W,20200530-FW-Jimmy-2_S_1_W6,Takanaw,Takanaw,Takanw,english-only glossing in source (no zh available)
Sentences/Rukai/Rukai.xml,M,20200530-FW-Jimmy-2_S_1_W6M1,Takanaw,Takanaw,Takanw,english-only glossing in source (no zh available)
Sentences/Rukai/Rukai.xml,W,20200529-FW-Yongfu-1_S_19_W4,Taihuku,Taihuku,Taihiku,zh exists in a source duplicate (recoverable; not yet repaired)
Sentences/Rukai/Rukai.xml,M,20200529-FW-Yongfu-1_S_19_W4M1,Taihuku,Taihuku,Taihiku,zh exists in a source duplicate (recoverable; not yet repaired)
Sentences/Rukai/Rukai.xml,W,20200408-CL-3_S_7_W1,Elrenge,Elregne,Elrenge,echo gloss (source echo row; name/untranslated)
Sentences/Rukai/Rukai.xml,M,20200408-CL-3_S_7_W1M1,Elrenge,Elregne,Elrenge,echo gloss (source echo row; name/untranslated)
Sentences/Rukai/Rukai.xml,W,20200528-FW-Ryan_S_11_W4,makatulrulu=aku,three.days=第一人稱單數.附著主格,三天=1S.BN,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Rukai/Rukai.xml,M,20200529-FW-Jimmy-1_S_8_W2M2,<va>,<RED>,<va>,echo gloss (source echo row; name/untranslated)
Sentences/Rukai/Rukai.xml,M,20200529-FW-Andrea-2_S_35_W3M1,<wa>,<RLS>,<wa>,echo gloss (source echo row; name/untranslated)
Sentences/Rukai/Rukai.xml,M,20200529-FW-yuki-1_S_4_W0M3,<lru>,<RED>,<lru>,echo gloss (source echo row; name/untranslated)
Sentences/Bunun/Bunun.xml,M,41_S_8_W0M1,<va>,<RED>,<va>,echo gloss (source echo row; name/untranslated)
Sentences/Bunun/Bunun.xml,W,51_S_4_W8,maz=a,maz=a,what=DIST.NOM,zh exists in a source duplicate (recoverable; not yet repaired)
Sentences/Bunun/Bunun.xml,M,51_S_4_W8M1,maz,maz,what,english-only glossing in source (no zh available)
Sentences/Bunun/Bunun.xml,W,51_S_15_W0,maz=a,maz=a,what=DIST.NOM,zh exists in a source duplicate (recoverable; not yet repaired)
Sentences/Bunun/Bunun.xml,M,51_S_15_W0M1,maz,maz,what,english-only glossing in source (no zh available)
Sentences/Bunun/Bunun.xml,M,64_S_20_W5M2,,,<RED>eat,english-only glossing in source (no zh available)
Sentences/Bunun/Bunun.xml,W,34_S_8_W2,na=ku-LOC,IRR=go-處格,非實現=移動-在,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Bunun/Bunun.xml,W,34_S_8_W2,na=ku-LOC,IRR=go-處格,非實現=移動-在,gloss code embedded in wordform
Sentences/Bunun/Bunun.xml,M,34_S_8_W2M3,LOC,處格,在,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Bunun/Bunun.xml,M,34_S_8_W2M3,LOC,處格,在,wordform is a bare gloss code
Sentences/Bunun/Bunun.xml,M,63_S_70_W11M4,daingaz.,,old,zh exists in a source duplicate (recoverable; not yet repaired)
Sentences/Bunun/Bunun.xml,M,63_S_91_W2M2,azima,,like,english-only glossing in source (no zh available)
Sentences/Bunun/Bunun.xml,M,63_S_91_W9M2,azima,,like,english-only glossing in source (no zh available)
Sentences/Bunun/Bunun.xml,M,63_S_101_W2M2,hanian,,day,zh exists in a source duplicate (recoverable; not yet repaired)
Sentences/Bunun/Bunun.xml,M,63_S_155_W4M2,'anat,,cook,english-only glossing in source (no zh available)
Sentences/Bunun/Bunun.xml,M,63_S_195_W5M2,kuzakuza,,work,zh exists in a source duplicate (recoverable; not yet repaired)
Sentences/Bunun/Bunun.xml,W,63_S_220_W0,mal'-anuhu,長期-坐,whole.time-坐,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Bunun/Bunun.xml,M,63_S_220_W0M2,anuhu,坐,坐,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Bunun/Bunun.xml,M,63_S_224_W5M3,almananu,,strive,english-only glossing in source (no zh available)
Sentences/Bunun/Bunun.xml,M,63_S_284_W0M2,dii,,there,english-only glossing in source (no zh available)
Sentences/Bunun/Bunun.xml,M,63_S_288_W1M2,sinap,,chase.after,english-only glossing in source (no zh available)
Sentences/Bunun/Bunun.xml,M,63_S_321_W0M4,nauba,,younger,english-only glossing in source (no zh available)
Sentences/Bunun/Bunun.xml,M,63_S_321_W0M5,nanaz,,male,english-only glossing in source (no zh available)
Sentences/Bunun/Bunun.xml,M,63_S_395_W5M2,insuma.,,come,english-only glossing in source (no zh available)
Sentences/Bunun/Bunun.xml,M,63_S_457_W11M3,'anat,,cook,english-only glossing in source (no zh available)
Sentences/Bunun/Bunun.xml,M,63_S_465_W4M2,insuma,,come,english-only glossing in source (no zh available)
Sentences/Bunun/Bunun.xml,M,63_S_526_W3M2,al,,state,english-only glossing in source (no zh available)
Sentences/Bunun/Bunun.xml,M,63_S_526_W3M3,min,,become,english-only glossing in source (no zh available)
Sentences/Bunun/Bunun.xml,M,63_S_526_W3M4,ataz,,die,english-only glossing in source (no zh available)
Sentences/Bunun/Bunun.xml,M,63_S_526_W5M2,dahpa.,,sick,zh exists in a source duplicate (recoverable; not yet repaired)
Sentences/Bunun/Bunun.xml,W,63_S_538_W2,na=ku-LOC,非實現=移動-在,IRR=go-處格,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Bunun/Bunun.xml,W,63_S_538_W2,na=ku-LOC,非實現=移動-在,IRR=go-處格,gloss code embedded in wordform
Sentences/Bunun/Bunun.xml,M,63_S_538_W2M3,LOC,在,處格,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Bunun/Bunun.xml,M,63_S_538_W2M3,LOC,在,處格,wordform is a bare gloss code
Sentences/Bunun/Bunun.xml,M,63_S_660_W1M2,zima,,like,english-only glossing in source (no zh available)
Sentences/Bunun/Bunun.xml,M,63_S_675_W0M2,dii,,toward,english-only glossing in source (no zh available)
Sentences/Bunun/Bunun.xml,M,63_S_680_W2M2,hudas,,grand.parent,english-only glossing in source (no zh available)
Sentences/Bunun/Bunun.xml,M,63_S_681_W5M2,liva,,wrong,english-only glossing in source (no zh available)
Sentences/Bunun/Bunun.xml,M,63_S_704_W3M3,sia,,be.at,zh exists in a source duplicate (recoverable; not yet repaired)
Sentences/Bunun/Bunun.xml,W,63_S_705_W0,na=mu-lushu,非實現=主焦-change.place,IRR=AF-移位,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Bunun/Bunun.xml,M,63_S_749_W5M2,dusa,,two,zh exists in a source duplicate (recoverable; not yet repaired)
Sentences/Bunun/Bunun.xml,M,63_S_749_W6M2,uvaz,,child,zh exists in a source duplicate (recoverable; not yet repaired)
Sentences/Bunun/Bunun.xml,M,63_S_749_W8M2,ang,,still,english-only glossing in source (no zh available)
Sentences/Bunun/Bunun.xml,M,63_S_801_W0M3,taz,,die,english-only glossing in source (no zh available)
Sentences/Bunun/Bunun.xml,M,63_S_814_W1M3,sian,,this.MED.NOM,zh exists in a source duplicate (recoverable; not yet repaired)
Sentences/Bunun/Bunun.xml,M,63_S_815_W0M3,sian,,this.MED.NOM,zh exists in a source duplicate (recoverable; not yet repaired)
Sentences/Bunun/Bunun.xml,M,63_S_835_W6M2,iskan,,fish,english-only glossing in source (no zh available)
Sentences/Bunun/Bunun.xml,M,63_S_879_W2M3,simul,,lend,zh exists in a source duplicate (recoverable; not yet repaired)
Sentences/Bunun/Bunun.xml,M,63_S_882_W7M2,kuzakuza,,work,zh exists in a source duplicate (recoverable; not yet repaired)
Sentences/Bunun/Bunun.xml,W,63_S_919_W3,man-sia,靠近-處格,be.close.to-處格,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Bunun/Bunun.xml,M,63_S_919_W3M2,sia,處格,處格,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Bunun/Bunun.xml,M,03-3_S_13_W3M2,<si>,<RED>,<si>,echo gloss (source echo row; name/untranslated)
Sentences/Bunun/Bunun.xml,M,03-3_S_14_W0M2,<si>,<RED>,<si>,echo gloss (source echo row; name/untranslated)
Sentences/Bunun/Bunun.xml,M,02_S_15_W6M1,<hu>,<RED>,<hu>,echo gloss (source echo row; name/untranslated)
Sentences/Bunun/Bunun.xml,M,01-3_S_4_W5M1,<pu>,<RED>,<pu>,echo gloss (source echo row; name/untranslated)
Sentences/Bunun/Bunun.xml,W,62_S_36_W0,man-kinuz=in,be.close.to-後面=COS,靠近-後面=改變狀態,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Bunun/Bunun.xml,M,62_S_36_W0M2,kinuz,後面,後面,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Kanakanavu/Kanakanavu.xml,W,3_S_12_W0,apatapari'ee=maku,掉落=1SG.GEN,掉落=1SG.屬格,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Kanakanavu/Kanakanavu.xml,M,3_S_12_W0M1,apatapari'ee,掉落,掉落,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Kanakanavu/Kanakanavu.xml,W,3_S_27_W0,ʉsʉ'ʉ-ʉn=maku,put-PV=1SG.屬格,放-受焦=1SG.GEN,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Kanakanavu/Kanakanavu.xml,W,3_S_28_W4,ʉsʉ'-ʉn=maku,放-受焦=1SG.GEN,put-PF=1SG.屬格,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Kanakanavu/Kanakanavu.xml,W,3_S_52_W1,kʉʉn-ʉn,吃-PF,吃-受焦,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Kanakanavu/Kanakanavu.xml,M,3_S_52_W1M1,kʉʉn,吃,吃,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Kanakanavu/Kanakanavu.xml,W,3_S_189_W0,koo=pa=maku,否定=持續=1SG.GEN,NEG=CONT=1SG.屬格,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Kanakanavu/Kanakanavu.xml,W,3_S_218_W1,m-oun,主焦-stay,主焦-待,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Kanakanavu/Kanakanavu.xml,M,3_S_218_W1M1,m,主焦,主焦,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Kanakanavu/Kanakanavu.xml,W,3_S_231_W3,Paicʉ?,PN,Paicʉ,echo gloss (source echo row; name/untranslated)
Sentences/Kanakanavu/Kanakanavu.xml,M,3_S_231_W3M1,Paicʉ?,PN,Paicʉ,echo gloss (source echo row; name/untranslated)
Sentences/Kanakanavu/Kanakanavu.xml,M,3_S_385_W0M1,<in>,<PFV.PV>,<in>,echo gloss (source echo row; name/untranslated)
Sentences/Kanakanavu/Kanakanavu.xml,W,3_S_460_W0,Te=kasu,IRR=2SG.主格,非實現=2SG.NOM,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Kanakanavu/Kanakanavu.xml,W,3_S_462_W0,Te=kasu,IRR=2SG.主格,非實現=2SG.NOM,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Kanakanavu/Kanakanavu.xml,W,3_S_487_W1,tumating?,T<AV>A-hang,T<AV>-hang,zh exists in a source duplicate (recoverable; not yet repaired)
Sentences/Kanakanavu/Kanakanavu.xml,W,4_S_148_W1,Pani,PN,Pani,echo gloss (source echo row; name/untranslated)
Sentences/Kanakanavu/Kanakanavu.xml,M,4_S_148_W1M1,Pani,PN,Pani,echo gloss (source echo row; name/untranslated)
Sentences/Kanakanavu/Kanakanavu.xml,W,5_S_44_W4,p-arakicacʉ,使役-shock,CAUS-驚嚇,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Kanakanavu/Kanakanavu.xml,W,5_S_55_W1,'umo'ucanʉ-in,雨-PF,rain-受焦,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Kanakanavu/Kanakanavu.xml,W,5_S_65_W6,m-ukusa,AF-去,主焦-去,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Kanakanavu/Kanakanavu.xml,M,5_S_65_W6M2,ukusa,去,去,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
Sentences/Kanakanavu/Kanakanavu.xml,W,5_S_67_W4,miana=pa=ku,以前=just=1SG.NOM,previously=就=1SG.主格,eng gloss contains CJK (Mandarin-dominant glossers; ignore per maintainer)
