file,subcorpus,language,S_id,W_id,W_form,nonempty_form_M,gloss_tier_counts,auto_repaired,reason
Grammar/Kanakanavu/Kanakanavu.xml,Grammar,Kanakanavu,ap3_S_4,ap3_S_4_W4,'ʉnai,1,zho=1,yes,auto-repaired
Grammar/Kanakanavu/Kanakanavu.xml,Grammar,Kanakanavu,ap3_S_4,ap3_S_4_W8,Nakasayana,1,zho=2,no,gloss count != form count (genuine mismatch)
Grammar/Kanakanavu/Kanakanavu.xml,Grammar,Kanakanavu,ap2_S_15,ap2_S_15_W0,ni-kiri=kee,3,zho=2,no,gloss count != form count (genuine mismatch)
Grammar/Kanakanavu/Kanakanavu.xml,Grammar,Kanakanavu,ap2_S_26,ap2_S_26_W14,ka-cangcangarʉ-a,3,zho=4,no,gloss count != form count (genuine mismatch)
Grammar/Kanakanavu/Kanakanavu.xml,Grammar,Kanakanavu,ap2_S_45,ap2_S_45_W2,moon,1,zho=2,no,gloss count != form count (genuine mismatch)
Grammar/Kanakanavu/Kanakanavu.xml,Grammar,Kanakanavu,ap2_S_53,ap2_S_53_W1,a'unu-ʉn=cu,3,zho=2,no,gloss count != form count (genuine mismatch)
Grammar/Kanakanavu/Kanakanavu.xml,Grammar,Kanakanavu,06_S_38,06_S_38_W0,ni-kʉnʉ=cu=maku,4,zho=4,yes,auto-repaired
Grammar/Kanakanavu/Kanakanavu.xml,Grammar,Kanakanavu,06_S_48,06_S_48_W2,sua,1,zho=1,yes,auto-repaired
Grammar/Kanakanavu/Kanakanavu.xml,Grammar,Kanakanavu,06_S_51,06_S_51_W1,tantaniara=kasu,2,zho=3,no,gloss count != form count (genuine mismatch)
Grammar/Kanakanavu/Kanakanavu.xml,Grammar,Kanakanavu,07_S_7,07_S_7_W2,tapininga,1,zho=3,no,gloss count != form count (genuine mismatch)
Grammar/Kanakanavu/Kanakanavu.xml,Grammar,Kanakanavu,11_S_1,11_S_1_W2,manu=musu,2,zho=1,no,gloss count != form count (genuine mismatch)
Grammar/Kanakanavu/Kanakanavu.xml,Grammar,Kanakanavu,11_S_2,11_S_2_W0,ma-cangcangarʉ=kara=kasu,4,zho=3,no,gloss count != form count (genuine mismatch)
Grammar/Kanakanavu/Kanakanavu.xml,Grammar,Kanakanavu,11_S_3,11_S_3_W2,manu=musu,2,zho=1,no,gloss count != form count (genuine mismatch)
Grammar/Kanakanavu/Kanakanavu.xml,Grammar,Kanakanavu,11_S_27,11_S_27_W3,tammi,1,zho=1,yes,auto-repaired
Grammar/Kanakanavu/Kanakanavu.xml,Grammar,Kanakanavu,04_S_40,04_S_40_W5,takitutura.,1,zho=3,no,gloss count != form count (genuine mismatch)
Grammar/Kanakanavu/Kanakanavu.xml,Grammar,Kanakanavu,12_S_3,12_S_3_W3,tamia'aa,1,zho=2,no,gloss count != form count (genuine mismatch)
Grammar/Kanakanavu/Kanakanavu.xml,Grammar,Kanakanavu,12_S_4,12_S_4_W3,tamia'aa,1,zho=2,no,gloss count != form count (genuine mismatch)
Grammar/Kanakanavu/Kanakanavu.xml,Grammar,Kanakanavu,05_S_13,05_S_13_W2,ka'umó'uma,1,zho=2,no,gloss count != form count (genuine mismatch)
Grammar/Kanakanavu/Kanakanavu.xml,Grammar,Kanakanavu,ap1_S_16,ap1_S_16_W5,avici-ʉn,2,zho=2,yes,auto-repaired
Grammar/Kanakanavu/Kanakanavu.xml,Grammar,Kanakanavu,ap1_S_16,ap1_S_16_W6,na,1,zho=2,no,gloss count != form count (genuine mismatch)
Grammar/Kanakanavu/Kanakanavu.xml,Grammar,Kanakanavu,ap1_S_16,ap1_S_16_W9,"matuapuru""",1,zho=3,no,gloss count != form count (genuine mismatch)
Grammar/Kanakanavu/Kanakanavu.xml,Grammar,Kanakanavu,ap1_S_49,ap1_S_49_W0,'ace=cu,2,zho=2,yes,auto-repaired
Grammar/Kanakanavu/Kanakanavu.xml,Grammar,Kanakanavu,ap1_S_59,ap1_S_59_W1,"naParumaci,",1,zho=2,no,gloss count != form count (genuine mismatch)
Grammar/Kanakanavu/Kanakanavu.xml,Grammar,Kanakanavu,ap1_S_78,ap1_S_78_W0,mati<sap>sapʉ,2,zho=3,no,infix (angle-bracket form)
Grammar/Kanakanavu/Kanakanavu.xml,Grammar,Kanakanavu,ap1_S_81,ap1_S_81_W1,naParumaci,1,zho=2,no,gloss count != form count (genuine mismatch)
Grammar/Sakizaya/Sakizaya.xml,Grammar,Sakizaya,ap2_S_36,ap2_S_36_W0,a=hican,2,zho=2,yes,auto-repaired
Grammar/Sakizaya/Sakizaya.xml,Grammar,Sakizaya,ap2_S_44,ap2_S_44_W0,"a=sa-nu-kyukay-en=tu,",6,zho=6,yes,auto-repaired
Grammar/Sakizaya/Sakizaya.xml,Grammar,Sakizaya,ap2_S_66,ap2_S_66_W5,ku,1,zho=3,no,gloss count != form count (genuine mismatch)
Grammar/Sakizaya/Sakizaya.xml,Grammar,Sakizaya,06_S_55,06_S_55_W0,a=mu-angic=tu,4,zho=4,yes,auto-repaired
Grammar/Sakizaya/Sakizaya.xml,Grammar,Sakizaya,11_S_57,11_S_57_W0,pa-pina,2,zho=3,no,gloss count != form count (genuine mismatch)
Grammar/Sakizaya/Sakizaya.xml,Grammar,Sakizaya,11_S_58,11_S_58_W0,pa-pina,2,zho=3,no,gloss count != form count (genuine mismatch)
Grammar/Sakizaya/Sakizaya.xml,Grammar,Sakizaya,11_S_64,11_S_64_W0,a=nu-yaan,3,zho=3,yes,auto-repaired
Grammar/Sakizaya/Sakizaya.xml,Grammar,Sakizaya,11_S_66,11_S_66_W2,a=ma-ka-azih,4,zho=4,yes,auto-repaired
Grammar/Sakizaya/Sakizaya.xml,Grammar,Sakizaya,12_S_19,12_S_19_W4,a=pa-ka-lahuk,4,zho=4,yes,auto-repaired
Grammar/Sakizaya/Sakizaya.xml,Grammar,Sakizaya,09_S_23,09_S_23_W0,pa-pa-cakay-en,4,zho=5,no,gloss count != form count (genuine mismatch)
Grammar/Sakizaya/Sakizaya.xml,Grammar,Sakizaya,13_S_2,13_S_2_W0,matineng,1,zho=2,no,gloss count != form count (genuine mismatch)
Grammar/Sakizaya/Sakizaya.xml,Grammar,Sakizaya,13_S_27,13_S_27_W1,matengil,1,zho=2,no,gloss count != form count (genuine mismatch)
Grammar/Sakizaya/Sakizaya.xml,Grammar,Sakizaya,13_S_33,13_S_33_W13,a=nu-ayaw,3,zho=3,yes,auto-repaired
Grammar/Sakizaya/Sakizaya.xml,Grammar,Sakizaya,13_S_43,13_S_43_W6,a=ta-iza,3,zho=3,yes,auto-repaired
Grammar/Sakizaya/Sakizaya.xml,Grammar,Sakizaya,13_S_44,13_S_44_W6,a=ta-iza,3,zho=3,yes,auto-repaired
Grammar/Sakizaya/Sakizaya.xml,Grammar,Sakizaya,13_S_45,13_S_45_W6,a=ta-iza,3,zho=3,yes,auto-repaired
Grammar/Sakizaya/Sakizaya.xml,Grammar,Sakizaya,13_S_46,13_S_46_W6,a=ta-iza,3,zho=3,yes,auto-repaired
Grammar/Sakizaya/Sakizaya.xml,Grammar,Sakizaya,05_S_60,05_S_60_W0,manamuh,1,zho=2,no,gloss count != form count (genuine mismatch)
Grammar/Sakizaya/Sakizaya.xml,Grammar,Sakizaya,ap1_S_5,ap1_S_5_W1,a=ta-umah,3,zho=3,yes,auto-repaired
Grammar/Sakizaya/Sakizaya.xml,Grammar,Sakizaya,ap1_S_9,ap1_S_9_W3,a=mi-sanga',3,zho=3,yes,auto-repaired
Grammar/Sakizaya/Sakizaya.xml,Grammar,Sakizaya,ap1_S_77,ap1_S_77_W0,a=nu-yaan,3,zho=3,yes,auto-repaired
Grammar/Sakizaya/Sakizaya.xml,Grammar,Sakizaya,14_S_15,14_S_15_W0,na=ma-lahuk=tu,4,zho=4,yes,auto-repaired
Grammar/Sakizaya/Sakizaya.xml,Grammar,Sakizaya,14_S_22,14_S_22_W1,a=mi-liluc,3,zho=3,yes,auto-repaired
Grammar/Sakizaya/Sakizaya.xml,Grammar,Sakizaya,15_S_8,15_S_8_W2,manamuh,1,zho=2,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,61_S_1,61_S_1_W7,p-u-nahtung-an=ku,5,eng=5;zho=5,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,61_S_1,61_S_1_W13,<ka>kaun-an=cin,4,eng=5;zho=5,no,infix (angle-bracket form)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,61_S_2,61_S_2_W0,nii＝ik,1,eng=2;zho=2,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,61_S_9,61_S_9_W0,maza,1,eng=2;zho=2,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,16_S_1,16_S_1_W0,mahatba,1,eng=2;zho=2,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,57_S_9,57_S_9_W0,m-asabah=ik,3,eng=3;zho=3,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,57_S_11,57_S_11_W2,kaupakaupa,1,eng=2;zho=2,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,57_S_18,57_S_18_W3,na=baliv-un,3,eng=3;zho=3,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,17_S_4,17_S_4_W1,ma-'utung=a,3,eng=3;zho=3,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,37_S_7,37_S_7_W10,masnanava=a.,2,eng=3;zho=3,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,01-1_S_11,01-1_S_11_W2,i-sia,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,47_S_3,47_S_3_W1,mahtu=in,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,51_S_2,51_S_2_W0,ta<i>'aza=ik,3,eng=3;zho=3,no,infix (angle-bracket form)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,51_S_15,51_S_15_W0,maza,1,eng=2;zho=2,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,10-3_S_1,10-3_S_1_W3,pa-siskuav=ku,3,eng=3;zho=3,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,10-3_S_2,10-3_S_2_W3,pa-siskuav=ku,3,eng=3;zho=3,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,03-7_S_6,03-7_S_6_W2,i-sain=tan,3,eng=2;zho=3,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,03-7_S_12,03-7_S_12_W0,na=i-sain=cin,4,eng=3;zho=3,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,03-7_S_19,03-7_S_19_W4,sai-n=tan,3,eng=2;zho=2,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,03-7_S_20,03-7_S_20_W4,sai-n=tan,3,eng=2;zho=2,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,30_S_2,30_S_2_W4,na=ma-p-in-kailas,5,eng=5;zho=5,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,30_S_3,30_S_3_W4,ma-p-in-kailas,4,eng=4;zho=4,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,30_S_5,30_S_5_W3,i-nata.,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,03-6_S_4,03-6_S_4_W2,ma<i>kusia,2,eng=2;zho=3,no,infix (angle-bracket form)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,46_S_4,46_S_4_W6,isaicia,1,eng=2;zho=2,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,46_S_5,46_S_5_W4,isaicia,1,eng=2;zho=2,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,53_S_11,53_S_11_W3,i-huhu,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,53_S_16,53_S_16_W0,ma=davus,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,04_S_7,04_S_7_W0,as=in=ik,3,eng=3;zho=3,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,12_S_8,12_S_8_W0,mu-tunghaz=in,3,eng=3;zho=3,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,24_S_3,24_S_3_W3,Masuhuaz=a,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,49_S_3,49_S_3_W0,m-ihumis=in,3,eng=3;zho=3,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,49_S_5,49_S_5_W1,ma-s<na>nava,3,eng=3;zho=3,no,infix (angle-bracket form)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,49_S_10,49_S_10_W7,pai-klang-an,3,eng=4;zho=4,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,48_S_1,48_S_1_W0,an-dii,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,48_S_1,48_S_1_W1,lukis-ikit=an,3,eng=3;zho=3,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,48_S_4,48_S_4_W1,isaicia,1,eng=1;zho=2,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,48_S_11,48_S_11_W0,an-dii,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,48_S_15,48_S_15_W6,na=si'ail-un=su,4,eng=4;zho=4,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,48_S_17,48_S_17_W2,ma-s<na>nava=cia,4,eng=4;zho=4,no,infix (angle-bracket form)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,48_S_21,48_S_21_W1,ma-p-i-subnuh=su,5,eng=5;zho=5,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,48_S_23,48_S_23_W1,ma-p-i-subnuh=su,5,eng=4;zho=5,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,01-5_S_3,01-5_S_3_W0,nii-ik,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,01-5_S_9,01-5_S_9_W0,na=min-hamisan.,3,eng=3;zho=3,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,64_S_8,64_S_8_W3,m-insuma=a,3,eng=3;zho=2,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,64_S_17,64_S_17_W3,na=unau-un=ku,4,eng=3;zho=3,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,64_S_20,64_S_20_W5,iskakaun,1,eng=1;zho=2,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,64_S_25,64_S_25_W0,<ha>haiap-ik,3,eng=3;zho=3,no,infix (angle-bracket form)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,64_S_34,64_S_34_W0,isain=ik,2,eng=3;zho=3,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,64_S_66,64_S_66_W3,itu,1,eng=2;zho=2,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,64_S_73,64_S_73_W5,is-kusia.,2,eng=3;zho=3,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,13_S_12,13_S_12_W0,ma-si-nauba-nanaz=a,5,eng=5;zho=3,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,52_S_3,52_S_3_W1,ma-luspingaz,2,eng=3;zho=1,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,52_S_3,52_S_3_W11,ma-bananaz,2,eng=3;zho=1,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,52_S_3,52_S_3_W14,ma-luspingaz.,2,eng=3;zho=1,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,52_S_6,52_S_6_W7,min-dahpa=in.,3,eng=3;zho=3,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,52_S_13,52_S_13_W10,i=lumah=cia,3,eng=3;zho=3,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,52_S_16,52_S_16_W2,an-dingal-an,3,eng=3;zho=4,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,29_S_6,29_S_6_W0,i-sia,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,29_S_6,29_S_6_W3,kangavas=an,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,34_S_5,34_S_5_W2,'utung=an,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_19,63_S_19_W2,i-sia,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_24,63_S_24_W0,andipa-un,2,eng=3;zho=2,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_24,63_S_24_W4,i-ngadah,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_25,63_S_25_W0,nii-ik,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_29,63_S_29_W5,laltpugtpunal.,1,eng=2;zho=1,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_31,63_S_31_W4,islunghu-an,2,eng=3;zho=2,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_32,63_S_32_W0,nii-ik,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_35,63_S_35_W0,nii-ik,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_38,63_S_38_W0,nii-ik,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_55,63_S_55_W0,nii-ik,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_61,63_S_61_W0,na=min-hamisan.,3,eng=3;zho=3,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_66,63_S_66_W15,ma'ansum,1,eng=2;zho=2,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_67,63_S_67_W5,na=ku-diip=ik,4,eng=4;zho=4,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_69,63_S_69_W3,i-sain=cin,3,eng=3;zho=3,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_71,63_S_71_W1,ku-sian,2,eng=3;zho=2,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_75,63_S_75_W4,mltingtiliskin,1,eng=2;zho=2,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_77,63_S_77_W6,kalthugthuzas.,1,eng=2;zho=1,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_78,63_S_78_W6,lakangkang.,1,eng=2;zho=2,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_86,63_S_86_W4,pu-ngadah-u=s,4,eng=4;zho=4,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_92,63_S_92_W6,i-sain=cin,3,eng=3;zho=3,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_94,63_S_94_W1,i-sain=tan,3,eng=3;zho=2,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_114,63_S_114_W5,na=mahtu=in,3,eng=4;zho=3,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_155,63_S_155_W2,mas,1,zho=1;eng=1,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_155,63_S_155_W5,pandian.,1,eng=2;zho=1,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_161,63_S_161_W3,si-silas-vahlas=tan,4,eng=5;zho=4,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_186,63_S_186_W0,as=in=ik,3,eng=3;zho=3,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_240,63_S_240_W3,pa-siskuav=ku,3,eng=3;zho=3,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_241,63_S_241_W3,pa-siskuav=ku,3,eng=3;zho=3,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_300,63_S_300_W0,mu-tunghaz=in,3,eng=3;zho=3,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_321,63_S_321_W0,ma-si-nauba-nanaz=a,5,eng=3;zho=5,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_328,63_S_328_W2,mananulu,1,eng=2;zho=2,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_346,63_S_346_W0,mahatba,1,eng=2;zho=2,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_366,63_S_366_W1,ma-'utung=a,3,eng=3;zho=3,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_442,63_S_442_W3,Masuhuaz=a,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_491,63_S_491_W0,i-sia,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_491,63_S_491_W3,kangavas=an,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_496,63_S_496_W4,na=ma-p-in-kailas,5,eng=5;zho=5,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_497,63_S_497_W4,ma-p-in-kailas,4,eng=4;zho=4,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_499,63_S_499_W3,i-nata.,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_526,63_S_526_W4,mani,1,eng=3;zho=1,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_535,63_S_535_W2,'utung=an,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_574,63_S_574_W10,masnanava=a.,2,eng=3;zho=3,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_581,63_S_581_W0,maza,1,eng=1;zho=2,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_628,63_S_628_W2,ka-hu-huzas.,3,eng=3;zho=1,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_652,63_S_652_W1,mahtu=in.,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_654,63_S_654_W2,masial,1,eng=2;zho=2,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_665,63_S_665_W0,an-dii,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_665,63_S_665_W1,lukis-ikit=an,3,eng=3;zho=3,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_673,63_S_673_W1,isu,1,eng=2;zho=1,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_679,63_S_679_W6,na=si'ail-un=su?/,4,eng=4;zho=4,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_684,63_S_684_W7,na=nii=in,3,eng=3;zho=3,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_685,63_S_685_W1,ma-pi-subnuh=su?/,4,eng=4;zho=4,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_689,63_S_689_W0,m-ihumis=in,3,eng=3;zho=3,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_718,63_S_718_W0,taltigt'aza=ik,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_743,63_S_743_W7,min-dahpa=in.,3,eng=3;zho=3,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_744,63_S_744_W10,islunghu-an?/,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_749,63_S_749_W7,masa,1,eng=2;zho=1,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_749,63_S_749_W9,is-lunghu-an?/,3,eng=2;zho=2,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_769,63_S_769_W0,ma=davus,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_770,63_S_770_W1,i=saicia,2,eng=2;zho=2,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_772,63_S_772_W1,taltigtntungu,1,eng=2;zho=2,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_773,63_S_773_W2,taltigtntungu,1,eng=2;zho=1,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_782,63_S_782_W0,m-aun=in,3,eng=3;zho=3,yes,auto-repaired
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_786,63_S_786_W4,iniliskin-an.,2,eng=3;zho=3,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_795,63_S_795_W3,ma'utung=a,2,eng=3;zho=3,no,gloss count != form count (genuine mismatch)
Sentences/Bunun/Bunun.xml,Sentences,Bunun,63_S_796,63_S_796_W5,kaltigtlumah-an,2,eng=3;zho=3,no,gloss count != form count (genuine mismatch)
