filename,s_id,word_count,w_element_count
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,10_S_11,11,9
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,10_S_12,5,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,10_S_13,5,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,10_S_15,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,10_S_21,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,10_S_26,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,10_S_27,12,9
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,10_S_28,8,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,10_S_29,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_2,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_7,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_9,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_10,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_11,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_12,9,8
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_13,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_17,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_23,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_25,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_26,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_30,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_32,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_33,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_34,4,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_36,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_38,4,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_39,4,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_40,12,11
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_42,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_45,6,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_46,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_49,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_50,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_51,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_52,4,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_53,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,06_S_54,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,07_S_2,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,07_S_6,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_1,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_2,3,1
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_3,5,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_4,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_5,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_6,9,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_7,8,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_8,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_9,7,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_10,6,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_14,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_15,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_16,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_19,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_21,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_22,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_23,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_24,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_25,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_26,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_27,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_28,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_29,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_30,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_31,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_32,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_33,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_35,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_36,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_37,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_46,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_47,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_49,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_52,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_54,6,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_55,6,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_56,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_57,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_58,4,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,11_S_59,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,04_S_2,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,04_S_3,8,7
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,04_S_4,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,04_S_7,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,04_S_9,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,04_S_13,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,04_S_16,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,04_S_18,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,04_S_21,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,04_S_22,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,04_S_24,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,04_S_25,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,04_S_27,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,04_S_29,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,04_S_30,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,04_S_31,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,04_S_34,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,04_S_36,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,04_S_37a,7,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,04_S_37b,7,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,04_S_38,6,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,04_S_39,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,04_S_40,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,12_S_1,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,12_S_2,9,7
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,12_S_3,8,7
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,12_S_4,11,9
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,12_S_5,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,12_S_8,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,12_S_13,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,12_S_14,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,12_S_15,6,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,12_S_17,5,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,12_S_18,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,12_S_19,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,08_S_5,4,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,08_S_6,2,1
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,08_S_9,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,08_S_10,8,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,09_S_1,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,09_S_2,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,09_S_4,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,09_S_9,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,09_S_16,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,09_S_17,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_1,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_2,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_3,8,7
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_4,8,7
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_5,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_7,8,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_8,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_9,6,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_10,7,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_11,10,8
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_12,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_13,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_14,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_15,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_16,5,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_17,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_19,11,10
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_23,9,7
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_25,9,8
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_26,14,13
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_27,15,11
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_28,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_29,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_30,7,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_31,11,9
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_33,12,9
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_34,11,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_37,8,7
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_38,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_40,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_42,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,13_S_45,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,05_S_2,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,05_S_3,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,05_S_6,5,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,05_S_7,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,05_S_8,12,10
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,05_S_12,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,05_S_13,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,05_S_14,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,05_S_15,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,05_S_16,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,05_S_17,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,05_S_18,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,05_S_22,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,05_S_24,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,05_S_25,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,05_S_26,6,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,05_S_27,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,05_S_31,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_1,9,7
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_7,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_9,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_10,9,8
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_12,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_13,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_14,17,16
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_16,13,11
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_17,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_18,6,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_19,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_20,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_21,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_23,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_31,9,8
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_32,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_35,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_36,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_37,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_38,10,8
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_39,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_40,10,7
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_41,5,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_42,19,18
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_43,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_45,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_46,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_47,14,11
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_50,10,9
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_52,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_54,11,9
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_56,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_58,9,7
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_59,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_60,7,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_61,9,8
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_62,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_63,11,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_64,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_65,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_66,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_67,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_68,8,7
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_69,15,11
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_70,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_72,8,7
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_74,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_75,9,8
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_79,11,9
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_80,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_81,8,7
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_82,9,8
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_85,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_88,17,14
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_89,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_90,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_95,11,9
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_96,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_97,8,7
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_99,9,8
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,ap1_S_100,11,10
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,14_S_1,6,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,14_S_2,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,14_S_3,17,16
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,14_S_6,6,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,14_S_7,10,8
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,14_S_9,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,14_S_10,9,8
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,14_S_11,9,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,14_S_12,10,7
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,14_S_14,13,10
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,14_S_20,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,14_S_21,8,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,14_S_25,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,14_S_28,8,7
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,14_S_30,13,10
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,14_S_32,12,10
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,15_S_2,9,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,15_S_4,9,8
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,15_S_9,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,15_S_10,13,11
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,15_S_15,10,9
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,15_S_16,12,11
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,15_S_17,14,12
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,15_S_21,10,8
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,15_S_22,9,8
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,15_S_23,7,6
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,15_S_26,6,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,15_S_27,9,7
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,15_S_28,12,11
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,15_S_32,7,5
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,03_S_1,4,3
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,03_S_2,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,03_S_3,5,4
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,03_S_4,2,1
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,03_S_5,3,2
Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,03_S_6,3,2
Final_XML/Sentences/Rukai/Rukai.xml,20200528-FW-Yongfu_S_17,5,4
Final_XML/Sentences/Rukai/Rukai.xml,20200529-FW-Andrea-1_S_6,5,4
Final_XML/Sentences/Rukai/Rukai.xml,20200529-FW-Ludwig_S_10,9,8
Final_XML/Sentences/Rukai/Rukai.xml,20200529-FW-Yongfu-1_S_35,5,4
Final_XML/Sentences/Rukai/Rukai.xml,20200530-FW-Yongfu-1_S_5,7,6
