xml_file,audio_file,words_per_sec,chars_per_sec
Final_XML/Stories/Rukai/Rukai_RukaiNr-frog_Legeai.xml,RukaiNr-frog_Legeai_S8.mp3,2.51,15.69
Final_XML/Stories/Rukai/Rukai_RukaiNr-frog_Legeai.xml,RukaiNr-frog_Legeai_S12.mp3,3.33,17.98
Final_XML/Stories/Rukai/Rukai_RukaiNr-frog_Legeai.xml,RukaiNr-frog_Legeai_S23.mp3,2.67,12.76
Final_XML/Stories/Rukai/Rukai_RukaiNr-frog_Legeai.xml,RukaiNr-frog_Legeai_S29.mp3,2.0,17.26
Final_XML/Stories/Rukai/Rukai_RukaiNr-frog_Legeai.xml,RukaiNr-frog_Legeai_S30.mp3,2.91,17.2
Final_XML/Stories/Rukai/Rukai_RukaiNr-frog_Legeai.xml,RukaiNr-frog_Legeai_S33.mp3,2.12,11.95
Final_XML/Stories/Rukai/Rukai_RukaiNr-frog_Legeai.xml,RukaiNr-frog_Legeai_S36.mp3,2.54,12.89
Final_XML/Stories/Rukai/Rukai_RukaiNr-frog_Legeai.xml,RukaiNr-frog_Legeai_S53.mp3,3.04,17.89
Final_XML/Stories/Rukai/Rukai_RukaiNr-swing_taugadhu.xml,RukaiNr-swing_taugadhu_S28.mp3,2.26,13.92
Final_XML/Stories/Rukai/Rukai_RukaiNr-swing_taugadhu.xml,RukaiNr-swing_taugadhu_S50.mp3,2.11,18.97
Final_XML/Stories/Rukai/Rukai_RukaiNr-swing_taugadhu.xml,RukaiNr-swing_taugadhu_S62.mp3,2.57,19.68
Final_XML/Stories/Rukai/Rukai_RukaiNr-swing_taugadhu.xml,RukaiNr-swing_taugadhu_S76.mp3,2.48,15.62
Final_XML/Stories/Rukai/Rukai_RukaiNr-pear_salrabu.xml,RukaiNr-pear_salrabu_S6.mp3,2.01,11.33
Final_XML/Stories/Rukai/Rukai_RukaiNr-pear_salrabu.xml,RukaiNr-pear_salrabu_S11.mp3,4.08,17.86
Final_XML/Stories/Rukai/Rukai_RukaiNr-pear_salrabu.xml,RukaiNr-pear_salrabu_S14.mp3,1.9,17.06
Final_XML/Stories/Rukai/Rukai_RukaiNr-princess balenge_balenge.xml,RukaiNr-princess balenge_balenge_S10.mp3,2.03,11.46
Final_XML/Stories/Rukai/Rukai_RukaiNr-princess balenge_balenge.xml,RukaiNr-princess balenge_balenge_S24.mp3,4.2,17.27
Final_XML/Stories/Rukai/Rukai_RukaiNr-princess balenge_balenge.xml,RukaiNr-princess balenge_balenge_S29.mp3,2.12,10.75
Final_XML/Stories/Rukai/Rukai_RukaiNr-princess balenge_balenge.xml,RukaiNr-princess balenge_balenge_S30.mp3,2.45,14.14
Final_XML/Stories/Rukai/Rukai_RukaiNr-princess balenge_balenge.xml,RukaiNr-princess balenge_balenge_S38.mp3,2.38,11.4
Final_XML/Stories/Rukai/Rukai_RukaiNr-princess balenge_balenge.xml,RukaiNr-princess balenge_balenge_S41.mp3,1.94,12.41
Final_XML/Stories/Rukai/Rukai_RukaiNr-princess balenge_balenge.xml,RukaiNr-princess balenge_balenge_S67.mp3,2.23,12.12
Final_XML/Stories/Rukai/Rukai_RukaiNr-princess balenge_balenge.xml,RukaiNr-princess balenge_balenge_S70.mp3,2.8,13.63
Final_XML/Stories/Rukai/Rukai_RukaiNr-princess balenge_balenge.xml,RukaiNr-princess balenge_balenge_S81.mp3,2.53,17.08
Final_XML/Stories/Rukai/Rukai_RukaiNr-naming_taugadhu.xml,RukaiNr-naming_taugadhu_S11.mp3,2.52,16.91
Final_XML/Stories/Rukai/Rukai_RukaiNr-naming_taugadhu.xml,RukaiNr-naming_taugadhu_S60.mp3,2.09,15.79
Final_XML/Stories/Rukai/Rukai_RukaiNr-pear_Balenge.xml,RukaiNr-pear_Balenge_S24.mp3,2.61,14.96
Final_XML/Stories/Rukai/Rukai_RukaiNr-pear_Balenge.xml,RukaiNr-pear_Balenge_S25.mp3,3.69,22.5
Final_XML/Stories/Rukai/Rukai_RukaiNr-pear_Balenge.xml,RukaiNr-pear_Balenge_S29.mp3,2.56,14.47
Final_XML/Stories/Rukai/Rukai_RukaiNr-pear_Balenge.xml,RukaiNr-pear_Balenge_S30.mp3,2.56,14.47
Final_XML/Stories/Rukai/Rukai_RukaiNr-pear_Balenge.xml,RukaiNr-pear_Balenge_S31.mp3,2.21,11.55
Final_XML/Stories/Rukai/Rukai_RukaiNr-pear_Legeai.xml,RukaiNr-pear_Legeai_S24.mp3,2.29,13.88
Final_XML/Stories/Rukai/Rukai_RukaiNr-pear_Legeai.xml,RukaiNr-pear_Legeai_S28.mp3,2.33,14.16
Final_XML/Stories/Rukai/Rukai_RukaiNr-pear_Legeai.xml,RukaiNr-pear_Legeai_S32.mp3,2.26,16.8
Final_XML/Stories/Rukai/Rukai_RukaiNr-pear_Legeai.xml,RukaiNr-pear_Legeai_S36.mp3,1.77,17.08
Final_XML/Stories/Rukai/Rukai_RukaiNr-pear_wauki.xml,RukaiNr-pear_wauki_S25.mp3,3.43,18.28
Final_XML/Stories/Rukai/Rukai_RukaiNr-frog_Kainguane.xml,RukaiNr-frog_Kainguane_S15.mp3,2.73,18.32
Final_XML/Stories/Rukai/Rukai_RukaiNr-frog_Kainguane.xml,RukaiNr-frog_Kainguane_S21.mp3,2.92,18.12
Final_XML/Stories/Rukai/Rukai_RukaiNr-frog_Kainguane.xml,RukaiNr-frog_Kainguane_S27.mp3,2.8,19.61
Final_XML/Stories/Rukai/Rukai_RukaiNr-frog_Kainguane.xml,RukaiNr-frog_Kainguane_S38.mp3,2.55,18.89
Final_XML/Stories/Rukai/Rukai_RukaiNr-frog_Kainguane.xml,RukaiNr-frog_Kainguane_S45.mp3,2.5,17.27
Final_XML/Stories/Rukai/Rukai_RukaiNr-frog_Kainguane.xml,RukaiNr-frog_Kainguane_S54.mp3,2.42,16.15
Final_XML/Stories/Rukai/Rukai_RukaiNr-frog_Kainguane.xml,RukaiNr-frog_Kainguane_S59.mp3,2.36,15.51
Final_XML/Stories/Rukai/Rukai_RukaiNr-frog_Kainguane.xml,RukaiNr-frog_Kainguane_S68.mp3,2.57,15.76
Final_XML/Stories/Rukai/Rukai_RukaiNr-frog_Kainguane.xml,RukaiNr-frog_Kainguane_S75.mp3,4.39,20.71
Final_XML/Stories/Rukai/Rukai_RukaiNr-frog_Kainguane.xml,RukaiNr-frog_Kainguane_S81.mp3,2.46,14.97
Final_XML/Stories/Rukai/Rukai_RukaiNr-frog_Kainguane.xml,RukaiNr-frog_Kainguane_S83.mp3,2.9,18.34
Final_XML/Stories/Rukai/Rukai_RukaiNr-frog_Kainguane.xml,RukaiNr-frog_Kainguane_S84.mp3,2.12,14.07
Final_XML/Stories/Rukai/Rukai_RukaiNr-work by men and women_taugadhu.xml,RukaiNr-work by men and women_taugadhu_S12.mp3,2.3,12.82
Final_XML/Stories/Rukai/Rukai_RukaiNr-work by men and women_taugadhu.xml,RukaiNr-work by men and women_taugadhu_S60.mp3,2.72,16.8
Final_XML/Stories/Rukai/Rukai_RukaiNr-work by men and women_taugadhu.xml,RukaiNr-work by men and women_taugadhu_S61.mp3,2.94,21.35
Final_XML/Stories/Rukai/Rukai_RukaiNr-childhood_balenge.xml,RukaiNr-childhood_balenge_S25.mp3,2.17,12.37
Final_XML/Stories/Rukai/Rukai_RukaiNr-childhood_balenge.xml,RukaiNr-childhood_balenge_S35.mp3,2.69,14.9
Final_XML/Stories/Rukai/Rukai_RukaiNr-childhood_balenge.xml,RukaiNr-childhood_balenge_S61.mp3,2.32,12.76
Final_XML/Stories/Rukai/Rukai_RukaiNr-pear_tagas.xml,RukaiNr-pear_tagas_S9.mp3,2.26,13.41
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-palamal_kaniw.xml,skzyNr-palamal_kaniw_S27.mp3,2.2,11.35
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-palamal_kaniw.xml,skzyNr-palamal_kaniw_S56.mp3,4.16,28.29
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-palamal_kaniw.xml,skzyNr-palamal_kaniw_S59.mp3,1.95,12.01
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-palamal_kaniw.xml,skzyNr-palamal_kaniw_S62.mp3,2.39,12.6
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-palamal_kaniw.xml,skzyNr-palamal_kaniw_S63.mp3,2.94,20.61
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-palamal_kaniw.xml,skzyNr-palamal_kaniw_S64.mp3,4.96,30.48
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-palamal_kaniw.xml,skzyNr-palamal_kaniw_S65.mp3,5.1,21.27
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-palamal_kaniw.xml,skzyNr-palamal_kaniw_S66.mp3,4.11,21.2
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-palamal_kaniw.xml,skzyNr-palamal_kaniw_S70.mp3,4.29,20.79
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-palamal_kaniw.xml,skzyNr-palamal_kaniw_S73.mp3,3.23,17.99
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-palamal_kaniw.xml,skzyNr-palamal_kaniw_S75.mp3,3.03,17.08
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-palamal_kaniw.xml,skzyNr-palamal_kaniw_S78.mp3,3.9,19.85
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-palamal_kaniw.xml,skzyNr-palamal_kaniw_S81.mp3,4.25,20.56
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-palamal_kaniw.xml,skzyNr-palamal_kaniw_S83.mp3,4.52,25.06
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-palamal_kaniw.xml,skzyNr-palamal_kaniw_S84.mp3,3.59,21.53
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-palamal_kaniw.xml,skzyNr-palamal_kaniw_S87.mp3,2.76,14.21
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-palamal_kaniw.xml,skzyNr-palamal_kaniw_S91.mp3,2.44,12.01
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-palamal_kaniw.xml,skzyNr-palamal_kaniw_S92.mp3,2.94,17.08
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-palamal_kaniw.xml,skzyNr-palamal_kaniw_S97.mp3,2.9,17.16
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-palamal_kaniw.xml,skzyNr-palamal_kaniw_S98.mp3,4.86,24.91
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-palamal_kaniw.xml,skzyNr-palamal_kaniw_S101.mp3,3.4,21.69
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-palamal_kaniw.xml,skzyNr-palamal_kaniw_S105.mp3,4.79,26.32
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-palamal_kaniw.xml,skzyNr-palamal_kaniw_S106.mp3,3.98,17.9
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-palamal_kaniw.xml,skzyNr-palamal_kaniw_S108.mp3,10.75,48.36
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-palamal_kaniw.xml,skzyNr-palamal_kaniw_S110.mp3,4.85,24.71
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_panay.xml,skzyNr-pear_panay_S0.mp3,1.94,8.94
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_panay.xml,skzyNr-pear_panay_S11.mp3,2.06,9.72
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-class_sinay.xml,skzyNr-class_sinay_S1.mp3,2.43,10.08
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-class_sinay.xml,skzyNr-class_sinay_S57.mp3,1.91,9.83
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-class_sinay.xml,skzyNr-class_sinay_S65.mp3,2.53,13.54
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-class_sinay.xml,skzyNr-class_sinay_S74.mp3,2.63,12.76
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-class_sinay.xml,skzyNr-class_sinay_S78.mp3,2.65,12.51
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-class_sinay.xml,skzyNr-class_sinay_S83.mp3,3.93,18.98
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-rain-kaniw.xml,skzyNr-rain-kaniw_S6.mp3,2.19,10.37
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-rain-kaniw.xml,skzyNr-rain-kaniw_S16.mp3,1.87,9.5
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-rain-kaniw.xml,skzyNr-rain-kaniw_S37.mp3,2.1,11.79
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,skzyNr-pear_dungi_S3.mp3,2.43,11.68
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,skzyNr-pear_dungi_S4.mp3,2.01,10.85
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,skzyNr-pear_dungi_S22.mp3,2.21,11.5
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,skzyNr-pear_dungi_S27.mp3,2.41,13.28
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,skzyNr-pear_dungi_S28.mp3,2.94,14.2
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_dungi.xml,skzyNr-pear_dungi_S38.mp3,2.96,14.13
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,skzyNr-tribalhistory_sinay_S20.mp3,2.26,10.09
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,skzyNr-tribalhistory_sinay_S22.mp3,2.04,9.9
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,skzyNr-tribalhistory_sinay_S31.mp3,2.59,11.36
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,skzyNr-tribalhistory_sinay_S34.mp3,2.22,10.49
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,skzyNr-tribalhistory_sinay_S36.mp3,2.71,12.18
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,skzyNr-tribalhistory_sinay_S39.mp3,1.97,11.65
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,skzyNr-tribalhistory_sinay_S41.mp3,2.55,12.6
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,skzyNr-tribalhistory_sinay_S51.mp3,2.08,13.29
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,skzyNr-tribalhistory_sinay_S76.mp3,2.92,14.95
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,skzyNr-tribalhistory_sinay_S91.mp3,1.96,10.55
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,skzyNr-tribalhistory_sinay_S113.mp3,2.05,8.98
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,skzyNr-tribalhistory_sinay_S116.mp3,2.68,13.71
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,skzyNr-tribalhistory_sinay_S119.mp3,3.65,15.95
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,skzyNr-tribalhistory_sinay_S126.mp3,3.22,14.67
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,skzyNr-tribalhistory_sinay_S132.mp3,2.34,12.76
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,skzyNr-tribalhistory_sinay_S168.mp3,2.34,12.2
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,skzyNr-tribalhistory_sinay_S178.mp3,2.49,13.09
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,skzyNr-tribalhistory_sinay_S179.mp3,2.3,12.65
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,skzyNr-tribalhistory_sinay_S188.mp3,2.33,12.48
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,skzyNr-tribalhistory_sinay_S205.mp3,2.26,11.48
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-tribalhistory_sinay.xml,skzyNr-tribalhistory_sinay_S207.mp3,3.29,14.33
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-hunting_kaniw.xml,skzyNr-hunting_kaniw_S47.mp3,2.53,13.36
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,skzyNr-frog_bunuk_S31.mp3,2.96,13.44
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,skzyNr-frog_bunuk_S37.mp3,2.33,12.88
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_bunuk.xml,skzyNr-frog_bunuk_S70.mp3,2.3,13.11
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,skzyNr-pear_bunuk_S13.mp3,2.36,10.64
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,skzyNr-pear_bunuk_S29.mp3,1.87,8.63
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,skzyNr-pear_bunuk_S30.mp3,2.75,12.9
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-pear_bunuk.xml,skzyNr-pear_bunuk_S56.mp3,2.42,12.11
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,skzyNr-frog_dungi_S6.mp3,2.77,13.13
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,skzyNr-frog_dungi_S8.mp3,2.42,12.26
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,skzyNr-frog_dungi_S14.mp3,2.15,13.04
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,skzyNr-frog_dungi_S19.mp3,2.56,11.79
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,skzyNr-frog_dungi_S22.mp3,3.11,14.38
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_dungi.xml,skzyNr-frog_dungi_S28.mp3,3.25,14.51
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-sapat_Panay.xml,skzyNr-sapat_Panay_S14.mp3,3.02,11.89
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-sapat_Panay.xml,skzyNr-sapat_Panay_S15.mp3,2.52,12.94
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-sapat_Panay.xml,skzyNr-sapat_Panay_S16.mp3,2.08,10.25
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-sapat_Panay.xml,skzyNr-sapat_Panay_S18.mp3,2.46,11.53
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-sapat_Panay.xml,skzyNr-sapat_Panay_S20.mp3,2.37,11.23
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_sinay.xml,skzyNr-frog_sinay_S35.mp3,2.75,14.8
Final_XML/Stories/Sakizaya/Sakizaya_skzyNr-frog_panay.xml,skzyNr-frog_panay_S5.mp3,2.6,14.31
Final_XML/Stories/Bunun/Bunun_bnNr-pear_Ciang.xml,bnNr-pear_Ciang_S23.mp3,2.01,10.65
Final_XML/Stories/Bunun/Bunun_bnNr-pear_Ciang.xml,bnNr-pear_Ciang_S24.mp3,2.17,12.42
Final_XML/Stories/Bunun/Bunun_bnNr-pear_Ciang.xml,bnNr-pear_Ciang_S38.mp3,2.06,10.12
Final_XML/Stories/Bunun/Bunun_bnNr-frog_Adus.xml,bnNr-frog_Adus_S50.mp3,2.5,13.12
Final_XML/Stories/Bunun/Bunun_bnNr-frog_Adus.xml,bnNr-frog_Adus_S58.mp3,2.21,10.89
Final_XML/Stories/Bunun/Bunun_bnNr-frog_Adus.xml,bnNr-frog_Adus_S63.mp3,1.91,12.17
Final_XML/Stories/Bunun/Bunun_bnNr-frog_Laniahu.xml,bnNr-frog_Laniahu_S0.mp3,3.48,22.62
Final_XML/Stories/Bunun/Bunun_bnNr-frog_Laniahu.xml,bnNr-frog_Laniahu_S35.mp3,2.13,17.01
Final_XML/Stories/Bunun/Bunun_bnNr-frog_Laniahu.xml,bnNr-frog_Laniahu_S51.mp3,3.7,23.46
Final_XML/Stories/Bunun/Bunun_bnNr-frog_Laniahu.xml,bnNr-frog_Laniahu_S60.mp3,3.01,18.5
Final_XML/Stories/Bunun/Bunun_bnNr-frog_Laniahu.xml,bnNr-frog_Laniahu_S75.mp3,2.47,20.99
Final_XML/Stories/Bunun/Bunun_bnNr-frog_Laniahu.xml,bnNr-frog_Laniahu_S85.mp3,2.52,17.67
Final_XML/Stories/Bunun/Bunun_bnNr-frog_Laniahu.xml,bnNr-frog_Laniahu_S90.mp3,2.65,11.47
Final_XML/Stories/Bunun/Bunun_bnNr-frog_Laniahu.xml,bnNr-frog_Laniahu_S91.mp3,4.07,25.25
Final_XML/Stories/Bunun/Bunun_bnNr-frog_Laniahu.xml,bnNr-frog_Laniahu_S96.mp3,1.84,18.45
Final_XML/Stories/Bunun/Bunun_bnNr-frog_Laniahu.xml,bnNr-frog_Laniahu_S121.mp3,2.2,13.72
Final_XML/Stories/Bunun/Bunun_bnNr-frog_Laniahu.xml,bnNr-frog_Laniahu_S140.mp3,2.57,16.97
Final_XML/Stories/Bunun/Bunun_bnNr-frog_Laniahu.xml,bnNr-frog_Laniahu_S145.mp3,2.35,11.92
Final_XML/Stories/Bunun/Bunun_bnNr-frog_Samingaz.xml,bnNr-frog_Samingaz_S8.mp3,2.46,13.31
Final_XML/Stories/Bunun/Bunun_bnNr-frog_Samingaz.xml,bnNr-frog_Samingaz_S9.mp3,1.92,11.53
Final_XML/Stories/Bunun/Bunun_bnNr-frog_Samingaz.xml,bnNr-frog_Samingaz_S14.mp3,2.33,14.98
Final_XML/Stories/Bunun/Bunun_bnNr-frog_Samingaz.xml,bnNr-frog_Samingaz_S16.mp3,2.37,11.71
Final_XML/Stories/Bunun/Bunun_bnNr-frog_Samingaz.xml,bnNr-frog_Samingaz_S44.mp3,2.34,13.04
Final_XML/Stories/Bunun/Bunun_bnNr-pear_Samingaz.xml,bnNr-pear_Samingaz_S33.mp3,1.89,11.46
Final_XML/Stories/Bunun/Bunun_bnNr-pear_Samingaz.xml,bnNr-pear_Samingaz_S47.mp3,2.72,13.39
Final_XML/Stories/Bunun/Bunun_bnNr-pear_Samingaz.xml,bnNr-pear_Samingaz_S49.mp3,2.2,12.61
Final_XML/Stories/Bunun/Bunun_bnNr-frog_Talum.xml,bnNr-frog_Talum_S9.mp3,2.29,14.64
Final_XML/Stories/Bunun/Bunun_bnNr-frog_Talum.xml,bnNr-frog_Talum_S30.mp3,2.46,14.4
Final_XML/Stories/Bunun/Bunun_bnNr-frog_Talum.xml,bnNr-frog_Talum_S42.mp3,2.72,14.05
Final_XML/Stories/Bunun/Bunun_bnNr-frog_Talum.xml,bnNr-frog_Talum_S43.mp3,2.42,13.75
Final_XML/Stories/Bunun/Bunun_bnNr-pear_Talum.xml,bnNr-pear_Talum_S11.mp3,2.2,12.17
Final_XML/Stories/Bunun/Bunun_bnNr-pear_Talum.xml,bnNr-pear_Talum_S27.mp3,2.09,9.42
Final_XML/Stories/Bunun/Bunun_bnNr-hunter-becominig-a-bird_Hanaivaz.xml,bnNr-hunter-becominig-a-bird_Hanaivaz_S18.mp3,1.97,12.91
Final_XML/Stories/Bunun/Bunun_bnNr-hunter-becominig-a-bird_Hanaivaz.xml,bnNr-hunter-becominig-a-bird_Hanaivaz_S22.mp3,2.05,12.27
Final_XML/Stories/Bunun/Bunun_bnNr-pear_Laniahu.xml,bnNr-pear_Laniahu_S1.mp3,2.84,17.01
Final_XML/Stories/Bunun/Bunun_bnNr-pear_Laniahu.xml,bnNr-pear_Laniahu_S38.mp3,5.1,24.24
Final_XML/Stories/Bunun/Bunun_bnNr-pear_Laniahu.xml,bnNr-pear_Laniahu_S53.mp3,1.99,10.11
Final_XML/Stories/Bunun/Bunun_bnNr-pear_Laniahu.xml,bnNr-pear_Laniahu_S59.mp3,2.19,10.78
Final_XML/Stories/Bunun/Bunun_bnNr-pear_Laniahu.xml,bnNr-pear_Laniahu_S83.mp3,2.31,15.13
Final_XML/Stories/Bunun/Bunun_bnNr-lazy-daughter_Hanaivaz.xml,bnNr-lazy-daughter_Hanaivaz_S98.mp3,2.55,13.06
Final_XML/Stories/Bunun/Bunun_bnNr-pear_Hanaivaz.xml,bnNr-pear_Hanaivaz_S34.mp3,2.26,13.57
Final_XML/Stories/Bunun/Bunun_bnNr-pear_Hanaivaz.xml,bnNr-pear_Hanaivaz_S39.mp3,2.42,14.12
Final_XML/Stories/Bunun/Bunun_bnNr-frog_Hanaivaz.xml,bnNr-frog_Hanaivaz_S56.mp3,2.07,12.28
Final_XML/Stories/Bunun/Bunun_bnNr-frog_Hanaivaz.xml,bnNr-frog_Hanaivaz_S67.mp3,2.63,13.7
Final_XML/Stories/Amis/Amis_Amis_Nr-intro_ofad.xml,Amis_Nr-intro_ofad_S10.mp3,2.47,11.89
Final_XML/Stories/Amis/Amis_Amis_Nr-intro_ofad.xml,Amis_Nr-intro_ofad_S17.mp3,2.15,11.22
Final_XML/Stories/Amis/Amis_Amis_Nr-peanut_panay.xml,Amis_Nr-peanut_panay_S7.mp3,2.14,11.17
Final_XML/Stories/Amis/Amis_Amis_Nr-frog_zuomei.xml,Amis_Nr-frog_zuomei_S0.mp3,2.06,10.01
Final_XML/Stories/Amis/Amis_Amis_Nr-frog_zuomei.xml,Amis_Nr-frog_zuomei_S7.mp3,2.05,14.47
Final_XML/Stories/Amis/Amis_Amis_Nr-frog_zuomei.xml,Amis_Nr-frog_zuomei_S12.mp3,2.37,13.45
Final_XML/Stories/Amis/Amis_Amis_Nr-frog_zuomei.xml,Amis_Nr-frog_zuomei_S14.mp3,2.46,13.99
Final_XML/Stories/Amis/Amis_Amis_Nr-frog_zuomei.xml,Amis_Nr-frog_zuomei_S19.mp3,2.53,13.41
Final_XML/Stories/Amis/Amis_Amis_Nr-frog_zuomei.xml,Amis_Nr-frog_zuomei_S21.mp3,2.14,11.59
Final_XML/Stories/Amis/Amis_Amis_Nr-frog_minzhu.xml,Amis_Nr-frog_minzhu_S25.mp3,2.28,12.29
Final_XML/Stories/Amis/Amis_Amis_Conv-farming_marang_furayang.xml,Amis_Conv-farming_marang_furayang_S3.mp3,2.42,13.24
Final_XML/Stories/Amis/Amis_Amis_Conv-farming_marang_furayang.xml,Amis_Conv-farming_marang_furayang_S22.mp3,2.0,9.38
Final_XML/Stories/Amis/Amis_Amis_Conv-farming_marang_furayang.xml,Amis_Conv-farming_marang_furayang_S24.mp3,3.44,18.5
Final_XML/Stories/Amis/Amis_Amis_Conv-farming_marang_furayang.xml,Amis_Conv-farming_marang_furayang_S29.mp3,2.09,11.51
Final_XML/Stories/Amis/Amis_Amis_Conv-farming_marang_furayang.xml,Amis_Conv-farming_marang_furayang_S33.mp3,2.3,12.94
Final_XML/Stories/Amis/Amis_Amis_Conv-farming_marang_furayang.xml,Amis_Conv-farming_marang_furayang_S38.mp3,2.12,12.38
Final_XML/Stories/Amis/Amis_Amis_Conv-farming_marang_furayang.xml,Amis_Conv-farming_marang_furayang_S51.mp3,2.61,17.4
