xml_file,audio_file,words_per_sec,chars_per_sec
Final_XML/Stories/Seediq/Seediq_sdqNr-sisin_dakis 2020s.xml,sdqNr-sisin_dakis 2020s_S123.mp3,3.05,17.38
Final_XML/Stories/Seediq/Seediq_sdqNr-sisin_dakis 2020s.xml,sdqNr-sisin_dakis 2020s_S124.mp3,2.72,13.27
Final_XML/Stories/Seediq/Seediq_sdqNr-sisin_dakis 2020s.xml,sdqNr-sisin_dakis 2020s_S125.mp3,3.22,14.85
Final_XML/Stories/Seediq/Seediq_sdqNr-sisin_dakis 2020s.xml,sdqNr-sisin_dakis 2020s_S126.mp3,3.58,18.47
Final_XML/Stories/Seediq/Seediq_sdqNr-sisin_dakis 2020s.xml,sdqNr-sisin_dakis 2020s_S129.mp3,2.61,15.37
Final_XML/Stories/Seediq/Seediq_sdqNr-sisin_dakis 2020s.xml,sdqNr-sisin_dakis 2020s_S130.mp3,2.96,13.64
Final_XML/Stories/Seediq/Seediq_sdqNr-sisin_dakis 2020s.xml,sdqNr-sisin_dakis 2020s_S131.mp3,3.56,16.58
Final_XML/Stories/Seediq/Seediq_sdqNr-sisin_dakis 2020s.xml,sdqNr-sisin_dakis 2020s_S132.mp3,5.17,27.93
Final_XML/Stories/Seediq/Seediq_sdqCon-dialog5_dakis_takun 2020s.xml,sdqCon-dialog5_dakis_takun 2020s_S3.mp3,4.91,22.09
Final_XML/Stories/Seediq/Seediq_sdqCon-dialog5_dakis_takun 2020s.xml,sdqCon-dialog5_dakis_takun 2020s_S8.mp3,7.26,34.32
Final_XML/Stories/Seediq/Seediq_sdqCon-dialog5_dakis_takun 2020s.xml,sdqCon-dialog5_dakis_takun 2020s_S17.mp3,4.01,26.71
Final_XML/Stories/Seediq/Seediq_sdqCon-dialog5_dakis_takun 2020s.xml,sdqCon-dialog5_dakis_takun 2020s_S21.mp3,4.5,20.83
Final_XML/Stories/Seediq/Seediq_sdqCon-dialog5_dakis_takun 2020s.xml,sdqCon-dialog5_dakis_takun 2020s_S24.mp3,4.42,20.61
Final_XML/Stories/Seediq/Seediq_sdqCon-dialog5_dakis_takun 2020s.xml,sdqCon-dialog5_dakis_takun 2020s_S25.mp3,3.12,14.77
Final_XML/Stories/Seediq/Seediq_sdqCon-dialog5_dakis_takun 2020s.xml,sdqCon-dialog5_dakis_takun 2020s_S29.mp3,5.74,31.58
Final_XML/Stories/Seediq/Seediq_sdqCon-dialog5_dakis_takun 2020s.xml,sdqCon-dialog5_dakis_takun 2020s_S31.mp3,3.94,20.27
Final_XML/Stories/Seediq/Seediq_sdqCon-dialog5_dakis_takun 2020s.xml,sdqCon-dialog5_dakis_takun 2020s_S36.mp3,8.61,42.11
Final_XML/Stories/Seediq/Seediq_sdqCon-dialog5_dakis_takun 2020s.xml,sdqCon-dialog5_dakis_takun 2020s_S38.mp3,10.77,56.23
Final_XML/Stories/Seediq/Seediq_sdqCon-dialog5_dakis_takun 2020s.xml,sdqCon-dialog5_dakis_takun 2020s_S66.mp3,3.31,17.96
Final_XML/Stories/Seediq/Seediq_sdqCon-dialog5_dakis_takun 2020s.xml,sdqCon-dialog5_dakis_takun 2020s_S67.mp3,6.38,37.22
Final_XML/Stories/Seediq/Seediq_sdqCon-dialog5_dakis_takun 2020s.xml,sdqCon-dialog5_dakis_takun 2020s_S72.mp3,3.35,18.66
Final_XML/Stories/Seediq/Seediq_sdqCon-dialog5_dakis_takun 2020s.xml,sdqCon-dialog5_dakis_takun 2020s_S81.mp3,4.38,21.33
Final_XML/Stories/Seediq/Seediq_sdqCon-dialog5_dakis_takun 2020s.xml,sdqCon-dialog5_dakis_takun 2020s_S103.mp3,4.45,22.26
Final_XML/Stories/Seediq/Seediq_sdqCon-dialog5_dakis_takun 2020s.xml,sdqCon-dialog5_dakis_takun 2020s_S108.mp3,4.01,20.03
Final_XML/Stories/Seediq/Seediq_sdqCon-dialog5_dakis_takun 2020s.xml,sdqCon-dialog5_dakis_takun 2020s_S115.mp3,3.96,19.8
Final_XML/Stories/Seediq/Seediq_sdqCon-dialog5_dakis_takun 2020s.xml,sdqCon-dialog5_dakis_takun 2020s_S126.mp3,2.86,14.3
Final_XML/Stories/Seediq/Seediq_sdqNr-mother_iwan 2020s.xml,sdqNr-mother_iwan 2020s_S4.mp3,1.96,11.15
Final_XML/Stories/Seediq/Seediq_sdqNr-mother_iwan 2020s.xml,sdqNr-mother_iwan 2020s_S33.mp3,1.94,10.43
Final_XML/Stories/Seediq/Seediq_sdqNr-mother_iwan 2020s.xml,sdqNr-mother_iwan 2020s_S54.mp3,2.15,11.04
Final_XML/Stories/Seediq/Seediq_sdqNr-mother_iwan 2020s.xml,sdqNr-mother_iwan 2020s_S62.mp3,2.39,10.77
Final_XML/Stories/Seediq/Seediq_sdqNr-mother_iwan 2020s.xml,sdqNr-mother_iwan 2020s_S86.mp3,2.29,14.29
Final_XML/Stories/Seediq/Seediq_sdqCon-dialog3_robo_bakan 2021s.xml,sdqCon-dialog3_robo_bakan 2021s_S5.mp3,3.83,17.79
Final_XML/Stories/Seediq/Seediq_sdqCon-dialog3_robo_bakan 2021s.xml,sdqCon-dialog3_robo_bakan 2021s_S8.mp3,10.03,46.48
Final_XML/Stories/Seediq/Seediq_sdqCon-dialog3_robo_bakan 2021s.xml,sdqCon-dialog3_robo_bakan 2021s_S14.mp3,4.06,23.2
Final_XML/Stories/Seediq/Seediq_sdqCon-dialog3_robo_bakan 2021s.xml,sdqCon-dialog3_robo_bakan 2021s_S17.mp3,3.06,17.1
Final_XML/Stories/Seediq/Seediq_sdqCon-dialog3_robo_bakan 2021s.xml,sdqCon-dialog3_robo_bakan 2021s_S19.mp3,6.04,29.21
Final_XML/Stories/Seediq/Seediq_sdqCon-dialog3_robo_bakan 2021s.xml,sdqCon-dialog3_robo_bakan 2021s_S20.mp3,3.3,17.33
Final_XML/Stories/Tsou/Tsou_TsouNr-frog-story-tu.xml,TsouNr-frog-story-tu_S10.mp3,2.55,10.99
Final_XML/Stories/Tsou/Tsou_TsouNr-frog-story-tu.xml,TsouNr-frog-story-tu_S11.mp3,2.3,10.46
Final_XML/Stories/Tsou/Tsou_TsouNr-frog-story-tu.xml,TsouNr-frog-story-tu_S18.mp3,3.77,17.25
Final_XML/Stories/Tsou/Tsou_TsouNr-frog-story-tu.xml,TsouNr-frog-story-tu_S32.mp3,2.32,11.89
Final_XML/Stories/Tsou/Tsou_TsouNr-love-story-zhuang.xml,TsouNr-love-story-zhuang_S7.mp3,2.71,13.38
Final_XML/Stories/Tsou/Tsou_TsouNr-love-story-zhuang.xml,TsouNr-love-story-zhuang_S9.mp3,2.32,12.66
Final_XML/Stories/Tsou/Tsou_TsouNr-love-story-zhuang.xml,TsouNr-love-story-zhuang_S13.mp3,3.56,17.81
Final_XML/Stories/Tsou/Tsou_TsouNr-love-story-zhuang.xml,TsouNr-love-story-zhuang_S15.mp3,2.97,13.75
Final_XML/Stories/Tsou/Tsou_TsouNr-love-story-zhuang.xml,TsouNr-love-story-zhuang_S22.mp3,2.6,12.71
Final_XML/Stories/Tsou/Tsou_TsouNr-love-story-zhuang.xml,TsouNr-love-story-zhuang_S23.mp3,2.71,12.03
Final_XML/Stories/Tsou/Tsou_TsouNr-pear-An.xml,TsouNr-pear-An_S6.mp3,2.08,10.39
Final_XML/Stories/Tsou/Tsou_TsouNr-pear-An.xml,TsouNr-pear-An_S18.mp3,2.16,8.99
Final_XML/Stories/Tsou/Tsou_TsouNr-pear-An.xml,TsouNr-pear-An_S22.mp3,2.5,13.4
Final_XML/Stories/Tsou/Tsou_TsouNr-pear-An.xml,TsouNr-pear-An_S25.mp3,2.41,10.29
Final_XML/Stories/Tsou/Tsou_TsouNr-frog-story-shi.xml,TsouNr-frog-story-shi_S3.mp3,3.04,12.01
Final_XML/Stories/Tsou/Tsou_TsouNr-frog-story-shi.xml,TsouNr-frog-story-shi_S5.mp3,2.16,12.98
Final_XML/Stories/Tsou/Tsou_TsouNr-frog-story-shi.xml,TsouNr-frog-story-shi_S15.mp3,2.61,12.14
Final_XML/Stories/Tsou/Tsou_TsouNr-frog-story-shi.xml,TsouNr-frog-story-shi_S16.mp3,3.33,15.35
Final_XML/Stories/Tsou/Tsou_TsouNr-frog-story-shi.xml,TsouNr-frog-story-shi_S22.mp3,3.14,16.88
Final_XML/Stories/Tsou/Tsou_TsouNr-frog-story-shi.xml,TsouNr-frog-story-shi_S28.mp3,2.02,9.03
Final_XML/Stories/Tsou/Tsou_TsouNr-frog-story-shi.xml,TsouNr-frog-story-shi_S31.mp3,2.53,10.65
Final_XML/Stories/Tsou/Tsou_TsouNr-frog-story-shi.xml,TsouNr-frog-story-shi_S34.mp3,2.53,12.82
Final_XML/Stories/Tsou/Tsou_TsouNr-frog-story-shi.xml,TsouNr-frog-story-shi_S38.mp3,2.28,14.43
Final_XML/Stories/Tsou/Tsou_TsouNr-frog-story-shi.xml,TsouNr-frog-story-shi_S43.mp3,2.54,12.87
Final_XML/Stories/Tsou/Tsou_TsouNr-frog-story-shi.xml,TsouNr-frog-story-shi_S46.mp3,3.56,19.59
Final_XML/Stories/Tsou/Tsou_TsouNr-frog-story-shi.xml,TsouNr-frog-story-shi_S49.mp3,2.9,12.62
Final_XML/Stories/Tsou/Tsou_TsouNr-frog-story-shi.xml,TsouNr-frog-story-shi_S50.mp3,3.48,17.94
Final_XML/Stories/Tsou/Tsou_TsouNr-frog-story-shi.xml,TsouNr-frog-story-shi_S52.mp3,3.2,13.83
Final_XML/Stories/Tsou/Tsou_TsouNr-frog-story-shi.xml,TsouNr-frog-story-shi_S53.mp3,2.33,9.84
Final_XML/Stories/Tsou/Tsou_TsouNr-frog-story-shi.xml,TsouNr-frog-story-shi_S59.mp3,3.41,15.99
Final_XML/Stories/Tsou/Tsou_TsouNr-frog-story-shi.xml,TsouNr-frog-story-shi_S61.mp3,3.43,15.43
Final_XML/Stories/Tsou/Tsou_TsouNr-frog-story-shi.xml,TsouNr-frog-story-shi_S72.mp3,2.96,14.13
Final_XML/Stories/Tsou/Tsou_TsouNr-frog-story-shi.xml,TsouNr-frog-story-shi_S75.mp3,3.52,17.6
Final_XML/Stories/Tsou/Tsou_TsouNr-frog-story-shi.xml,TsouNr-frog-story-shi_S80.mp3,5.89,23.56
Final_XML/Stories/Tsou/Tsou_TsouNr-frog-story-shi.xml,TsouNr-frog-story-shi_S82.mp3,2.7,12.27
Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,Tsou-frog-story-wang-1_S0.mp3,4.1,18.68
Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,Tsou-frog-story-wang-1_S23.mp3,1.92,8.13
Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,Tsou-frog-story-wang-1_S30.mp3,2.67,10.67
Final_XML/Stories/Tsou/Tsou_Tsou-frog-story-wang-1.xml,Tsou-frog-story-wang-1_S39.mp3,2.96,13.42
Final_XML/Stories/Tsou/Tsou_TsouNr_lovestry_wang-2.xml,TsouNr_lovestry_wang-2_S0.mp3,2.02,9.65
Final_XML/Stories/Tsou/Tsou_TsouNr_lovestry_wang-2.xml,TsouNr_lovestry_wang-2_S2.mp3,2.45,11.79
Final_XML/Stories/Tsou/Tsou_TsouNr_lovestry_wang-2.xml,TsouNr_lovestry_wang-2_S5.mp3,2.21,11.63
Final_XML/Stories/Tsou/Tsou_TsouNr_lovestry_wang-2.xml,TsouNr_lovestry_wang-2_S9.mp3,3.0,15.45
Final_XML/Stories/Tsou/Tsou_TsouNr_lovestry_wang-2.xml,TsouNr_lovestry_wang-2_S14.mp3,2.81,12.76
Final_XML/Stories/Tsou/Tsou_TsouConv-informants.xml,TsouConv-informants_S4.mp3,2.68,17.61
Final_XML/Stories/Tsou/Tsou_TsouConv-informants.xml,TsouConv-informants_S8.mp3,2.29,11.59
Final_XML/Stories/Tsou/Tsou_TsouConv-informants.xml,TsouConv-informants_S10.mp3,5.14,22.28
Final_XML/Stories/Tsou/Tsou_TsouConv-informants.xml,TsouConv-informants_S11.mp3,3.62,17.18
Final_XML/Stories/Tsou/Tsou_TsouConv-informants.xml,TsouConv-informants_S16.mp3,2.32,11.75
Final_XML/Stories/Tsou/Tsou_TsouConv-informants.xml,TsouConv-informants_S18.mp3,3.0,12.76
Final_XML/Stories/Tsou/Tsou_TsouConv-informants.xml,TsouConv-informants_S22.mp3,3.15,15.56
Final_XML/Stories/Tsou/Tsou_TsouConv-informants.xml,TsouConv-informants_S50.mp3,3.21,19.87
Final_XML/Stories/Tsou/Tsou_TsouConv-informants.xml,TsouConv-informants_S54.mp3,3.21,16.22
Final_XML/Stories/Tsou/Tsou_TsouConv-informants.xml,TsouConv-informants_S61.mp3,3.75,18.77
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S3.mp3,3.04,12.97
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S5.mp3,5.1,19.14
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S7.mp3,3.06,12.55
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S8.mp3,3.49,15.25
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S12.mp3,1.53,21.44
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S15.mp3,4.07,21.99
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S16.mp3,2.94,15.18
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S17.mp3,2.24,9.66
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S18.mp3,4.38,20.78
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S19.mp3,5.1,17.86
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S21.mp3,3.54,17.01
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S24.mp3,3.7,18.52
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S27.mp3,2.73,20.05
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S30.mp3,3.48,18.1
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S32.mp3,3.67,17.21
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S43.mp3,5.37,25.52
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S46.mp3,3.21,19.01
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S48.mp3,2.77,13.36
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S49.mp3,2.43,13.45
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S54.mp3,4.25,22.81
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S55.mp3,4.13,17.65
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S57.mp3,2.58,10.91
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S62.mp3,2.05,10.56
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S63.mp3,3.02,17.13
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S65.mp3,3.2,13.66
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S66.mp3,3.45,18.76
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S67.mp3,4.06,20.88
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S71.mp3,2.75,12.27
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S72.mp3,3.1,14.63
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S77.mp3,3.8,20.09
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S84.mp3,4.37,19.81
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S85.mp3,4.17,16.41
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S86.mp3,4.87,20.18
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S93.mp3,2.67,19.59
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S94.mp3,2.75,14.38
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S96.mp3,2.84,13.82
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S97.mp3,2.27,13.11
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S99.mp3,4.38,20.78
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S100.mp3,3.83,23.93
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S106.mp3,3.06,14.74
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S112.mp3,2.55,17.01
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S116.mp3,4.79,19.14
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S117.mp3,3.74,17.48
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S119.mp3,3.31,17.96
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S120.mp3,3.56,17.81
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S121.mp3,3.83,17.23
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S123.mp3,3.06,13.84
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S125.mp3,2.01,9.76
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S134.mp3,3.44,19.26
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S136.mp3,3.33,17.6
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S137.mp3,2.0,10.45
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S138.mp3,3.93,18.65
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S140.mp3,5.1,24.24
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S147.mp3,3.8,17.49
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S155.mp3,4.67,17.74
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S157.mp3,3.91,21.09
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S162.mp3,2.15,10.11
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S164.mp3,4.03,22.16
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S166.mp3,2.85,20.97
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S169.mp3,2.73,12.7
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S170.mp3,3.59,19.14
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S171.mp3,3.55,15.21
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S172.mp3,4.25,18.08
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S176.mp3,5.54,24.18
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S177.mp3,4.01,19.14
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S178.mp3,4.05,21.17
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S183.mp3,4.03,20.95
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S184.mp3,3.58,18.58
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S185.mp3,2.09,10.13
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S186.mp3,3.65,15.89
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S187.mp3,3.5,17.76
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S189.mp3,4.4,20.24
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S191.mp3,2.25,18.01
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S195.mp3,3.36,17.46
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S197.mp3,4.12,20.61
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S198.mp3,2.91,15.38
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S202.mp3,4.5,23.64
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S206.mp3,2.14,10.84
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S207.mp3,4.5,22.52
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S209.mp3,4.29,16.5
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S210.mp3,4.79,17.55
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S214.mp3,3.33,21.64
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S220.mp3,5.34,22.26
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S222.mp3,3.19,14.1
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S223.mp3,3.38,14.26
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S225.mp3,3.55,15.97
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S229.mp3,4.42,20.61
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S230.mp3,4.64,19.72
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S233.mp3,3.65,19.44
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S236.mp3,4.38,19.14
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S246.mp3,3.61,17.33
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S251.mp3,2.91,13.08
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S255.mp3,2.44,10.1
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S256.mp3,3.92,19.14
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S258.mp3,4.79,21.53
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S260.mp3,4.5,24.77
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S261.mp3,3.4,17.01
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S263.mp3,3.65,18.23
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S274.mp3,2.13,19.14
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S278.mp3,4.57,23.11
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S280.mp3,3.09,17.29
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S289.mp3,4.19,21.53
Final_XML/Stories/Tsou/Tsou_TsouConv-typhoon.xml,TsouConv-typhoon_S293.mp3,3.33,18.86
Final_XML/Stories/Tsou/Tsou_TsouNr-pear-wang-3.xml,TsouNr-pear-wang-3_S12.mp3,2.54,11.72
Final_XML/Stories/Atayal/Atayal_AtaNr-sowing_Kainu.xml,AtaNr-sowing_Kainu_S22.mp3,1.97,10.74
Final_XML/Stories/Atayal/Atayal_AtaNr-sowing_Kainu.xml,AtaNr-sowing_Kainu_S46.mp3,2.17,10.69
Final_XML/Stories/Atayal/Atayal_AtaNr-sowing_Kainu.xml,AtaNr-sowing_Kainu_S47.mp3,2.18,9.86
Final_XML/Stories/Atayal/Atayal_AtaNr-hunting2_Buyung.xml,AtaNr-hunting2_Buyung_S11.mp3,2.5,10.45
Final_XML/Stories/Atayal/Atayal_AtaNr-hunting2_Buyung.xml,AtaNr-hunting2_Buyung_S12.mp3,2.67,12.82
Final_XML/Stories/Atayal/Atayal_AtaNr-hunting3_Takun.xml,AtaNr-hunting3_Takun_S30.mp3,3.27,21.01
Final_XML/Stories/Atayal/Atayal_AtaNr-proposal_Takun.xml,AtaNr-proposal_Takun_S4.mp3,2.05,10.27
Final_XML/Stories/Atayal/Atayal_AtaNr-proposal_Takun.xml,AtaNr-proposal_Takun_S6.mp3,2.2,10.12
Final_XML/Stories/Atayal/Atayal_AtaNr-weaving_Kagaw.xml,AtaNr-weaving_Kagaw_S8.mp3,2.01,11.42
Final_XML/Stories/Atayal/Atayal_AtaNr-weaving_Kagaw.xml,AtaNr-weaving_Kagaw_S20.mp3,2.57,14.59
Final_XML/Stories/Atayal/Atayal_AtaNr-weaving_Kagaw.xml,AtaNr-weaving_Kagaw_S27.mp3,1.94,9.72
Final_XML/Stories/Atayal/Atayal_AtaNr-weaving_Kagaw.xml,AtaNr-weaving_Kagaw_S31.mp3,1.93,10.98
Final_XML/Stories/Atayal/Atayal_AtaNr-weaving_Kagaw.xml,AtaNr-weaving_Kagaw_S35.mp3,2.48,10.96
Final_XML/Stories/Atayal/Atayal_AtaNr-weaving_Kagaw.xml,AtaNr-weaving_Kagaw_S43.mp3,2.28,10.71
Final_XML/Stories/Atayal/Atayal_AtaNr-weaving_Kagaw.xml,AtaNr-weaving_Kagaw_S62.mp3,2.81,12.76
Final_XML/Stories/Atayal/Atayal_AtaNr-moving_Kainu.xml,AtaNr-moving_Kainu_S19.mp3,1.94,10.47
Final_XML/Stories/Atayal/Atayal_AtaNr-moving_Kainu.xml,AtaNr-moving_Kainu_S26.mp3,2.31,9.97
Final_XML/Stories/Atayal/Atayal_AtaNr-moving_Kainu.xml,AtaNr-moving_Kainu_S30.mp3,1.95,9.46
Final_XML/Stories/Atayal/Atayal_AtaNr-moving_Kainu.xml,AtaNr-moving_Kainu_S45.mp3,2.31,11.39
