rule_id,file,s_id,character,position
c002,Corpora/RauDong/XML/Yami/1. niomahas a longtsang si Kaojinzhong.xml,41,‘,0
c002,Corpora/RauDong/XML/Yami/1. niomahas a longtsang si Kaojinzhong.xml,41,’,10
c002,Corpora/RauDong/XML/Yami/1. niomahas a longtsang si Kaojinzhong.xml,41,‘,0
c002,Corpora/RauDong/XML/Yami/1. niomahas a longtsang si Kaojinzhong.xml,41,’,10
