language,id,kind,bracketed,standard
Tsou,Tsou_4b35d871-e10a-f011-bd65-00155db40116,alternation: one word,cohiona,mo aha'o pohpoepe to ta'esi no cohzona (cohiona).
Tsou,Tsou_4e2fd871-e10a-f011-bd65-00155db40116,alternation: one word,babankake,na'no baankake (babankake) 'o c'osʉ to a'ofeihni to ceonʉ.
Tsou,Tsou_4ed8df6b-e10a-f011-bd65-00155db40116,alternation: one word,suocanza,lea suocania (suocanza) 'o ma'e'evi.
Tsou,Tsou_5096488a-a130-f011-8fad-000d3a8250a0,alternation: one word,tituapiu,mo mon'i ho'ongʉ 'o pcoo to tngoo homo tituapzu (tituapiu) ho pei'i.
Tsou,Tsou_548ee765-e10a-f011-bd65-00155db40116,alternation: one word,vayaeana,ingu'e peongsi (vayaeana).
Tsou,Tsou_58b9e850-8e33-f011-8fad-000d3a8250a0,alternation: one word,tasucza,ho ta'ucu aepʉnga tasucia (tasucza) si yʉsʉ 'a ta'ucu pei'i.
Tsou,Tsou_5c34d871-e10a-f011-bd65-00155db40116,alternation: one word,imia,imza (imia) omsoa.
Tsou,Tsou_5e96488a-a130-f011-8fad-000d3a8250a0,alternation: one word,temza,temia (temza) bohsifou ta bukeu ta fuengu
Tsou,Tsou_5fd7df6b-e10a-f011-bd65-00155db40116,alternation: one word,cohiona,mo mokvo'ʉ to ta'esi no cohzona (cohiona).
Tsou,Tsou_6296488a-a130-f011-8fad-000d3a8250a0,alternation: one word,tahza,patmʉta simo supeopeohʉ ci tahia (tahza).
Tsou,Tsou_688ce765-e10a-f011-bd65-00155db40116,alternation: one word,tahia,patmʉta si mo supeopeohʉ ci tahza (tahia).
Tsou,Tsou_6d30d871-e10a-f011-bd65-00155db40116,alternation: one word,mo,mainci (mo) ma'e'epi si sapcisu?
Tsou,Tsou_74d9df6b-e10a-f011-bd65-00155db40116,alternation: one word,tuapiu,mo nos'oyʉ ta tuapzu (tuapiu) si i'iya.
Tsou,Tsou_7597e765-e10a-f011-bd65-00155db40116,alternation: one word,tituapiu,mo mon'i ho'ongʉ 'o pcoo to tngoo homo tituapzu(tituapiu) ho pei'i.
Tsou,Tsou_768fe765-e10a-f011-bd65-00155db40116,alternation: one word,emoomia,mo botngonʉ 'o la lesmoe'isi ta emoomza (emoomia).
Tsou,Tsou_7796488a-a130-f011-8fad-000d3a8250a0,alternation: one word,mimza,mimia (mimza) uhne soovai ho mhia menfun ne hucma
Tsou,Tsou_7cb9e850-8e33-f011-8fad-000d3a8250a0,alternation: one word,tonghifza,isi hafa to lema'cohio 'o 'o'oko ho tma'ongko to tonghifa (tonghifza).
Tsou,Tsou_80d9df6b-e10a-f011-bd65-00155db40116,alternation: one word,nsoua,mo ac'ʉhʉ to maus'os'o 'o mo maezo yaa nsou (nsoua).
Tsou,Tsou_82d6df6b-e10a-f011-bd65-00155db40116,alternation: one word,tituapiu,mo mon'i ho'ongʉ 'o pcoo to tngoo ho mo tituapzu(tituapiu) ho pei'i.
Tsou,Tsou_8831d871-e10a-f011-bd65-00155db40116,alternation: one word,to,zou hosa ta tfuya 'o isi ma'hi'usni ta (to) lalauya ho pnguu.
Tsou,Tsou_8996488a-a130-f011-8fad-000d3a8250a0,alternation: one word,toniovi,tonzovi (toniovi) si sapcisu.
Tsou,Tsou_8c89e765-e10a-f011-bd65-00155db40116,alternation: one word,mamcino,nahocu ouyu bonʉ ci te'o n'a aono(mamcino).
Tsou,Tsou_8d89e765-e10a-f011-bd65-00155db40116,alternation: one word,mamcino,nahocu aono(mamcino) ci miko'so ca'i.
Tsou,Tsou_9848107f-8c33-f011-8fad-000d3a8250a0,alternation: one word,suocanza,"ita na'no suocania (suocanza) si chae, 'a isi no a'hi'hisa si ceoa?"
Tsou,Tsou_9ac02e97-8c33-f011-8fad-000d3a8250a0,alternation: one word,tote'ia,o'a leatas'a kaebʉ uhto tote'za (tote'ia) ne yafana na taini.
Tsou,Tsou_9bc02e97-8c33-f011-8fad-000d3a8250a0,alternation: one word,tote'ia,mion'a faeva 'o tote'za (tote'ia) ne 'oyonatoatmopsx.
Tsou,Tsou_a231d871-e10a-f011-bd65-00155db40116,alternation: one word,na,ita pa'eingzoti (na) a'mi to tahza.
Tsou,Tsou_a396488a-a130-f011-8fad-000d3a8250a0,alternation: one word,pateoyangza,pateoyangia (pateoyangza) ta coca si ca'hʉ.
Tsou,Tsou_a596488a-a130-f011-8fad-000d3a8250a0,alternation: one word,papaimia,ohola emʉ'i to heome 'o papaimza (papaimia).
Tsou,Tsou_a848107f-8c33-f011-8fad-000d3a8250a0,alternation: one word,tahza,mo emʉm'ʉ tomo mav'ov'o ci tahia (tahza) ne ezoyʉ ne fuengu 'o amo.
Tsou,Tsou_ac91e765-e10a-f011-bd65-00155db40116,alternation: one word,'atutumio,mita cuc'o teofei'i to hia taini 'atutumzo ('atutumio).
Tsou,Tsou_b0c02e97-8c33-f011-8fad-000d3a8250a0,alternation: one word,fʉecʉ'za,mio alʉcu aucunu fʉecʉ'ia (fʉecʉ'za) si f'ʉsʉ ta ino.
Tsou,Tsou_b596488a-a130-f011-8fad-000d3a8250a0,alternation: one word,hosamia,mo man'i 'o 'o'oanʉ ta hosamza (hosamia).
Tsou,Tsou_b796488a-a130-f011-8fad-000d3a8250a0,alternation: one word,ngohza,'a lasi atva'esa ngohia (ngohza) to ak'i si okonosi mamespingi .
Tsou,Tsou_b7d1df6b-e10a-f011-bd65-00155db40116,alternation: one word,tahia,patmʉta simo supeopeohʉ ci tahza(tahia).
Tsou,Tsou_bd90e765-e10a-f011-bd65-00155db40116,alternation: one word,mahi'o,mo na'no mahiz'o (mahi'o) 'o ba'efkoi.
Tsou,Tsou_bdcfdf6b-e10a-f011-bd65-00155db40116,alternation: one word,pasunaeno,"naho n'a matvaho (pasunaeno), pasuya."
Tsou,Tsou_bf96488a-a130-f011-8fad-000d3a8250a0,alternation: one word,topzoha,micu topioha (topzoha) si ohaesasu?
Tsou,Tsou_c196488a-a130-f011-8fad-000d3a8250a0,alternation: one word,ocohioni,teto uhnenu ho ocohzoni (ocohioni)?
Tsou,Tsou_c31d1879-8c33-f011-8fad-000d3a8250a0,alternation: one word,mao'omza,'e mao'omia (mao'omza) ta lalauya zou acʉhʉ 'o'ocea.
Tsou,Tsou_c3d4df6b-e10a-f011-bd65-00155db40116,alternation: one word,tuapzu,tev'ala aemo'a 'o tuapiu (tuapzu) ne coca.
Tsou,Tsou_c695e765-e10a-f011-bd65-00155db40116,alternation: one word,cohiona,tako yuoveia ho p'ani si oko ho cohzona (cohiona).
Tsou,Tsou_d2d4df6b-e10a-f011-bd65-00155db40116,alternation: one word,suocanza,"ita na'no suocania (suocanza) si chae, 'a isino a'hi'hisa si ceoa?"
Tsou,Tsou_d396488a-a130-f011-8fad-000d3a8250a0,alternation: one word,tahia,ita pa'eingzoti na a'mi to tahza (tahia).
Tsou,Tsou_d3d3df6b-e10a-f011-bd65-00155db40116,alternation: one word,tahzapa'ea,mion'a kaebʉ emʉm'ʉ to tahiapa'ea (tahzapa'ea) 'o ino.
Tsou,Tsou_d4d4df6b-e10a-f011-bd65-00155db40116,alternation: one word,tasucza,maincis'a o'teahta tasucia (tasucza) 'o tuapiu ne ciengona?
Tsou,Tsou_d691e765-e10a-f011-bd65-00155db40116,alternation: one word,chaemasʉecʉ,peotpʉtneni ta fatu si cukemono(chaemasʉecʉ).
Tsou,Tsou_da470a73-8c33-f011-8fad-000d3a8250a0,alternation: one word,chaemasʉecʉ,poa peotpʉtneni ta fatu si cukemono(chaemasʉecʉ).
Tsou,Tsou_e38ee765-e10a-f011-bd65-00155db40116,alternation: one word,conino,la couno (conino) mahafo to keʉpʉ ho mo e'ohʉ uhne fuengu.
Tsou,Tsou_e596488a-a130-f011-8fad-000d3a8250a0,alternation: one word,momza,'a huo'ongka ne momia (momza) atavei nouteuyunu 'e conoemoomza na eni.
Tsou,Tsou_e890e765-e10a-f011-bd65-00155db40116,alternation: one word,asno'ionʉ,ala ei'mi to teongo hola asno'zonʉ (asno'ionʉ) tena ko'ko yaa sʉhsʉ.
Tsou,Tsou_e8dadf6b-e10a-f011-bd65-00155db40116,alternation: one word,mimia,mimza (mimia) n'a yupeahngʉyʉ 'e pasuya.
Tsou,Tsou_f090e765-e10a-f011-bd65-00155db40116,alternation: one word,cio'x,suyafa co czo'ʉ (cio'x) ta vihisu.
Tsou,Tsou_f690e765-e10a-f011-bd65-00155db40116,alternation: one word,papaimia,ohola emʉ'i to heome'o papaimza (papaimia).
Tsou,Tsou_fb96488a-a130-f011-8fad-000d3a8250a0,alternation: one word,fxecx'za,mo fxecʉ'ia (fxecx'za) si meipeipi ta apihana.
Tsou,Tsou_ff8fe765-e10a-f011-bd65-00155db40116,alternation: one word,ci,"mac'o (ci) tvaezoya, te tov'ohʉ."
Yami,Yami_29572306-e50a-f011-bd65-00155db40116,alternation: one word,pepnezak,"na papoen do apnezak(pepnezak) na ka toda ngayan do mahep, o na ji meywalami."
Yami,Yami_5a0f2b00-e50a-f011-bd65-00155db40116,alternation: one word,sia,"o akman so sya(sia) kasasaowdan siciaikwa ya am, na ipeyciakatkat no apiya kasasaowdan ta."
Yami,Yami_9fca32fa-e40a-f011-bd65-00155db40116,alternation: one word,pisinmoa,to ta na pi'ikoana (pisinmoa) sira an.
Yami,Yami_a0ca32fa-e40a-f011-bd65-00155db40116,alternation: one word,pivazaya,to mo na pi'ikoana (pivazaya) an.
Yami,Yami_c10a2b00-e50a-f011-bd65-00155db40116,alternation: one word,panganpen,kangay no akma sia a sinavat(panganpen) a ipey'eza.
Atayal,Atayal_22268b97-b80a-f011-bd65-00155db40116,alternation: phrase,cyux kmluh trakis,cyux mahuw trakis kwara' kkneril qalang myan(cyux kmluh trakis).
Bunun,Bunun_035497fe-c70a-f011-bd65-00155db40116,alternation: phrase,nitu mahlis,"Ima tu sui mas siva tu sui mais, pudinunun hai aiza tu mas'anhanpat tu sui, nitu balivun(nitu mahlis)."
Bunun,Bunun_0a5897fe-c70a-f011-bd65-00155db40116,alternation: phrase,madauzung at masvala,"Mu'ampuk amin a bunun sia daisah, muskun kahuzas, Pasibutbut, Malastapang. masumsum dihanin tu mahtuang a sinkuzakuza masaulvaz asidu(madauzung at masvala)."
Bunun,Bunun_30f33187-c70a-f011-bd65-00155db40116,alternation: phrase,sila mas ning-av,"lahahaiban mas lai'laisapuz,silasning-av (sila mas ning-av)."
Paiwan,Paiwan_94d8d0d1-be0a-f011-bd65-00155db40116,alternation: phrase,ni ljatjuvuciulj,aicu a dangedang nia tjuvuciulj ( ni ljatjuvuciulj ).
Puyuma,Puyuma_0549216d-d00a-f011-bd65-00155db40116,alternation: phrase,wadi na babayan,munuma tu ami kanu wadi na mainayan(wadi na babayan) garem?
Puyuma,Puyuma_53f24e49-d00a-f011-bd65-00155db40116,alternation: phrase,kitubangesar lra,"andadaman dra mangayaw i, kiyabatrang a miyabetan (kitubangesar lra). tu atedranay i palakuwan tu kawi."
Puyuma,Puyuma_5fe44090-a130-f011-8fad-000d3a8250a0,alternation: phrase,kitubangesar lra,"an dadaman dra mangayaw i, kiabatrang a miyabetan (kitubangesar lra). tu atedranay i palakuwan tu kawi."
Puyuma,Puyuma_9adb848b-983e-0f2f-c32c-3a1c9ff237fc,alternation: phrase,a Pairang ku tureanan.,mitureanan ku dra Pairang a! (a Pairang ku tureanan.)
Saisiyat,Saisiyat_08506c3a-e30a-f011-bd65-00155db40116,alternation: phrase,hiza 'inmana'a kaka:at.,hiza kaka:at ma'an. (hiza 'inmana'a kaka:at.)
Saisiyat,Saisiyat_1c147434-e30a-f011-bd65-00155db40116,alternation: phrase,siya 'inmita'a kamatortoroe'.,siya kamatortoroe' mita'. (siya 'inmita'a kamatortoroe'.)
Saisiyat,Saisiyat_274e6c3a-e30a-f011-bd65-00155db40116,alternation: phrase,ma'an kaSlar biSbiS.,yako biSbiS ka kaSlar. (ma'an kaSlar biSbiS.)
Saisiyat,Saisiyat_690c7434-e30a-f011-bd65-00155db40116,alternation: phrase,kahiya' ma'an 'ae:o' biSbiS.,yako kahiya' biSbiS ka 'ae:o'. (kahiya' ma'an 'ae:o' biSbiS.)
Saisiyat,Saisiyat_c257fbbc-7d16-8629-304e-3a1f5d62f5dd,alternation: phrase,So'o maSriyae' hi koko' ay?,So'o maSriyae' ay hi koko'? (So'o maSriyae' hi koko' ay?)
Saisiyat,Saisiyat_d2526c3a-e30a-f011-bd65-00155db40116,alternation: phrase,hini 'insiya'a 'aehoe'.,hini nisiya 'aehoe'. (hini 'insiya'a 'aehoe'.)
Thao,Thao_211f7064-e70a-f011-bd65-00155db40116,alternation: phrase,italha uan,a makupit ihu apuy? italhawak(italha uan)!
Thao,Thao_30797f58-e70a-f011-bd65-00155db40116,alternation: phrase,ara uhu,"uka mihu a patatash, haya naak a patatash arahu( ara uhu) matash."
Thao,Thao_47c1775e-e70a-f011-bd65-00155db40116,alternation: phrase,apuy iupan thithu,iupan thithu sa apuy (apuy iupan thithu).
Thao,Thao_50c4775e-e70a-f011-bd65-00155db40116,alternation: phrase,uka sa mara,"muqaqa yaku smuqum naak a tuqris, antu mara (uka sa mara)."
Thao,Thao_51c4775e-e70a-f011-bd65-00155db40116,alternation: phrase,uka sa mara,"muqaqa yaku smuqum naak a papanaq, antu mara (uka sa mara)."
Thao,Thao_5c398752-e70a-f011-bd65-00155db40116,alternation: phrase,min'ananaq sa pruq qashungqariri,"ya puqnuan ita, pruq ya shaunasai iza paqria min'ananaq thithu qashungqariri sa pruq (min'ananaq sa pruq qashungqariri)."
Thao,Thao_76e20c2e-8d33-f011-8fad-000d3a8250a0,alternation: phrase,alhai iakin,minzai thithu afariw sa hulus alhnakin (alhai iakin).
Thao,Thao_94328752-e70a-f011-bd65-00155db40116,alternation: phrase,shmita yaku myathun,minyathun ihu mutusi Qariwan? ua! pinyathun yaku shmital (shmita yaku myathun).
Thao,Thao_997b7f58-e70a-f011-bd65-00155db40116,alternation: phrase,mimphu sa sazum,sazum mimphu (mimphu sa sazum).
Thao,Thao_a01a7064-e70a-f011-bd65-00155db40116,alternation: phrase,rima mathuaw shazkin,"yaku tu ikain(ikahin) shminudap kukulay, rima mathuaw tukakukulay(rima mathuaw shazkin)."
Thao,Thao_b5bc775e-e70a-f011-bd65-00155db40116,alternation: phrase,rushaq titishak,"azazak miarain thmanit, murushrush sa rushaq, titishak sa rushaq(rushaq titishak)."
Thao,Thao_c6ab9646-e70a-f011-bd65-00155db40116,alternation: phrase,"tipur, shanglaw","mat'anak yaku malhuiza pazay (tipur, shanglaw) ."
Thao,Thao_cc4ee68d-8b33-f011-8fad-000d3a8250a0,alternation: phrase,kisui ihu,"kinamuqthaiza ihu, kisai ihu (kisui ihu) ti Kilash a taun mitalha iakin. a'itiza iaku ya ikahin."
Thao,Thao_cd1a7064-e70a-f011-bd65-00155db40116,alternation: phrase,iahiaw flhuq,minu sa mihu a rima qa amaradaradak? iahiaw shminaw (iahiaw flhuq).
Thao,Thao_d6ab9646-e70a-f011-bd65-00155db40116,alternation: phrase,kisui ihu,"kinamuqthaiza ihu, kisai ihu (kisui ihu) ti Kilash a taun mitalha yakin. a'itiza yaku ya ikahin."
Thao,Thao_dbb19646-e70a-f011-bd65-00155db40116,alternation: phrase,"amutusi yaku hudun,","klhiw mutun a malhituz yaku.a muntua ihu? (amutusi yaku hudun,) a malhituz yaku sa klhiw."
Thao,Thao_e5777f58-e70a-f011-bd65-00155db40116,alternation: phrase,lina wa patikrin,ina ya amutusi shmaila miaqay patikrinan sa patikrin (lina wa patikrin).
Thao,Thao_ea777f58-e70a-f011-bd65-00155db40116,alternation: phrase,araran thithu patikrinin.,"intua sa naak a patikrin? ba! araran thithu, patikrinin thithu! (araran thithu patikrinin.)"
Thao,Thao_f1787f58-e70a-f011-bd65-00155db40116,alternation: phrase,buut antatan sa rima,"huya wa thau talahan sa rima, antatan sa buut sa rima (buut antatan sa rima)."
Truku,Truku_740ad012-ef0a-f011-bd65-00155db40116,alternation: phrase,krung sulay,Gisu ku tmdudux quwaq ( krung sulay ).
Truku,Truku_cd0ad012-ef0a-f011-bd65-00155db40116,alternation: phrase,sikaw bari,Sika sikabari! Sun smagi ka bgihur.(sikaw bari)
Yami,Yami_91c432fa-e40a-f011-bd65-00155db40116,alternation: phrase,a among,ya apira o mo nimayakan (a among)?
Amis,Amis_6fd8d0fa-ae0a-f011-bd65-00155db40116,annotation: Chinese,溪名,O raeked niyam o kapah a tala Fadangaw(溪名).
Atayal,Atayal_2afb0203-b90a-f011-bd65-00155db40116_c,annotation: Chinese,要說話者必須站起來.,pkayal su ke' ga siki' ms'urux.(要說話者必須站起來.)
Atayal,Atayal_2e62fb08-b90a-f011-bd65-00155db40116_a,annotation: Chinese,我去砍一下屋外的空地,say maku' smalit cikay tanux na ngasal maku' ha.(我去砍一下屋外的空地)
Atayal,Atayal_6760fb08-b90a-f011-bd65-00155db40116_b,annotation: Chinese,爸爸開始在田間翻土了,cyux t'aring qmibu slaq qu yaba' la.(爸爸開始在田間翻土了)
Atayal,Atayal_7df60203-b90a-f011-bd65-00155db40116_c,annotation: Chinese,"不要隨意到河邊玩,淹水很危險","laxi hmut musa mzwi syaw bsilung gi inkoxun balay hunluy nya. (不要隨意到河邊玩,淹水很危險)"
Atayal,Atayal_ab7b4598-8a33-f011-8fad-000d3a8250a0_b,annotation: Chinese,"你剎車時,請慢慢煞,以免我們撞到頭","qmroq su turak ga, hhwazi cikuy. ptacing tunux ta' la.(你剎車時,請慢慢煞,以免我們撞到頭)"
Atayal,Atayal_adf40203-b90a-f011-bd65-00155db40116,annotation: Chinese,你從哪裡來?,kahul su' inu'?(你從哪裡來?)
Atayal,Atayal_b060fb08-b90a-f011-bd65-00155db40116_b,annotation: Chinese,"你剎車時,請慢慢煞,以免我們撞到頭","qmroq su turak ga, hhwazi cikuy. ptacing tunux ta' la.(你剎車時,請慢慢煞,以免我們撞到頭)"
Atayal,Atayal_db5efb08-b90a-f011-bd65-00155db40116_b,annotation: Chinese,好好剖這隻動物,inblaq mwak qutux qsinu qani.(好好剖這隻動物)
Bunun,Bunun_0fde1fd4-8a33-f011-8fad-000d3a8250a0_b,annotation: Chinese,台東hazumui,Kaupa mabananaz aizan mas buhul(台東hazumui).
Bunun,Bunun_13cea6f2-c70a-f011-bd65-00155db40116,annotation: Chinese,台東ihluupcia,Matmuzin ingadah sia luupcia(台東ihluupcia) a izuk.
Bunun,Bunun_15cea6f2-c70a-f011-bd65-00155db40116,annotation: Chinese,台東mahulpiah,Matua inak tama mangabzan(台東mahulpiah) tu lukis
Bunun,Bunun_1ee024cb-8867-f011-8fae-000d3a8250a0,annotation: Chinese,台東mahdial,Mais hinudanan tu daan hai mahsial(台東mahdial) asa tu mananulu.
Bunun,Bunun_25cea6f2-c70a-f011-bd65-00155db40116,annotation: Chinese,南投螞蟻'ahlua,Mavia sapalan tu supaha iahlua tu?(南投螞蟻'ahlua)
Bunun,Bunun_28d0a6f2-c70a-f011-bd65-00155db40116_b,annotation: Chinese,南投,supah isian lukiscia a puktu(南投).
Bunun,Bunun_2bd1a6f2-c70a-f011-bd65-00155db40116,annotation: Chinese,台東cindimal,Mais cinbilva(台東cindimal) a bilva hai sansinghalun dihanin
Bunun,Bunun_388eaeec-c70a-f011-bd65-00155db40116,annotation: Chinese,台東mazamazav,katu a'azaz(台東mazamazav) mais labianmishang.
Bunun,Bunun_3f8eaeec-c70a-f011-bd65-00155db40116,annotation: Chinese,台東pudanuman,Lahangvang(lakangkang) tama sia tabucia(台東pudanuman)
Bunun,Bunun_485d97fe-c70a-f011-bd65-00155db40116,annotation: Chinese,高雄sanganin,kuisa kasu unisin (高雄sanganin).
Bunun,Bunun_48d1a6f2-c70a-f011-bd65-00155db40116,annotation: Chinese,台東takula,Aiza isaincin ima tu sisiuh(台東takula) .
Bunun,Bunun_505d97fe-c70a-f011-bd65-00155db40116,annotation: Chinese,台東madaulu,Madulu(台東madaulu) isaicia vahvah.
Bunun,Bunun_5e5d97fe-c70a-f011-bd65-00155db40116,annotation: Chinese,台東maldalavdav,Mais maladavdav(台東maldalavdav) dihanin hai kulumahin saikin.
Bunun,Bunun_615d97fe-c70a-f011-bd65-00155db40116,annotation: Chinese,台東bangkal,Madanuh a inaak cina mas paaz sian tanbu(台東bangkal).
Bunun,Bunun_63cfa6f2-c70a-f011-bd65-00155db40116,annotation: Chinese,naubamaluspingaz南投,Ilumah a inaak naubapingaz(naubamaluspingaz南投).
Bunun,Bunun_7691aeec-c70a-f011-bd65-00155db40116,annotation: Chinese,台東dulaz,Mapit'unu kaimin dulav(台東dulaz) haising.
Bunun,Bunun_89d2a6f2-c70a-f011-bd65-00155db40116,annotation: Chinese,台東madaimpus,Tapazav maduha madinpus(台東madaimpus) sian sukucia
Bunun,Bunun_8e55b6e6-c70a-f011-bd65-00155db40116,annotation: Chinese,台東macistak,Macisbang(台東macistak) itucinacia bikni.
Bunun,Bunun_8f55b6e6-c70a-f011-bd65-00155db40116,annotation: Chinese,台東dimal,Niitu kunata mudadan mais aiza bilva(台東dimal) nasanbilvaun
Bunun,Bunun_9655b6e6-c70a-f011-bd65-00155db40116_b,annotation: Chinese,台東hazumui,Kaupa mabananaz aizan mas buhul(台東hazumui).
Bunun,Bunun_9855b6e6-c70a-f011-bd65-00155db40116,annotation: Chinese,台東baungan,Kahna tama mas minkuangin tu bungan(台東baungan).
Bunun,Bunun_ccd3a6f2-c70a-f011-bd65-00155db40116,annotation: Chinese,台東sintahu,Tusingav saikin mas is tama tu sinlala.(台東sintahu)
Bunun,Bunun_d48faeec-c70a-f011-bd65-00155db40116,annotation: Chinese,台東mahaisun,Mahaizu(台東mahaisun) pandianan kaunun
Bunun,Bunun_df8caeec-c70a-f011-bd65-00155db40116,annotation: Chinese,台東supah,madia(台東supah) ivutaz maun mas sinsuaz tu tamana.
Bunun,Bunun_eb54b6e6-c70a-f011-bd65-00155db40116_a,annotation: Chinese,台東tuhu,Madanghas a itu'utung bahan(台東tuhu).
Bunun,Bunun_eb54b6e6-c70a-f011-bd65-00155db40116_b,annotation: Chinese,台東tuhu,madiul a itu'utung bahan(台東tuhu).
Bunun,Bunun_edcea6f2-c70a-f011-bd65-00155db40116,annotation: Chinese,台東muvausah,Muvasaha(台東muvausah) danuma a.
Bunun,Bunun_f0cea6f2-c70a-f011-bd65-00155db40116,annotation: Chinese,台東unisin,Naminsuma inak sanganin(台東unisin) pancinaun .
Bunun,Bunun_f28eaeec-c70a-f011-bd65-00155db40116,annotation: Chinese,台東kislausan,Mananulu kakatu kispulan(台東kislausan) mas mabahis tu danum.
Paiwan,Paiwan_28310ea2-be0a-f011-bd65-00155db40116,annotation: Chinese,瑪家村,ti giljegiljaw a nia daihiu i makazayazaya(瑪家村).
Paiwan,Paiwan_477306a8-be0a-f011-bd65-00155db40116,annotation: Chinese,女子名,ti mulitan(女子名) a galju ni kina tjai rungrung(男子名).
Paiwan,Paiwan_477306a8-be0a-f011-bd65-00155db40116,annotation: Chinese,男子名,ti mulitan(女子名) a galju ni kina tjai rungrung(男子名).
Paiwan,Paiwan_5edafead-be0a-f011-bd65-00155db40116,annotation: Chinese,高雄,izua tjaljiqaca aravac a tatuluqan i takaw(高雄).
Paiwan,Paiwan_989ad8cb-be0a-f011-bd65-00155db40116,annotation: Chinese,書,tjengelay aken a pacucun tua kinacalisianan a hung(書).
Paiwan,Paiwan_d5d8fead-be0a-f011-bd65-00155db40116,annotation: Chinese,日,aicu atja minbunsiu(日) tja sikeljang tu senemaitjen.
Seediq,Seediq_0047efb4-f40a-f011-bd65-00155db40116,annotation: Chinese,日,Ga Pawan Bungu hii gokosyo (日) nami saya.
Thao,Thao_04693a5e-8d33-f011-8fad-000d3a8250a0,annotation: Chinese,或faqlhuan a tinnuun,ya numanuma qafay ya tinnuun (或faqlhuan a tinnuun) miaqay pasain ainuz a fafaw a qaradaw paqihaw amaqa dai amakundur.
Thao,Thao_6ac7775e-e70a-f011-bd65-00155db40116,annotation: Chinese,或faqlhuan a tinun,"ya numanuma qafay ya tinun (或faqlhuan a tinun) miaqay pasain aynu a fafaw a qaradaw paqihaw amaqa dai amakundur. myazay s izai lhalhahi, palanan, qafay, pisainuan ainuz fafaw a qaradaw paqihaw."
Sakizaya,Sakizaya_031466db-f00a-f011-bd65-00155db40116,number,101,u miasikay i satakalaway a luma' (101) ci Panay.
