file,W_id,M_id,W_form,W_all_M_forms,this_M_form,this_M_gloss,n_M_in_W
PaiwanCh2_083.xml,083S3W12,083S3W12M0,sinipasan,in=si | pa | sane,in=si,perf=if,3
PaiwanCh2_083.xml,083S11W3,083S11W3M1,nakeman,na | em=kan,em=kan,af=eat,2
PaiwanCh2_084.xml,084S33W4,084S33W4M0,kinasaluan,in=ka | salu | an,in=ka,perf=stat,3
PaiwanCh2_085.xml,085S4W13,085S4W13M1,kapalisilisi,ka | lisi=palisi,lisi=palisi,red=taboo,2
PaiwanCh2_085.xml,085S5W8,085S5W8M0,tjinutsauan.,in=tju | tsau | an,in=tju,perf=apart,3
PaiwanCh2_085.xml,085S8W5,085S8W5M0,sinikipapuluqem,in=si | ki | pa | pu | luqem,in=si,perf=if,5
PaiwanCh2_085.xml,085S8W7,085S8W7M0,sinitjuap,in=si | tjuap,in=si,perf=if,2
PaiwanCh2_085.xml,085S8W9,085S8W9M0,sinikipuvatjuɫayan,in=si | ki | pu | vatjuɫayan,in=si,perf=if,4
PaiwanCh2_085.xml,085S8W12,085S8W12M0,pinakitjukuda,in=pa | ki | tju | kuda,in=pa,perf=cause,4
PaiwanCh2_085.xml,085S10W8,085S10W8M0,sinipatjavang,in=si | pa | tjavang,in=si,perf=if,3
PaiwanCh2_085.xml,085S14W8,085S14W8M0,"kinatsavatsavan,",in=ka | tsava | tsavan,in=ka,perf=main,3
PaiwanCh2_085.xml,085S14W12,085S14W12M1,nasema,na | em=sa,em=sa,af=go,2
PaiwanCh2_085.xml,085S17W1,085S17W1M0,sinizurung,in=si | zurung,in=si,perf=if,2
PaiwanCh2_085.xml,085S21W3,085S21W3M0,ɫemaui,em=ɫa | ui,em=ɫa,af=really,2
PaiwanCh2_085.xml,085S26W2,085S26W2M0,qematsuvung,em=qa | tsuvung,em=qa,af=?,2
PaiwanCh2_086.xml,086S5W21,086S5W21M0,"djarayadjayadjay,",ar=djaya | djayadjay,ar=djaya,qal=red,2
PaiwanCh2_086.xml,086S9W9,086S9W9M0,ɫemliaw,em=ɫe | liaw,em=ɫe,af=go.to,2
PaiwanCh2_087.xml,087S1W11,087S1W11M1,mamamaw.,ma | ma=amaw,ma=amaw,red=same,2
PaiwanCh2_087.xml,087S15W5,087S15W5M0,kemakan,em=ka | kan,em=ka,af=red,2
PaiwanCh2_087.xml,087S17W2,087S17W2M2,sikasaqetjuqetju,si | ka | qetju=saqetju,qetju=saqetju,red=painful,3
PaiwanCh2_087.xml,087S22W6,087S22W6M0,semainu,em=sa | inu,em=sa,af=go,2
PaiwanCh2_087.xml,087S25W2,087S25W2M1,sipatsatsay,si | tsa=patsay,tsa=patsay,red=die,2
PaiwanCh2_087.xml,087S27W1,087S27W1M1,sipatsatsay,si | tsa=patsay,tsa=patsay,red=die,2
PaiwanCh2_087.xml,087S29W1,087S29W1M1,sipatsatsay,si | tsa=patsay,tsa=patsay,red=die,2
PaiwanCh2_087.xml,087S40W1,087S40W1M1,sipatsatsay,si | tsa=patsay,tsa=patsay,red=die,2
PaiwanCh2_088.xml,088S12W4,088S12W4M1,siqunevunevuɫ,si | nevu=qunevuɫ,nevu=qunevuɫ,red=give.gift,2
PaiwanCh2_088.xml,088S14W10,088S14W10M1,sikinmusaɫ.,si | in=ki | musa | ɫ,in=ki,perf=do,4
PaiwanCh2_088.xml,088S17W10,088S17W10M0,"kiniqayaman,",in=ki | qayam | an,in=ki,perf=do,3
PaiwanCh2_088.xml,088S17W16,088S17W16M0,siniteperuk,in=si | teperuk,in=si,perf=if,2
PaiwanCh2_088.xml,088S17W18,088S17W18M0,"qinaɫan,",in=qaɫa | an,in=qaɫa,perf=outsider,2
PaiwanCh2_088.xml,088S17W28,088S17W28M0,sinipakizing.,in=si | pa | kizing,in=si,perf=if,3
PaiwanCh2_089.xml,089S2W5,089S2W5M1,natemekel,na | em=tekel,em=tekel,af=drink,2
PaiwanCh2_090.xml,090S4W13,090S4W13M0,penulingelingetj,in=pu | linge | lingetj,in=pu,perf=have,3
PaiwanCh2_090.xml,090S9W7,090S9W7M0,kinatsavitsaviɫan,in=ka | tsavi | tsaviɫ | an,in=ka,perf=past,4
PaiwanCh2_090.xml,090S10W6,090S10W6M0,pinatsunan,in=pa | tsun | an,in=pa,perf=cause,3
PaiwanCh2_090.xml,090S10W9,090S10W9M0,tsinuvuqan.,in=tsuvuq | an,in=tsuvuq,perf=sprout,2
PaiwanCh2_090.xml,090S11W12,090S11W12M0,tsinuvuqan(?).,in=tsuvuq | an,in=tsuvuq,perf=sprout,2
PaiwanCh2_090.xml,090S12W8,090S12W8M0,sinikuletj,in=si | kuletj,in=si,perf=if,2
PaiwanCh2_090.xml,090S12W16,090S12W16M0,sinipenetj,in=si | penetj,in=si,perf=if,2
PaiwanCh2_091.xml,091S5W8,091S5W8M0,tjemavatjavang,em=tjava | tjavang,em=tjava,af=red,2
PaiwanCh2_091.xml,091S6W13,091S6W13M0,venangavangaɫ,en=vanga | vangaɫ,en=vanga,af=red,2
PaiwanCh2_091.xml,091S8W4,091S8W4M0,tsinuvuqan,in=tsuvuq | an,in=tsuvuq,perf=sprout,2
PaiwanCh2_091.xml,091S9W12,091S9W12M0,ɫemanguɫanguy,em=ɫangu | ɫanguy,em=ɫangu,af=red,2
PaiwanCh2_091.xml,091S11W3,091S11W3M0,kinaqusaw,in=ka | qusaw,in=ka,perf=stat,2
PaiwanCh2_091.xml,091S14W9,091S14W9M0,"kemudakuda?""",em=kuda | kuda,em=kuda,af=red,2
PaiwanCh2_091.xml,091S15W8,091S15W8M1,pasemalaw,pa | em=salaw,em=salaw,af=tell,2
PaiwanCh2_091.xml,091S22W10,091S22W10M0,"kinaizuanan,",in=ka | i | zua | anan,in=ka,perf=?,4
PaiwanCh2_091.xml,091S22W35,091S22W35M0,"kinaizuanan,",in=ka | i | zua | anan,in=ka,perf=?,4
PaiwanCh2_091.xml,091S24W4,091S24W4M2,patjatjautsiketsikelu,pa | tja | tsike=tjautsikel | u,tsike=tjautsikel,red=story,4
PaiwanCh2_091.xml,091S24W15,091S24W15M0,sintsevungan(?),in=se | tsevung | an,in=se,perf=invol,3
PaiwanCh2_091.xml,091S26W7,091S26W7M0,ɫemitaɫita,em=ɫita | ɫita,em=ɫita,af=red,2
PaiwanCh2_091.xml,091S26W9,091S26W9M0,kinaitjaritekuan,in=ka | i | tjari | teku | an,in=ka,perf=main,5
PaiwanCh2_091.xml,091S27W12,091S27W12M0,"kinaizuanan,",in=ka | i | zua | anan,in=ka,perf=?,4
PaiwanCh2_092.xml,092S1W3,092S1W3M1,pasemalaw,pa | em=salaw,em=salaw,af=tell,2
PaiwanCh2_092.xml,092S2W22,092S2W22M0,sinisusu,in=si | susu,in=si,perf=if,2
PaiwanCh2_092.xml,092S5W8,092S5W8M3,kapatatevelavela,ka | pa | ta | vela=tevela,vela=tevela,red=answer,4
PaiwanCh2_092.xml,092S7W21,092S7W21M1,nakemasi,na | em=kasi,em=kasi,af=from,2
PaiwanCh2_092.xml,092S9W6,092S9W6M0,sinipaqayam,in=si | pa | qayam,in=si,perf=if,3
PaiwanCh2_092.xml,092S9W41,092S9W41M0,kininemneman.,in=kinemnem | an,in=kinemnem,perf=think,2
PaiwanCh2_092.xml,092S11W5,092S11W5M1,"napenapadjulu,",na | in=pa | pa | djulu,in=pa,perf=cause,4
PaiwanCh2_092.xml,092S13W10,092S13W10M0,kinitjuayan,in=ki | tjuay | an,in=ki,perf=do,3
PaiwanCh2_092.xml,092S13W12,092S13W12M0,kiniɫaɫaungan,in=ki | ɫa | ɫaung | an,in=ki,perf=do,4
PaiwanCh2_092.xml,092S13W24,092S13W24M1,"nasemalimsim,",na | m=al=simsim,m=al=simsim,af=qal=pity,2
PaiwanCh2_092.xml,092S13W29,092S13W29M1,napenapeqauqaung,na | in=pa | pe | qau | qaung,in=pa,perf=cause,5
PaiwanCh2_092.xml,092S16W14,092S16W14M0,kininemneman,in=kinemnem | an,in=kinemnem,perf=think,2
PaiwanCh2_092.xml,092S16W24,092S16W24M0,sinipaquliqulidan,in=si | pa | quli | qulid | an,in=si,perf=if,5
PaiwanCh2_092.xml,092S16W29,092S16W29M0,kininemneman.,in=kinemnem | an,in=kinemnem,perf=think,2
PaiwanCh2_092.xml,092S17W6,092S17W6M1,nalemanaw(?),na | em=lanaw,em=lanaw,af=decide?,2
PaiwanCh2_092.xml,092S17W10,092S17W10M0,pinaquliqulidanen,in=pa | quli | qulid | an | en,in=pa,perf=cause,5
PaiwanCh2_092.xml,092S17W13,092S17W13M0,"kininemneman,",in=kinemnem | an,in=kinemnem,perf=think,2
PaiwanCh2_092.xml,092S17W18,092S17W18M0,"pinarumaya,",in=pa | ru | ma | aya,in=pa,perf=cause,4
PaiwanCh2_092.xml,092S17W34,092S17W34M0,kematsukatsu,em=katsu | katsu,em=katsu,af=red,2
PaiwanCh2_092.xml,092S24W28,092S24W28M1,"napenapadjulu,",na | in=pa | pa | djulu,in=pa,perf=cause,4
PaiwanCh2_092.xml,092S24W51,092S24W51M0,sinalimsiman.,in=al=simsim | an,in=al=simsim,perf=qal=pity,2
PaiwanCh2_092.xml,092S25W13,092S25W13M0,kinamiaminan,in=ka | ami | amin | an,in=ka,perf=?,4
PaiwanCh2_092.xml,092S25W15,092S25W15M0,pinapuɫatan,in=pa | puɫat | an,in=pa,perf=cause,3
PaiwanCh2_092.xml,092S31W6,092S31W6M0,pinakakaizuazua,in=pa | ka | ka | i | zua | zua,in=pa,perf=cause,6
PaiwanCh2_092.xml,092S31W9,092S31W9M0,pinakakudakudanga,in=pa | ka | kuda | kuda | anga,in=pa,perf=cause,5
PaiwanCh2_092.xml,092S35W4,092S35W4M0,minadjeledjele,in=ma | djele | djele,in=ma,perf=stat,3
PaiwanCh2_092.xml,092S35W7,092S35W7M0,kininemneman.,in=kinemnem | an,in=kinemnem,perf=think,2
PaiwanCh2_092.xml,092S36W14,092S36W14M0,kininemneman,in=kinemnem | an,in=kinemnem,perf=think,2
PaiwanCh2_092.xml,092S36W17,092S36W17M0,sinipaqayam.,in=si | pa | qayam,in=si,perf=if,3
PaiwanCh2_092.xml,092S38W3,092S38W3M0,semainu,em=sa | inu,em=sa,af=go,2
PaiwanCh2_092.xml,092S38W10,092S38W10M0,"qempuqepu,",m=qepu | qepu,m=qepu,af=red,2
PaiwanCh2_092.xml,092S40W11,092S40W11M0,"kininemneman,",in=kinemnem | an,in=kinemnem,perf=think,2
PaiwanCh2_092.xml,092S41W2,092S41W2M1,nasemalimsim,na | em=al=simsim,em=al=simsim,af=qal=pity,2
PaiwanCh2_092.xml,092S45W16,092S45W16M0,kininemneman,in=kinemnem | an,in=kinemnem,perf=think,2
PaiwanCh2_092.xml,092S45W21,092S45W21M1,"napenapadjulu,",na | in=pa | pa | djulu,in=pa,perf=cause,4
PaiwanCh2_092.xml,092S45W32,092S45W32M0,pinalangedan,in=pa | langeda | an,in=pa,perf=cause,3
PaiwanCh2_092.xml,092S45W40,092S45W40M0,kininemneman.,in=kinemnem | an,in=kinemnem,perf=think,2
PaiwanCh2_092.xml,092S46W14,092S46W14M0,kininemneman,in=kinemnem | an,in=kinemnem,perf=think,2
PaiwanCh2_092.xml,092S52W22,092S52W22M1,qaqivuivu-i,qa | ivu=qivu | i,ivu=qivu,red=speak,3
PaiwanCh2_092.xml,092S52W39,092S52W39M0,kininemneman,in=kinemnem | an,in=kinemnem,perf=think,2
PaiwanCh2_092.xml,092S54W7,092S54W7M0,tinveteveɫ,in=tive | teveɫ,in=tive,perf=red,2
PaiwanCh2_092.xml,092S54W11,092S54W11M1,"naqemati,",na | em=qati,em=qati,af=create,2
PaiwanCh2_093.xml,093S1W35,093S1W35M1,paɫalualuayi,pa | lua=ɫaluay | i,lua=ɫaluay,red=clear,3
PaiwanCh2_093.xml,093S2W18,093S2W18M1,naqemati,na | em=qati,em=qati,af=create,2
PaiwanCh2_093.xml,093S5W3,093S5W3M0,kina-i-Tayuangan,in=ka | i | Tayuang | an,in=ka,perf=past,4
PaiwanCh2_093.xml,093S5W16,093S5W16M1,pasemalaw,pa | em=salaw,em=salaw,af=tell,2
PaiwanCh2_093.xml,093S5W22,093S5W22M0,tjemtjautsikel.,em=tj | tjautsikel,em=tj,af=red,2
PaiwanCh2_093.xml,093S7W4,093S7W4M0,pinapupitsulan,in=pa | pu | pitsul | an,in=pa,perf=cause,4
PaiwanCh2_093.xml,093S8W11,093S8W11M0,kina-i-Tayuangan.,in=ka | i | Tayuang | an,in=ka,perf=past,4
PaiwanCh2_093.xml,093S9W20,093S9W20M0,kinasi-Tayuangan,in=ka | si | Tayuang | an,in=ka,perf=past,4
PaiwanCh2_093.xml,093S11W5,093S11W5M0,"kinizangan,",in=ki | zang | an,in=ki,perf=self,3
PaiwanCh2_093.xml,093S11W9,093S11W9M0,"pinapupitsulan,",in=pa | pu | pitsul | an,in=pa,perf=cause,4
PaiwanCh2_093.xml,093S11W13,093S11W13M0,pinakatsuatsuay,in=pa | ka | tsua | tsuay,in=pa,perf=cause,4
PaiwanCh2_093.xml,093S11W17,093S11W17M1,naqemati,na | em=qati,em=qati,af=create,2
PaiwanCh2_093.xml,093S12W18,093S12W18M1,napenakalevanga,na | en=pa | ka | leva | anga,en=pa,af=cause,5
PaiwanCh2_094.xml,094S2W8,094S2W8M0,kinaitaitan,in=ka | ita | ita | an,in=ka,perf=main,4
PaiwanCh2_094.xml,094S8W12,094S8W12M1,nalemingdjeɫ,na | em=lingdjeɫ,em=lingdjeɫ,af=stand.on.end,2
PaiwanCh2_094.xml,094S8W18,094S8W18M0,kinatsautsauan,in=ka | tsau | tsau | an,in=ka,perf=main,4
PaiwanCh2_094.xml,094S9W16,094S9W16M1,sisalimsim,si | al=simsim,al=simsim,qal=pity,2
PaiwanCh2_094.xml,094S12W3,094S12W3M0,kinaimazan,in=ka | i | maza | an,in=ka,perf=?,4
PaiwanCh2_094.xml,094S12W4,094S12W4M1,kisamuɫamuɫa,ki | muɫa=samuɫa,muɫa=samuɫa,red=urgent,2
PaiwanCh2_094.xml,094S12W7,094S12W7M0,kematsalisianan,em=ka | tsalisi | an | an,em=ka,af=main,4
PaiwanCh2_094.xml,094S13W15,094S13W15M0,kinatsalisianan.,in=ka | tsalisi | an | an,in=ka,perf=main,4
PaiwanCh2_094.xml,094S16W17,094S16W17M0,"kininemneman,",in=kinemnem | an,in=kinemnem,perf=think,2
PaiwanCh2_094.xml,094S16W19,094S16W19M1,kisamuɫamuɫa-i,ki | muɫa=samuɫa | i,muɫa=samuɫa,red=urgent,3
PaiwanCh2_095.xml,095S1W8,095S1W8M1,naqemati,na | em=qati,em=qati,af=create,2
PaiwanCh2_095.xml,095S2W10,095S2W10M1,"naqemati,",na | em=qati,em=qati,af=create,2
PaiwanCh2_095.xml,095S3W5,095S3W5M0,pinasuɫivatjan,in=pa | suɫivatj | an,in=pa,perf=cause,3
PaiwanCh2_095.xml,095S3W10,095S3W10M0,kinizangan,in=ki | zang | an,in=ki,perf=do,3
PaiwanCh2_095.xml,095S3W14,095S3W14M0,pinatsalivat,in=pa | tsalivat,in=pa,perf=cause,2
PaiwanCh2_095.xml,095S4W13,095S4W13M0,semenasenay,em=sena | senay,em=sena,af=red,2
PaiwanCh2_095.xml,095S4W16,095S4W16M0,semupusupu,em=supu | supu,em=supu,af=red,2
PaiwanCh2_095.xml,095S5W6,095S5W6M1,"naɫemaluay,",na | em=ɫaluay,em=ɫaluay,af=clear,2
PaiwanCh2_095.xml,095S5W11,095S5W11M0,kinizangan,in=ki | zang | an,in=ki,perf=do,3
PaiwanCh2_095.xml,095S5W20,095S5W20M0,kinaqepuan.,in=ka | qepu | an,in=ka,perf=stat,3
PaiwanCh2_095.xml,095S6W8,095S6W8M1,natemavelak,na | em=ta | velak,em=ta,af=past,3
PaiwanCh2_095.xml,095S6W18,095S6W18M0,kinaqepuan.,in=ka | qepu | an,in=ka,perf=stat,3
PaiwanCh2_095.xml,095S7W10,095S7W10M0,pinaka,in=pa | maka,in=pa,perf=cause,2
PaiwanCh2_096.xml,096S6W5,096S6W5M1,nakemasi,na | em=kasi,em=kasi,af=from,2
PaiwanCh2_096.xml,096S9W10,096S9W10M1,kisamuɫamuɫa,ki | muɫa=samuɫa,muɫa=samuɫa,red=urgent,2
PaiwanCh2_096.xml,096S10W3,096S10W3M0,pinatsunan.,in=pa | tsun | an,in=pa,perf=cause,3
PaiwanCh2_096.xml,096S15W5,096S15W5M0,kinavavavan,in=ka | va | va | vaw | an,in=ka,perf=?,5
PaiwanCh2_096.xml,096S25W10,096S25W10M0,"qemauqaung,",em=qau | qaung,em=qau,af=red,2
PaiwanCh2_096.xml,096S25W15,096S25W15M1,"nasemalimsim,",na | em=al=simsim,em=al=simsim,af=qal=pity,2
PaiwanCh2_096.xml,096S30W7,096S30W7M1,naqemati,na | em=qati,em=qati,af=create,2
PaiwanCh2_096.xml,096S37W15,096S37W15M1,natjemiatjiak,na | em=tjia | tjiak,em=tjia,af=red,3
PaiwanCh2_096.xml,096S38W5,096S38W5M2,pitjakemɫamɫang,pi | tja | m=m=ɫa=keɫang,m=m=ɫa=keɫang,af=af=red=know,3
PaiwanCh2_096.xml,096S39W3,096S39W3M1,naqemati,na | em=qati,em=qati,af=create,2
PaiwanCh2_096.xml,096S39W6,096S39W6M1,naqemati,na | em=qati,em=qati,af=create,2
PaiwanCh2_096.xml,096S40W5,096S40W5M1,nasemanviliɫ.,na | em=sane | viliɫ,em=sane,af=make,3
PaiwanCh2_096.xml,096S46W12,096S46W12M0,kinizangan,in=ki | zang | an,in=ki,perf=do,3
PaiwanCh2_096.xml,096S46W16,096S46W16M0,sinukuban,in=sukub | an,in=sukub,perf=bow.head,2
PaiwanCh2_096.xml,096S47W19,096S47W19M0,sinipakizangan,in=si | pa | ki | zang | an,in=si,perf=if,5
PaiwanCh2_096.xml,096S48W6,096S48W6M0,pinaka,in=pa | maka,in=pa,perf=cause,2
PaiwanCh2_097.xml,097S2W11,097S2W11M1,nakemuda,na | em=kuda,em=kuda,af=do.what,2
PaiwanCh2_097.xml,097S4W28,097S4W28M1,naqemati,na | em=qati,em=qati,af=create,2
PaiwanCh2_097.xml,097S5W13,097S5W13M1,"nakemuda,",na | em=kuda,em=kuda,af=do.what,2
PaiwanCh2_097.xml,097S10W6,097S10W6M0,inulinulian,nuli=inuli | an,nuli=inuli,red=pray,2
PaiwanCh2_097.xml,097S11W5,097S11W5M0,zemangazangal,em=zanga | zangal,em=zanga,af=red,2
PaiwanCh2_097.xml,097S12W14,097S12W14M1,navenala,na | in=vala,in=vala,perf=able,2
PaiwanCh2_097.xml,097S13W7,097S13W7M0,ventsivetsik,n=vetsi | vetsik,n=vetsi,af=red,2
PaiwanCh2_097.xml,097S13W17,097S13W17M1,nakemuda,na | em=kuda,em=kuda,af=do.what,2
PaiwanCh2_097.xml,097S13W19,097S13W19M0,"zinukeran,",in=zuker | an,in=zuker,perf=arrive,2
PaiwanCh2_097.xml,097S17W13,097S17W13M0,?inaimazan,in=ka | i | maza | an,in=ka,perf=stat,4
PaiwanCh2_097.xml,097S18W11,097S18W11M1,nazemuker,na | em=zuker,em=zuker,af=arrive,2
PaiwanCh2_098.xml,098S6W4,098S6W4M1,nazemuker,na | em=zuker,em=zuker,af=arrive,2
PaiwanCh2_099.xml,099S4W16,099S4W16M0,kinatsalisianan.,in=ka | tsalisi | an | an,in=ka,perf=main,4
PaiwanCh2_099.xml,099S6W12,099S6W12M2,"sikainulinuli,",si | ka | nuli=inuli,nuli=inuli,red=pray,3
PaiwanCh2_099.xml,099S6W16,099S6W16M0,temudutudur,em=tudu | tudur,em=tudu,af=red,2
PaiwanCh2_099.xml,099S8W9,099S8W9M0,vinaikan,in=vaik | an,in=vaik,perf=leave,2
PaiwanCh2_099.xml,099S8W14,099S8W14M0,kinipaqenetjan,in=ki | pa | qenetj | an,in=ki,perf=do,4
PaiwanCh2_099.xml,099S8W17,099S8W17M1,kainulinulian,ka | nuli=inuli | an,nuli=inuli,red=pray,3
PaiwanCh2_100.xml,100S1W3,100S1W3M0,"siningelitan,",in=singelit | an,in=singelit,perf=miss,2
PaiwanCh2_100.xml,100S2W8,100S2W8M0,vinaikan,in=vaik | an,in=vaik,perf=leave,2
PaiwanCh2_100.xml,100S4W2,100S4W2M0,kemudakuda,em=kuda | kuda,em=kuda,af=red,2
PaiwanCh2_100.xml,100S4W6,100S4W6M1,"kisamuɫamuɫa,",ki | muɫa=samuɫa,muɫa=samuɫa,red=urgent,2
PaiwanCh2_100.xml,100S5W7,100S5W7M0,pinazazekazekatj,in=pa | za | zeka | zekatj,in=pa,perf=cause,4
PaiwanCh2_100.xml,100S6W8,100S6W8M0,ventsivetsik,n=vetsi | vetsik,n=vetsi,af=red,2
PaiwanCh2_100.xml,100S6W21,100S6W21M1,pasemalaw,pa | em=salaw,em=salaw,af=tell,2
PaiwanCh2_100.xml,100S6W24,100S6W24M0,kematsalisianan,em=ka | tsalisi | an | an,em=ka,af=main,4
PaiwanCh2_100.xml,100S7W9,100S7W9M0,pinazazekazekatj,in=pa | za | zeka | zekatj,in=pa,perf=cause,4
PaiwanCh2_100.xml,100S7W19,100S7W19M0,"kinaikatsauanan,",in=ka | i | ka | tsau | an | an,in=ka,perf=?,6
PaiwanCh2_100.xml,100S8W9,100S8W9M0,pinazazekazekatj,in=pa | za | zeka | zekatj,in=pa,perf=cause,4
PaiwanCh2_100.xml,100S10W20,100S10W20M0,kininemneman,in=kinemnem | an,in=kinemnem,perf=think,2
PaiwanCh2_100.xml,100S10W23,100S10W23M0,kinatsautsauan,in=ka | tsau | tsau | an,in=ka,perf=main,4
PaiwanCh2_100.xml,100S11W36,100S11W36M2,namaparutsunuq,na | ma | ar=pu | tsunuq,ar=pu,randomly=have,4
PaiwanCh2_100.xml,100S12W11,100S12W11M0,"vinaikan,",in=vaik | an,in=vaik,perf=leave,2
PaiwanCh2_100.xml,100S15W13,100S15W13M0,kinizangan,in=ki | zang | an,in=ki,perf=do,3
PaiwanCh2_100.xml,100S15W20,100S15W20M1,kisamuɫamuɫa,ki | muɫa=samuɫa,muɫa=samuɫa,red=urgent,2
PaiwanCh2_100.xml,100S16W14,100S16W14M0,kemudakudanga,em=kuda | kuda | anga,em=kuda,af=red,3
PaiwanCh2_100.xml,100S16W24,100S16W24M0,kinatsalisianan.,in=ka | tsalisi | an | an,in=ka,perf=main,4
