language,dialect,segmented_sentences,glossed_proportion,audio_count,audio_time,eng_transl_count,zho_transl_count,word_count,file_count
trv,,0,0.0,0,0.0,16,28,543,
xsy,,0,0.0,0,0.0,16,28,585,
