# Clip names already published on Hugging Face, keyed by the span they
# cover. A per-sentence clip is sliced out of the whole-story recording
# named by AUDIO/@url, so the span -- not the sentence id -- is what
# identifies it. Recording the mapping here pins those names for good:
# a rebuild that renumbers sentences keeps every clip whose audio is
# unchanged, and only genuinely new spans need slicing.
#
# occurrence disambiguates the 15 spans that appear twice within one
# story; it counts from 0 in document order.
#
# Provenance: the AUDIO elements of the corpus as published on main,
# which is what the Hugging Face dataset was sliced from.
story_stem	start	end	occurrence	clip
KavNr-map_buya	35.72	38.4	0	KavNr-map_buya_S12.mp3
KavNr-map_buya	38.4	41.57	0	KavNr-map_buya_S13.mp3
KavNr-map_buya	41.57	43.48	0	KavNr-map_buya_S14.mp3
KavNr-map_buya	43.48	46.09	0	KavNr-map_buya_S15.mp3
KavNr-map_buya	46.09	51.07	0	KavNr-map_buya_S16.mp3
KavNr-map_buya	51.07	55.58	0	KavNr-map_buya_S17.mp3
KavNr-map_buya	55.58	57.16	0	KavNr-map_buya_S18.mp3
KavNr-map_buya	57.16	60.95	0	KavNr-map_buya_S19.mp3
KavNr-map_buya	60.95	63.25	0	KavNr-map_buya_S20.mp3
KavNr-map_buya	63.25	65.48	0	KavNr-map_buya_S21.mp3
KavNr-map_buya	65.48	68.02	0	KavNr-map_buya_S22.mp3
KavNr-map_buya	68.02	71.6	0	KavNr-map_buya_S23.mp3
KavNr-map_buya	71.6	73.98	0	KavNr-map_buya_S24.mp3
KavNr-map_buya	73.98	80.52	0	KavNr-map_buya_S25.mp3
KavNr-map_buya	80.52	82.97	0	KavNr-map_buya_S26.mp3
KavNr-map_buya	82.97	85.54	0	KavNr-map_buya_S27.mp3
KavNr-map_buya	85.54	86.59	0	KavNr-map_buya_S28.mp3
KavNr-map_buya	86.59	89.86	0	KavNr-map_buya_S29.mp3
KavNr-map_buya	89.86	92.66	0	KavNr-map_buya_S30.mp3
KavNr-map_buya	92.66	94.19	0	KavNr-map_buya_S31.mp3
KavNr-map_buya	94.19	95.4	0	KavNr-map_buya_S32.mp3
KavNr-map_buya	95.4	97.11	0	KavNr-map_buya_S33.mp3
KavNr-map_buya	97.11	99.53	0	KavNr-map_buya_S34.mp3
KavNr-map_buya	99.53	104.39	0	KavNr-map_buya_S35.mp3
KavNr-map_buya	104.39	106.01	0	KavNr-map_buya_S36.mp3
KavNr-map_buya	106.01	107.47	0	KavNr-map_buya_S37.mp3
KavNr-map_buya	107.47	109.76	0	KavNr-map_buya_S38.mp3
KavNr-map_imuy	0.0	5.43	0	KavNr-map_imuy_S0.mp3
KavNr-map_imuy	5.43	9.78	0	KavNr-map_imuy_S1.mp3
KavNr-map_imuy	9.78	13.09	0	KavNr-map_imuy_S2.mp3
KavNr-map_imuy	13.09	18.58	0	KavNr-map_imuy_S3.mp3
KavNr-map_imuy	18.58	22.51	0	KavNr-map_imuy_S4.mp3
KavNr-map_imuy	22.51	26.96	0	KavNr-map_imuy_S5.mp3
KavNr-map_imuy	26.96	35.72	0	KavNr-map_imuy_S6.mp3
KavNr-map_imuy	35.72	40.82	0	KavNr-map_imuy_S7.mp3
KavNr-map_imuy	40.82	44.53	0	KavNr-map_imuy_S8.mp3
KavNr-map_imuy	44.53	49.97	0	KavNr-map_imuy_S9.mp3
KavNr-map_imuy	49.97	53.51	0	KavNr-map_imuy_S10.mp3
KavNr-map_imuy	53.51	59.49	0	KavNr-map_imuy_S11.mp3
KavNr-map_imuy	59.49	63.11	0	KavNr-map_imuy_S12.mp3
KavNr-map_syulan	0.0	3.15	0	KavNr-map_syulan_S0.mp3
KavNr-map_syulan	3.15	5.86	0	KavNr-map_syulan_S1.mp3
KavNr-map_syulan	5.86	8.82	0	KavNr-map_syulan_S2.mp3
KavNr-map_syulan	8.82	9.92	0	KavNr-map_syulan_S3.mp3
KavNr-map_syulan	9.92	14.74	0	KavNr-map_syulan_S4.mp3
KavNr-map_syulan	14.74	17.98	0	KavNr-map_syulan_S5.mp3
KavNr-map_syulan	17.98	20.84	0	KavNr-map_syulan_S6.mp3
KavNr-map_syulan	20.84	24.11	0	KavNr-map_syulan_S7.mp3
KavNr-map_syulan	24.11	26.91	0	KavNr-map_syulan_S8.mp3
KavNr-map_syulan	26.91	30.33	0	KavNr-map_syulan_S9.mp3
KavNr-map_syulan	30.33	31.58	0	KavNr-map_syulan_S10.mp3
KavNr-map_syulan	31.58	35.09	0	KavNr-map_syulan_S11.mp3
KavNr-map_syulan	35.09	38.07	0	KavNr-map_syulan_S12.mp3
KavNr-map_syulan	38.07	41.84	0	KavNr-map_syulan_S13.mp3
KavNr-map_syulan	41.84	44.49	0	KavNr-map_syulan_S14.mp3
KavNr-map_syulan	44.49	47.87	0	KavNr-map_syulan_S15.mp3
KavNr-map_syulan	47.87	51.24	0	KavNr-map_syulan_S16.mp3
KavNr-map_syulan	51.24	52.8	0	KavNr-map_syulan_S17.mp3
KavNr-pear_Haciang	0.0	2.15	0	KavNr-pear_Haciang_S0.mp3
KavNr-pear_Haciang	2.15	6.79	0	KavNr-pear_Haciang_S1.mp3
KavNr-pear_Haciang	6.79	13.61	0	KavNr-pear_Haciang_S2.mp3
KavNr-pear_Haciang	13.61	17.48	0	KavNr-pear_Haciang_S3.mp3
KavNr-pear_Haciang	17.48	18.44	0	KavNr-pear_Haciang_S4.mp3
KavNr-pear_Haciang	18.44	19.92	0	KavNr-pear_Haciang_S5.mp3
KavNr-pear_Haciang	19.92	27.71	0	KavNr-pear_Haciang_S6.mp3
KavNr-pear_Haciang	27.71	32.32	0	KavNr-pear_Haciang_S7.mp3
KavNr-pear_Haciang	32.32	36.0	0	KavNr-pear_Haciang_S8.mp3
KavNr-pear_Haciang	36.0	42.11	0	KavNr-pear_Haciang_S9.mp3
KavNr-pear_Haciang	42.11	46.07	0	KavNr-pear_Haciang_S10.mp3
KavNr-pear_Haciang	46.07	51.79	0	KavNr-pear_Haciang_S11.mp3
KavNr-pear_Haciang	51.79	55.94	0	KavNr-pear_Haciang_S12.mp3
KavNr-pear_Haciang	55.94	57.1	0	KavNr-pear_Haciang_S13.mp3
KavNr-pear_Haciang	57.1	61.87	0	KavNr-pear_Haciang_S14.mp3
KavNr-pear_Haciang	61.87	64.17	0	KavNr-pear_Haciang_S15.mp3
KavNr-pear_Haciang	64.17	66.49	0	KavNr-pear_Haciang_S16.mp3
KavNr-pear_Haciang	66.49	69.28	0	KavNr-pear_Haciang_S17.mp3
KavNr-pear_Haciang	69.28	72.73	0	KavNr-pear_Haciang_S18.mp3
KavNr-pear_Haciang	72.73	73.41	0	KavNr-pear_Haciang_S19.mp3
KavNr-pear_Haciang	73.41	77.14	0	KavNr-pear_Haciang_S20.mp3
KavNr-pear_Haciang	77.14	80.56	0	KavNr-pear_Haciang_S21.mp3
KavNr-pear_Haciang	80.56	85.64	0	KavNr-pear_Haciang_S22.mp3
KavNr-pear_Haciang	85.64	88.21	0	KavNr-pear_Haciang_S23.mp3
KavNr-pear_Haciang	88.21	90.69	0	KavNr-pear_Haciang_S24.mp3
KavNr-pear_Haciang	90.69	94.06	0	KavNr-pear_Haciang_S25.mp3
KavNr-pear_Haciang	94.06	97.35	0	KavNr-pear_Haciang_S26.mp3
KavNr-pear_Haciang	97.35	101.12	0	KavNr-pear_Haciang_S27.mp3
KavNr-pear_Haciang	101.12	104.38	0	KavNr-pear_Haciang_S28.mp3
KavNr-pear_Haciang	104.38	107.95	0	KavNr-pear_Haciang_S29.mp3
KavNr-pear_Haciang	107.95	112.61	0	KavNr-pear_Haciang_S30.mp3
KavNr-pear_Haciang	112.61	116.43	0	KavNr-pear_Haciang_S31.mp3
KavNr-pear_Haciang	116.43	121.67	0	KavNr-pear_Haciang_S32.mp3
KavNr-pear_Haciang	121.67	127.89	0	KavNr-pear_Haciang_S33.mp3
KavNr-pear_Haciang	127.89	130.31	0	KavNr-pear_Haciang_S34.mp3
KavNr-pear_Haciang	130.31	133.97	0	KavNr-pear_Haciang_S35.mp3
KavNr-pear_Haciang	133.97	137.52	0	KavNr-pear_Haciang_S36.mp3
KavNr-pear_Haciang	137.52	142.58	0	KavNr-pear_Haciang_S37.mp3
KavNr-pear_Haciang	142.58	145.1	0	KavNr-pear_Haciang_S38.mp3
KavNr-pear_Haciang	145.1	148.67	0	KavNr-pear_Haciang_S39.mp3
KavNr-pear_Haciang	148.67	153.59	0	KavNr-pear_Haciang_S40.mp3
KavNr-pear_Haciang	153.59	155.51	0	KavNr-pear_Haciang_S41.mp3
KavNr-pear_Haciang	155.51	160.21	0	KavNr-pear_Haciang_S42.mp3
KavNr-pear_Haciang	160.21	161.67	0	KavNr-pear_Haciang_S43.mp3
KavNr-pear_Haciang	161.67	163.34	0	KavNr-pear_Haciang_S44.mp3
KavNr-pear_Haciang	163.34	165.85	0	KavNr-pear_Haciang_S45.mp3
KavNr-pear_Haciang	165.85	169.39	0	KavNr-pear_Haciang_S46.mp3
KavNr-pear_Haciang	169.39	172.2	0	KavNr-pear_Haciang_S47.mp3
KavNr-pear_Haciang	172.2	174.14	0	KavNr-pear_Haciang_S48.mp3
KavNr-pear_Haciang	174.14	177.28	0	KavNr-pear_Haciang_S49.mp3
KavNr-pear_Haciang	177.28	181.51	0	KavNr-pear_Haciang_S50.mp3
KavNr-pear_Haciang	181.51	186.23	0	KavNr-pear_Haciang_S51.mp3
KavNr-pear_Haciang	186.23	195.76	0	KavNr-pear_Haciang_S52.mp3
KavNr-pear_Haciang	195.76	198.3	0	KavNr-pear_Haciang_S53.mp3
KavNr-pear_Haciang	198.3	201.37	0	KavNr-pear_Haciang_S54.mp3
KavNr-pear_Haciang	201.37	204.89	0	KavNr-pear_Haciang_S55.mp3
KavNr-pear_Haciang	204.89	208.14	0	KavNr-pear_Haciang_S56.mp3
KavNr-pear_Haciang	208.14	212.81	0	KavNr-pear_Haciang_S57.mp3
KavNr-pear_abas	0.0	6.46	0	KavNr-pear_abas_S0.mp3
KavNr-pear_abas	6.46	10.64	0	KavNr-pear_abas_S1.mp3
KavNr-pear_abas	10.64	16.89	0	KavNr-pear_abas_S2.mp3
KavNr-pear_abas	16.89	23.22	0	KavNr-pear_abas_S3.mp3
KavNr-pear_abas	23.22	26.52	0	KavNr-pear_abas_S4.mp3
KavNr-pear_abas	26.52	28.6	0	KavNr-pear_abas_S5.mp3
KavNr-pear_abas	28.6	32.36	0	KavNr-pear_abas_S6.mp3
KavNr-pear_abas	32.36	38.99	0	KavNr-pear_abas_S7.mp3
KavNr-pear_abas	38.99	43.49	0	KavNr-pear_abas_S8.mp3
KavNr-pear_abas	43.49	44.82	0	KavNr-pear_abas_S9.mp3
KavNr-pear_abas	44.82	47.29	0	KavNr-pear_abas_S10.mp3
KavNr-pear_abas	47.29	52.14	0	KavNr-pear_abas_S11.mp3
KavNr-pear_abas	52.14	58.72	0	KavNr-pear_abas_S12.mp3
KavNr-pear_abas	58.72	60.54	0	KavNr-pear_abas_S13.mp3
KavNr-pear_abas	60.54	62.71	0	KavNr-pear_abas_S14.mp3
KavNr-pear_abas	62.71	65.97	0	KavNr-pear_abas_S15.mp3
KavNr-pear_abas	65.97	71.88	0	KavNr-pear_abas_S16.mp3
KavNr-pear_abas	71.88	75.16	0	KavNr-pear_abas_S17.mp3
KavNr-pear_abas	75.16	80.23	0	KavNr-pear_abas_S18.mp3
KavNr-pear_abas	80.23	85.74	0	KavNr-pear_abas_S19.mp3
KavNr-pear_abas	85.74	90.29	0	KavNr-pear_abas_S20.mp3
KavNr-pear_abas	90.29	93.16	0	KavNr-pear_abas_S21.mp3
KavNr-pear_abas	93.16	97.74	0	KavNr-pear_abas_S22.mp3
KavNr-pear_abas	97.74	99.59	0	KavNr-pear_abas_S23.mp3
KavNr-pear_abas	99.59	107.23	0	KavNr-pear_abas_S24.mp3
KavNr-pear_abas	107.23	112.07	0	KavNr-pear_abas_S25.mp3
KavNr-pear_abas	112.07	117.41	0	KavNr-pear_abas_S26.mp3
KavNr-pear_abas	117.41	119.52	0	KavNr-pear_abas_S27.mp3
KavNr-pear_abas	119.52	125.36	0	KavNr-pear_abas_S28.mp3
KavNr-pear_abas	125.36	130.16	0	KavNr-pear_abas_S29.mp3
KavNr-pear_abas	130.16	132.49	0	KavNr-pear_abas_S30.mp3
KavNr-pear_abas	132.49	136.28	0	KavNr-pear_abas_S31.mp3
KavNr-pear_api	0.0	5.51	0	KavNr-pear_api_S0.mp3
KavNr-pear_api	5.51	11.74	0	KavNr-pear_api_S1.mp3
KavNr-pear_api	11.74	14.67	0	KavNr-pear_api_S2.mp3
KavNr-pear_api	14.67	16.6	0	KavNr-pear_api_S3.mp3
KavNr-pear_api	16.6	18.99	0	KavNr-pear_api_S4.mp3
KavNr-pear_api	18.99	25.46	0	KavNr-pear_api_S5.mp3
KavNr-pear_api	25.46	29.91	0	KavNr-pear_api_S6.mp3
KavNr-pear_api	29.91	32.13	0	KavNr-pear_api_S7.mp3
KavNr-pear_api	32.13	35.38	0	KavNr-pear_api_S8.mp3
KavNr-pear_api	35.38	37.44	0	KavNr-pear_api_S9.mp3
KavNr-pear_api	37.44	40.91	0	KavNr-pear_api_S10.mp3
KavNr-pear_api	40.91	42.23	0	KavNr-pear_api_S11.mp3
KavNr-pear_api	42.23	46.75	0	KavNr-pear_api_S12.mp3
KavNr-pear_api	46.75	50.04	0	KavNr-pear_api_S13.mp3
KavNr-pear_api	50.04	51.24	0	KavNr-pear_api_S14.mp3
KavNr-pear_api	51.24	55.45	0	KavNr-pear_api_S15.mp3
KavNr-pear_api	55.45	60.39	0	KavNr-pear_api_S16.mp3
KavNr-pear_api	60.39	67.18	0	KavNr-pear_api_S17.mp3
KavNr-pear_api	67.18	70.64	0	KavNr-pear_api_S18.mp3
KavNr-pear_api	70.64	75.79	0	KavNr-pear_api_S19.mp3
KavNr-pear_api	75.79	80.6	0	KavNr-pear_api_S20.mp3
KavNr-pear_api	80.6	84.17	0	KavNr-pear_api_S21.mp3
KavNr-pear_api	84.17	88.38	0	KavNr-pear_api_S22.mp3
KavNr-pear_api	88.38	96.56	0	KavNr-pear_api_S23.mp3
KavNr-pear_api	96.56	100.04	0	KavNr-pear_api_S24.mp3
KavNr-pear_api	100.04	104.48	0	KavNr-pear_api_S25.mp3
KavNr-pear_api	104.48	108.39	0	KavNr-pear_api_S26.mp3
KavNr-pear_api	108.39	115.72	0	KavNr-pear_api_S27.mp3
KavNr-pear_api	115.72	119.12	0	KavNr-pear_api_S28.mp3
KavNr-pear_api	119.12	125.39	0	KavNr-pear_api_S29.mp3
KavNr-pear_api	125.39	128.65	0	KavNr-pear_api_S30.mp3
KavNr-pear_api	128.65	132.13	0	KavNr-pear_api_S31.mp3
KavNr-pear_api	132.13	136.67	0	KavNr-pear_api_S32.mp3
KavNr-pear_api	136.67	137.94	0	KavNr-pear_api_S33.mp3
KavNr-pear_api	137.94	141.77	0	KavNr-pear_api_S34.mp3
KavNr-pear_api	141.77	144.47	0	KavNr-pear_api_S35.mp3
KavNr-pear_api	144.47	147.55	0	KavNr-pear_api_S36.mp3
KavNr-pear_api	147.55	148.75	0	KavNr-pear_api_S37.mp3
KavNr-pear_banday	0.0	5.25	0	KavNr-pear_banday_S0.mp3
KavNr-pear_banday	5.25	7.77	0	KavNr-pear_banday_S1.mp3
KavNr-pear_banday	7.77	12.17	0	KavNr-pear_banday_S2.mp3
KavNr-pear_banday	12.17	20.05	0	KavNr-pear_banday_S3.mp3
KavNr-pear_banday	20.05	27.19	0	KavNr-pear_banday_S4.mp3
KavNr-pear_banday	27.19	31.09	0	KavNr-pear_banday_S5.mp3
KavNr-pear_banday	31.09	36.0	0	KavNr-pear_banday_S6.mp3
KavNr-pear_banday	36.0	39.83	0	KavNr-pear_banday_S7.mp3
KavNr-pear_banday	39.83	44.04	0	KavNr-pear_banday_S8.mp3
KavNr-pear_banday	44.04	48.01	0	KavNr-pear_banday_S9.mp3
KavNr-pear_banday	48.01	50.86	0	KavNr-pear_banday_S10.mp3
KavNr-pear_banday	50.86	55.32	0	KavNr-pear_banday_S11.mp3
KavNr-pear_banday	55.32	60.61	0	KavNr-pear_banday_S12.mp3
KavNr-pear_banday	60.61	68.91	0	KavNr-pear_banday_S13.mp3
KavNr-pear_banday	68.91	76.33	0	KavNr-pear_banday_S14.mp3
KavNr-pear_banday	76.33	83.56	0	KavNr-pear_banday_S15.mp3
KavNr-pear_banday	83.56	89.33	0	KavNr-pear_banday_S16.mp3
KavNr-pear_banday	89.33	93.13	0	KavNr-pear_banday_S17.mp3
KavNr-pear_banday	93.13	96.24	0	KavNr-pear_banday_S18.mp3
KavNr-pear_banday	96.24	105.1	0	KavNr-pear_banday_S19.mp3
KavNr-pear_banday	105.1	110.05	0	KavNr-pear_banday_S20.mp3
KavNr-pear_banday	110.05	116.91	0	KavNr-pear_banday_S21.mp3
KavNr-pear_banday	116.91	119.81	0	KavNr-pear_banday_S22.mp3
KavNr-pear_banday	119.81	124.38	0	KavNr-pear_banday_S23.mp3
KavNr-pear_banday	124.38	132.53	0	KavNr-pear_banday_S24.mp3
KavNr-pear_banday	132.53	137.21	0	KavNr-pear_banday_S25.mp3
KavNr-pear_buya	0.0	6.34	0	KavNr-pear_buya_S0.mp3
KavNr-pear_buya	6.34	10.55	0	KavNr-pear_buya_S1.mp3
KavNr-pear_buya	10.55	13.87	0	KavNr-pear_buya_S2.mp3
KavNr-pear_buya	13.87	17.35	0	KavNr-pear_buya_S3.mp3
KavNr-pear_buya	17.35	19.41	0	KavNr-pear_buya_S4.mp3
KavNr-pear_buya	19.41	21.8	0	KavNr-pear_buya_S5.mp3
KavNr-pear_buya	21.8	28.1	0	KavNr-pear_buya_S6.mp3
KavNr-pear_buya	28.1	36.69	0	KavNr-pear_buya_S7.mp3
KavNr-pear_buya	36.69	44.62	0	KavNr-pear_buya_S8.mp3
KavNr-pear_buya	44.62	50.56	0	KavNr-pear_buya_S9.mp3
KavNr-pear_buya	50.56	53.67	0	KavNr-pear_buya_S10.mp3
KavNr-pear_buya	53.67	58.73	0	KavNr-pear_buya_S11.mp3
KavNr-pear_buya	58.73	64.23	0	KavNr-pear_buya_S12.mp3
KavNr-pear_buya	64.23	67.26	0	KavNr-pear_buya_S13.mp3
KavNr-pear_buya	67.26	70.06	0	KavNr-pear_buya_S14.mp3
KavNr-pear_buya	70.06	74.97	0	KavNr-pear_buya_S15.mp3
KavNr-pear_buya	74.97	78.28	0	KavNr-pear_buya_S16.mp3
KavNr-pear_buya	78.28	83.76	0	KavNr-pear_buya_S17.mp3
KavNr-pear_buya	83.76	85.19	0	KavNr-pear_buya_S18.mp3
KavNr-pear_buya	85.19	90.1	0	KavNr-pear_buya_S19.mp3
KavNr-pear_buya	90.1	91.98	0	KavNr-pear_buya_S20.mp3
KavNr-pear_buya	91.98	96.4	0	KavNr-pear_buya_S21.mp3
KavNr-pear_buya	96.4	104.19	0	KavNr-pear_buya_S22.mp3
KavNr-pear_buya	104.19	108.23	0	KavNr-pear_buya_S23.mp3
KavNr-pear_buya	108.23	111.38	0	KavNr-pear_buya_S24.mp3
KavNr-pear_buya	111.38	115.08	0	KavNr-pear_buya_S25.mp3
KavNr-pear_buya	115.08	117.2	0	KavNr-pear_buya_S26.mp3
KavNr-pear_buya	117.2	121.12	0	KavNr-pear_buya_S27.mp3
KavNr-pear_buya	121.12	126.34	0	KavNr-pear_buya_S28.mp3
KavNr-pear_buya	126.34	127.38	0	KavNr-pear_buya_S29.mp3
KavNr-pear_buya	127.38	129.41	0	KavNr-pear_buya_S30.mp3
KavNr-pear_buya	129.41	132.87	0	KavNr-pear_buya_S31.mp3
KavNr-pear_buya	132.87	136.33	0	KavNr-pear_buya_S32.mp3
KavNr-pear_buya	136.33	140.76	0	KavNr-pear_buya_S33.mp3
KavNr-pear_buya	140.76	145.68	0	KavNr-pear_buya_S34.mp3
KavNr-pear_buya	145.68	149.33	0	KavNr-pear_buya_S35.mp3
KavNr-pear_buya	149.33	151.22	0	KavNr-pear_buya_S36.mp3
KavNr-pear_buya	151.22	152.72	0	KavNr-pear_buya_S37.mp3
KavNr-pear_buya	152.72	154.16	0	KavNr-pear_buya_S38.mp3
KavNr-pear_buya	154.16	159.22	0	KavNr-pear_buya_S39.mp3
KavNr-pear_buya	159.22	160.44	0	KavNr-pear_buya_S40.mp3
KavNr-pear_buya	160.44	162.82	0	KavNr-pear_buya_S41.mp3
KavNr-pear_buya	162.82	166.57	0	KavNr-pear_buya_S42.mp3
KavNr-pear_buya	166.57	173.37	0	KavNr-pear_buya_S43.mp3
KavNr-pear_buya	173.37	174.91	0	KavNr-pear_buya_S44.mp3
KavNr-pear_buya	174.91	176.25	0	KavNr-pear_buya_S45.mp3
KavNr-pear_buya	176.25	178.84	0	KavNr-pear_buya_S46.mp3
KavNr-pear_imuy	0.0	6.14	0	KavNr-pear_imuy_S0.mp3
KavNr-pear_imuy	6.14	12.2	0	KavNr-pear_imuy_S1.mp3
KavNr-pear_imuy	12.2	16.81	0	KavNr-pear_imuy_S2.mp3
KavNr-pear_imuy	16.81	19.76	0	KavNr-pear_imuy_S3.mp3
KavNr-pear_imuy	19.76	22.91	0	KavNr-pear_imuy_S4.mp3
KavNr-pear_imuy	22.91	30.66	0	KavNr-pear_imuy_S5.mp3
KavNr-pear_imuy	30.66	38.03	0	KavNr-pear_imuy_S6.mp3
KavNr-pear_imuy	38.03	41.25	0	KavNr-pear_imuy_S7.mp3
KavNr-pear_imuy	41.25	50.82	0	KavNr-pear_imuy_S8.mp3
KavNr-pear_imuy	50.82	55.51	0	KavNr-pear_imuy_S9.mp3
KavNr-pear_imuy	55.51	57.57	0	KavNr-pear_imuy_S10.mp3
KavNr-pear_imuy	57.57	58.23	0	KavNr-pear_imuy_S11.mp3
KavNr-pear_imuy	58.23	61.68	0	KavNr-pear_imuy_S12.mp3
KavNr-pear_imuy	61.68	68.28	0	KavNr-pear_imuy_S13.mp3
KavNr-pear_imuy	68.28	71.27	0	KavNr-pear_imuy_S14.mp3
KavNr-pear_imuy	71.27	75.03	0	KavNr-pear_imuy_S15.mp3
KavNr-pear_imuy	75.03	82.28	0	KavNr-pear_imuy_S16.mp3
KavNr-pear_imuy	82.28	86.23	0	KavNr-pear_imuy_S17.mp3
KavNr-pear_imuy	86.23	89.3	0	KavNr-pear_imuy_S18.mp3
KavNr-pear_imuy	89.3	92.86	0	KavNr-pear_imuy_S19.mp3
KavNr-pear_imuy	92.86	94.49	0	KavNr-pear_imuy_S20.mp3
KavNr-pear_imuy	94.49	95.39	0	KavNr-pear_imuy_S21.mp3
KavNr-pear_ipay	0.0	3.1	0	KavNr-pear_ipay_S0.mp3
KavNr-pear_ipay	3.1	5.56	0	KavNr-pear_ipay_S1.mp3
KavNr-pear_ipay	5.56	13.82	0	KavNr-pear_ipay_S2.mp3
KavNr-pear_ipay	13.82	17.55	0	KavNr-pear_ipay_S3.mp3
KavNr-pear_ipay	17.55	21.53	0	KavNr-pear_ipay_S4.mp3
KavNr-pear_ipay	21.53	23.83	0	KavNr-pear_ipay_S5.mp3
KavNr-pear_ipay	23.83	26.55	0	KavNr-pear_ipay_S6.mp3
KavNr-pear_ipay	26.55	30.49	0	KavNr-pear_ipay_S7.mp3
KavNr-pear_ipay	30.49	32.89	0	KavNr-pear_ipay_S8.mp3
KavNr-pear_ipay	32.89	34.65	0	KavNr-pear_ipay_S9.mp3
KavNr-pear_ipay	34.65	39.18	0	KavNr-pear_ipay_S10.mp3
KavNr-pear_ipay	39.18	40.83	0	KavNr-pear_ipay_S11.mp3
KavNr-pear_ipay	40.83	42.91	0	KavNr-pear_ipay_S12.mp3
KavNr-pear_ipay	42.91	44.11	0	KavNr-pear_ipay_S13.mp3
KavNr-pear_ipay	44.11	46.67	0	KavNr-pear_ipay_S14.mp3
KavNr-pear_ipay	46.67	50.95	0	KavNr-pear_ipay_S15.mp3
KavNr-pear_ipay	50.95	58.04	0	KavNr-pear_ipay_S16.mp3
KavNr-pear_ipay	58.04	59.8	0	KavNr-pear_ipay_S17.mp3
KavNr-pear_ipay	59.8	61.11	0	KavNr-pear_ipay_S18.mp3
KavNr-pear_ipay	61.11	67.14	0	KavNr-pear_ipay_S19.mp3
KavNr-pear_syulan	0.0	6.26	0	KavNr-pear_syulan_S0.mp3
KavNr-pear_syulan	6.26	13.82	0	KavNr-pear_syulan_S1.mp3
KavNr-pear_syulan	13.82	19.02	0	KavNr-pear_syulan_S2.mp3
KavNr-pear_syulan	19.02	23.32	0	KavNr-pear_syulan_S3.mp3
KavNr-pear_syulan	23.32	26.19	0	KavNr-pear_syulan_S4.mp3
KavNr-pear_syulan	26.19	32.23	0	KavNr-pear_syulan_S5.mp3
KavNr-pear_syulan	32.23	46.96	0	KavNr-pear_syulan_S6.mp3
KavNr-pear_syulan	46.96	54.59	0	KavNr-pear_syulan_S7.mp3
KavNr-pear_syulan	54.59	59.65	0	KavNr-pear_syulan_S8.mp3
KavNr-pear_syulan	59.65	63.39	0	KavNr-pear_syulan_S9.mp3
KavNr-pear_syulan	63.39	66.53	0	KavNr-pear_syulan_S10.mp3
KavNr-pear_syulan	66.53	69.58	0	KavNr-pear_syulan_S11.mp3
KavNr-pear_syulan	69.58	72.03	0	KavNr-pear_syulan_S12.mp3
KavNr-pear_syulan	72.03	76.32	0	KavNr-pear_syulan_S13.mp3
KavNr-pear_syulan	76.32	84.31	0	KavNr-pear_syulan_S14.mp3
KavNr-pear_syulan	84.31	88.59	0	KavNr-pear_syulan_S15.mp3
KavNr-pear_syulan	88.59	90.85	0	KavNr-pear_syulan_S16.mp3
KavNr-pear_syulan	90.85	98.78	0	KavNr-pear_syulan_S17.mp3
KavNr-pear_syulan	98.78	105.57	0	KavNr-pear_syulan_S18.mp3
KavNr-pear_syulan	105.57	113.95	0	KavNr-pear_syulan_S19.mp3
KavNr-pear_syulan	113.95	119.16	0	KavNr-pear_syulan_S20.mp3
KavNr-sea_buya	0.0	5.45	0	KavNr-sea_buya_S0.mp3
KavNr-sea_buya	5.45	8.83	0	KavNr-sea_buya_S1.mp3
KavNr-sea_buya	8.83	14.98	0	KavNr-sea_buya_S2.mp3
KavNr-sea_buya	14.98	17.75	0	KavNr-sea_buya_S3.mp3
KavNr-sea_buya	17.75	25.08	0	KavNr-sea_buya_S4.mp3
KavNr-sea_buya	25.08	33.9	0	KavNr-sea_buya_S5.mp3
KavNr-sea_buya	33.9	41.81	0	KavNr-sea_buya_S6.mp3
KavNr-sea_buya	41.81	54.47	0	KavNr-sea_buya_S7.mp3
KavNr-sea_buya	54.47	65.68	0	KavNr-sea_buya_S8.mp3
KavNr-sea_buya	65.68	75.32	0	KavNr-sea_buya_S9.mp3
KavNr-sea_buya	75.32	87.16	0	KavNr-sea_buya_S10.mp3
KavNr-sea_buya	87.16	92.34	0	KavNr-sea_buya_S11.mp3
KavNr-sea_buya	92.34	97.2	0	KavNr-sea_buya_S12.mp3
KavNr-sea_buya	97.2	100.63	0	KavNr-sea_buya_S13.mp3
KavNr-sea_buya	100.63	105.4	0	KavNr-sea_buya_S14.mp3
KavNr-sea_buya	105.4	108.35	0	KavNr-sea_buya_S15.mp3
kavCon-speech_buya_syulan	0.0	11.5	0	kavCon-speech_buya_syulan_S0.mp3
kavCon-speech_buya_syulan	11.5	25.89	0	kavCon-speech_buya_syulan_S1.mp3
kavCon-speech_buya_syulan	25.89	29.9	0	kavCon-speech_buya_syulan_S2.mp3
kavCon-speech_buya_syulan	29.9	39.69	0	kavCon-speech_buya_syulan_S3.mp3
kavCon-speech_buya_syulan	39.69	45.36	0	kavCon-speech_buya_syulan_S4.mp3
kavCon-speech_buya_syulan	45.36	49.38	0	kavCon-speech_buya_syulan_S5.mp3
kavCon-speech_buya_syulan	49.38	52.9	0	kavCon-speech_buya_syulan_S6.mp3
