# Clip names already published on Hugging Face, keyed by the span they
# cover. A per-sentence clip is sliced out of the whole-story recording
# named by AUDIO/@url, so the span -- not the sentence id -- is what
# identifies it. Recording the mapping here pins those names for good:
# a rebuild that renumbers sentences keeps every clip whose audio is
# unchanged, and only genuinely new spans need slicing.
#
# occurrence disambiguates the 15 spans that appear twice within one
# story; it counts from 0 in document order.
#
# Provenance: the AUDIO elements of the corpus as published on main,
# which is what the Hugging Face dataset was sliced from.
story_stem	start	end	occurrence	clip
Amis_Conv-farming_marang_furayang	0.0	3.45	0	Amis_Conv-farming_marang_furayang_S0.mp3
Amis_Conv-farming_marang_furayang	3.45	6.02	0	Amis_Conv-farming_marang_furayang_S1.mp3
Amis_Conv-farming_marang_furayang	6.02	10.07	0	Amis_Conv-farming_marang_furayang_S2.mp3
Amis_Conv-farming_marang_furayang	10.07	16.22	0	Amis_Conv-farming_marang_furayang_S3.mp3
Amis_Conv-farming_marang_furayang	16.22	21.6	0	Amis_Conv-farming_marang_furayang_S4.mp3
Amis_Conv-farming_marang_furayang	21.6	27.16	0	Amis_Conv-farming_marang_furayang_S5.mp3
Amis_Conv-farming_marang_furayang	27.16	34.05	0	Amis_Conv-farming_marang_furayang_S6.mp3
Amis_Conv-farming_marang_furayang	34.05	38.42	0	Amis_Conv-farming_marang_furayang_S7.mp3
Amis_Conv-farming_marang_furayang	38.42	44.05	0	Amis_Conv-farming_marang_furayang_S8.mp3
Amis_Conv-farming_marang_furayang	44.05	47.03	0	Amis_Conv-farming_marang_furayang_S9.mp3
Amis_Conv-farming_marang_furayang	47.03	54.24	0	Amis_Conv-farming_marang_furayang_S10.mp3
Amis_Conv-farming_marang_furayang	54.24	57.58	0	Amis_Conv-farming_marang_furayang_S11.mp3
Amis_Conv-farming_marang_furayang	57.58	62.59	0	Amis_Conv-farming_marang_furayang_S12.mp3
Amis_Conv-farming_marang_furayang	62.59	69.22	0	Amis_Conv-farming_marang_furayang_S13.mp3
Amis_Conv-farming_marang_furayang	69.22	71.86	0	Amis_Conv-farming_marang_furayang_S14.mp3
Amis_Conv-farming_marang_furayang	71.86	75.83	0	Amis_Conv-farming_marang_furayang_S15.mp3
Amis_Conv-farming_marang_furayang	75.83	78.65	0	Amis_Conv-farming_marang_furayang_S16.mp3
Amis_Conv-farming_marang_furayang	78.65	84.27	0	Amis_Conv-farming_marang_furayang_S17.mp3
Amis_Conv-farming_marang_furayang	84.27	89.32	0	Amis_Conv-farming_marang_furayang_S18.mp3
Amis_Conv-farming_marang_furayang	89.32	98.22	0	Amis_Conv-farming_marang_furayang_S19.mp3
Amis_Conv-farming_marang_furayang	98.22	102.34	0	Amis_Conv-farming_marang_furayang_S20.mp3
Amis_Conv-farming_marang_furayang	102.34	106.65	0	Amis_Conv-farming_marang_furayang_S21.mp3
Amis_Conv-farming_marang_furayang	106.65	113.12	0	Amis_Conv-farming_marang_furayang_S22.mp3
Amis_Conv-farming_marang_furayang	113.12	118.58	0	Amis_Conv-farming_marang_furayang_S23.mp3
Amis_Conv-farming_marang_furayang	118.58	120.87	0	Amis_Conv-farming_marang_furayang_S24.mp3
Amis_Conv-farming_marang_furayang	120.87	123.85	0	Amis_Conv-farming_marang_furayang_S25.mp3
Amis_Conv-farming_marang_furayang	123.85	125.72	0	Amis_Conv-farming_marang_furayang_S26.mp3
Amis_Conv-farming_marang_furayang	125.72	137.16	0	Amis_Conv-farming_marang_furayang_S27.mp3
Amis_Conv-farming_marang_furayang	137.16	154.61	0	Amis_Conv-farming_marang_furayang_S28.mp3
Amis_Conv-farming_marang_furayang	154.61	161.27	0	Amis_Conv-farming_marang_furayang_S29.mp3
Amis_Conv-farming_marang_furayang	161.27	163.89	0	Amis_Conv-farming_marang_furayang_S30.mp3
Amis_Conv-farming_marang_furayang	163.89	168.8	0	Amis_Conv-farming_marang_furayang_S31.mp3
Amis_Conv-farming_marang_furayang	168.8	171.71	0	Amis_Conv-farming_marang_furayang_S32.mp3
Amis_Conv-farming_marang_furayang	171.71	177.32	0	Amis_Conv-farming_marang_furayang_S33.mp3
Amis_Conv-farming_marang_furayang	177.32	179.22	0	Amis_Conv-farming_marang_furayang_S34.mp3
Amis_Conv-farming_marang_furayang	179.22	183.82	0	Amis_Conv-farming_marang_furayang_S35.mp3
Amis_Conv-farming_marang_furayang	183.82	188.62	0	Amis_Conv-farming_marang_furayang_S36.mp3
Amis_Conv-farming_marang_furayang	188.62	195.15	0	Amis_Conv-farming_marang_furayang_S37.mp3
Amis_Conv-farming_marang_furayang	195.15	201.26	0	Amis_Conv-farming_marang_furayang_S38.mp3
Amis_Conv-farming_marang_furayang	201.26	204.28	0	Amis_Conv-farming_marang_furayang_S39.mp3
Amis_Conv-farming_marang_furayang	204.28	208.76	0	Amis_Conv-farming_marang_furayang_S40.mp3
Amis_Conv-farming_marang_furayang	208.76	214.17	0	Amis_Conv-farming_marang_furayang_S41.mp3
Amis_Conv-farming_marang_furayang	214.17	216.72	0	Amis_Conv-farming_marang_furayang_S42.mp3
Amis_Conv-farming_marang_furayang	216.72	221.63	0	Amis_Conv-farming_marang_furayang_S43.mp3
Amis_Conv-farming_marang_furayang	226.73	230.89	0	Amis_Conv-farming_marang_furayang_S44.mp3
Amis_Conv-farming_marang_furayang	230.89	237.95	0	Amis_Conv-farming_marang_furayang_S45.mp3
Amis_Conv-farming_marang_furayang	237.95	242.66	0	Amis_Conv-farming_marang_furayang_S46.mp3
Amis_Conv-farming_marang_furayang	242.66	250.24	0	Amis_Conv-farming_marang_furayang_S47.mp3
Amis_Conv-farming_marang_furayang	250.24	252.82	0	Amis_Conv-farming_marang_furayang_S48.mp3
Amis_Conv-farming_marang_furayang	252.82	264.78	0	Amis_Conv-farming_marang_furayang_S49.mp3
Amis_Conv-farming_marang_furayang	264.78	275.12	0	Amis_Conv-farming_marang_furayang_S50.mp3
Amis_Conv-farming_marang_furayang	275.12	276.22	0	Amis_Conv-farming_marang_furayang_S51.mp3
Amis_Conv-farming_marang_furayang	276.22	282.02	0	Amis_Conv-farming_marang_furayang_S52.mp3
Amis_Conv-farming_marang_furayang	282.02	287.42	0	Amis_Conv-farming_marang_furayang_S53.mp3
Amis_Conv-farming_marang_furayang	287.42	290.16	0	Amis_Conv-farming_marang_furayang_S54.mp3
Amis_Conv-farming_marang_furayang	290.16	293.22	0	Amis_Conv-farming_marang_furayang_S55.mp3
Amis_Conv-farming_marang_furayang	293.22	294.42	0	Amis_Conv-farming_marang_furayang_S56.mp3
Amis_Conv-farming_marang_furayang	294.42	295.62	0	Amis_Conv-farming_marang_furayang_S57.mp3
Amis_Conv-farming_marang_furayang	295.62	299.25	0	Amis_Conv-farming_marang_furayang_S58.mp3
Amis_Conv-farming_marang_furayang	299.25	305.72	0	Amis_Conv-farming_marang_furayang_S59.mp3
Amis_Conv-farming_marang_furayang	305.72	309.57	0	Amis_Conv-farming_marang_furayang_S60.mp3
Amis_Conv-farming_marang_furayang	309.57	316.51	0	Amis_Conv-farming_marang_furayang_S61.mp3
Amis_Conv-farming_marang_furayang	316.51	321.55	0	Amis_Conv-farming_marang_furayang_S62.mp3
Amis_Conv-farming_marang_furayang	321.55	329.42	0	Amis_Conv-farming_marang_furayang_S63.mp3
Amis_Conv-talking_tamih_panay	0.0	3.4	0	Amis_Conv-talking_tamih_panay_S0.mp3
Amis_Conv-talking_tamih_panay	3.4	9.23	0	Amis_Conv-talking_tamih_panay_S1.mp3
Amis_Conv-talking_tamih_panay	9.23	16.37	0	Amis_Conv-talking_tamih_panay_S2.mp3
Amis_Conv-talking_tamih_panay	16.37	22.37	0	Amis_Conv-talking_tamih_panay_S3.mp3
Amis_Conv-talking_tamih_panay	22.37	30.59	0	Amis_Conv-talking_tamih_panay_S4.mp3
Amis_Conv-talking_tamih_panay	30.59	33.91	0	Amis_Conv-talking_tamih_panay_S5.mp3
Amis_Conv-talking_tamih_panay	33.91	35.44	0	Amis_Conv-talking_tamih_panay_S6.mp3
Amis_Conv-talking_tamih_panay	35.44	37.18	0	Amis_Conv-talking_tamih_panay_S7.mp3
Amis_Conv-talking_tamih_panay	37.18	42.64	0	Amis_Conv-talking_tamih_panay_S8.mp3
Amis_Conv-talking_tamih_panay	42.64	44.04	0	Amis_Conv-talking_tamih_panay_S9.mp3
Amis_Conv-talking_tamih_panay	44.04	44.78	0	Amis_Conv-talking_tamih_panay_S10.mp3
Amis_Conv-talking_tamih_panay	44.78	46.54	0	Amis_Conv-talking_tamih_panay_S11.mp3
Amis_Conv-talking_tamih_panay	46.54	48.47	0	Amis_Conv-talking_tamih_panay_S12.mp3
Amis_Conv-talking_tamih_panay	48.47	52.58	0	Amis_Conv-talking_tamih_panay_S13.mp3
Amis_Conv-talking_tamih_panay	52.58	53.41	0	Amis_Conv-talking_tamih_panay_S14.mp3
Amis_Conv-talking_tamih_panay	53.41	57.52	0	Amis_Conv-talking_tamih_panay_S15.mp3
Amis_Conv-talking_tamih_panay	57.52	61.45	0	Amis_Conv-talking_tamih_panay_S16.mp3
Amis_Conv-talking_tamih_panay	61.45	62.39	0	Amis_Conv-talking_tamih_panay_S17.mp3
Amis_Conv-talking_tamih_panay	62.39	65.44	0	Amis_Conv-talking_tamih_panay_S18.mp3
Amis_Conv-talking_tamih_panay	65.44	73.81	0	Amis_Conv-talking_tamih_panay_S19.mp3
Amis_Conv-talking_tamih_panay	73.81	74.94	0	Amis_Conv-talking_tamih_panay_S20.mp3
Amis_Conv-talking_tamih_panay	74.94	77.67	0	Amis_Conv-talking_tamih_panay_S21.mp3
Amis_Conv-talking_tamih_panay	77.67	80.0	0	Amis_Conv-talking_tamih_panay_S22.mp3
Amis_Conv-talking_tamih_panay	80.0	82.56	0	Amis_Conv-talking_tamih_panay_S23.mp3
Amis_Conv-talking_tamih_panay	82.56	84.19	0	Amis_Conv-talking_tamih_panay_S24.mp3
Amis_Conv-talking_tamih_panay	84.19	90.59	0	Amis_Conv-talking_tamih_panay_S25.mp3
Amis_Conv-talking_tamih_panay	90.59	92.52	0	Amis_Conv-talking_tamih_panay_S26.mp3
Amis_Conv-talking_tamih_panay	92.52	92.81	0	Amis_Conv-talking_tamih_panay_S27.mp3
Amis_Conv-talking_tamih_panay	92.81	96.49	0	Amis_Conv-talking_tamih_panay_S28.mp3
Amis_Conv-talking_tamih_panay	96.49	102.87	0	Amis_Conv-talking_tamih_panay_S29.mp3
Amis_Conv-talking_tamih_panay	102.87	104.36	0	Amis_Conv-talking_tamih_panay_S30.mp3
Amis_Conv-talking_tamih_panay	104.36	108.03	0	Amis_Conv-talking_tamih_panay_S31.mp3
Amis_Conv-talking_tamih_panay	108.03	110.69	0	Amis_Conv-talking_tamih_panay_S32.mp3
Amis_Conv-talking_tamih_panay	110.69	116.45	0	Amis_Conv-talking_tamih_panay_S33.mp3
Amis_Conv-talking_tamih_panay	116.45	117.93	0	Amis_Conv-talking_tamih_panay_S34.mp3
Amis_Conv-talking_tamih_panay	117.93	119.59	0	Amis_Conv-talking_tamih_panay_S35.mp3
Amis_Conv-talking_tamih_panay	119.59	121.68	0	Amis_Conv-talking_tamih_panay_S36.mp3
Amis_Conv-talking_tamih_panay	121.68	123.78	0	Amis_Conv-talking_tamih_panay_S37.mp3
Amis_Conv-talking_tamih_panay	123.78	127.18	0	Amis_Conv-talking_tamih_panay_S38.mp3
Amis_Conv-talking_tamih_panay	127.18	134.88	0	Amis_Conv-talking_tamih_panay_S39.mp3
Amis_Conv-talking_tamih_panay	134.88	140.61	0	Amis_Conv-talking_tamih_panay_S40.mp3
Amis_Conv-talking_tamih_panay	140.61	142.76	0	Amis_Conv-talking_tamih_panay_S41.mp3
Amis_Conv-talking_tamih_panay	142.76	149.44	0	Amis_Conv-talking_tamih_panay_S42.mp3
Amis_Conv-talking_tamih_panay	149.44	159.11	0	Amis_Conv-talking_tamih_panay_S43.mp3
Amis_Conv-talking_tamih_panay	159.11	159.81	0	Amis_Conv-talking_tamih_panay_S44.mp3
Amis_Conv-talking_tamih_panay	159.81	164.18	0	Amis_Conv-talking_tamih_panay_S45.mp3
Amis_Conv-talking_tamih_panay	164.18	164.78	0	Amis_Conv-talking_tamih_panay_S46.mp3
Amis_Conv-talking_tamih_panay	164.78	172.01	0	Amis_Conv-talking_tamih_panay_S47.mp3
Amis_Conv-talking_tamih_panay	172.01	174.49	0	Amis_Conv-talking_tamih_panay_S48.mp3
Amis_Conv-talking_tamih_panay	174.49	179.73	0	Amis_Conv-talking_tamih_panay_S49.mp3
Amis_Conv-talking_tamih_panay	179.73	182.39	0	Amis_Conv-talking_tamih_panay_S50.mp3
Amis_Conv-talking_tamih_panay	182.39	184.81	0	Amis_Conv-talking_tamih_panay_S51.mp3
Amis_Conv-talking_tamih_panay	184.81	186.63	0	Amis_Conv-talking_tamih_panay_S52.mp3
Amis_Conv-talking_tamih_panay	186.63	187.91	0	Amis_Conv-talking_tamih_panay_S53.mp3
Amis_Conv-talking_tamih_panay	187.91	190.41	0	Amis_Conv-talking_tamih_panay_S54.mp3
Amis_Conv-talking_tamih_panay	190.41	196.78	0	Amis_Conv-talking_tamih_panay_S55.mp3
Amis_Conv-talking_tamih_panay	196.78	204.26	0	Amis_Conv-talking_tamih_panay_S56.mp3
Amis_Conv-talking_tamih_panay	204.26	206.2	0	Amis_Conv-talking_tamih_panay_S57.mp3
Amis_Conv-talking_tamih_panay	206.2	207.98	0	Amis_Conv-talking_tamih_panay_S58.mp3
Amis_Nr-crab_panay	0.0	11.74	0	Amis_Nr-crab_panay_S0.mp3
Amis_Nr-crab_panay	11.74	16.23	0	Amis_Nr-crab_panay_S1.mp3
Amis_Nr-crab_panay	16.23	18.96	0	Amis_Nr-crab_panay_S2.mp3
Amis_Nr-crab_panay	18.96	23.95	0	Amis_Nr-crab_panay_S3.mp3
Amis_Nr-crab_panay	23.95	28.87	0	Amis_Nr-crab_panay_S4.mp3
Amis_Nr-crab_panay	28.87	31.33	0	Amis_Nr-crab_panay_S5.mp3
Amis_Nr-crab_panay	31.33	38.87	0	Amis_Nr-crab_panay_S6.mp3
Amis_Nr-crab_panay	38.87	40.74	0	Amis_Nr-crab_panay_S7.mp3
Amis_Nr-crab_panay	40.74	44.98	0	Amis_Nr-crab_panay_S8.mp3
Amis_Nr-crab_panay	44.98	47.93	0	Amis_Nr-crab_panay_S9.mp3
Amis_Nr-crab_panay	47.93	51.14	0	Amis_Nr-crab_panay_S10.mp3
Amis_Nr-crab_panay	51.14	53.4	0	Amis_Nr-crab_panay_S11.mp3
Amis_Nr-crab_panay	53.4	56.37	0	Amis_Nr-crab_panay_S12.mp3
Amis_Nr-crab_panay	56.37	58.56	0	Amis_Nr-crab_panay_S13.mp3
Amis_Nr-crab_panay	58.56	62.36	0	Amis_Nr-crab_panay_S14.mp3
Amis_Nr-crab_panay	62.36	65.8	0	Amis_Nr-crab_panay_S15.mp3
Amis_Nr-crab_panay	65.8	73.6	0	Amis_Nr-crab_panay_S16.mp3
Amis_Nr-crab_panay	73.6	79.83	0	Amis_Nr-crab_panay_S17.mp3
Amis_Nr-crab_panay	79.83	81.75	0	Amis_Nr-crab_panay_S18.mp3
Amis_Nr-crab_panay	81.75	85.18	0	Amis_Nr-crab_panay_S19.mp3
Amis_Nr-crab_panay	85.18	88.59	0	Amis_Nr-crab_panay_S20.mp3
Amis_Nr-crab_panay	88.59	93.03	0	Amis_Nr-crab_panay_S21.mp3
Amis_Nr-crab_panay	93.03	96.06	0	Amis_Nr-crab_panay_S22.mp3
Amis_Nr-crab_panay	96.06	102.02	0	Amis_Nr-crab_panay_S23.mp3
Amis_Nr-crab_panay	102.02	108.46	0	Amis_Nr-crab_panay_S24.mp3
Amis_Nr-custom_Liu	0.0	2.6	0	Amis_Nr-custom_Liu_S0.mp3
Amis_Nr-custom_Liu	2.6	12.78	0	Amis_Nr-custom_Liu_S1.mp3
Amis_Nr-custom_Liu	12.78	23.55	0	Amis_Nr-custom_Liu_S2.mp3
Amis_Nr-custom_Liu	23.55	27.47	0	Amis_Nr-custom_Liu_S3.mp3
Amis_Nr-custom_Liu	27.47	33.68	0	Amis_Nr-custom_Liu_S4.mp3
Amis_Nr-custom_Liu	33.68	43.48	0	Amis_Nr-custom_Liu_S5.mp3
Amis_Nr-custom_Liu	43.48	47.77	0	Amis_Nr-custom_Liu_S6.mp3
Amis_Nr-custom_Liu	47.77	56.49	0	Amis_Nr-custom_Liu_S7.mp3
Amis_Nr-custom_Liu	56.49	61.97	0	Amis_Nr-custom_Liu_S8.mp3
Amis_Nr-custom_Liu	61.97	66.87	0	Amis_Nr-custom_Liu_S9.mp3
Amis_Nr-custom_Liu	66.87	70.25	0	Amis_Nr-custom_Liu_S10.mp3
Amis_Nr-custom_Liu	70.25	81.34	0	Amis_Nr-custom_Liu_S11.mp3
Amis_Nr-custom_Liu	81.34	84.26	0	Amis_Nr-custom_Liu_S12.mp3
Amis_Nr-custom_Liu	84.26	87.65	0	Amis_Nr-custom_Liu_S13.mp3
Amis_Nr-custom_Liu	87.65	91.62	0	Amis_Nr-custom_Liu_S14.mp3
Amis_Nr-custom_Liu	91.62	101.19	0	Amis_Nr-custom_Liu_S15.mp3
Amis_Nr-custom_Liu	101.19	110.11	0	Amis_Nr-custom_Liu_S16.mp3
Amis_Nr-custom_Liu	110.11	112.14	0	Amis_Nr-custom_Liu_S17.mp3
Amis_Nr-custom_Liu	112.14	127.55	0	Amis_Nr-custom_Liu_S18.mp3
Amis_Nr-custom_Liu	127.55	136.18	0	Amis_Nr-custom_Liu_S19.mp3
Amis_Nr-custom_Liu	136.18	144.88	0	Amis_Nr-custom_Liu_S20.mp3
Amis_Nr-custom_Liu	144.88	147.17	0	Amis_Nr-custom_Liu_S21.mp3
Amis_Nr-custom_Liu	147.17	150.57	0	Amis_Nr-custom_Liu_S22.mp3
Amis_Nr-custom_Liu	150.57	153.14	0	Amis_Nr-custom_Liu_S23.mp3
Amis_Nr-custom_Liu	153.14	160.78	0	Amis_Nr-custom_Liu_S24.mp3
Amis_Nr-custom_Liu	160.78	165.05	0	Amis_Nr-custom_Liu_S25.mp3
Amis_Nr-custom_Liu	165.05	166.16	0	Amis_Nr-custom_Liu_S26.mp3
Amis_Nr-custom_Liu	166.16	167.29	0	Amis_Nr-custom_Liu_S27.mp3
Amis_Nr-custom_Liu	167.29	177.6	0	Amis_Nr-custom_Liu_S28.mp3
Amis_Nr-custom_Liu	177.6	181.74	0	Amis_Nr-custom_Liu_S29.mp3
Amis_Nr-custom_Liu	181.74	198.17	0	Amis_Nr-custom_Liu_S30.mp3
Amis_Nr-custom_Liu	198.17	210.14	0	Amis_Nr-custom_Liu_S31.mp3
Amis_Nr-custom_Liu	210.14	214.25	0	Amis_Nr-custom_Liu_S32.mp3
Amis_Nr-custom_Liu	214.25	217.59	0	Amis_Nr-custom_Liu_S33.mp3
Amis_Nr-custom_Liu	217.59	219.59	0	Amis_Nr-custom_Liu_S34.mp3
Amis_Nr-custom_Liu	219.59	233.41	0	Amis_Nr-custom_Liu_S35.mp3
Amis_Nr-custom_Liu	233.41	235.45	0	Amis_Nr-custom_Liu_S36.mp3
Amis_Nr-custom_Liu	235.45	240.44	0	Amis_Nr-custom_Liu_S37.mp3
Amis_Nr-custom_Liu	240.44	251.14	0	Amis_Nr-custom_Liu_S38.mp3
Amis_Nr-custom_Liu	251.14	254.98	0	Amis_Nr-custom_Liu_S39.mp3
Amis_Nr-custom_Liu	254.98	259.74	0	Amis_Nr-custom_Liu_S40.mp3
Amis_Nr-custom_Liu	259.74	261.75	0	Amis_Nr-custom_Liu_S41.mp3
Amis_Nr-custom_Liu	261.75	262.89	0	Amis_Nr-custom_Liu_S42.mp3
Amis_Nr-custom_Liu	262.89	265.09	0	Amis_Nr-custom_Liu_S43.mp3
Amis_Nr-custom_Liu	265.09	268.49	0	Amis_Nr-custom_Liu_S44.mp3
Amis_Nr-custom_Liu	268.49	271.29	0	Amis_Nr-custom_Liu_S45.mp3
Amis_Nr-custom_Liu	271.29	277.92	0	Amis_Nr-custom_Liu_S46.mp3
Amis_Nr-custom_Liu	277.92	284.04	0	Amis_Nr-custom_Liu_S47.mp3
Amis_Nr-custom_Liu	284.04	285.19	0	Amis_Nr-custom_Liu_S48.mp3
Amis_Nr-custom_Liu	285.19	292.72	0	Amis_Nr-custom_Liu_S49.mp3
Amis_Nr-custom_Liu	292.72	294.72	0	Amis_Nr-custom_Liu_S50.mp3
Amis_Nr-custom_Liu	294.72	297.45	0	Amis_Nr-custom_Liu_S51.mp3
Amis_Nr-custom_Liu	297.45	307.83	0	Amis_Nr-custom_Liu_S52.mp3
Amis_Nr-custom_Liu	307.83	315.32	0	Amis_Nr-custom_Liu_S53.mp3
Amis_Nr-custom_Liu	315.32	318.31	0	Amis_Nr-custom_Liu_S54.mp3
Amis_Nr-custom_Liu	318.31	321.01	0	Amis_Nr-custom_Liu_S55.mp3
Amis_Nr-custom_Liu	321.01	333.72	0	Amis_Nr-custom_Liu_S56.mp3
Amis_Nr-custom_Liu	333.72	336.9	0	Amis_Nr-custom_Liu_S57.mp3
Amis_Nr-custom_Liu	336.9	342.8	0	Amis_Nr-custom_Liu_S58.mp3
Amis_Nr-custom_Liu	342.8	351.86	0	Amis_Nr-custom_Liu_S59.mp3
Amis_Nr-custom_Liu	351.86	357.38	0	Amis_Nr-custom_Liu_S60.mp3
Amis_Nr-custom_Liu	357.38	361.91	0	Amis_Nr-custom_Liu_S61.mp3
Amis_Nr-custom_Liu	361.91	365.2	0	Amis_Nr-custom_Liu_S62.mp3
Amis_Nr-custom_Liu	365.2	368.84	0	Amis_Nr-custom_Liu_S63.mp3
Amis_Nr-custom_Liu	368.84	374.76	0	Amis_Nr-custom_Liu_S64.mp3
Amis_Nr-custom_Liu	374.76	376.2	0	Amis_Nr-custom_Liu_S65.mp3
Amis_Nr-custom_Liu	376.2	384.18	0	Amis_Nr-custom_Liu_S66.mp3
Amis_Nr-custom_Liu	384.18	390.94	0	Amis_Nr-custom_Liu_S67.mp3
Amis_Nr-custom_Liu	390.94	396.1	0	Amis_Nr-custom_Liu_S68.mp3
Amis_Nr-custom_Liu	396.1	400.96	0	Amis_Nr-custom_Liu_S69.mp3
Amis_Nr-custom_Liu	400.96	404.9	0	Amis_Nr-custom_Liu_S70.mp3
Amis_Nr-custom_Liu	404.9	406.6	0	Amis_Nr-custom_Liu_S71.mp3
Amis_Nr-custom_Liu	406.6	413.37	0	Amis_Nr-custom_Liu_S72.mp3
Amis_Nr-custom_Liu	413.37	420.72	0	Amis_Nr-custom_Liu_S73.mp3
Amis_Nr-custom_Liu	420.72	423.97	0	Amis_Nr-custom_Liu_S74.mp3
Amis_Nr-custom_Liu	423.97	432.32	0	Amis_Nr-custom_Liu_S75.mp3
Amis_Nr-custom_Liu	432.32	436.31	0	Amis_Nr-custom_Liu_S76.mp3
Amis_Nr-custom_Liu	436.31	439.51	0	Amis_Nr-custom_Liu_S77.mp3
Amis_Nr-custom_Liu	439.51	445.02	0	Amis_Nr-custom_Liu_S78.mp3
Amis_Nr-custom_Liu	445.02	446.66	0	Amis_Nr-custom_Liu_S79.mp3
Amis_Nr-frog_cinhua	0.0	8.98	0	Amis_Nr-frog_cinhua_S0.mp3
Amis_Nr-frog_cinhua	8.98	17.7	0	Amis_Nr-frog_cinhua_S1.mp3
Amis_Nr-frog_cinhua	17.7	28.67	0	Amis_Nr-frog_cinhua_S2.mp3
Amis_Nr-frog_cinhua	28.67	31.34	0	Amis_Nr-frog_cinhua_S3.mp3
Amis_Nr-frog_cinhua	31.34	34.84	0	Amis_Nr-frog_cinhua_S4.mp3
Amis_Nr-frog_cinhua	34.84	40.39	0	Amis_Nr-frog_cinhua_S5.mp3
Amis_Nr-frog_cinhua	40.39	49.3	0	Amis_Nr-frog_cinhua_S6.mp3
Amis_Nr-frog_cinhua	49.3	52.76	0	Amis_Nr-frog_cinhua_S7.mp3
Amis_Nr-frog_cinhua	52.76	58.36	0	Amis_Nr-frog_cinhua_S8.mp3
Amis_Nr-frog_cinhua	58.36	65.4	0	Amis_Nr-frog_cinhua_S9.mp3
Amis_Nr-frog_cinhua	65.4	72.33	0	Amis_Nr-frog_cinhua_S10.mp3
Amis_Nr-frog_cinhua	72.33	79.18	0	Amis_Nr-frog_cinhua_S11.mp3
Amis_Nr-frog_cinhua	79.18	84.78	0	Amis_Nr-frog_cinhua_S12.mp3
Amis_Nr-frog_cinhua	84.78	86.95	0	Amis_Nr-frog_cinhua_S13.mp3
Amis_Nr-frog_cinhua	86.95	90.49	0	Amis_Nr-frog_cinhua_S14.mp3
Amis_Nr-frog_cinhua	90.49	93.91	0	Amis_Nr-frog_cinhua_S15.mp3
Amis_Nr-frog_cinhua	93.91	96.31	0	Amis_Nr-frog_cinhua_S16.mp3
Amis_Nr-frog_cinhua	96.31	98.96	0	Amis_Nr-frog_cinhua_S17.mp3
Amis_Nr-frog_cinhua	98.96	101.52	0	Amis_Nr-frog_cinhua_S18.mp3
Amis_Nr-frog_cinhua	101.52	104.68	0	Amis_Nr-frog_cinhua_S19.mp3
Amis_Nr-frog_cinhua	104.68	115.44	0	Amis_Nr-frog_cinhua_S20.mp3
Amis_Nr-frog_cinhua	115.44	119.49	0	Amis_Nr-frog_cinhua_S21.mp3
Amis_Nr-frog_cinhua	119.49	121.32	0	Amis_Nr-frog_cinhua_S22.mp3
Amis_Nr-frog_cinhua	121.32	125.46	0	Amis_Nr-frog_cinhua_S23.mp3
Amis_Nr-frog_cinhua	125.46	132.92	0	Amis_Nr-frog_cinhua_S24.mp3
Amis_Nr-frog_cinhua	132.92	137.4	0	Amis_Nr-frog_cinhua_S25.mp3
Amis_Nr-frog_cinhua	137.4	139.38	0	Amis_Nr-frog_cinhua_S26.mp3
Amis_Nr-frog_cinhua	139.38	145.34	0	Amis_Nr-frog_cinhua_S27.mp3
Amis_Nr-frog_cinhua	145.34	148.6	0	Amis_Nr-frog_cinhua_S28.mp3
Amis_Nr-frog_cinhua	148.6	158.18	0	Amis_Nr-frog_cinhua_S29.mp3
Amis_Nr-frog_cinhua	158.18	159.95	0	Amis_Nr-frog_cinhua_S30.mp3
Amis_Nr-frog_cinhua	159.95	165.0	0	Amis_Nr-frog_cinhua_S31.mp3
Amis_Nr-frog_cinhua	165.0	169.53	0	Amis_Nr-frog_cinhua_S32.mp3
Amis_Nr-frog_cinhua	169.53	173.28	0	Amis_Nr-frog_cinhua_S33.mp3
Amis_Nr-frog_cinhua	173.28	183.38	0	Amis_Nr-frog_cinhua_S34.mp3
Amis_Nr-frog_cinhua	183.38	188.16	0	Amis_Nr-frog_cinhua_S35.mp3
Amis_Nr-frog_cinhua	188.16	194.68	0	Amis_Nr-frog_cinhua_S36.mp3
Amis_Nr-frog_cinhua	194.68	199.58	0	Amis_Nr-frog_cinhua_S37.mp3
Amis_Nr-frog_cinhua	199.58	207.56	0	Amis_Nr-frog_cinhua_S38.mp3
Amis_Nr-frog_cinhua	207.56	213.38	0	Amis_Nr-frog_cinhua_S39.mp3
Amis_Nr-frog_cinhua	213.38	218.54	0	Amis_Nr-frog_cinhua_S40.mp3
Amis_Nr-frog_cinhua	218.54	222.55	0	Amis_Nr-frog_cinhua_S41.mp3
Amis_Nr-frog_cinhua	222.55	230.42	0	Amis_Nr-frog_cinhua_S42.mp3
Amis_Nr-frog_cinhua	230.42	237.16	0	Amis_Nr-frog_cinhua_S43.mp3
Amis_Nr-frog_cinhua	237.16	239.91	0	Amis_Nr-frog_cinhua_S44.mp3
Amis_Nr-frog_cinhua	239.91	243.94	0	Amis_Nr-frog_cinhua_S45.mp3
Amis_Nr-frog_cinhua	243.94	248.2	0	Amis_Nr-frog_cinhua_S46.mp3
