record_id,pair,source_phrase_clean,target_phrase_clean,action,reference_status,reason,ildrf_source_found,ildrf_reference_files,ildrf_chinese_glosses,glosbe_targets_for_source,mapping_evidence,xml_record_id,xml_target_text,xml_translation_ver,source_url,raw_path
GLOSBE_DICT_6ef2a956a253631d,"tay,en",ima,who,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,who,,GLOSBE_DICT_GROUP_fa2cc908c3acf071,who,primary,https://glosbe.com/tay/en/ima,data/raw/html/static/tay_en/ima.html
GLOSBE_DICT_64a76b209ec5ac68,"tay,en",inbu',patient,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,patient,,GLOSBE_DICT_GROUP_05714ea01bca0fdd,patient,primary,https://glosbe.com/tay/en/inbu%27,data/raw/html/static/tay_en/inbu%27.html
GLOSBE_DICT_0e5bd4a52469d633,"tay,en",ini,not,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,not,,GLOSBE_DICT_GROUP_2b171058d77c97f0,not,primary,https://glosbe.com/tay/en/ini,data/raw/html/static/tay_en/ini.html
GLOSBE_DICT_369b69ed032d174c,"tay,en",inlungan,mind,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,心腸、心思、想法,mind,,GLOSBE_DICT_GROUP_5f7386ae945f8bad,mind,primary,https://glosbe.com/tay/en/inlungan,data/raw/html/static/tay_en/inlungan.html
GLOSBE_DICT_03e743c7e3d505e3,"tay,en",inu,where,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,where,,GLOSBE_DICT_GROUP_5b24c239b080d0d1,where,primary,https://glosbe.com/tay/en/inu,data/raw/html/static/tay_en/inu.html
GLOSBE_DICT_031a2149454dc6ce,"tay,en",inungan,heart,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,heart,,GLOSBE_DICT_GROUP_922525eb630f6c25,heart,primary,https://glosbe.com/tay/en/inungan,data/raw/html/static/tay_en/inungan.html
GLOSBE_DICT_c21caaeea0da5bda,"tay,en",ispuqing,original place,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,original place,,GLOSBE_DICT_GROUP_6e286d58b2dcca16,original place,primary,https://glosbe.com/tay/en/ispuqing,data/raw/html/static/tay_en/ispuqing.html
GLOSBE_DICT_b5ce2b8e007fe3c1,"tay,en",isu,you,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,you,,GLOSBE_DICT_GROUP_26c0f000064705cb,you,primary,https://glosbe.com/tay/en/isu,data/raw/html/static/tay_en/isu.html
GLOSBE_DICT_2a4972deed830a95,"tay,en",ita,we,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,we,,GLOSBE_DICT_GROUP_85fc3016dc617a1b,we,primary,https://glosbe.com/tay/en/ita,data/raw/html/static/tay_en/ita.html
GLOSBE_DICT_d206d638e0f943eb,"tay,en",itunux,severed head,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,severed head,,GLOSBE_DICT_GROUP_38b280f60fee591c,severed head,primary,https://glosbe.com/tay/en/itunux,data/raw/html/static/tay_en/itunux.html
GLOSBE_DICT_604328e294cafb47,"tay,en",iungay,monkey,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,monkey,,GLOSBE_DICT_GROUP_c8cb54f2dcad4321,monkey,primary,https://glosbe.com/tay/en/iungay,data/raw/html/static/tay_en/iungay.html
GLOSBE_DICT_752bdcfa2c3aee00,"tay,en",k'man,grass unattended,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,草; 雜草,grass unattended,,GLOSBE_DICT_GROUP_e254ed9897d98c90,grass unattended,primary,https://glosbe.com/tay/en/k%27man,data/raw/html/static/tay_en/k%27man.html
GLOSBE_DICT_8adc330caa94e3ca,"tay,en",kāyal,sky,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,sky,,GLOSBE_DICT_GROUP_e120ad7070466620,sky,primary,https://glosbe.com/tay/en/k%C4%81yal,data/raw/html/static/tay_en/k%C4%81yal.html
GLOSBE_DICT_6b134c12a21b2b76,"tay,en",kacing,"buffalo, cow",keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,牛,"buffalo, cow",,GLOSBE_DICT_GROUP_1a0fef6cd417cc01,"buffalo, cow",primary,https://glosbe.com/tay/en/kacing,data/raw/html/static/tay_en/kacing.html
GLOSBE_DICT_2770248c10b90555,"tay,en",kaial,sky,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,sky,,GLOSBE_DICT_GROUP_ec98ff1e51c7f5da,sky,primary,https://glosbe.com/tay/en/kaial,data/raw/html/static/tay_en/kaial.html
GLOSBE_DICT_be5728fdfcfc8db0,"tay,en",kakay,foot,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,腳,foot,,GLOSBE_DICT_GROUP_2efcf823b036fbdc,foot,primary,https://glosbe.com/tay/en/kakay,data/raw/html/static/tay_en/kakay.html
GLOSBE_DICT_035b2c4e5a870ddf,"tay,en",kaman,grass,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,grass,,GLOSBE_DICT_GROUP_626e530d9887d481,grass,primary,https://glosbe.com/tay/en/kaman,data/raw/html/static/tay_en/kaman.html
GLOSBE_DICT_c8b45255d007f1f3,"tay,en",kamit,fingernail,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,指甲,fingernail,,GLOSBE_DICT_GROUP_6b63c3fd3ce4c00f,fingernail,primary,https://glosbe.com/tay/en/kamit,data/raw/html/static/tay_en/kamit.html
GLOSBE_DICT_2f28d1c235dac3e8,"tay,en",kapin,scar,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,scar,,GLOSBE_DICT_GROUP_5b2fc67dfeabf2ed,scar,primary,https://glosbe.com/tay/en/kapin,data/raw/html/static/tay_en/kapin.html
GLOSBE_DICT_866f11cd1e42041e,"tay,en",karoh,hoe,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,hoe,,GLOSBE_DICT_GROUP_36e63ea6d173d6a2,hoe,primary,https://glosbe.com/tay/en/karoh,data/raw/html/static/tay_en/karoh.html
GLOSBE_DICT_6943ef4ed03bd75e,"tay,en",kawas,year,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,year,,GLOSBE_DICT_GROUP_ffbfa198fa1357b2,year,primary,https://glosbe.com/tay/en/kawas,data/raw/html/static/tay_en/kawas.html
GLOSBE_DICT_e4721c817918d785,"tay,en",kaway meriy,red-flesh plum,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,red-flesh plum,,GLOSBE_DICT_GROUP_934731ddc322cf64,red-flesh plum,primary,https://glosbe.com/tay/en/kaway%20meriy,data/raw/html/static/tay_en/kaway%20meriy.html
GLOSBE_DICT_5b71120c6bb21d79,"tay,en",kaway,plum,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,李子,plum,,GLOSBE_DICT_GROUP_6feed4938cd4dcf6,plum,primary,https://glosbe.com/tay/en/kaway,data/raw/html/static/tay_en/kaway.html
GLOSBE_DICT_d7e02d8066a8dfb3,"tay,en",kayal,sky,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,天空,sky,,GLOSBE_DICT_GROUP_5e4ba7f14507cbe0,sky,primary,https://glosbe.com/tay/en/kayal,data/raw/html/static/tay_en/kayal.html
GLOSBE_DICT_c1af17d2c87f26df,"tay,en",kayu',pot,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,小甕,pot,,GLOSBE_DICT_GROUP_95a620d15ca33240,pot,primary,https://glosbe.com/tay/en/kayu%27,data/raw/html/static/tay_en/kayu%27.html
GLOSBE_DICT_a0c0d9e73992410d,"tay,en",kbrus,cheat,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,說謊,cheat,,GLOSBE_DICT_GROUP_b9324422aa604dd1,cheat,primary,https://glosbe.com/tay/en/kbrus,data/raw/html/static/tay_en/kbrus.html
GLOSBE_DICT_0b14caffe5326ec4,"tay,en",ke',"speech, language",keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,話; 語言,"speech, language; story",話; 語言,GLOSBE_DICT_GROUP_d220275ca3bfe0dd,"speech, language",primary,https://glosbe.com/tay/en/ke%27,data/raw/html/static/tay_en/ke%27.html
GLOSBE_DICT_37757bc5e9447b74,"tay,en",ke',story,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,話; 語言,"speech, language; story",話; 語言,GLOSBE_DICT_GROUP_d220275ca3bfe0dd,story,alt,https://glosbe.com/tay/en/ke%27,data/raw/html/static/tay_en/ke%27.html
GLOSBE_DICT_13e10ff1c0dc5030,"tay,en",kgiy,hemp,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,苧麻,hemp,,GLOSBE_DICT_GROUP_094421865eb52396,hemp,primary,https://glosbe.com/tay/en/kgiy,data/raw/html/static/tay_en/kgiy.html
GLOSBE_DICT_920dd7551622cc39,"tay,en",khahunikh,stick,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,stick; wood,,GLOSBE_DICT_GROUP_8828b4079dcc64e2,stick,primary,https://glosbe.com/tay/en/khahunikh,data/raw/html/static/tay_en/khahunikh.html
GLOSBE_DICT_29d717276f07a076,"tay,en",khahunikh,wood,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,stick; wood,,GLOSBE_DICT_GROUP_8828b4079dcc64e2,wood,alt,https://glosbe.com/tay/en/khahunikh,data/raw/html/static/tay_en/khahunikh.html
GLOSBE_DICT_f2e719a4be8599ea,"tay,en",khangi',walk,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,walk,,GLOSBE_DICT_GROUP_244d6735b4f9ed63,walk,primary,https://glosbe.com/tay/en/khangi%27,data/raw/html/static/tay_en/khangi%27.html
GLOSBE_DICT_c4f29fda31439c15,"tay,en",khoni,stick,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,stick; wood,,GLOSBE_DICT_GROUP_795f623f8da71eea,stick,primary,https://glosbe.com/tay/en/khoni,data/raw/html/static/tay_en/khoni.html
GLOSBE_DICT_7bf0a81605393c04,"tay,en",khoni,wood,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,stick; wood,,GLOSBE_DICT_GROUP_795f623f8da71eea,wood,alt,https://glosbe.com/tay/en/khoni,data/raw/html/static/tay_en/khoni.html
GLOSBE_DICT_7248bde3c2f59b61,"tay,en",khoniq,stick,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,stick; wood,,GLOSBE_DICT_GROUP_be4d834c29f99c29,stick,primary,https://glosbe.com/tay/en/khoniq,data/raw/html/static/tay_en/khoniq.html
GLOSBE_DICT_08bdda01cfcaf25b,"tay,en",khoniq,wood,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,stick; wood,,GLOSBE_DICT_GROUP_be4d834c29f99c29,wood,alt,https://glosbe.com/tay/en/khoniq,data/raw/html/static/tay_en/khoniq.html
GLOSBE_DICT_1e63fad9bdcdd9f9,"tay,en",kira',today,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,today,,GLOSBE_DICT_GROUP_9bed1b6a0f492214,today,primary,https://glosbe.com/tay/en/kira%27,data/raw/html/static/tay_en/kira%27.html
GLOSBE_DICT_ffc9e4678f0c3b05,"tay,en",kmaial,say,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,say,,GLOSBE_DICT_GROUP_2a4c7118a4e845b8,say,primary,https://glosbe.com/tay/en/kmaial,data/raw/html/static/tay_en/kmaial.html
GLOSBE_DICT_5e9fa918533ff97c,"tay,en",kmkah mari,kick a ball,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,kick a ball,,GLOSBE_DICT_GROUP_82ee195e28d74821,kick a ball,primary,https://glosbe.com/tay/en/kmkah%20mari,data/raw/html/static/tay_en/kmkah%20mari.html
GLOSBE_DICT_d39acdffda079303,"tay,en",kneril,woman,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,女生、女人、妻子,woman,女生; 女人; 妻子; 人,GLOSBE_DICT_GROUP_dcefbba9731d2d18,woman,primary,https://glosbe.com/tay/en/kneril,data/raw/html/static/tay_en/kneril.html
GLOSBE_DICT_8a3f225b30efd958,"tay,en",koto,one,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,one,,GLOSBE_DICT_GROUP_edaa2772de3b00b6,one,primary,https://glosbe.com/tay/en/koto,data/raw/html/static/tay_en/koto.html
GLOSBE_DICT_f1d3afc983e3e1d8,"tay,en",kulikh,fish,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,fish,,GLOSBE_DICT_GROUP_58c7b22730f74eec,fish,primary,https://glosbe.com/tay/en/kulikh,data/raw/html/static/tay_en/kulikh.html
GLOSBE_DICT_3cca0acbe3d93648,"tay,en",kulu' syan biru,bookshelf,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,bookshelf,,GLOSBE_DICT_GROUP_bbd8cb854da9a092,bookshelf,primary,https://glosbe.com/tay/en/kulu%27%20syan%20biru,data/raw/html/static/tay_en/kulu%27%20syan%20biru.html
GLOSBE_DICT_5e14f410a0216bae,"tay,en",kulu,fence,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,fence,,GLOSBE_DICT_GROUP_f278fbe1886c232a,fence,primary,https://glosbe.com/tay/en/kulu,data/raw/html/static/tay_en/kulu.html
GLOSBE_DICT_f64b97a405a5be46,"tay,en",kuzing,I,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,I,,GLOSBE_DICT_GROUP_661c1d190acceb81,I,primary,https://glosbe.com/tay/en/kuzing,data/raw/html/static/tay_en/kuzing.html
GLOSBE_DICT_a41f8cf54fc0d64c,"tay,en",kwārahu,rain,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,rain,,GLOSBE_DICT_GROUP_8a8a48baeb0386b7,rain,primary,https://glosbe.com/tay/en/kw%C4%81rahu,data/raw/html/static/tay_en/kw%C4%81rahu.html
GLOSBE_DICT_92ca85c26aa0735d,"tay,en",lalan,desk,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,desk,,GLOSBE_DICT_GROUP_0adb6c5285512c14,desk,primary,https://glosbe.com/tay/en/lalan,data/raw/html/static/tay_en/lalan.html
GLOSBE_DICT_a2f694b8396ba81f,"tay,en",lalaw,knife,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,獵刀; 直形獵刀,knife,,GLOSBE_DICT_GROUP_db6f9ae8052fceaf,knife,primary,https://glosbe.com/tay/en/lalaw,data/raw/html/static/tay_en/lalaw.html
GLOSBE_DICT_753268ddab1dd522,"tay,en",lapaw,cherry blossom,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,山櫻花,cherry blossom,山櫻花; 山,GLOSBE_DICT_GROUP_e003224ba6776673,cherry blossom,primary,https://glosbe.com/tay/en/lapaw,data/raw/html/static/tay_en/lapaw.html
GLOSBE_DICT_8688177497582efe,"tay,en",laqi,child,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,child,,GLOSBE_DICT_GROUP_a05943b8dc702492,child,primary,https://glosbe.com/tay/en/laqi,data/raw/html/static/tay_en/laqi.html
GLOSBE_DICT_4907c067e5a181ba,"tay,en",lazia,stalks,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,stalks,,GLOSBE_DICT_GROUP_5dea72b8c09e7bc1,stalks,primary,https://glosbe.com/tay/en/lazia,data/raw/html/static/tay_en/lazia.html
GLOSBE_DICT_7e5e80239f9ad63a,"tay,en",lbak,refire,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,葉子,refire,,GLOSBE_DICT_GROUP_345b42dd9a1c9433,refire,primary,https://glosbe.com/tay/en/lbak,data/raw/html/static/tay_en/lbak.html
GLOSBE_DICT_8a978b114e6d0d18,"tay,en",lepuw,"dregs, lees",keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,"dregs, lees",,GLOSBE_DICT_GROUP_5f193fa4b464012c,"dregs, lees",primary,https://glosbe.com/tay/en/lepuw,data/raw/html/static/tay_en/lepuw.html
GLOSBE_DICT_845a2541c38441f5,"tay,en",lhlahuy,dense forest,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,dense forest,,GLOSBE_DICT_GROUP_e1d19bbabbd5b36d,dense forest,primary,https://glosbe.com/tay/en/lhlahuy,data/raw/html/static/tay_en/lhlahuy.html
GLOSBE_DICT_55f15fe828ec2b45,"tay,en",lingay,alongside,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,周圍、邊緣,alongside,,GLOSBE_DICT_GROUP_1b909f7773d9178d,alongside,primary,https://glosbe.com/tay/en/lingay,data/raw/html/static/tay_en/lingay.html
GLOSBE_DICT_e480d312c53ec39d,"tay,en",liung,river,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,river,,GLOSBE_DICT_GROUP_f0ba9ddd337d9189,river,primary,https://glosbe.com/tay/en/liung,data/raw/html/static/tay_en/liung.html
GLOSBE_DICT_ce5dfc4fb78bac18,"tay,en",lkotas,ancestors,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,祖先,ancestors,,GLOSBE_DICT_GROUP_f34b4b8dc8ac0a2c,ancestors,primary,https://glosbe.com/tay/en/lkotas,data/raw/html/static/tay_en/lkotas.html
GLOSBE_DICT_71334734c6d643d7,"tay,en",llaw,easy,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,easy,,GLOSBE_DICT_GROUP_ba8c29149502e319,easy,primary,https://glosbe.com/tay/en/llaw,data/raw/html/static/tay_en/llaw.html
GLOSBE_DICT_25e2dec6f5d16d2b,"tay,en",lmngyaq,swim,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,游泳,swim,,GLOSBE_DICT_GROUP_1e576cae8faab85f,swim,primary,https://glosbe.com/tay/en/lmngyaq,data/raw/html/static/tay_en/lmngyaq.html
GLOSBE_DICT_88f3eee1664c1259,"tay,en",lmom,burn,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,(放火)燒; 燒(如燒稻草),burn; refire,燒,GLOSBE_DICT_GROUP_0e65cfd543b131d4,burn,primary,https://glosbe.com/tay/en/lmom,data/raw/html/static/tay_en/lmom.html
GLOSBE_DICT_b6014c60c30f5053,"tay,en",lmom,refire,keep_in_xml,different_from_mapping,ildrf_source_attested_target_differs_from_mapping,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,(放火)燒; 燒(如燒稻草),burn; refire,燒,GLOSBE_DICT_GROUP_0e65cfd543b131d4,refire,alt,https://glosbe.com/tay/en/lmom,data/raw/html/static/tay_en/lmom.html
GLOSBE_DICT_79d9faba7840547e,"tay,en",lmpuw,read,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,數(計算); 讀,read,,GLOSBE_DICT_GROUP_720c135a8f837b2d,read,primary,https://glosbe.com/tay/en/lmpuw,data/raw/html/static/tay_en/lmpuw.html
GLOSBE_DICT_6d1316a13e1bc255,"tay,en",lokah su pi?,How are you?,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,How are you?,,GLOSBE_DICT_GROUP_c94445c1eeecbc3c,How are you?,primary,https://glosbe.com/tay/en/lokah%20su%20pi%3F,data/raw/html/static/tay_en/lokah%20su%20pi%3F.html
GLOSBE_DICT_b37c644d3b6955bf,"tay,en",lokah,strength,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,健康、勤奮、好(問候語); 好的,strength; strong,好的; 好; 健康; 勤奮,GLOSBE_DICT_GROUP_603e8066c864b91d,strength,primary,https://glosbe.com/tay/en/lokah,data/raw/html/static/tay_en/lokah.html
GLOSBE_DICT_0f513ccd6fb19331,"tay,en",lokah,strong,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,健康、勤奮、好(問候語); 好的,strength; strong,好的; 好; 健康; 勤奮,GLOSBE_DICT_GROUP_603e8066c864b91d,strong,alt,https://glosbe.com/tay/en/lokah,data/raw/html/static/tay_en/lokah.html
GLOSBE_DICT_0c16146f5d0bfb5e,"tay,en",loziq,eye,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,eye,,GLOSBE_DICT_GROUP_5063345968bd57a9,eye,primary,https://glosbe.com/tay/en/loziq,data/raw/html/static/tay_en/loziq.html
GLOSBE_DICT_7df5cc219182b4cd,"tay,en",lpyung,relatives,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,姻親; 親戚,relatives,,GLOSBE_DICT_GROUP_e2b3ec8cbf96d78f,relatives,primary,https://glosbe.com/tay/en/lpyung,data/raw/html/static/tay_en/lpyung.html
GLOSBE_DICT_aa4baa4a1e76dcd8,"tay,en",lubuw,mouth organ,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,琴,mouth organ,,GLOSBE_DICT_GROUP_ded256c6b9936c0b,mouth organ,primary,https://glosbe.com/tay/en/lubuw,data/raw/html/static/tay_en/lubuw.html
GLOSBE_DICT_e1a9db27eb6204aa,"tay,en",lukus,clothing,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,上衣; 衣服,clothing,,GLOSBE_DICT_GROUP_2c258ee9d8c429d4,clothing,primary,https://glosbe.com/tay/en/lukus,data/raw/html/static/tay_en/lukus.html
GLOSBE_DICT_143ea379c2d304c7,"tay,en",lungan,opinion,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,opinion,,GLOSBE_DICT_GROUP_74d31ee543a25647,opinion,primary,https://glosbe.com/tay/en/lungan,data/raw/html/static/tay_en/lungan.html
GLOSBE_DICT_56d6cb97bfccd01d,"tay,en",m'abi,asleep,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,asleep,,GLOSBE_DICT_GROUP_548d3fe8588efd98,asleep,primary,https://glosbe.com/tay/en/m%27abi,data/raw/html/static/tay_en/m%27abi.html
GLOSBE_DICT_ec97fe9363b22ce6,"tay,en",m’iyu,to barter/ barter,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,to barter/ barter,,GLOSBE_DICT_GROUP_2d4606a8c06819d5,to barter/ barter,primary,https://glosbe.com/tay/en/m%E2%80%99iyu,data/raw/html/static/tay_en/m%E2%80%99iyu.html
GLOSBE_DICT_5d1b06660e56b87e,"tay,en",mabel,asleep,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,asleep; lie down; sleep,,GLOSBE_DICT_GROUP_c5d647355ede265a,asleep,primary,https://glosbe.com/tay/en/mabel,data/raw/html/static/tay_en/mabel.html
GLOSBE_DICT_1a3a1c04dd2b7d90,"tay,en",mabel,lie down,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,asleep; lie down; sleep,,GLOSBE_DICT_GROUP_c5d647355ede265a,lie down,alt,https://glosbe.com/tay/en/mabel,data/raw/html/static/tay_en/mabel.html
GLOSBE_DICT_00d7a8d070c6044e,"tay,en",mabel,sleep,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,asleep; lie down; sleep,,GLOSBE_DICT_GROUP_c5d647355ede265a,sleep,alt,https://glosbe.com/tay/en/mabel,data/raw/html/static/tay_en/mabel.html
GLOSBE_DICT_8b296973bae3091d,"tay,en",malax,let go of,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,let go of,,GLOSBE_DICT_GROUP_959eba911c2128ae,let go of,primary,https://glosbe.com/tay/en/malax,data/raw/html/static/tay_en/malax.html
GLOSBE_DICT_1cb2e480dd0a4998,"tay,en",mama,uncle,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,繼父,uncle,,GLOSBE_DICT_GROUP_11c90dd1151b679f,uncle,primary,https://glosbe.com/tay/en/mama,data/raw/html/static/tay_en/mama.html
GLOSBE_DICT_99a8038208cd1a62,"tay,en",maniq,eat,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,吃; 吃(東西),eat,,GLOSBE_DICT_GROUP_48c4baecf9e71a4c,eat,primary,https://glosbe.com/tay/en/maniq,data/raw/html/static/tay_en/maniq.html
GLOSBE_DICT_83e362b02dd30470,"tay,en",mari,ball,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,ball,,GLOSBE_DICT_GROUP_0a40365025e22c81,ball,primary,https://glosbe.com/tay/en/mari,data/raw/html/static/tay_en/mari.html
GLOSBE_DICT_7b2cba9f558401e6,"tay,en",matanah,red,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,red,,GLOSBE_DICT_GROUP_161e7de2fd8d7f2d,red,primary,https://glosbe.com/tay/en/matanah,data/raw/html/static/tay_en/matanah.html
GLOSBE_DICT_a22e01f5ae2e494b,"tay,en",mavi,asleep,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,asleep; sleep,,GLOSBE_DICT_GROUP_3155cc2b07685821,asleep,primary,https://glosbe.com/tay/en/mavi,data/raw/html/static/tay_en/mavi.html
GLOSBE_DICT_b2cacb46d3b43794,"tay,en",mavi,sleep,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,asleep; sleep,,GLOSBE_DICT_GROUP_3155cc2b07685821,sleep,alt,https://glosbe.com/tay/en/mavi,data/raw/html/static/tay_en/mavi.html
GLOSBE_DICT_23832a9a57b9de54,"tay,en",mgiyay,flee,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,flee,,GLOSBE_DICT_GROUP_1e6a72158af15c1a,flee,primary,https://glosbe.com/tay/en/mgiyay,data/raw/html/static/tay_en/mgiyay.html
