record_id,pair,source_phrase_clean,target_phrase_clean,action,reference_status,reason,ildrf_source_found,ildrf_reference_files,ildrf_chinese_glosses,glosbe_targets_for_source,mapping_evidence,xml_record_id,xml_target_text,xml_translation_ver,source_url,raw_path
GLOSBE_DICT_35971aa511d79a3d,"xsy,en",a,or,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,或（連接詞）; 連語,'s; is; or,連接詞; 或,GLOSBE_DICT_GROUP_9fece249381e3c06,or,alt,https://glosbe.com/xsy/en/a,data/raw/html/static/xsy_en/a.html
GLOSBE_DICT_8cb8684cf6c0ac9b,"xsy,en",aehae' pinama',hundred million,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,億,hundred million,,GLOSBE_DICT_GROUP_758b2418c4094f43,hundred million,primary,https://glosbe.com/xsy/en/aehae%27%20pinama%27,data/raw/html/static/xsy_en/aehae%27%20pinama%27.html
GLOSBE_DICT_bfc6c531325d63da,"xsy,en",anhi',bamboo shoot,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,bamboo shoot,,GLOSBE_DICT_GROUP_f0c554a01e9a10ce,bamboo shoot,primary,https://glosbe.com/xsy/en/anhi%27,data/raw/html/static/xsy_en/anhi%27.html
GLOSBE_DICT_932dde4e5c805697,"xsy,en",asang,village,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,village,,GLOSBE_DICT_GROUP_554cf27e036de883,village,primary,https://glosbe.com/xsy/en/asang,data/raw/html/static/xsy_en/asang.html
GLOSBE_DICT_bca9e6891067289e,"xsy,en",ba:aw,play,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,玩,play,,GLOSBE_DICT_GROUP_f11d0c863b8f6ebe,play,primary,https://glosbe.com/xsy/en/ba%3Aaw,data/raw/html/static/xsy_en/ba%3Aaw.html
GLOSBE_DICT_445437e3108d235d,"xsy,en",ba:ay,watermelon,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,西瓜,watermelon,,GLOSBE_DICT_GROUP_6be71f89488af91e,watermelon,primary,https://glosbe.com/xsy/en/ba%3Aay,data/raw/html/static/xsy_en/ba%3Aay.html
GLOSBE_DICT_8de3095ad0640d04,"xsy,en",ba:i',cold,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,風,cold,,GLOSBE_DICT_GROUP_e037e98798850277,cold,primary,https://glosbe.com/xsy/en/ba%3Ai%27,data/raw/html/static/xsy_en/ba%3Ai%27.html
GLOSBE_DICT_070794e4eaba5905,"xsy,en",ba:oz,pigeon,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,野鴿子; 鴿子,pigeon,,GLOSBE_DICT_GROUP_30c2bbaf55c783a7,pigeon,primary,https://glosbe.com/xsy/en/ba%3Aoz,data/raw/html/static/xsy_en/ba%3Aoz.html
GLOSBE_DICT_dc898cc130328f45,"xsy,en",ba:sok,Taiwan barbet,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,五色鳥,Taiwan barbet,,GLOSBE_DICT_GROUP_33a53ad51e4bbaec,Taiwan barbet,primary,https://glosbe.com/xsy/en/ba%3Asok,data/raw/html/static/xsy_en/ba%3Asok.html
GLOSBE_DICT_bf17b14d3ed89a09,"xsy,en",baSe',bus,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,公車; 巴士（外來語）,bus,,GLOSBE_DICT_GROUP_753ff68c6a9dd7b7,bus,primary,https://glosbe.com/xsy/en/baSe%27,data/raw/html/static/xsy_en/baSe%27.html
GLOSBE_DICT_57b114f6387bc0ff,"xsy,en",baba:angan,patterned,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,有花紋的,patterned,,GLOSBE_DICT_GROUP_0fcc6e51464ff61b,patterned,primary,https://glosbe.com/xsy/en/baba%3Aangan,data/raw/html/static/xsy_en/baba%3Aangan.html
GLOSBE_DICT_52c50b774fc42d12,"xsy,en",babaehi',soap,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,肥皂,soap,,GLOSBE_DICT_GROUP_0a608168ffcfdf34,soap,primary,https://glosbe.com/xsy/en/babaehi%27,data/raw/html/static/xsy_en/babaehi%27.html
GLOSBE_DICT_4c043b6ab8c1596d,"xsy,en",babonazan'oemaeh,desert,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,沙漠,desert,,GLOSBE_DICT_GROUP_c6b63d2a86347f03,desert,primary,https://glosbe.com/xsy/en/babonazan%20%27oemaeh,data/raw/html/static/xsy_en/babonazan%20%27oemaeh.html
GLOSBE_DICT_22f3b479c2aa8fed,"xsy,en",baesaeh,corn,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,玉米,corn,,GLOSBE_DICT_GROUP_fe6aeaa39e924200,corn,primary,https://glosbe.com/xsy/en/baesaeh,data/raw/html/static/xsy_en/baesaeh.html
GLOSBE_DICT_20490b9cca5981be,"xsy,en",baki',grandfather,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,年長的男性長輩（尊稱）; 爺爺; 男性長輩(祖父,grandfather,爺爺; 祖父; 男性長輩; 年,GLOSBE_DICT_GROUP_bff7863b4a88cb8e,grandfather,primary,https://glosbe.com/xsy/en/baki%27,data/raw/html/static/xsy_en/baki%27.html
GLOSBE_DICT_e69759ecc1a2f458,"xsy,en",balihaeh,plank,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,木板,plank,,GLOSBE_DICT_GROUP_7de0e3629109bd8c,plank,primary,https://glosbe.com/xsy/en/balihaeh,data/raw/html/static/xsy_en/balihaeh.html
GLOSBE_DICT_503c11ab9a63c0c7,"xsy,en",banay,lettuce,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,萵苣,lettuce,,GLOSBE_DICT_GROUP_3e6b0330fb5576e8,lettuce,primary,https://glosbe.com/xsy/en/banay,data/raw/html/static/xsy_en/banay.html
GLOSBE_DICT_c82dab23fa7c90ed,"xsy,en",bangih,salty,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,鹹,salty,,GLOSBE_DICT_GROUP_f2ebd5056ab7b220,salty,primary,https://glosbe.com/xsy/en/bangih,data/raw/html/static/xsy_en/bangih.html
GLOSBE_DICT_b37ffac813c216ca,"xsy,en",bawa,lump,keep_in_xml,source_not_attested,source_not_attested_in_ildrf_reference,no,,,lump,,GLOSBE_DICT_GROUP_2c70d19cc9392dde,lump,primary,https://glosbe.com/xsy/en/bawa,data/raw/html/static/xsy_en/bawa.html
GLOSBE_DICT_a81e48899f020dc4,"xsy,en",baya:,seat belt,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,腰帶,seat belt,,GLOSBE_DICT_GROUP_2b402eb955052751,seat belt,primary,https://glosbe.com/xsy/en/baya%3A,data/raw/html/static/xsy_en/baya%3A.html
GLOSBE_DICT_d4aa242426e253e6,"xsy,en",be:ay,give,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,給,give,,GLOSBE_DICT_GROUP_5bacd96ea53f5bff,give,primary,https://glosbe.com/xsy/en/be%3Aay,data/raw/html/static/xsy_en/be%3Aay.html
GLOSBE_DICT_3f742ed5cf90c06e,"xsy,en",biSbiS,ache,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,痛,ache; hurt,痛,GLOSBE_DICT_GROUP_9f9db35f22ab6b5f,ache,primary,https://glosbe.com/xsy/en/biSbiS,data/raw/html/static/xsy_en/biSbiS.html
GLOSBE_DICT_b754766364720fc5,"xsy,en",biSbiS,hurt,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,痛,ache; hurt,痛,GLOSBE_DICT_GROUP_9f9db35f22ab6b5f,hurt,alt,https://glosbe.com/xsy/en/biSbiS,data/raw/html/static/xsy_en/biSbiS.html
GLOSBE_DICT_77a30f07ab5c6883,"xsy,en",bibi:,duck,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,鴨; 鴨子,duck,,GLOSBE_DICT_GROUP_19b995758fc714dc,duck,primary,https://glosbe.com/xsy/en/bibi%3A,data/raw/html/static/xsy_en/bibi%3A.html
GLOSBE_DICT_f32a35de4a4f0c7f,"xsy,en",binSi',seed,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,種子; 種子（總稱）; 精子,seed,,GLOSBE_DICT_GROUP_c0f7f75225b9278b,seed,primary,https://glosbe.com/xsy/en/binSi%27,data/raw/html/static/xsy_en/binSi%27.html
GLOSBE_DICT_da0d791617eaf91b,"xsy,en",binbiniSitan,bottle,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,瓶子,bottle,,GLOSBE_DICT_GROUP_7b4fd91d2fad8c45,bottle,primary,https://glosbe.com/xsy/en/binbiniSitan,data/raw/html/static/xsy_en/binbiniSitan.html
GLOSBE_DICT_41de554f28a0604c,"xsy,en",binlengan,wall,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,牆; 牆壁,wall,,GLOSBE_DICT_GROUP_a9b942d7c32e6f6d,wall,primary,https://glosbe.com/xsy/en/binlengan,data/raw/html/static/xsy_en/binlengan.html
GLOSBE_DICT_8576d94ed77c8d34,"xsy,en",biskol,stomach,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,胃,stomach,,GLOSBE_DICT_GROUP_b50278dc61650ac8,stomach,primary,https://glosbe.com/xsy/en/biskol,data/raw/html/static/xsy_en/biskol.html
GLOSBE_DICT_8a8198479db652b7,"xsy,en",bizo',charcoal,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,木炭; 炭,charcoal,,GLOSBE_DICT_GROUP_1f2ecb56dc3fd4ff,charcoal,primary,https://glosbe.com/xsy/en/bizo%27,data/raw/html/static/xsy_en/bizo%27.html
GLOSBE_DICT_2b5b130d2c003f23,"xsy,en",bo:bo:,fan,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,搧,fan,,GLOSBE_DICT_GROUP_adf5718ac733de02,fan,primary,https://glosbe.com/xsy/en/bo%3Abo%3A,data/raw/html/static/xsy_en/bo%3Abo%3A.html
GLOSBE_DICT_61c2278e2176a8c7,"xsy,en",bo:li',flute,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,笛子,flute,,GLOSBE_DICT_GROUP_69fcb2115e746341,flute,primary,https://glosbe.com/xsy/en/bo%3Ali%27,data/raw/html/static/xsy_en/bo%3Ali%27.html
GLOSBE_DICT_f5f5bacad111e75e,"xsy,en",bo:ok,rotten,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,爛,rotten,,GLOSBE_DICT_GROUP_45ca68537489171b,rotten,primary,https://glosbe.com/xsy/en/bo%3Aok,data/raw/html/static/xsy_en/bo%3Aok.html
GLOSBE_DICT_0e453b246542c54c,"xsy,en",boehoe:,bow,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,弓,bow,,GLOSBE_DICT_GROUP_e5fb334beb8b7bc7,bow,primary,https://glosbe.com/xsy/en/boehoe%3A,data/raw/html/static/xsy_en/boehoe%3A.html
GLOSBE_DICT_21482ac4b51997c0,"xsy,en",bolalasan,white,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,白色,white,,GLOSBE_DICT_GROUP_36fdd6a1b520c591,white,primary,https://glosbe.com/xsy/en/bolalasan,data/raw/html/static/xsy_en/bolalasan.html
GLOSBE_DICT_d6f99f2fc6f597db,"xsy,en",bonaz,sand,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,沙子,sand; grit; gravel,沙子,GLOSBE_DICT_GROUP_46e1e7013ca0a280,sand,primary,https://glosbe.com/xsy/en/bonaz,data/raw/html/static/xsy_en/bonaz.html
GLOSBE_DICT_3c5d20bd67596472,"xsy,en",bonaz,grit,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,沙子,sand; grit; gravel,沙子,GLOSBE_DICT_GROUP_46e1e7013ca0a280,grit,alt,https://glosbe.com/xsy/en/bonaz,data/raw/html/static/xsy_en/bonaz.html
GLOSBE_DICT_d4ba20f2f1f3b731,"xsy,en",bonaz,gravel,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,沙子,sand; grit; gravel,沙子,GLOSBE_DICT_GROUP_46e1e7013ca0a280,gravel,alt,https://glosbe.com/xsy/en/bonaz,data/raw/html/static/xsy_en/bonaz.html
GLOSBE_DICT_6e19a433bcc6c9d2,"xsy,en",bosoe',testicle,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,睪丸,testicle,,GLOSBE_DICT_GROUP_fe124358e002ce7d,testicle,primary,https://glosbe.com/xsy/en/bosoe%27,data/raw/html/static/xsy_en/bosoe%27.html
GLOSBE_DICT_8d5e6a714df0653d,"xsy,en",boya',bee,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,蜂,bee,,GLOSBE_DICT_GROUP_0b740c96886dc1b7,bee,primary,https://glosbe.com/xsy/en/boya%27,data/raw/html/static/xsy_en/boya%27.html
GLOSBE_DICT_b776f23660e3a18e,"xsy,en",bozo:,grape,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,葡萄（外來語）,grape,,GLOSBE_DICT_GROUP_baee5e045f1326b6,grape,primary,https://glosbe.com/xsy/en/bozo%3A,data/raw/html/static/xsy_en/bozo%3A.html
GLOSBE_DICT_ad86b3b76e2f17c7,"xsy,en",habak,hive,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,蜂巢殼; 蟻窩,hive,,GLOSBE_DICT_GROUP_3e831797f34cbd82,hive,primary,https://glosbe.com/xsy/en/habak,data/raw/html/static/xsy_en/habak.html
GLOSBE_DICT_b2b34feabb6bfbc4,"xsy,en",habiyalan,yellow,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,黃色; 黃色的,yellow,,GLOSBE_DICT_GROUP_92baf986d9459e54,yellow,primary,https://glosbe.com/xsy/en/habiyalan,data/raw/html/static/xsy_en/habiyalan.html
GLOSBE_DICT_de5b4364d0ddb175,"xsy,en",haepoy bintoe'an,Mars,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,火星,Mars,,GLOSBE_DICT_GROUP_fe2d35ef8d622ebb,Mars,primary,https://glosbe.com/xsy/en/haepoy%20bintoe%27an,data/raw/html/static/xsy_en/haepoy%20bintoe%27an.html
GLOSBE_DICT_7c436b678a52687f,"xsy,en",hahangaw,ladder,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,梯子; 樓梯,ladder,,GLOSBE_DICT_GROUP_02c94878d5e21883,ladder,primary,https://glosbe.com/xsy/en/hahangaw,data/raw/html/static/xsy_en/hahangaw.html
GLOSBE_DICT_e9ae37205f016320,"xsy,en",hahawar,chopstick,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,筷子; 耙子,chopstick,,GLOSBE_DICT_GROUP_4d85aa903d6d9144,chopstick,primary,https://glosbe.com/xsy/en/hahawar,data/raw/html/static/xsy_en/hahawar.html
GLOSBE_DICT_1ae019f6dcf40ca0,"xsy,en",hahazab,fork,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,刺（工具）,fork; needle,刺（工具）,GLOSBE_DICT_GROUP_b6567fbb04222ade,fork,primary,https://glosbe.com/xsy/en/hahazab,data/raw/html/static/xsy_en/hahazab.html
GLOSBE_DICT_c46c57ecc0ca3288,"xsy,en",hahazab,needle,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,刺（工具）,fork; needle,刺（工具）,GLOSBE_DICT_GROUP_b6567fbb04222ade,needle,alt,https://glosbe.com/xsy/en/hahazab,data/raw/html/static/xsy_en/hahazab.html
GLOSBE_DICT_25caae18ee352bdf,"xsy,en",hahila:,sun,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,太陽; 日子,sun,,GLOSBE_DICT_GROUP_686fcd327da80d9c,sun,primary,https://glosbe.com/xsy/en/hahila%3A,data/raw/html/static/xsy_en/hahila%3A.html
GLOSBE_DICT_0126acfb41c8a31d,"xsy,en",hahiwa',saw,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,小鐮刀; 鋸子; 鐮刀,saw,,GLOSBE_DICT_GROUP_105dd2ff6d36f9ed,saw,primary,https://glosbe.com/xsy/en/hahiwa%27,data/raw/html/static/xsy_en/hahiwa%27.html
GLOSBE_DICT_1edfc1ec67422691,"xsy,en",hahka:aw,collarbone,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,鎖骨,collarbone,,GLOSBE_DICT_GROUP_6463c4a13796c2fa,collarbone,primary,https://glosbe.com/xsy/en/hahka%3Aaw,data/raw/html/static/xsy_en/hahka%3Aaw.html
GLOSBE_DICT_c6a8f33e68f90c5f,"xsy,en",hahola' koko:ol,iceberg,keep_in_xml,different_from_mapping,ildrf_source_attested_target_differs_from_mapping,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,冰山,iceberg,山,GLOSBE_DICT_GROUP_a58360d0c750cc6f,iceberg,primary,https://glosbe.com/xsy/en/hahola%27%20koko%3Aol,data/raw/html/static/xsy_en/hahola%27%20koko%3Aol.html
GLOSBE_DICT_22d6ee8ed30840af,"xsy,en",hahola',ice,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,冰; 冰雪; 雪; 霜,ice,,GLOSBE_DICT_GROUP_7c8c5ae96446c3ab,ice,primary,https://glosbe.com/xsy/en/hahola%27,data/raw/html/static/xsy_en/hahola%27.html
GLOSBE_DICT_d7ca31ec6aec3739,"xsy,en",hako',muntjac,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,山羌,muntjac,山羌; 山,GLOSBE_DICT_GROUP_ea7b8671d56939dd,muntjac,primary,https://glosbe.com/xsy/en/hako%27,data/raw/html/static/xsy_en/hako%27.html
GLOSBE_DICT_454094c7dcd5db7d,"xsy,en",halis,Japanese banana,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,山芭蕉,Japanese banana,山芭蕉; 山,GLOSBE_DICT_GROUP_3a2a497706cb15e0,Japanese banana,primary,https://glosbe.com/xsy/en/halis,data/raw/html/static/xsy_en/halis.html
GLOSBE_DICT_0d5de5878c428bf5,"xsy,en",hanowan,horse,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,馬,horse,,GLOSBE_DICT_GROUP_80e927bc71301587,horse,primary,https://glosbe.com/xsy/en/hanowan,data/raw/html/static/xsy_en/hanowan.html
GLOSBE_DICT_51df2e5233d614ca,"xsy,en",hanpaw,hamburger,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,漢堡,hamburger,,GLOSBE_DICT_GROUP_11971e3aae1f83e5,hamburger,primary,https://glosbe.com/xsy/en/hanpaw,data/raw/html/static/xsy_en/hanpaw.html
GLOSBE_DICT_602795a438d4edd9,"xsy,en",hapa:,advertisement,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,廣告,advertisement,,GLOSBE_DICT_GROUP_78a29d5e787176e6,advertisement,primary,https://glosbe.com/xsy/en/hapa%3A,data/raw/html/static/xsy_en/hapa%3A.html
GLOSBE_DICT_acc99384e64d5166,"xsy,en",hapapong,crunchy,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,脆弱; 脆弱(如這根鐵絲易斷裂),crunchy,,GLOSBE_DICT_GROUP_4ae9b2894485cde2,crunchy,primary,https://glosbe.com/xsy/en/hapapong,data/raw/html/static/xsy_en/hapapong.html
GLOSBE_DICT_082795a5028f28dd,"xsy,en",hapoy,fire,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,火; 燈,fire,,GLOSBE_DICT_GROUP_c0a1f944be1b52c2,fire,primary,https://glosbe.com/xsy/en/hapoy,data/raw/html/static/xsy_en/hapoy.html
GLOSBE_DICT_3c16519b586ff23e,"xsy,en",hayza',have,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,有,have,,GLOSBE_DICT_GROUP_27f44288ed0f3eb9,have,primary,https://glosbe.com/xsy/en/hayza%27,data/raw/html/static/xsy_en/hayza%27.html
GLOSBE_DICT_3e3951349b2b30a2,"xsy,en",haziyo',cold wave,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,寒流,cold wave,,GLOSBE_DICT_GROUP_393be748f99d5212,cold wave,primary,https://glosbe.com/xsy/en/haziyo%27,data/raw/html/static/xsy_en/haziyo%27.html
GLOSBE_DICT_854505796abaabfe,"xsy,en",hes'ezan,green,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,綠色,green,,GLOSBE_DICT_GROUP_05cb28f9614170ae,green,primary,https://glosbe.com/xsy/en/hes%27ezan,data/raw/html/static/xsy_en/hes%27ezan.html
GLOSBE_DICT_2964053e545f8836,"xsy,en",hiko',elbow,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,手肘,elbow,手; 手肘,GLOSBE_DICT_GROUP_0c65dd1ea9cbee53,elbow,primary,https://glosbe.com/xsy/en/hiko%27,data/raw/html/static/xsy_en/hiko%27.html
GLOSBE_DICT_97c3a7f389b14e45,"xsy,en",hikoyo:,airport,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,機場,airport,,GLOSBE_DICT_GROUP_626547bb56193338,airport,primary,https://glosbe.com/xsy/en/hikoyo%3A,data/raw/html/static/xsy_en/hikoyo%3A.html
GLOSBE_DICT_2615197a6471d1aa,"xsy,en",hila:an,afternoon,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,下午; 白天,afternoon,,GLOSBE_DICT_GROUP_d9eff6c172fb60ec,afternoon,primary,https://glosbe.com/xsy/en/hila%3Aan,data/raw/html/static/xsy_en/hila%3Aan.html
GLOSBE_DICT_04ef3ac3810a5e0b,"xsy,en",hilok,thimbleberry,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,刺莓（野莓）; 野草莓,thimbleberry,,GLOSBE_DICT_GROUP_a6383e85b620abc7,thimbleberry,primary,https://glosbe.com/xsy/en/hilok,data/raw/html/static/xsy_en/hilok.html
GLOSBE_DICT_a11a2c0c6346d52e,"xsy,en",hima',hand,keep_in_xml,target_supported_by_mapping,ildrf_source_attested_target_supported_by_mapping,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,手,hand,手,GLOSBE_DICT_GROUP_786769987d75617f,hand,primary,https://glosbe.com/xsy/en/hima%27,data/raw/html/static/xsy_en/hima%27.html
GLOSBE_DICT_068c38d77454a831,"xsy,en",hinaleb kakara:awan,skyway,keep_in_xml,gloss_unmapped,ildrf_source_attested_gloss_unmapped,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,天橋,skyway,,GLOSBE_DICT_GROUP_d15b0d851e12273a,skyway,primary,https://glosbe.com/xsy/en/hinaleb%20kakara%3Aawan,data/raw/html/static/xsy_en/hinaleb%20kakara%3Aawan.html
