severity,code,unit_id,unit_type,sentence_id,message
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E038BW3M1,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E038B,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E038BW4M1,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E038B,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E038BW4M2,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E038B,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E038BW4M3,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E038B,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E038BW4M4,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E038B,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039CW1M1,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039C,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039CW2M1,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039C,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039CW3M1,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039C,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039CW4M1,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039C,legacy morpheme had no source gloss and is not retained as a supported M unit
INFO,RETIRED_UNGLOSSED_MORPHEME,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039CW5M1,M,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039C,legacy morpheme had no source gloss and is not retained as a supported M unit
